sale_id,line_no,product_id,product_barcode,product_name,quantity,unit_price,line_amount
40485,3,1574,9781729091289,Expert System Shell for Inferring Vegetation Characteristics,2,83.74,167.48
40486,1,1575,9781722069377,Expert System Shell for Inferring Vegetation Characteristics,1,79.0,79.0
40486,2,1576,9780471859772,"Wilmer, Cutler & Pickering manual on litigation support databases",2,81.37,162.74
40486,3,1577,9780131442566,"Database Application Development with Java, Oracle, My SQL, Access",3,83.74,251.22
40487,1,1578,9781118183496,Enterprise Android Programming Android Database Applications For The Enterprise,2,79.0,158.0
40487,2,1579,9789282688564,The European Health and Safety Database (HASTE),3,81.37,244.11
40487,3,1580,9781590595244,Pro Oracle database 10g RAC on Linux,1,83.74,83.74
40488,1,1581,9781599044002,Cases on database technologies and applications,3,79.0,237.0
40488,2,1582,9780071835145,Oracle Database 12c PL/SQL Advanced Programming Techniques,1,81.37,81.37
40488,3,1583,9783642768118,Molecular Databases for Protein Sequences and Structure Studies,2,83.74,167.48
40489,1,1584,9781894613149,Advances in database and expert systems,1,79.0,79.0
40489,2,1585,9783540269731,Database,2,81.37,162.74
40489,3,1586,9781402073519,Semantic Issues in e-Commerce Systems,3,83.74,251.22
40490,1,1587,9780080555669,Practical Oracle security,2,79.0,158.0
40490,2,1588,9780071597098,OCP Oracle database 11g,3,81.37,244.11
40490,3,1589,9781402072659,Semantic issues in e-commerce systems,1,83.74,83.74
40491,1,1590,9789138504086,Rättslig informationssökning i databaser,3,79.0,237.0
40491,2,1591,9781259836091,Oracle Database 12c Release 2 Multitenant,1,81.37,81.37
40491,3,1592,9780838904152,Computer-Readable Database,2,83.74,167.48
40492,1,1593,9780078824067,Oracle8 DBA handbook,1,79.0,79.0
40492,2,1594,9780673183613,Microcomputers in Business,2,81.37,162.74
40492,3,1595,9781782171218,Oracle Database 12c Backup and Recovery Survival Guide,3,83.74,251.22
40493,1,1596,9780387485324,Handbook of database security,2,79.0,158.0
40493,2,1597,9781583476697,Database Design and SQL for DB2,3,81.37,244.11
40493,3,1598,9781430261872,Oracle Database 12c Performance Tuning Recipes,1,83.74,83.74
40494,1,1599,9780792384885,Database security XII,3,79.0,237.0
40494,2,1600,9780072255409,Oracle Database 10g PL/SQL 101,1,81.37,81.37
40494,3,1601,9780792312031,NATO--PCO DATABASE,2,83.74,167.48
40495,1,1602,9780819424334,Storage and retrieval for image and video databases V,1,79.0,79.0
40495,2,1603,9781430237358,Expert indexing in Oracle database 11g,2,81.37,162.74
40495,3,1604,9780071485623,PostgreSQL 8 for Windows (Database Professional's Library),3,83.74,251.22
40496,1,1605,9780738417455,Ccf Connectors and Database Connections Using Websphere Advanced Edition Connecting Enterprise Information Systems to the Web,2,79.0,158.0
40496,2,1606,9798634894799,Practice C# and SQL SERVER with Accounting System : (Beginner to Expert - Full Source Code and Database),3,81.37,244.11
40496,3,1607,9780201416978,CASE Method,1,83.74,83.74
40497,1,1608,9781423582366,Calibration and Validation of the Checkpoint Model to the Air Force Electronic Systems Center Software Database,3,79.0,237.0
40497,2,1609,9780897912938,"Proceedings, International Symposium on Databases in Parallel and Distributed Systems, December 5-7, 1988, Austin, Texas",1,81.37,81.37
40497,3,1610,9781423583837,Calibration of the Checkpoint Model to the Space and Missile Systems Center (SMC) Software Database (SWDB),2,83.74,167.48
40498,1,1611,9781546913429,Designing Professional Database Management Systems Using MS Access 2016 and MySQL,1,79.0,79.0
40498,2,1612,9783662042281,"Time granularities in databases, data mining, and temporal reasoning",2,81.37,162.74
40498,3,1613,9780444868657,Database management in science and technology,3,83.74,251.22
40499,1,1614,9780134436319,"Building intelligent databases with Oracle PL/SQL, triggers, and stored procedure",2,79.0,158.0
40499,2,1615,9780910478502,CINAHL database search guide,3,81.37,244.11
40499,3,1616,9781565924321,Oracle distributed systems,1,83.74,83.74
40500,1,1617,9780130136701,Managing Oracle Database Environment,3,79.0,237.0
40500,2,1618,9789814696654,Intelligent Big Multimedia Databases,1,81.37,81.37
40500,3,1619,9780075577867,Database Design and Management,2,83.74,167.48
40501,1,1620,9789057820137,Fruit Fly Expert Identification System and Systematic Information Database (MYIA - the International Journal of the American Dipterists' Society),1,79.0,79.0
40501,2,1621,9781461518037,Database Reengineering and Interoperability,2,81.37,162.74
40501,3,1622,9783540761099,Multimedia databases in perspective,3,83.74,251.22
40502,1,1623,9780345323781,Bt-D-Base III Usrs Hdbk,2,79.0,158.0
40502,2,1624,9781583473979,DB2 11 for z/OS Database Administration,3,81.37,244.11
40502,3,1625,9783598243165,World Databases in Management,1,83.74,83.74
40503,1,1626,9780130149220,Enterprise Databases on Linux,3,79.0,237.0
40503,2,1627,9781567502053,Knowledge acquisition from databases,1,81.37,81.37
40503,3,1628,9780862916138,World databases in medicine,2,83.74,167.48
40504,1,1629,9781430262664,Practical Oracle Database Appliance,1,79.0,79.0
40504,2,1630,9780904933697,Learned Information Database Guide,2,81.37,162.74
40504,3,1631,9780912466095,Nucleic acid sequence database,3,83.74,251.22
40505,1,1632,9780574186409,Casebook for Database Processing,2,79.0,158.0
40505,2,1633,9781484222652,Securing SQL Server,3,81.37,244.11
40505,3,1634,9789814696647,Intelligent big multimedia databases,1,83.74,83.74
40506,1,1635,9780306452888,Database reengineering and interoperability,3,79.0,237.0
40506,2,1636,9780471086376,Designing litigation support databases,1,81.37,81.37
40506,3,1637,9780672327919,Oracle database 10g insider solutions,2,83.74,167.48
40507,1,1638,9781461355243,Information Organization and Databases,1,79.0,79.0
40507,2,1639,9781430262657,Practical Oracle Database Appliance,2,81.37,162.74
40507,3,1640,9780792384144,Database support for workflow management,3,83.74,251.22
40508,1,1641,9780071780261,Oracle database 11g release 2 performance tuning tips & techniques,2,79.0,158.0
40508,2,1642,9780071597869,Oca oracle database 11g,3,81.37,244.11
40508,3,1643,9780805367850,Casebook Database Management (Casebook),1,83.74,83.74
40509,1,1644,9781558604827,A complete guide to DB2 universal database,3,79.0,237.0
40509,2,1645,9789291150854,Kathmandu Valley GIS database,1,81.37,81.37
40509,3,1646,9780841218628,The Beilstein online database,2,83.74,167.48
40510,1,1647,9781898507185,The midwifery research database,1,79.0,79.0
40510,2,1648,9780660537344,Canadian machine-readable databases,2,81.37,162.74
40510,3,1649,9780203505168,Logical Database Design Principles,3,83.74,251.22
40511,1,1650,9780123919700,Small scale bibliographic databases,2,79.0,158.0
40511,2,1651,9780910478564,CINAHL database search guide,3,81.37,244.11
40511,3,1652,9780072229240,Introduction to Relational Databases,1,83.74,83.74
40512,1,1653,9780071465090,Oracle Database 10g Real Application Clusters Handbook,3,79.0,237.0
40512,2,1654,9780387540092,MFDBS 91,1,81.37,81.37
40512,3,1655,9781583475188,DB2 9 for Z/OS Database Administration,2,83.74,167.48
40513,1,1656,9781583474884,"DB2 9 for Linux, UNIX, and Windows Database Administration Upgrade",1,79.0,79.0
40513,2,1657,9783642547980,Bridging Between Information Retrieval and Databases,2,81.37,162.74
40513,3,1658,9783662534540,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXVIII,3,83.74,251.22
40514,1,1659,9783662583838,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXVIII,2,79.0,158.0
40514,2,1660,9783662584149,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXIX,3,81.37,244.11
40514,3,1661,9780387578187,Advances in database technology--EDBT '94,1,83.74,83.74
40515,1,1662,9781931879422,GAMP Good Practice Guide,3,79.0,237.0
40515,2,1663,9780566090219,Information management and planning,1,81.37,81.37
40515,3,1664,9781118931912,OCP Oracle Database 12c Administrator Certified Professional Study Guide,2,83.74,167.48
40516,1,1665,9780819414809,Storage and Retrieval for Image and Video Data Bases Ii/V 2185,1,79.0,79.0
40516,2,1666,9783540405351,Advances in spatial and temporal databases,2,81.37,162.74
40516,3,1667,9781893947047,Building Database Applications,3,83.74,251.22
40517,1,1668,9781430211877,Pro Oracle Spatial for Oracle Database 11g,2,79.0,158.0
40517,2,1669,9781423582113,Calibration and Validation of the Sage Software Cost/Schedule Estimating System to United States Air Force Databases,3,81.37,244.11
40517,3,1670,9781557111531,Implementing new technologies,1,83.74,83.74
40518,1,1671,9783540856535,Database And Expert Systems Applications 19th International Conference Dexa 2008 Turin Italy September 15 2008 Proceedings,3,79.0,237.0
40518,2,1672,9781423566427,"Analysis, Design and Implementation of a Database Management System for a Generating Technical/Medical Reports by Chiropractors",1,81.37,81.37
40518,3,1673,9783642156830,Database and XML technologies,2,83.74,167.48
40519,1,1674,9780387242484,Fuzzy database modeling with XML,1,79.0,79.0
40519,2,1675,9783642394683,Big Data,2,81.37,162.74
40519,3,1676,9780585038766,"Foundations of neural networks, fuzzy systems, and knowledge engineering",3,83.74,251.22
40520,1,1677,9781260120875,Oracle Database Exadata Cloud Service,2,79.0,158.0
40520,2,1678,9780471827863,Database design for information retrieval,3,81.37,244.11
40520,3,1679,9781491914724,Time Series Databases,1,83.74,83.74
40521,1,1680,9780819417671,Storage and Retrieval for Image and Video Databases Iii/Volume 2420,3,79.0,237.0
40521,2,1681,9780444700483,Legal databases in Europe,1,81.37,81.37
40521,3,1682,9783642786631,From CA to CAS online,2,83.74,167.48
40522,1,1683,9780315034822,The Canadian short story database,1,79.0,79.0
40522,2,1684,9781281118639,Spatial database transfer standards 2,2,81.37,162.74
40522,3,1685,9781588830371,Intelligent Multimedia Computing Science,3,83.74,251.22
40523,1,1686,9780071751292,Oracle database 11g,2,79.0,158.0
40523,2,1687,9781794693081,"FR - Changes to Standard Numbering System, Vessel Identification System, and Boating Accident Report Database (Federal Register Publication) (US Coast Guard Regulation) (USCG) (2018 Edition)",3,81.37,244.11
40523,3,1688,9781492152620,Five Breakthroughs of Business Process Management,1,83.74,83.74
40524,1,1689,9783642334603,Machine Learning and Knowledge Discovery in Databases,3,79.0,237.0
40524,2,1690,9780131749139,Distributed object-oriented data-systems design,1,81.37,81.37
40524,3,1691,9780071790154,Database Cloud Storage The Essential Guide To Oracle Automatic Storage Management,2,83.74,167.48
40525,1,1692,9780201715842,Practical Oracle8i,1,79.0,79.0
40525,2,1693,9780953715527,Sybase ASE System 12.5,2,81.37,162.74
40525,3,1694,9789090046822,"A database for assessing indoor airflow, air quality, and draught risk",3,83.74,251.22
40526,1,1695,9780130668875,"Audit Trail Administration, Unix Svr 4.2",2,79.0,158.0
40526,2,1696,9781441950734,Ontologies and Databases,3,81.37,244.11
40526,3,1697,9783540329602,Advances in database technology,1,83.74,83.74
40527,1,1698,9783642035548,Database and XML Technologies,3,79.0,237.0
40527,2,1699,9780938734901,ProCite in libraries,1,81.37,81.37
40527,3,1700,9789289314596,The Nordic product registers and the future REACH substance database,2,83.74,167.48
40528,1,1701,9781430221647,RMAN recipes for Oracle database 11g,1,79.0,79.0
40528,2,1702,9780850668476,The Accuracy of spatial databases,2,81.37,162.74
40528,3,1703,9780429505904,Geographic Information Systems to Spatial Data Infrastructures,3,83.74,251.22
40529,1,1704,9780792397779,Searching multimedia databases by content,2,79.0,158.0
40529,2,1705,9781259584619,OCA Oracle Database SQL Exam Guide (Exam 1Z0-071),3,81.37,244.11
40529,3,1706,9789058086488,Categorical database generalization in GIS,1,83.74,83.74
40530,1,1707,9783540610571,Advances in database technology,3,79.0,237.0
40530,2,1708,9789812797971,Advances in distributed multimedia systems,1,81.37,81.37
40530,3,1709,9781441937087,Fuzzy Database Modeling with XML,2,83.74,167.48
40531,1,1710,9789401055802,The Global Paleomagnetic Database,1,79.0,79.0
40531,2,1711,9780906085622,Guide to the FLUIDEX database,2,81.37,162.74
40531,3,1712,9780557024926,SQL Weaknesses on Database Processing,3,83.74,251.22
40532,1,1713,9780748407972,Deductive databases and their applications,2,79.0,158.0
40532,2,1714,9780851422060,"Building, construction, architecture databases, 1986",3,81.37,244.11
40532,3,1715,9783642190469,Communitybuilt Databases Research And Development,1,83.74,83.74
40533,1,1716,9789814329484,The Handbook On Reasoningbased Intelligent Systems,3,79.0,237.0
40533,2,1717,9780132347969,Smart (enough) systems,1,81.37,81.37
40533,3,1718,9789048167715,Knowledge Discovery from Legal Databases,2,83.74,167.48
40534,1,1719,9781492160618,Developing Rare and Exotic Plant Geographic Information System Databases for Indiana Dunes and Sleeping Bear Dunes National Lakeshores,1,79.0,79.0
40534,2,1720,9780387908427,On conceptual modelling,2,81.37,162.74
40534,3,1721,9780803947528,Analytic mapping and geographic databases,3,83.74,251.22
40535,1,1722,9788750374176,Retsinformationsrådets betænkning om databaser med konkrete afgørelser,2,79.0,158.0
40535,2,1723,9783642402340,Spatial and Temporal Databases,3,81.37,244.11
40535,3,1724,9780130286529,Understanding relational database query languages,1,83.74,83.74
40536,1,1725,9781849681575,Ejb 3 0 Database Persistence with Oracle Fusion Middleware 11g,3,79.0,237.0
40536,2,1726,9780077099749,Software Systems Development,1,81.37,81.37
40536,3,1727,9780080460048,Joe Celko's SQL for Smarties,2,83.74,167.48
40537,1,1728,9783540754732,Ontologies-based databases and information systems,1,79.0,79.0
40537,2,1729,9781521257012,Designing Professional Database Management Systems Using Microsoft Access 2013 and 2016 and MySQL,2,81.37,162.74
40537,3,1730,9780471578024,Enterprise database connectivity,3,83.74,251.22
40538,1,1731,9781580534697,Advanced database technology and design,2,79.0,158.0
40538,2,1732,9780850664850,Building databases for global science,3,81.37,244.11
40538,3,1733,9780201824599,"Relational database writings, 1991-1994",1,83.74,83.74
40539,1,1734,9780892363612,Introduction to imaging,3,79.0,237.0
40539,2,1735,9780387339146,Clinical Decision Support Systems,1,81.37,81.37
40539,3,1736,9780429352331,Electronic information systems in sci-tech libraries,2,83.74,167.48
40540,1,1737,9781430219521,Secrets Of The Oracle Database,1,79.0,79.0
40540,2,1738,9780072229813,Oracle Database 10g SQL,2,81.37,162.74
40540,3,1739,9781621741350,Development and Analysis of Databases for the Intellectual System for Predicting the Structure-Property Dependence of Drug Compounds on the Basis of Artificial Immune Systems,3,83.74,251.22
40541,1,1740,9780872877092,Issues in online database searching,2,79.0,158.0
40541,2,1741,9780792373872,System design,3,81.37,244.11
40541,3,1742,9780134350936,Resource Pro with Literature Database,1,83.74,83.74
40542,1,1743,9780134350950,Resource Pro with Literature Database,3,79.0,237.0
40542,2,1744,9780429020575,Smart Healthcare Systems,1,81.37,81.37
40542,3,1745,9781849686938,Managing Multimedia and Unstructured Data in the Oracle Database,2,83.74,167.48
40543,1,1746,9780932633293,Data Model Patterns,1,79.0,79.0
40543,2,1747,9780754611165,Scientific Information Systems,2,81.37,162.74
40543,3,1748,9783642067952,Fuzzy Database Modeling of Imprecise and Uncertain Engineering Information,3,83.74,251.22
40544,1,1749,9780819435903,Storage and retrieval for media databases 2000,2,79.0,158.0
40544,2,1750,9783642245770,Advances in Databases,3,81.37,244.11
40544,3,1751,9780429453311,Enterprise Process Management Systems,1,83.74,83.74
40545,1,1752,9781581135763,ISSS,3,79.0,237.0
40545,2,1753,9780078227813,Filing and Computer Database Projects Workbook with CD-ROM,1,81.37,81.37
40545,3,1754,9783540422655,Advances in databases,2,83.74,167.48
40546,1,1755,9782760505377,Le développement de systèmes d'information,1,79.0,79.0
40546,2,1756,9780131377219,Comprehensive assurance & systems tool,2,81.37,162.74
40546,3,1757,9781591403845,Advances in fuzzy object-oriented databases,3,83.74,251.22
40547,1,1758,9783642193576,Data Management and Query Processing in Semantic Web Databases,2,79.0,158.0
40547,2,1759,9781604201185,"Security, audit and control features",3,81.37,244.11
40547,3,1760,9780933332973,Thesaurus for SoyaScan database,1,83.74,83.74
40548,1,1761,9780128009567,Oracle Databases on Amazon Web Services,3,79.0,237.0
40548,2,1762,9783642237805,Machine Learning And Knowledge Discovery In Databases,1,81.37,81.37
40548,3,1763,9780819444165,Storage and retrieval for media databases 2002,2,83.74,167.48
40549,1,1764,9780819439932,Storage and retrieval for media databases 2001,1,79.0,79.0
40549,2,1765,9781591403753,Information Modeling Methods and Methodologies (Advanced Topics of Database Research) (Advanced Topics in Database Research),2,81.37,162.74
40549,3,1766,9780201558210,A guide toDB2,3,83.74,251.22
40550,1,1767,9780738495514,Using Discontiguous Shared Segments And Xip2 Filesystems With Oracle Database 10g on Linux for IBM System Z,2,79.0,158.0
40550,2,1768,9781423520528,Design and Implementation of a Database for an Integrated System for Daily Management in an Industrial and Commercial Organization,3,81.37,244.11
40550,3,1769,9781696005470,SQL for Beginners,1,83.74,83.74
40551,1,1770,9781721027057,Thermodynamic Database for the NdO(1. 5)-YO(1. 5)-YbO(1. 5)-ScO(1. 5)-ZrO2 System,3,79.0,237.0
40551,2,1771,9780078822896,"Oracle DBA handbook, 7.3 edition",1,81.37,81.37
40551,3,1772,9780080508665,Information Modeling and Relational Databases: From Conceptual Analysis to Logical Design (The Morgan Kaufmann Series in Data Management Systems),2,83.74,167.48
40552,1,1773,9783642039720,Advances In Databases And Information Systems 13th East European Conference Adbis 2009 Riga Latvia September 710 2009 Proceedings,1,79.0,79.0
40552,2,1774,9783540857129,Advances In Databases And Information Systems 12th East European Conference Adbis 2008 Pori Finland September 59 2008 Proceedings,2,81.37,162.74
40552,3,1775,9780387141770,Chemreact10 with Infochem CD-ROM,3,83.74,251.22
40553,1,1776,9781423583349,Calibration of the Softcost-R Software Cost Model To the Space and Missile Systems Center (SMC) Software Database (SWDB),2,79.0,158.0
40553,2,1777,9783540145165,ChemReact32 with InfoChem CD-ROM,3,81.37,244.11
40553,3,1778,9783030850814,"New Trends in Database and Information Systems : ADBIS 2021 Short Papers, Doctoral Consortium and Workshops",1,83.74,83.74
40554,1,1779,9783031429408,"New Trends in Database and Information Systems : ADBIS 2023 Short Papers, Doctoral Consortium and Workshops",3,79.0,237.0
40554,2,1780,9781742446264,"How to Land a Top-Paying Computer Network Systems, and Database Administrators Job",1,81.37,81.37
40554,3,1781,9783031157424,"New Trends in Database and Information Systems : ADBIS 2022 Short Papers, Doctoral Consortium and Workshops",2,83.74,167.48
40555,1,1782,9789048161829,Databases and Information Systems II,1,79.0,79.0
40555,2,1783,9780818686764,"International Workshop on Multi-Media Data Base Management Systems: August 5-7, 1998 Dayton, Ohio",2,81.37,162.74
40555,3,1784,9781583476727,"DB2 10. 1/10. 5 for Linux, UNIX, and Windows Database Administration",3,83.74,251.22
40556,1,1785,9783540393900,Conceptual Modeling of Information Systems,2,79.0,158.0
40556,2,1786,9781575211398,Teach Yourself Active Web Database Programming in 21 Days,3,81.37,244.11
40556,3,1787,9780072263275,Hands-On Oracle Database 10g Express Edition for Linux,1,83.74,83.74
40557,1,1788,9780072263312,Hands-On Oracle Database 10g Express Edition for Windows,3,79.0,237.0
40557,2,1789,9780071506748,Oracle Database 10g Linux Administration,1,81.37,81.37
40557,3,1790,9781441938152,Multimedia Database Retrieval A Humancentered Approach,2,83.74,167.48
40558,1,1791,9780273602620,Data modelling for information systems,1,79.0,79.0
40558,2,1792,9780718705626,LUCIS guide to EURONET-DIANE databases,2,81.37,162.74
40558,3,1793,9781848168695,Fuzzy Preference Queries To Relational Databases,3,83.74,251.22
40559,1,1794,9783110963236,World Databases in Geography and Geology,2,79.0,158.0
40559,2,1795,9781299620193,Image Databases and Multi-Media Search,3,81.37,244.11
40559,3,1796,9780023717604,The database book,1,83.74,83.74
40560,1,1797,9781430210160,Expert Oracle Database 11g Administration,3,79.0,237.0
40560,2,1798,9789812797988,Image Databases and Multi-Media Search,1,81.37,81.37
40560,3,1799,9780942774092,Proven techniques for increasing database use,2,83.74,167.48
40561,1,1800,9783790812558,Knowledge management in fuzzy databases,1,79.0,79.0
40561,2,1801,9781622753772,How Do I Use a Database?,2,81.37,162.74
40561,3,1802,9781622753789,How Do I Use a Database?,3,83.74,251.22
40562,1,1803,9781576760826,Implementing Databases in Oracle 9i,2,79.0,158.0
40562,2,1804,9781605661896,Semantic mining technologies for multimedia databases,3,81.37,244.11
40562,3,1805,9781484201947,Beginning Oracle Database 12c Administration,1,83.74,83.74
40563,1,1806,9780851422497,"Online management and marketing databases, 1989",3,79.0,237.0
40563,2,1807,9781590596036,The Concordance Database Manual (Expert's Voice),1,81.37,81.37
40563,3,1808,9781782172123,Oracle Database 12c Security Cookbook,2,83.74,167.48
40564,1,1809,9781137509857,Formulating Research Methods for Information Systems,1,79.0,79.0
40564,2,1810,9781590590225,Expert Oracle9i database administration,2,81.37,162.74
40564,3,1811,9780596003548,Oracle Performance Tuning for Database Administrat,3,83.74,251.22
40565,1,1812,9780898382570,Database machines and knowledge base machines,2,79.0,158.0
40565,2,1813,9780071799317,Oracle Database 12c New Features,3,81.37,244.11
40565,3,1814,9780072229479,Oracle Database 10g new features,1,83.74,83.74
40566,1,1815,9780471532279,How to build business-wide databases,3,79.0,237.0
40566,2,1816,9781622753765,How Do I Use a Database?,1,81.37,81.37
40566,3,1817,9780878148288,Effective Database Design for Geoscience Professionals,2,83.74,167.48
40567,1,1818,9780124383807,Fundamentals of spatial information systems,1,79.0,79.0
40567,2,1819,9780123820204,Database Modeling And Design Logical Design,2,81.37,162.74
40567,3,1820,9781931777476,Effective Databases for Text & Document Management,3,83.74,251.22
40568,1,1821,9783540205470,Knowledge Management Systems,2,79.0,158.0
40568,2,1822,9789514430435,Catalog of INION bibliographical databases on social sciences,3,81.37,244.11
40568,3,1823,9780871113122,Private file creation/database construction,1,83.74,83.74
40569,1,1824,9780071614214,OCA Oracle database,3,79.0,237.0
40569,2,1825,9780867292145,Data base directory,1,81.37,81.37
40569,3,1826,9783540365969,Semantics in databases,2,83.74,167.48
40570,1,1827,9783642720345,Knowledge Engineering,1,79.0,79.0
40570,2,1828,9783319112565,Privacy in Statistical Databases,2,81.37,162.74
40570,3,1829,9781599945798,What's New in SYSTEM 2000(R) V2,3,83.74,251.22
40571,1,1830,9781586036553,"Economic and Transparent Utilization of Virtual Resources (Dissertations in Database and Information Systems, Vol. 95) (Dissertationen Zu Datenbanken Und Informationssytemen)",2,79.0,158.0
40571,2,1831,9780471628224,Computer graphics and chemical structures,3,81.37,244.11
40571,3,1832,9780607922462,"Engineering-Geologic Database of the Proposed Alaska Natural Gas Transportation System (Angts) Corridor from Prudhoe Bay to Delta Junction, Alaska",1,83.74,83.74
40572,1,1833,9781439891995,Understanding information retrieval systems,3,79.0,237.0
40572,2,1834,9789984451992,Databases and information systems,1,81.37,81.37
40572,3,1835,9780201557107,A guide to SYBASE and SQL Server,2,83.74,167.48
40573,1,1836,9783540285830,Database and XML technologies,1,79.0,79.0
40573,2,1837,0919027072,The Espial Canadian database directory,2,81.37,162.74
40573,3,1838,9783540229698,Database and XML technologies,3,83.74,251.22
40574,1,1839,0919027142,The Espial Canadian database directory,2,79.0,158.0
40574,2,1840,9780387785868,Information Systems Development,3,81.37,244.11
40574,3,1841,9780929280738,Knowledge Discovery in Databases,1,83.74,83.74
40575,1,1842,9783642356025,"Computer Applications for Database, Education and Ubiquitous Computing",3,79.0,237.0
40575,2,1843,9783540672272,Advances in database technology--EDBT 2000,1,81.37,81.37
40575,3,1844,9798674140467,Practice C#. NET and SQL SERVER with Accounting System Project,2,83.74,167.48
40576,1,1845,9783540568698,Advances in spatial databases,1,79.0,79.0
40576,2,1846,9780553346817,Ranade's OS/2 Extended Edition Database Manager,2,81.37,162.74
40576,3,1847,9780851421131,"Final report on ""Databases suitable for users of environmental information""",3,83.74,251.22
40577,1,1848,9783540483441,Spatio-temporal database management,2,79.0,158.0
40577,2,1849,9783540212003,Advances in database technology-EDBT 2004,3,81.37,244.11
40577,3,1850,9780071502771,Oracle database Ajax & PHP web application development,1,83.74,83.74
40578,1,1851,9780470395134,Ocp Oracle Database 11g Administrator Certified Professional Study Guide,3,79.0,237.0
40578,2,1852,9780796917348,A spatial land ownership database for South Africa,1,81.37,81.37
40578,3,1853,9780954153502,The scholar & the database,2,83.74,167.48
40579,1,1854,9783540760665,Interfaces to databases (IDS-3),1,79.0,79.0
40579,2,1855,9780387505756,Statistical and scientific database management,2,81.37,162.74
40579,3,1856,9780471400301,OLAP solutions,3,83.74,251.22
40580,1,1857,9783540454328,Databases in Telecommunications II,2,79.0,158.0
40580,2,1858,9781447107682,Essential Access 2000 fast,3,81.37,244.11
40580,3,1859,9780131854628,Essentials of System Analysis and Design,1,83.74,83.74
40581,1,1860,9781441996459,Information Systems Development,3,79.0,237.0
40581,2,1861,9789813083004,"Multimedia, knowledge-based, and object-oriented databases",1,81.37,81.37
40581,3,1862,9780137718337,Relational Database Management in the Unix Environment,2,83.74,167.48
40582,1,1863,9781484223277,Oracle Database Upgrade and Migration Methods,1,79.0,79.0
40582,2,1864,9789998873193,Database Language SQL/ANSI X3 135,2,81.37,162.74
40582,3,1865,9789036521529,Towards database support for moving object data,3,83.74,251.22
40583,1,1866,9781118493892,Virtualizing Oracle Database with Vmware Vsphere X,2,79.0,158.0
40583,2,1867,9781461378495,Index Data Structures in Object-Oriented Databases,3,81.37,244.11
40583,3,1868,9780071846059,"Oracle Database Upgrade, Migration & Transformation Tips & Techniques",1,83.74,83.74
40584,1,1869,9781583473696,DB2 10 for zOS Database Administration,3,79.0,237.0
40584,2,1870,9780387189871,Foundations of Knowledge Base Management,1,81.37,81.37
40584,3,1871,9781886271050,Waterfields Guide to Computer Software,2,83.74,167.48
40585,1,1872,9781423582076,Calibration and Validation of the COCOMO II.1997.0 Cost/Schedule Estimating Model to the Space and Missile Systems Center Database,1,79.0,79.0
40585,2,1873,9780792380481,Mining very large databases with parallel processing,2,81.37,162.74
40585,3,1874,9780387568690,Advances in spatial databases,3,83.74,251.22
40586,1,1875,9783642158827,Machine Learning And Knowledge Discovery In Databases,2,79.0,158.0
40586,2,1876,9783031704208,"New Trends in Database and Information Systems : ADBIS 2024 Doctoral Consortium, Tutorial and Short Papers and Workshops",3,81.37,244.11
40586,3,1877,9780894354847,A practical guide to Oracle database administration,1,83.74,83.74
40587,1,1878,9781566700092,Iris Chemical Info Database93 3rdq,3,79.0,237.0
40587,2,1879,9780315518513,U.N.B. learning center research database,1,81.37,81.37
40587,3,1880,9780644036276,Australian environment and conservation database feasibility study,2,83.74,167.48
40588,1,1881,9781430229582,Pro Oracle Database 11gRAC on Linux,1,79.0,79.0
40588,2,1882,9780536173003,"Database Development (Taken From ""A Visual Approach"")",2,81.37,162.74
40588,3,1883,9781856041911,Directory of Health and Social Services Databases,3,83.74,251.22
40589,1,1884,9781430236627,Oracle Database 11g performance tuning recipes,2,79.0,158.0
40589,2,1885,9780471844891,Complex litigation research manual,3,81.37,244.11
40589,3,1886,9783540874805,Machine Learning And Knowledge Discovery In Databases,1,83.74,83.74
40590,1,1887,9781592294497,Sap Database Administration With Ibm Db2,3,79.0,237.0
40590,2,1888,9781583473573,Database design and SQL for DB2,1,81.37,81.37
40590,3,1889,9780071598750,Oracle Database 11g The Complete Reference,2,83.74,167.48
40591,1,1890,9788880980230,From database networking to the digital library,1,79.0,79.0
40591,2,1891,9780071801751,Oracle Database 12c The Complete Reference,2,81.37,162.74
40591,3,1892,9781586035846,Building Integrative Enterprise Knowledge Portals with Semantic Web Technologies,3,83.74,251.22
40592,1,1893,9780072195408,OCP Oracle9i database,2,79.0,158.0
40592,2,1894,9780126168709,An introduction to data base design,3,81.37,244.11
40592,3,1895,9781461464884,Phonetic Search Methods For Large Speech Databases,1,83.74,83.74
40593,1,1896,9780071752626,Oracle database 11g,3,79.0,237.0
40593,2,1897,9780201153026,Creating Applications with the IBM OS/2 Extended Edition Database Manager,1,81.37,81.37
40593,3,1898,9781555583224,Oracle database 10g data warehousing,2,83.74,167.48
40594,1,1899,9780131479425,The DB2(R) Universal Database for Windows,1,79.0,79.0
40594,2,1900,9780819423429,National and international law enforcement databases,2,81.37,162.74
40594,3,1901,9783922051084,International guide to MARC databases and services,3,83.74,251.22
40595,1,1902,9781581139754,MMDB 2004,2,79.0,158.0
40595,2,1903,9781581137262,MMDB 2003,3,81.37,244.11
