purchase_order_id,line_no,product_id,product_barcode,product_name,quantity,purchase_price,line_amount
20122,5,1334,9780130463616,"DB2 Universal Database v8.1 for Linux, UNIX, and  Windows database administration certification guide",33,47.4,1564.2
20122,6,1335,9781977075383,Identification and Classification Numbering System,13,48.98,636.74
20122,7,1336,9783642409936,Machine Learning and Knowledge Discovery in Databases,17,50.56,859.52
20122,8,1337,9780538656429,QwizEd Series: The Software Learning System,21,45.82,962.22
20122,9,1338,9780538656412,QwizEd Series: The Software Learning System,25,47.4,1185.0
20122,10,1339,9781424601325,Oracle Database 10g,29,48.98,1420.42
20123,1,1340,9780273602897,Database decisions,18,47.4,853.2
20123,2,1341,9780387171647,Database Machines,22,48.98,1077.56
20123,3,1342,9781883884123,DB2/400: The New AS/400 Database,26,50.56,1314.56
20123,4,1343,9789118972010,Databaser,30,45.82,1374.6
20123,5,1344,9780071829236,OCA Oracle Database 12c,34,47.4,1611.6
20123,6,1345,9789516494206,An expert system for microcomputers to aid selection of online databases,14,48.98,685.72
20123,7,1346,9780471447627,System Analysis Design 2E with Oracle 9i Database Set,18,50.56,910.08
20123,8,1347,9781423511045,Role-Based Access Control for Loosely Coupled Distributed Database Management Systems,22,45.82,1008.04
20123,9,1348,9781484220122,Pro Visual Studio Team System with Team Edition for Database Professionals,26,47.4,1232.4
20123,10,1349,9781378279908,Simulating Distributed Database Operating Systems and Evaluating Concurrency Control Protocol Performance,30,48.98,1469.4
20124,1,1350,9781721298013,High-Resolution Spectroscopic Database for the NASA Earth Observing System Program,19,47.4,900.6
20124,2,1351,9781721640324,High-Resolution Spectroscopic Database for the NASA Earth Observing System Program,23,48.98,1126.54
20124,3,1352,9781720571025,High Resolution Spectroscopic Database for the NASA Earth Observing System Program,27,50.56,1365.12
20124,4,1353,9781495241031,Cooperative Intersection Collision Avoidance System for Violations (CICAS-V) - Database Structure,31,45.82,1420.42
20124,5,1354,9780835944380,Managing Information With Microcomputers: Featuring R:Base Series Database Management Systems,35,47.4,1659.0
20124,6,1355,9781605661728,"Advanced principles for improving database design, systems modeling and software development",15,48.98,734.7
20124,7,1356,9783540141778,CD-Select,19,50.56,960.64
20124,8,1357,9780769516691,"Database and Expert Systems Applications (Dexa 2002), 13th International Workshop",23,45.82,1053.86
20124,9,1358,9783540302049,Advances in Databases and Information Systems,27,47.4,1279.8
20124,10,1359,9783540755111,Databases in networked information systems,31,48.98,1518.38
20125,1,1360,9783319231358,Advances in Databases and Information Systems,20,47.4,948.0
20125,2,1361,9783031683015,Database and Expert Systems Applications - DEXA 2024 Workshops,24,48.98,1175.52
20125,3,1362,9783642330742,Advances in Databases and Information Systems,28,50.56,1415.68
20125,4,1363,9783642230882,Database and Expert Systems Applications,32,45.82,1466.24
20125,5,1364,9783642230912,Database and Expert Systems Applications,36,47.4,1706.4
20125,6,1365,9783642035722,Database and expert systems applications,16,48.98,783.68
20125,7,1366,9783540572343,Database and expert systems applications,20,50.56,1011.2
20125,8,1367,9780713136883,Data analysis for data base design,24,45.82,1099.68
20125,9,1368,9781475764116,Research Advances in Database and Information Systems Security,28,47.4,1327.2
20125,10,1369,9783319432304,Economics of Database-Assisted Spectrum Sharing,32,48.98,1567.36
20126,1,1370,9781558602649,Strategic database technology,16,47.4,758.4
20126,2,1371,9780085142307,CD-ROM and online management and marketing databases,20,48.98,979.6
20126,3,1372,9781586035891,KeyX: Selective Key-Oriented Indexing in Native XML-Databases,24,50.56,1213.44
20126,4,1373,9781590599532,Pro visual studio team system,28,45.82,1282.96
20126,5,1374,9781461249801,On Knowledge Base Management Systems,32,47.4,1516.8
20126,6,1375,9780444703972,Statistical data bank systems,12,48.98,587.76
20126,7,1376,9783319232010,New Trends in Databases and Information Systems,16,50.56,808.96
20126,8,1377,9780387584355,"Database and Expert Systems Applications: 5th International Conference, Dexa '94, Athens, Greece, September 7-9, 1994",20,45.82,916.4
20126,9,1378,9781613501269,Intelligent multimedia databases and information retrieval,24,47.4,1137.6
20126,10,1379,9781449343033,Oracle Essentials: Oracle Database 12c,28,48.98,1371.44
20127,1,1380,9780071798785,Oracle Database 12c Dba Handbook,17,47.4,805.8
20127,2,1381,9780697107015,Data base management systems,21,48.98,1028.58
20127,3,1382,9780853126393,Communicating with databases in natural language,25,50.56,1264.0
20127,4,1383,9783540541417,Next generation information system technology,29,45.82,1328.78
20127,5,1384,9780126853520,Database modeling & design,33,47.4,1564.2
20127,6,1385,9780769524245,"Sixteenth International Workshop on Database and Expert Systems Applications, 22-26 August 2005, Copenhagen, Denmark",13,48.98,636.74
20127,7,1386,9789251057407,African water resource database,17,50.56,859.52
20127,8,1387,9781424403455,2006 Seventh International Baltic Conference on Databases and Information Systems,21,45.82,962.22
20127,9,1388,9798848906295,Database Management System Quick Study Guide and Workbook,25,47.4,1185.0
20127,10,1389,9798711809241,Database Management System,29,48.98,1420.42
20128,1,1390,9783642155758,Advances in databases and information systems,18,47.4,853.2
20128,2,1391,9780769502830,Tenth International Workshop on Database and Expert Systems Applications,22,48.98,1077.56
20128,3,1392,9780906889039,Which database?,26,50.56,1314.56
20128,4,1393,9780792378181,Continuous media databases,30,45.82,1374.6
20128,5,1394,9789201032973,INIS--database manual,34,47.4,1611.6
20128,6,1395,9789813083530,"Data mining, data warehousing & client/server databases",14,48.98,685.72
20128,7,1396,9780946663040,Law databases,18,50.56,910.08
20128,8,1397,9780853129417,Computer-supported spectroscopic databases,22,45.82,1008.04
20128,9,1398,9781484211120,Oracle RMAN Database Duplication,26,47.4,1232.4
20128,10,1399,9781558603127,Multimedia and Imaging Databases,30,48.98,1469.4
20129,1,1400,9789051837292,Text databases,19,47.4,900.6
20129,2,1401,9781590599105,Oracle database 11g,23,48.98,1126.54
20129,3,1402,9781430229711,Pro Oracle database 11g administration,27,50.56,1365.12
20129,4,1403,9780897911054,Databases for business and office applications,31,45.82,1420.42
20129,5,1404,9781489998071,Semantic web services for web databases,35,47.4,1659.0
20129,6,1405,9781725603882,Pan Air Geometry Management System,15,48.98,734.7
20129,7,1406,9780851422879,Online engineering databases 1992,19,50.56,960.64
20129,8,1407,9780444010131,Systems software,23,45.82,1053.86
20129,9,1408,9783642412219,Transactions on Large-Scale Data- and Knowledge-Centered Systems X,27,47.4,1279.8
20129,10,1409,9783662492130,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXIV,31,48.98,1518.38
20130,1,1410,9783662464854,Transactions on Large-Scale Data- and Knowledge-Centered Systems XVIII,20,47.4,948.0
20130,2,1411,9783631570302,School information systems and data-based decision-making,24,48.98,1175.52
20130,3,1412,9780615909769,The Best Boring Book Ever of Select Healthcare Classification Systems and Databases,28,50.56,1415.68
20130,4,1413,9798450680385,Microsoft Access,32,45.82,1466.24
20130,5,1414,9781724141583,Computer-Aided Systems Engineering for Flight Research Projects Using a Workgroup Database,36,47.4,1706.4
20130,6,1415,9781558601598,The Benchmark handbook,16,48.98,783.68
20130,7,1416,9780917253416,"The trader's and investor's guide to commodity trading systems, software, and databases",20,50.56,1011.2
20130,8,1417,9780471567905,Third Wave Processing,24,45.82,1099.68
20130,9,1418,9781423571230,"Cross Model Access in the Multi-Lingual, Multi-Model Database Management System",28,47.4,1327.2
20130,10,1419,9781423546344,Extensible Multi-Agent System for Heterogeneous Database Association Rule Mining and Unification,32,48.98,1567.36
20131,1,1420,9780818681479,8th International Wokshop on Database and Expert Systems Applications (Dexa'97,16,47.4,758.4
20131,2,1421,9781850322559,"The Relational Database (Tutorial Guides in Computing and Information Systems, No 5)",20,48.98,979.6
20131,3,1422,9783662651698,Data Warehouse Systems,24,50.56,1213.44
20131,4,1423,9783540232438,Advances in databases and information systems,28,45.82,1282.96
20131,5,1424,9781586037154,Databases and information systems IV,32,47.4,1516.8
20131,6,1425,9783540285663,Database and Expert Systems Applications,12,48.98,587.76
20131,7,1426,9783032020024,Database and Expert Systems Applications - DEXA 2025 Workshops,16,50.56,808.96
20131,8,1427,9780387543321,Molecular databases for protein sequences and structure studies,20,45.82,916.4
20131,9,1428,9780138892135,Implementing SAP R/3,24,47.4,1137.6
20131,10,1429,9781608451968,Keyword search in databases,28,48.98,1371.44
20132,1,1430,9781118763254,Oca Oracle Database 12c Administrator Certified Associate Study Guide,17,47.4,805.8
20132,2,1431,9789401596374,Databases and Information Systems,21,48.98,1028.58
20132,3,1432,9783540574835,Von CA bis CAS Online,25,50.56,1264.0
20132,4,1433,9781461373551,Database Support for Workflow Management,29,45.82,1328.78
20132,5,1434,9780712330978,Designing & marketing databases,33,47.4,1564.2
20132,6,1435,9780942308228,Guide to database distribution,13,48.98,636.74
20132,7,1436,9780130869869,DB2 universal database in the Solaris operating environment,17,50.56,859.52
20132,8,1437,9780914236979,Computer-readable databases,21,45.82,962.22
20132,9,1438,9781461474760,Database of Piano Chords,25,47.4,1185.0
20132,10,1439,9783540751847,Advances in databases and information systems,29,48.98,1420.42
20133,1,1440,9780769516684,13th International Workshop on Database and Expert Systems Applications,18,47.4,853.2
20133,2,1441,9783031396885,Database and Expert Systems Applications - DEXA 2023 Workshops,22,48.98,1077.56
20133,3,1442,9783031143427,Database and Expert Systems Applications - DEXA 2022 Workshops,26,50.56,1314.56
20133,4,1443,9783540669319,Integrated spatial databases,30,45.82,1374.6
20133,5,1444,9781851666775,Spatial database transfer standards,34,47.4,1611.6
20133,6,1445,9783540716600,"Databases, information systems, and peer-to-peer computing",14,48.98,685.72
20133,7,1446,9781430206286,Beginning Oracle Database 11g administration,18,50.56,910.08
20133,8,1447,9780071502283,Oracle Database 10g PL/SQL Programming,22,45.82,1008.04
20133,9,1448,9780444429247,"Gas Phase Chemical Physics Database, Part II",26,47.4,1232.4
20133,10,1449,9780939920037,Business & management,30,48.98,1469.4
20134,1,1450,9780471296904,Choosing a database for your Web site,19,47.4,900.6
20134,2,1451,9781558604940,The Jasmine object database,23,48.98,1126.54
20134,3,1452,9780976157328,Super SQL server systems,27,50.56,1365.12
20134,4,1453,9783540146322,Bris: The Bird Remains Identification System,31,45.82,1420.42
20134,5,1454,9781586031329,"Control Mechanisms in Distributed Object Bases (Dissertations in Database and Information Systems, 54)",35,47.4,1659.0
20134,6,1455,9780738439389,Experiences with Oracle Database 12c Release 1 on Linux on System z,15,48.98,734.7
20134,7,1456,9781722331245,Knowledge Management,19,50.56,960.64
20134,8,1457,9780387235684,Semistructured Database Design (Web Information Systems Engineering and Internet Technologies Book Series 1),23,45.82,1053.86
20134,9,1458,9781931332019,BCM SmartPLAN,27,47.4,1279.8
20134,10,1459,9789994336838,Computerized Data-Based Systems and Productivity Among Professional Workers,31,48.98,1518.38
20135,1,1460,9780317426175,"The Db Vista , A Database Management System for C Language         Applications Software Development",20,47.4,948.0
20135,2,1461,9782212112818,Bases de données,24,48.98,1175.52
20135,3,1462,9780429876608,Digital Manufacturing and Assembly Systems in Industry 4. 0,28,50.56,1415.68
20135,4,1463,9780201416473,Relational database management with Oracle,32,45.82,1466.24
20135,5,1464,9781461314455,Searching Multimedia Databases by Content,36,47.4,1706.4
20135,6,1465,9780824044053,Predicate-oriented database search algorithms,16,48.98,783.68
20135,7,1466,9780764546419,Linux database bible,20,50.56,1011.2
20135,8,1467,9780070559110,Automated Mainframe Management,24,45.82,1099.68
20135,9,1468,9781430244295,Expert Consolidation In Oracle Database 12c,28,47.4,1327.2
20135,10,1469,9780672310782,Teach yourself Oracle 8 database development in 21 days,32,48.98,1567.36
20136,1,1470,9780851423005,CD-Rom and Online Business Statistical Databases,16,47.4,758.4
20136,2,1471,9781846283949,Inside relational databases with examples in Access,20,48.98,979.6
20136,3,1472,9781591403883,Spatial Databases,24,50.56,1213.44
20136,4,1473,9781402030376,Knowledge Discovery from Legal Databases,28,45.82,1282.96
20136,5,1474,9780538109208,Database development,32,47.4,1516.8
20136,6,1475,9780851422985,CD-ROM and online law databases,12,48.98,587.76
20136,7,1476,9780789725691,Absolute Beginner's Guide to Databases,16,50.56,808.96
20136,8,1477,9780818608186,Database Engineering,20,45.82,916.4
20136,9,1478,9780824072872,Inc. magazine's databasics,24,47.4,1137.6
20136,10,1479,9780818619328,Database Engineering,28,48.98,1371.44
20137,1,1480,9780946663026,"Medical databases, July 1983",17,47.4,805.8
20137,2,1481,9780893912475,Numeric databases,21,48.98,1028.58
20137,3,1482,9780072263176,Oracle Database 10g RMAN backup & recovery,25,50.56,1264.0
20137,4,1483,9783030394684,Databases Theory and Applications,29,45.82,1328.78
20137,5,1484,9789287121660,Interdisciplinary research in legal databases : environmental law databases,33,47.4,1564.2
20137,6,1485,9781857759723,Healthcare Databases,13,48.98,636.74
20137,7,1486,9789810228934,Fuzzy and uncertain object-oriented databases,17,50.56,859.52
20137,8,1487,9780769502816,"Tenth International Workshop on Database and Expert Systems Applications: September 1-3, 1999 Florence, Italy",21,45.82,962.22
20137,9,1488,9783030871000,Database and Expert Systems Applications - DEXA 2021 Workshops,25,47.4,1185.0
20137,10,1489,9783540441380,Advances in databases and information systems,29,48.98,1420.42
20138,1,1490,9783540252337,"Databases, information systems, and peer-to-peer computing",18,47.4,853.2
20138,2,1491,9783540209683,"Databases, information systems, and peer-to-peer computing",22,48.98,1077.56
20138,3,1492,9798535886855,Textbook of Database Management System,26,50.56,1314.56
20138,4,1493,9783540378990,Advances in databases and information systems,30,45.82,1374.6
20138,5,1494,9781558602922,The Benchmark Handbook,34,47.4,1611.6
20138,6,1495,9781418836290,Oracle 10g,14,48.98,685.72
20138,7,1496,9781430271963,Beginning Oracle SQL,18,50.56,910.08
20138,8,1497,9780792372196,Perceptual metrics for image database navigation,22,45.82,1008.04
20138,9,1498,9783642375101,Advances in Probabilistic Databases for Uncertain Information Management,26,47.4,1232.4
20138,10,1499,9781430228219,Pro ODP .NET for Oracle Database 11g,30,48.98,1469.4
20139,1,1500,9780872874046,Legal databases online,19,47.4,900.6
20139,2,1501,9780521311236,Database design,23,48.98,1126.54
20139,3,1502,9780078811821,Oracle DBA handbook,27,50.56,1365.12
20139,4,1503,9781558609198,Database modeling with Microsoft Visio for Enterprise Architects,31,45.82,1420.42
20139,5,1504,9780444429209,"Gas Phase Chemical Physics Database, Part III",35,47.4,1659.0
20139,6,1505,9781882364343,"The National Directory of Integrated Healthcare Delivery Systems, Second Edition (Database on CD-ROM)",15,48.98,734.7
20139,7,1506,9780803118768,Computerized chemical data standards,19,50.56,960.64
20139,8,1507,9781521358993,2017 the 50 Fastest-Growing Jobs in the United States-Database and Systems Administrators,23,45.82,1053.86
20139,9,1508,9780123820211,Database Modeling and Design: Logical Design (The Morgan Kaufmann Series in Data Management Systems),27,47.4,1279.8
20139,10,1509,9781896104706,"National Physician Database: National grouping system categories report, Canada, 1996/97 to 1998/99",31,48.98,1518.38
20140,1,1510,9783540145998,Chemreact41,20,47.4,948.0
20140,2,1511,9780024066930,R. Base Systems V (Students Software for Casebook for Database Processing/Code 13-4886),24,48.98,1175.52
20140,3,1512,9781586031770,"Similarity Search in High-Dimensional Vector Spaces (Dissertations in Database and Information Systems, 74)",28,50.56,1415.68
20140,4,1513,9783540318385,"Databases, Information Systems, and Peer-To-Peer Computing",32,45.82,1466.24
20140,5,1514,9789251040782,The soil and terrain database for northeastern Africa,36,47.4,1706.4
20140,6,1515,9780913196625,Plant Names In Botanical Databases (Plant taxonomic database standards),16,48.98,783.68
20140,7,1516,9780914993070,R&D database handbook,20,50.56,1011.2
20140,8,1517,9783662448441,Machine Learning and Knowledge Discovery in Databases,24,45.82,1099.68
20140,9,1518,9781430203957,Beginning VB 2005 Databases,28,47.4,1327.2
20140,10,1519,9780130311887,Intelligent multimedia databases,32,48.98,1567.36
20141,1,1520,9780471577744,Introduction to client/server systems,16,47.4,758.4
20141,2,1521,9781466617919,Methods and innovations for multimedia database content management,20,48.98,979.6
20141,3,1522,9780072230536,Oracle Database 10g Linux Administration,24,50.56,1213.44
20141,4,1523,9783540677437,Advances in databases,28,45.82,1282.96
20141,5,1524,9781423529101,Using a Distributed Object-Oriented Database Management System in Support of a High-Speed Network Intrusion Detection System Data Repository,32,47.4,1516.8
20141,6,1525,9781878487445,Online Systems for Physicians and Medical Professionals,12,48.98,587.76
20141,7,1526,9781622753741,How Do I Use a Database?,16,50.56,808.96
20141,8,1527,9783319122915,Transaction Processing,20,45.82,916.4
20141,9,1528,9789810233273,Image databases and multi-media search,24,47.4,1137.6
20141,10,1529,9783540439059,Advances in databases,28,48.98,1371.44
20142,1,1530,9798731581516,"Infusionsoft Guide : Bring the Whole Database, Marketing and Website Together in One Cohesive System",17,47.4,805.8
20142,2,1531,9783540754749,Ontologies-Based Databases and Information Systems,21,48.98,1028.58
20142,3,1532,9780203009338,Distributed multimedia database technologies,25,50.56,1264.0
20142,4,1533,9781378999943,"INFOPLEX, research in a high-performance database computer",29,45.82,1328.78
20142,5,1534,9783031429347,Flexible query answering systems,33,47.4,1564.2
20142,6,1535,9781000078022,Multiagent Systems,13,48.98,636.74
20142,7,1536,9780818665509,Emerging Trends in Database and Knowledge-Base Machines,17,50.56,859.52
20142,8,1537,9788185542447,Database for planning and monitoring of basic minimum services,21,45.82,962.22
20142,9,1538,9780471919698,Maintaining information systems inorganizations,25,47.4,1185.0
20142,10,1539,9781138033795,Knowledge and systems science,29,48.98,1420.42
20143,1,1540,9780810305304,Online Bibliographic Databases,18,47.4,853.2
20143,2,1541,9780444886453,Artificial intelligence in databases and information systems (DS-3),22,48.98,1077.56
20143,3,1542,9780669117981,World weapon database,26,50.56,1314.56
20143,4,1543,9780850122268,Distributed database technology,30,45.82,1374.6
20143,5,1544,9780262631075,Advanced Database Techniques,34,47.4,1611.6
20143,6,1545,9780071827447,Oracle Database Appliance,14,48.98,685.72
20143,7,1546,9783642552717,A Course in In-Memory Data Management,18,50.56,910.08
20143,8,1547,9780810320802,Online Bibliographic Databases,22,45.82,1008.04
20143,9,1548,9781461555537,Medical Image Databases,26,47.4,1232.4
20143,10,1549,9780120530403,Databases in Systematics (SYSTEMATICS ASSOCIATION SPECIAL VOLUME),30,48.98,1469.4
20144,1,1550,9780134792279,Modern Database Management,19,47.4,900.6
20144,2,1551,9781558284913,The Linux database,23,48.98,1126.54
20144,3,1552,9781571690708,Web database primer plus,27,50.56,1365.12
20144,4,1553,9789077232057,Database en textbase,31,45.82,1420.42
20144,5,1554,9780851422732,Law Databases 1991,35,47.4,1659.0
20144,6,1555,9781461554790,Intelligent Image Databases,15,48.98,734.7
20144,7,1556,9780130321237,Oracle Database Administration,19,50.56,960.64
20144,8,1557,9780851422282,"Law databases, 1988",23,45.82,1053.86
20144,9,1558,9789985597897,Databases and information systems,27,47.4,1279.8
20144,10,1559,9780717142644,Essential computer applications,31,48.98,1518.38
20145,1,1560,9780071496612,Oracle database 11g,20,47.4,948.0
20145,2,1561,9780782143720,Oracle database foundations,24,48.98,1175.52
20145,3,1562,9780865874091,EPA database book,28,50.56,1415.68
20145,4,1563,9783642060700,Spatio-Temporal Databases,32,45.82,1466.24
20145,5,1564,9780764532542,Visual Basic 6 database programming,36,47.4,1706.4
20145,6,1565,9780072195439,OCP Oracle9i database,16,48.98,783.68
20145,7,1566,9780792397526,Time-constrained transaction management,20,50.56,1011.2
20145,8,1567,9781976078651,Advanced Microsoft Access,24,45.82,1099.68
20145,9,1568,9780916937003,Managing information with microcomputers,28,47.4,1327.2
20145,10,1569,9781423581819,Design and Implementation of a NATOPS Qualification Database Management System for Naval Aviation Safety Officers,32,48.98,1567.36
20146,1,1570,9781586031336,"Processing Relational Queries Using a Multidimentional Acces Technique (Dissertations in Database and Information Systems, 59)",16,47.4,758.4
20146,2,1571,9783540285854,Advances in Databases and Information Systems (vol. # 3631),20,48.98,979.6
20146,3,1572,9781729013380,Basic Tools Every Oracle DBA Must Know : Foundation for Database Administrators,24,50.56,1213.44
20146,4,1573,9781612332888,Business database technology,28,45.82,1282.96
20146,5,1574,9781729091289,Expert System Shell for Inferring Vegetation Characteristics,32,47.4,1516.8
20146,6,1575,9781722069377,Expert System Shell for Inferring Vegetation Characteristics,12,48.98,587.76
20146,7,1576,9780471859772,"Wilmer, Cutler & Pickering manual on litigation support databases",16,50.56,808.96
20146,8,1577,9780131442566,"Database Application Development with Java, Oracle, My SQL, Access",20,45.82,916.4
20146,9,1578,9781118183496,Enterprise Android Programming Android Database Applications For The Enterprise,24,47.4,1137.6
20146,10,1579,9789282688564,The European Health and Safety Database (HASTE),28,48.98,1371.44
20147,1,1580,9781590595244,Pro Oracle database 10g RAC on Linux,17,47.4,805.8
20147,2,1581,9781599044002,Cases on database technologies and applications,21,48.98,1028.58
20147,3,1582,9780071835145,Oracle Database 12c PL/SQL Advanced Programming Techniques,25,50.56,1264.0
20147,4,1583,9783642768118,Molecular Databases for Protein Sequences and Structure Studies,29,45.82,1328.78
20147,5,1584,9781894613149,Advances in database and expert systems,33,47.4,1564.2
20147,6,1585,9783540269731,Database,13,48.98,636.74
20147,7,1586,9781402073519,Semantic Issues in e-Commerce Systems,17,50.56,859.52
20147,8,1587,9780080555669,Practical Oracle security,21,45.82,962.22
20147,9,1588,9780071597098,OCP Oracle database 11g,25,47.4,1185.0
20147,10,1589,9781402072659,Semantic issues in e-commerce systems,29,48.98,1420.42
20148,1,1590,9789138504086,Rättslig informationssökning i databaser,18,47.4,853.2
20148,2,1591,9781259836091,Oracle Database 12c Release 2 Multitenant,22,48.98,1077.56
20148,3,1592,9780838904152,Computer-Readable Database,26,50.56,1314.56
20148,4,1593,9780078824067,Oracle8 DBA handbook,30,45.82,1374.6
20148,5,1594,9780673183613,Microcomputers in Business,34,47.4,1611.6
20148,6,1595,9781782171218,Oracle Database 12c Backup and Recovery Survival Guide,14,48.98,685.72
20148,7,1596,9780387485324,Handbook of database security,18,50.56,910.08
20148,8,1597,9781583476697,Database Design and SQL for DB2,22,45.82,1008.04
20148,9,1598,9781430261872,Oracle Database 12c Performance Tuning Recipes,26,47.4,1232.4
20148,10,1599,9780792384885,Database security XII,30,48.98,1469.4
20149,1,1600,9780072255409,Oracle Database 10g PL/SQL 101,19,47.4,900.6
20149,2,1601,9780792312031,NATO--PCO DATABASE,23,48.98,1126.54
20149,3,1602,9780819424334,Storage and retrieval for image and video databases V,27,50.56,1365.12
20149,4,1603,9781430237358,Expert indexing in Oracle database 11g,31,45.82,1420.42
20149,5,1604,9780071485623,PostgreSQL 8 for Windows (Database Professional's Library),35,47.4,1659.0
20149,6,1605,9780738417455,Ccf Connectors and Database Connections Using Websphere Advanced Edition Connecting Enterprise Information Systems to the Web,15,48.98,734.7
20149,7,1606,9798634894799,Practice C# and SQL SERVER with Accounting System : (Beginner to Expert - Full Source Code and Database),19,50.56,960.64
20149,8,1607,9780201416978,CASE Method,23,45.82,1053.86
20149,9,1608,9781423582366,Calibration and Validation of the Checkpoint Model to the Air Force Electronic Systems Center Software Database,27,47.4,1279.8
20149,10,1609,9780897912938,"Proceedings, International Symposium on Databases in Parallel and Distributed Systems, December 5-7, 1988, Austin, Texas",31,48.98,1518.38
20150,1,1610,9781423583837,Calibration of the Checkpoint Model to the Space and Missile Systems Center (SMC) Software Database (SWDB),20,47.4,948.0
20150,2,1611,9781546913429,Designing Professional Database Management Systems Using MS Access 2016 and MySQL,24,48.98,1175.52
20150,3,1612,9783662042281,"Time granularities in databases, data mining, and temporal reasoning",28,50.56,1415.68
20150,4,1613,9780444868657,Database management in science and technology,32,45.82,1466.24
20150,5,1614,9780134436319,"Building intelligent databases with Oracle PL/SQL, triggers, and stored procedure",36,47.4,1706.4
20150,6,1615,9780910478502,CINAHL database search guide,16,48.98,783.68
20150,7,1616,9781565924321,Oracle distributed systems,20,50.56,1011.2
20150,8,1617,9780130136701,Managing Oracle Database Environment,24,45.82,1099.68
20150,9,1618,9789814696654,Intelligent Big Multimedia Databases,28,47.4,1327.2
20150,10,1619,9780075577867,Database Design and Management,32,48.98,1567.36
20151,1,1620,9789057820137,Fruit Fly Expert Identification System and Systematic Information Database (MYIA - the International Journal of the American Dipterists' Society),16,47.4,758.4
20151,2,1621,9781461518037,Database Reengineering and Interoperability,20,48.98,979.6
20151,3,1622,9783540761099,Multimedia databases in perspective,24,50.56,1213.44
20151,4,1623,9780345323781,Bt-D-Base III Usrs Hdbk,28,45.82,1282.96
20151,5,1624,9781583473979,DB2 11 for z/OS Database Administration,32,47.4,1516.8
20151,6,1625,9783598243165,World Databases in Management,12,48.98,587.76
20151,7,1626,9780130149220,Enterprise Databases on Linux,16,50.56,808.96
20151,8,1627,9781567502053,Knowledge acquisition from databases,20,45.82,916.4
20151,9,1628,9780862916138,World databases in medicine,24,47.4,1137.6
20151,10,1629,9781430262664,Practical Oracle Database Appliance,28,48.98,1371.44
20152,1,1630,9780904933697,Learned Information Database Guide,17,47.4,805.8
20152,2,1631,9780912466095,Nucleic acid sequence database,21,48.98,1028.58
20152,3,1632,9780574186409,Casebook for Database Processing,25,50.56,1264.0
20152,4,1633,9781484222652,Securing SQL Server,29,45.82,1328.78
20152,5,1634,9789814696647,Intelligent big multimedia databases,33,47.4,1564.2
20152,6,1635,9780306452888,Database reengineering and interoperability,13,48.98,636.74
20152,7,1636,9780471086376,Designing litigation support databases,17,50.56,859.52
20152,8,1637,9780672327919,Oracle database 10g insider solutions,21,45.82,962.22
20152,9,1638,9781461355243,Information Organization and Databases,25,47.4,1185.0
20152,10,1639,9781430262657,Practical Oracle Database Appliance,29,48.98,1420.42
20153,1,1640,9780792384144,Database support for workflow management,18,47.4,853.2
20153,2,1641,9780071780261,Oracle database 11g release 2 performance tuning tips & techniques,22,48.98,1077.56
20153,3,1642,9780071597869,Oca oracle database 11g,26,50.56,1314.56
20153,4,1643,9780805367850,Casebook Database Management (Casebook),30,45.82,1374.6
20153,5,1644,9781558604827,A complete guide to DB2 universal database,34,47.4,1611.6
20153,6,1645,9789291150854,Kathmandu Valley GIS database,14,48.98,685.72
20153,7,1646,9780841218628,The Beilstein online database,18,50.56,910.08
20153,8,1647,9781898507185,The midwifery research database,22,45.82,1008.04
20153,9,1648,9780660537344,Canadian machine-readable databases,26,47.4,1232.4
20153,10,1649,9780203505168,Logical Database Design Principles,30,48.98,1469.4
20154,1,1650,9780123919700,Small scale bibliographic databases,19,47.4,900.6
20154,2,1651,9780910478564,CINAHL database search guide,23,48.98,1126.54
20154,3,1652,9780072229240,Introduction to Relational Databases,27,50.56,1365.12
20154,4,1653,9780071465090,Oracle Database 10g Real Application Clusters Handbook,31,45.82,1420.42
20154,5,1654,9780387540092,MFDBS 91,35,47.4,1659.0
20154,6,1655,9781583475188,DB2 9 for Z/OS Database Administration,15,48.98,734.7
20154,7,1656,9781583474884,"DB2 9 for Linux, UNIX, and Windows Database Administration Upgrade",19,50.56,960.64
20154,8,1657,9783642547980,Bridging Between Information Retrieval and Databases,23,45.82,1053.86
20154,9,1658,9783662534540,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXVIII,27,47.4,1279.8
20154,10,1659,9783662583838,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXVIII,31,48.98,1518.38
20155,1,1660,9783662584149,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXIX,20,47.4,948.0
20155,2,1661,9780387578187,Advances in database technology--EDBT '94,24,48.98,1175.52
20155,3,1662,9781931879422,GAMP Good Practice Guide,28,50.56,1415.68
20155,4,1663,9780566090219,Information management and planning,32,45.82,1466.24
20155,5,1664,9781118931912,OCP Oracle Database 12c Administrator Certified Professional Study Guide,36,47.4,1706.4
20155,6,1665,9780819414809,Storage and Retrieval for Image and Video Data Bases Ii/V 2185,16,48.98,783.68
20155,7,1666,9783540405351,Advances in spatial and temporal databases,20,50.56,1011.2
20155,8,1667,9781893947047,Building Database Applications,24,45.82,1099.68
20155,9,1668,9781430211877,Pro Oracle Spatial for Oracle Database 11g,28,47.4,1327.2
