store_id,product_id,product_barcode,product_name,stock_qty,safety_stock_qty
2,800,9780596100575,DNS and BIND,180,36
1,801,9780070701335,File organizationfor database design,107,21
2,801,9780070701335,File organizationfor database design,185,37
1,802,9783642200458,Grid and cloud database management,114,22
2,802,9783642200458,Grid and cloud database management,190,38
1,803,9780130174802,Spatial databases,121,24
2,803,9780130174802,Spatial databases,195,39
1,804,9780023095146,Information systems literacy,128,25
2,804,9780023095146,Information systems literacy,20,5
1,805,9781073328550,Database Management System MCQs,135,27
2,805,9781073328550,Database Management System MCQs,25,5
1,806,9780538726948,Database management systems,142,28
2,806,9780538726948,Database management systems,30,6
1,807,9780072968422,Database Management Systems,149,29
2,807,9780072968422,Database Management Systems,35,7
1,808,9780890063422,Multimedia Database Management Systems (Computing Library),156,31
2,808,9780890063422,Multimedia Database Management Systems (Computing Library),40,8
1,809,9780072933635,Application Cases in Management Information Systems,163,32
2,809,9780072933635,Application Cases in Management Information Systems,45,9
1,810,9780124438965,Database and Data Communication Network Systems,170,34
2,810,9780124438965,Database and Data Communication Network Systems,50,10
1,811,9780897912631,"Proceedings of the Seventh Acm Sigact-Sigmod-Sigart Symposium on Principles of Database Systems, March 21-23, 1988, Austin, Texas (Proceedings of the ACM Sigact-Sigmod-Sigart Symposium on Pri)",177,35
2,811,9780897912631,"Proceedings of the Seventh Acm Sigact-Sigmod-Sigart Symposium on Principles of Database Systems, March 21-23, 1988, Austin, Texas (Proceedings of the ACM Sigact-Sigmod-Sigart Symposium on Pri)",55,11
1,812,9780080558516,Demystifying Embedded Systems Middleware,184,36
2,812,9780080558516,Demystifying Embedded Systems Middleware,60,12
1,813,9780946663033,Patents databases,191,38
2,813,9780946663033,Patents databases,65,13
1,814,9780521258036,Filing Systems Databases,198,39
2,814,9780521258036,Filing Systems Databases,70,14
1,815,9780071254342,Database Management Systems,25,5
2,815,9780071254342,Database Management Systems,75,15
1,816,9780471791218,Database Management Systems,32,6
2,816,9780471791218,Database Management Systems,80,16
1,817,9780113306053,Database Management Systems (Appraisal & Evaluation Library),39,7
2,817,9780113306053,Database Management Systems (Appraisal & Evaluation Library),85,17
1,818,9783031398469,Database and Expert Systems Applications,46,9
2,818,9783031398469,Database and Expert Systems Applications,90,18
1,819,9783319988115,Database and Expert Systems Applications,53,10
2,819,9783319988115,Database and Expert Systems Applications,95,19
1,820,9780838907504,Build your own database,60,12
2,820,9780838907504,Build your own database,100,20
1,821,9780070225640,Database management systems,67,13
2,821,9780070225640,Database management systems,105,21
1,822,9781466620452,"Innovations in database design, web applications, and information systems management",74,14
2,822,9781466620452,"Innovations in database design, web applications, and information systems management",110,22
1,823,9780470931578,Modeling and designing accounting systems,81,16
2,823,9780470931578,Modeling and designing accounting systems,115,23
1,824,9781451915358,Systemic Banking Crises,88,17
2,824,9781451915358,Systemic Banking Crises,120,24
1,825,9789066370012,Database management systems,95,19
2,825,9789066370012,Database management systems,125,25
1,826,9781601987501,Massively Parallel Databases and MapReduce Systems,102,20
2,826,9781601987501,Massively Parallel Databases and MapReduce Systems,130,26
1,827,9780131980525,Database management,109,21
2,827,9780131980525,Database management,135,27
1,828,9780139455933,UNIX database management systems,116,23
2,828,9780139455933,UNIX database management systems,140,28
1,829,9781299688711,Knowledge-base assisted database retrieval systems,123,24
2,829,9781299688711,Knowledge-base assisted database retrieval systems,145,29
1,830,9783540483991,Fundamentals Of Relational Database Management Systems,130,26
2,830,9783540483991,Fundamentals Of Relational Database Management Systems,150,30
1,831,9783642153655,Database and expert systems applications,137,27
2,831,9783642153655,Database and expert systems applications,155,31
1,832,9780471503453,Intelligent databases,144,28
2,832,9780471503453,Intelligent databases,160,32
1,833,9781402010385,Databases and information systems II,151,30
2,833,9781402010385,Databases and information systems II,165,33
1,834,9781537385358,C# : Design Patterns : the Easy Way Standard Solutions for Everyday Programming Problems; Great for,158,31
2,834,9781537385358,C# : Design Patterns : the Easy Way Standard Solutions for Everyday Programming Problems; Great for,170,34
1,835,9781599041223,Intelligent Databases,165,33
2,835,9781599041223,Intelligent Databases,175,35
1,836,9780071595797,Oracle Database 11g DBA Handbook,172,34
2,836,9780071595797,Oracle Database 11g DBA Handbook,180,36
1,837,9781558604384,"Database--principles, programming, and performance",179,35
2,837,9781558604384,"Database--principles, programming, and performance",185,37
1,838,9783540844747,Databases in Networked Information Systems,186,37
2,838,9783540844747,Databases in Networked Information Systems,190,38
1,839,9780933414013,Guide to DIALOG - databases,193,38
2,839,9780933414013,Guide to DIALOG - databases,195,39
1,840,9780716781622,Principles of Database and Knowledge-Base Systems Volume II,20,5
2,840,9780716781622,Principles of Database and Knowledge-Base Systems Volume II,20,5
1,841,9789810206208,Introduction to database and knowledge-base systems,27,5
2,841,9789810206208,Introduction to database and knowledge-base systems,25,5
1,842,9780201876963,Advanced Pick open database and operating system,34,6
2,842,9780201876963,Advanced Pick open database and operating system,30,6
1,843,9783540482529,Advances in Databases and Information Systems,41,8
2,843,9783540482529,Advances in Databases and Information Systems,35,7
1,844,9780071643566,Oracle Database 11g PL/SQL Programming,48,9
2,844,9780071643566,Oracle Database 11g PL/SQL Programming,40,8
1,845,9780470311035,Image databases,55,11
2,845,9780470311035,Image databases,45,9
1,846,9780769532998,DEXA 2008,62,12
2,846,9780769532998,DEXA 2008,50,10
1,847,9780452254923,The database primer,69,13
2,847,9780452254923,The database primer,55,11
1,848,9780929306193,Towards SQL database extensions for geographic information systems,76,15
2,848,9780929306193,Towards SQL database extensions for geographic information systems,60,12
1,849,9783642325991,Database and Expert Systems Applications,83,16
2,849,9783642325991,Database and Expert Systems Applications,65,13
1,850,9780070499997,Understanding database management systems,90,18
2,850,9780070499997,Understanding database management systems,70,14
1,851,9783319975702,Databases and Information Systems,97,19
2,851,9783319975702,Databases and Information Systems,75,15
1,852,9780246124241,Filing Systems and Databases for the Commodore 64,104,20
2,852,9780246124241,Filing Systems and Databases for the Commodore 64,80,16
1,853,9788535215083,Oracle Database 10g,111,22
2,853,9788535215083,Oracle Database 10g,85,17
1,854,9783319228525,Database and Expert Systems Applications,118,23
2,854,9783319228525,Database and Expert Systems Applications,90,18
1,855,9780471894414,Database Management Systems,125,25
2,855,9780471894414,Database Management Systems,95,19
1,856,9781505334869,Database Management Systems,132,26
2,856,9781505334869,Database Management Systems,100,20
1,857,9781505334906,Database Management Systems,139,27
2,857,9781505334906,Database Management Systems,105,21
1,858,9781505334890,Database Management Systems,146,29
2,858,9781505334890,Database Management Systems,110,22
1,859,9780850123234,Database management systems,153,30
2,859,9780850123234,Database management systems,115,23
1,860,9780880666459,Database management systems,160,32
2,860,9780880666459,Database management systems,120,24
1,861,9784861620744,Roppō o eigo de yomu,167,33
2,861,9784861620744,Roppō o eigo de yomu,125,25
1,862,9780471218777,Database Design and Development,174,34
2,862,9780471218777,Database Design and Development,130,26
1,863,9780461921908,"Data abstraction, databases, and conceptual modelling",181,36
2,863,9780461921908,"Data abstraction, databases, and conceptual modelling",135,27
1,864,9780429749537,Practical Guide to Large Database Migration,188,37
2,864,9780429749537,Practical Guide to Large Database Migration,140,28
1,865,9781565925168,Oracle database administration,195,39
2,865,9781565925168,Oracle database administration,145,29
1,866,9780818683534,"Ninth International Workshop on Database and Expert Systems Applications, August 26-28, 1998, Vienna, Austria",22,5
2,866,9780818683534,"Ninth International Workshop on Database and Expert Systems Applications, August 26-28, 1998, Vienna, Austria",150,30
1,867,9781489977809,Recommender Systems Handbook,29,5
2,867,9781489977809,Recommender Systems Handbook,155,31
1,868,9781461556435,Logics for Databases and Information Systems,36,7
2,868,9781461556435,Logics for Databases and Information Systems,160,32
1,869,9780070072503,Systems design in a database environment,43,8
2,869,9780070072503,Systems design in a database environment,165,33
1,870,9780870948947,The Dow Jones-Irwin technical reference guide to microcomputer database management systems,50,10
2,870,9780870948947,The Dow Jones-Irwin technical reference guide to microcomputer database management systems,170,34
1,871,9780070409736,Understanding database management systems,57,11
2,871,9780070409736,Understanding database management systems,175,35
1,872,9780070701304,Database design,64,12
2,872,9780070701304,Database design,180,36
1,873,9780596005856,Oracle essentials,71,14
2,873,9780596005856,Oracle essentials,185,37
1,874,9780080886626,Readings in artificial intelligence and databases,78,15
2,874,9780080886626,Readings in artificial intelligence and databases,190,38
1,875,9781894613361,Advances in database and expert systems,85,17
2,875,9781894613361,Advances in database and expert systems,195,39
1,876,9780749220273,Using Database Management Systems / SQL Database Management,92,18
2,876,9780749220273,Using Database Management Systems / SQL Database Management,20,5
1,877,9780070508255,Database Management Systems,99,19
2,877,9780070508255,Database Management Systems,25,5
1,878,9780071212045,Database Management Systems,106,21
2,878,9780071212045,Database Management Systems,30,6
1,879,9780071124058,Database Management Systems,113,22
2,879,9780071124058,Database Management Systems,35,7
1,880,9788183291064,Database Management System,120,24
2,880,9788183291064,Database Management System,40,8
1,881,9789339213114,Database Management Systems,127,25
2,881,9789339213114,Database Management Systems,45,9
1,882,9788131765340,Database management systems,134,26
2,882,9788131765340,Database management systems,50,10
1,883,9781680944426,Database Management Systems,141,28
2,883,9781680944426,Database Management Systems,55,11
1,884,9788120346741,Database Management System,148,29
2,884,9788120346741,Database Management System,60,12
1,885,9789381141212,Database Management Systems,155,31
2,885,9789381141212,Database Management Systems,65,13
1,886,9781505334074,Database Management Systems,162,32
2,886,9781505334074,Database Management Systems,70,14
1,887,9781621420194,Database Management Systems,169,33
2,887,9781621420194,Database Management Systems,75,15
1,888,9788184121193,Database management systems,176,35
2,888,9788184121193,Database management systems,80,16
1,889,9781842659205,Database Management System,183,36
2,889,9781842659205,Database Management System,85,17
1,890,9781408007686,Database Management Systems,190,38
2,890,9781408007686,Database Management Systems,90,18
1,891,9787302075554,Database management systems,197,39
2,891,9787302075554,Database management systems,95,19
1,892,9780887360503,Database management systems,24,5
2,892,9780887360503,Database management systems,100,20
1,893,9780444008886,Database-Datacommunication Systems,31,6
2,893,9780444008886,Database-Datacommunication Systems,105,21
1,894,9781940540184,Teradata database administration,38,7
2,894,9781940540184,Teradata database administration,110,22
1,895,9781461021209,DataBase Management Systems,45,9
2,895,9781461021209,DataBase Management Systems,115,23
1,896,9780904933277,EUSIDIC database guide,52,10
2,896,9780904933277,EUSIDIC database guide,120,24
1,897,9780201524246,Knowledge systems and Prolog,59,11
2,897,9780201524246,Knowledge systems and Prolog,125,25
1,898,9780738414720,Ims/Esa Database Tools,66,13
2,898,9780738414720,Ims/Esa Database Tools,130,26
1,899,9781119903888,Graph Database and Graph Computing for Power System Analysis,73,14
2,899,9781119903888,Graph Database and Graph Computing for Power System Analysis,135,27
1,900,9780387556178,Geographic database management systems,80,16
2,900,9780387556178,Geographic database management systems,140,28
1,901,9789514558825,15th Library Systems Seminar,87,17
2,901,9789514558825,15th Library Systems Seminar,145,29
1,902,9781423509868,Web-Based Database Applications,94,18
2,902,9781423509868,Web-Based Database Applications,150,30
1,903,9781599042916,Contemporary issues in database design and information systems development,101,20
2,903,9781599042916,Contemporary issues in database design and information systems development,155,31
1,904,9780201433593,Oracle Tools for Application and Database Modeling and Design,108,21
2,904,9780201433593,Oracle Tools for Application and Database Modeling and Design,160,32
1,905,9780030988219,Mastering today's software,115,23
2,905,9780030988219,Mastering today's software,165,33
1,906,9780071111805,Database Management Systems,122,24
2,906,9780071111805,Database Management Systems,170,34
1,907,9781795097901,Pharmacy Database Management System,129,25
2,907,9781795097901,Pharmacy Database Management System,175,35
1,908,9781978035485,Graph Database Management Systems,136,27
2,908,9781978035485,Graph Database Management Systems,180,36
1,909,9780470407455,Distributed database management systems,143,28
2,909,9780470407455,Distributed database management systems,185,37
1,910,9780442005672,Databases & knowledge systems in merchandising,150,30
2,910,9780442005672,Databases & knowledge systems in merchandising,190,38
1,911,9780246119742,Database management systems,157,31
2,911,9780246119742,Database management systems,195,39
1,912,9780749220259,Using Database Management Systems / Database Design and Use,164,32
2,912,9780749220259,Using Database Management Systems / Database Design and Use,20,5
1,913,9781430210153,Expert Oracle database 11g administration,171,34
2,913,9781430210153,Expert Oracle database 11g administration,25,5
1,914,9780387822341,Database and expert systems applications,178,35
2,914,9780387822341,Database and expert systems applications,30,6
1,915,9783642325182,New Trends in Databases and Information Systems,185,37
2,915,9783642325182,New Trends in Databases and Information Systems,35,7
1,916,9780315564978,Query processing in a database mediation system,192,38
2,916,9780315564978,Query processing in a database mediation system,40,8
1,917,9780072973129,Database Management Systems-Designing & Building Business Applications,199,39
2,917,9780072973129,Database Management Systems-Designing & Building Business Applications,45,9
1,918,9781461377801,Real-Time Database and Information Systems: Research Advances,26,5
2,918,9781461377801,Real-Time Database and Information Systems: Research Advances,50,10
1,919,9780818648939,"Proceedings, International Symposium on Databases in Parallel and Distributed Systems",33,6
2,919,9780818648939,"Proceedings, International Symposium on Databases in Parallel and Distributed Systems",55,11
1,920,9780130922069,Decision Support Systems,40,8
2,920,9780130922069,Decision Support Systems,60,12
1,921,9781351140836,Input/output databases,47,9
2,921,9781351140836,Input/output databases,65,13
1,922,9780769512327,12th International Workshop on Database and Expert Systems Applications,54,10
2,922,9780769512327,12th International Workshop on Database and Expert Systems Applications,70,14
1,923,9781884842436,Object Database Implementations,61,12
2,923,9781884842436,Object Database Implementations,75,15
1,924,9781850321248,Databases,68,13
2,924,9781850321248,Databases,80,16
1,925,9780201416046,"Data Models, Database Languages, and Database Management Systems",75,15
2,925,9780201416046,"Data Models, Database Languages, and Database Management Systems",85,17
1,926,9781856289948,Visual Databases in Architecture,82,16
2,926,9781856289948,Visual Databases in Architecture,90,18
1,927,9780792368236,Databases and information systems,89,17
2,927,9780792368236,Databases and information systems,95,19
1,928,9780792380115,Real-time database and information systems,96,19
2,928,9780792380115,Real-time database and information systems,100,20
1,929,9780113305339,Database Management Systems Volume,103,20
2,929,9780113305339,Database Management Systems Volume,105,21
1,930,9788122432589,Relational Database Management System,110,22
2,930,9788122432589,Relational Database Management System,110,22
1,931,9788182092228,Database Management Systems - Leon,117,23
2,931,9788182092228,Database Management Systems - Leon,115,23
1,932,9781505377255,Database Management Systems Masterclass,124,24
2,932,9781505377255,Database Management Systems Masterclass,120,24
1,933,9781505334050,Multimedia Database Management Systems,131,26
2,933,9781505334050,Multimedia Database Management Systems,125,25
1,934,9781505334128,Database Management System Concepts,138,27
2,934,9781505334128,Database Management System Concepts,130,26
1,935,9781505377293,Database Management Systems Manual,145,29
2,935,9781505377293,Database Management Systems Manual,135,27
1,936,9781505334081,Database Management Systems Handbook,152,30
2,936,9781505334081,Database Management Systems Handbook,140,28
1,937,9781505334067,Database Management Systems Guide,159,31
2,937,9781505334067,Database Management Systems Guide,145,29
1,938,9781505377309,Database Management Systems Guidebook,166,33
2,938,9781505377309,Database Management Systems Guidebook,150,30
1,939,9781505377279,Database Management Systems Intro,173,34
2,939,9781505377279,Database Management Systems Intro,155,31
1,940,9781505334135,Understanding Database Management Systems,180,36
2,940,9781505334135,Understanding Database Management Systems,160,32
1,941,9781461378600,Multimedia Database Management Systems,187,37
2,941,9781461378600,Multimedia Database Management Systems,165,33
1,942,9780669033960,Distributed database management systems,194,38
2,942,9780669033960,Distributed database management systems,170,34
1,943,9780814406878,Database Management Systems Handbook,21,5
2,943,9780814406878,Database Management Systems Handbook,175,35
1,944,9780669045444,Database management system anatomy,28,5
2,944,9780669045444,Database management system anatomy,180,36
1,945,9781717355867,DBMS Database Management System,35,7
2,945,9781717355867,DBMS Database Management System,185,37
1,946,9781283059657,Advanced Database Query Systems,42,8
2,946,9781283059657,Advanced Database Query Systems,190,38
1,947,9781976555053,Relational Database Management System,49,9
2,947,9781976555053,Relational Database Management System,195,39
1,948,9781987406054,Key-Value Database Management Systems,56,11
2,948,9781987406054,Key-Value Database Management Systems,20,5
1,949,9781609604752,Advanced database query systems,63,12
2,949,9781609604752,Advanced database query systems,25,5
1,950,9783540762270,Advances in databases and information systems,70,14
2,950,9783540762270,Advances in databases and information systems,30,6
1,951,9781558608207,"Relational Database Design Clearly Explained, Second Edition (The Morgan Kaufmann Series in Data Management Systems)",77,15
2,951,9781558608207,"Relational Database Design Clearly Explained, Second Edition (The Morgan Kaufmann Series in Data Management Systems)",35,7
1,952,9781558515109,Databases on the Web,84,16
2,952,9781558515109,Databases on the Web,40,8
1,953,9783540378723,Database and expert systems applications,91,18
2,953,9783540378723,Database and expert systems applications,45,9
1,954,9783319037431,Spatial Database for GPS Wildlife Tracking Data,98,19
2,954,9783319037431,Spatial Database for GPS Wildlife Tracking Data,50,10
1,955,9783642341786,Transactions on Large-Scale Data- and Knowledge-Centered Systems VI,105,21
2,955,9783642341786,Transactions on Large-Scale Data- and Knowledge-Centered Systems VI,55,11
1,956,9789211003499,"Directory of United Nations Databases and Information Services, 1991 (Directory of United Nations Databases and Information Services)",112,22
2,956,9789211003499,"Directory of United Nations Databases and Information Services, 1991 (Directory of United Nations Databases and Information Services)",60,12
1,957,9783540317296,Database and Expert Systems Applications,119,23
2,957,9783540317296,Database and Expert Systems Applications,65,13
1,958,9780134785554,Systems Analysis and Design,126,25
2,958,9780134785554,Systems Analysis and Design,70,14
1,959,9783642237362,Advances in Databases and Information Systems,133,26
2,959,9783642237362,Advances in Databases and Information Systems,75,15
1,960,9780950662909,Database techniques for software selection and system development,140,28
2,960,9780950662909,Database techniques for software selection and system development,80,16
1,961,9780070157453,UNIX,147,29
2,961,9780070157453,UNIX,85,17
1,962,9780927695831,Directions in database management systems,154,30
2,962,9780927695831,Directions in database management systems,90,18
1,963,9798422268665,Relational Database Management System- Teradata,161,32
2,963,9798422268665,Relational Database Management System- Teradata,95,19
1,964,9781977881298,RDBMS Relational Database Management System,168,33
2,964,9781977881298,RDBMS Relational Database Management System,100,20
1,965,9781461378181,Multimedia Database Management Systems,175,35
2,965,9781461378181,Multimedia Database Management Systems,105,21
1,966,9780074015735,Database Management Systemsgement System,182,36
2,966,9780074015735,Database Management Systemsgement System,110,22
1,967,9783030795832,"Information Systems Reengineering, Integration and Normalization",189,37
2,967,9783030795832,"Information Systems Reengineering, Integration and Normalization",115,23
1,968,9780387355610,Database Semantics,196,39
2,968,9780387355610,Database Semantics,120,24
1,969,9780070289789,DB2 System and Database Administration (Database Experts' Series),23,5
2,969,9780070289789,DB2 System and Database Administration (Database Experts' Series),125,25
1,970,9781848820234,Foundations of Systems Biology,30,6
2,970,9781848820234,Foundations of Systems Biology,130,26
1,971,9780769508368,User Interfaces to Data Intensive Systems,37,7
2,971,9780769508368,User Interfaces to Data Intensive Systems,135,27
1,972,9781558283572,C [plus plus] database development,44,8
2,972,9781558283572,C [plus plus] database development,140,28
1,973,9780130351227,Database design and development,51,10
2,973,9780130351227,Database design and development,145,29
1,974,9780750601351,Database Management Systems,58,11
2,974,9780750601351,Database Management Systems,150,30
1,975,9780138414207,Oracle,65,13
2,975,9780138414207,Oracle,155,31
1,976,9780201501131,A guide to DB2,72,14
2,976,9780201501131,A guide to DB2,160,32
1,977,9780818607486,"Database Engineering (Database Engineering, 1986)",79,15
2,977,9780818607486,"Database Engineering (Database Engineering, 1986)",165,33
1,978,9781638351108,Big Data,86,17
2,978,9781638351108,Big Data,170,34
1,979,9783031429132,Advances in Databases and Information Systems,93,18
2,979,9783031429132,Advances in Databases and Information Systems,175,35
1,980,9781435688506,The 2009-2014 world outlook for relational database management systems (RDBMS),100,20
2,980,9781435688506,The 2009-2014 world outlook for relational database management systems (RDBMS),180,36
1,981,9781586039394,Databases and information systems V,107,21
2,981,9781586039394,Databases and information systems V,185,37
1,982,9780818681486,Proceedings,114,22
2,982,9780818681486,Proceedings,190,38
1,983,9783540394297,Database and XML technologies,121,24
2,983,9783540394297,Database and XML technologies,195,39
1,984,9780124438958,"Database and Data Communication Network Systems, Three-Volume Set",128,25
2,984,9780124438958,"Database and Data Communication Network Systems, Three-Volume Set",20,5
1,985,9780521254304,"Databases, role and structure",135,27
2,985,9780521254304,"Databases, role and structure",25,5
1,986,9780387218083,Database performance tuning and optimization,142,28
2,986,9780387218083,Database performance tuning and optimization,30,6
1,987,9780080509631,Joe Celko's Data and Databases,149,29
2,987,9780080509631,Joe Celko's Data and Databases,35,7
1,988,9788131807248,Introduction to Database Management Systems,156,31
2,988,9788131807248,Introduction to Database Management Systems,40,8
1,989,9780074622391,Introduction To Database Management Systems,163,32
2,989,9780074622391,Introduction To Database Management Systems,45,9
1,990,9780880560825,CP/M database management systems,170,34
2,990,9780880560825,CP/M database management systems,50,10
1,991,9789381159316,Introduction to database management system,177,35
2,991,9789381159316,Introduction to database management system,55,11
1,992,9780244074487,Relational Databases and Distributed Systems,184,36
2,992,9780244074487,Relational Databases and Distributed Systems,60,12
1,993,9781505334937,CP/m Database Management Systems,191,38
2,993,9781505334937,CP/m Database Management Systems,65,13
1,994,9781505334104,Introduction to Database Management Systems,198,39
2,994,9781505334104,Introduction to Database Management Systems,70,14
1,995,9781505334166,Introduction to Database Management Systems,25,5
2,995,9781505334166,Introduction to Database Management Systems,75,15
1,996,9789332537422,Concepts of database management system,32,6
2,996,9789332537422,Concepts of database management system,80,16
1,997,9781505334838,Database Management Systems in Engineering,39,7
2,997,9781505334838,Database Management Systems in Engineering,85,17
1,998,9783642120398,Databases in Networked Information Systems,46,9
2,998,9783642120398,Databases in Networked Information Systems,90,18
1,999,9781428805804,Fundamentals of Database Management Systems,53,10
2,999,9781428805804,Fundamentals of Database Management Systems,95,19
1,1000,9780471606895,Database Management Systems 80'S,60,12
2,1000,9780471606895,Database Management Systems 80'S,100,20
1,1001,9780536604057,Database Concepts and Management Systems,67,13
2,1001,9780536604057,Database Concepts and Management Systems,105,21
1,1002,9781568063638,Database Management Systems In Engineering,74,14
2,1002,9781568063638,Database Management Systems In Engineering,110,22
1,1003,9788126119271,Encyclopaedia of Database Management Systems,81,16
2,1003,9788126119271,Encyclopaedia of Database Management Systems,115,23
1,1004,9780818671685,"Multi-Media Database Management Systems, 1995",88,17
2,1004,9780818671685,"Multi-Media Database Management Systems, 1995",120,24
1,1005,9783642776076,Geographic Database Management Systems,95,19
2,1005,9783642776076,Geographic Database Management Systems,125,25
1,1006,9798643654360,Learn Relational Database Management Systems,102,20
2,1006,9798643654360,Learn Relational Database Management Systems,130,26
1,1007,9781650272610,Database Management System with MySQL,109,21
2,1007,9781650272610,Database Management System with MySQL,135,27
1,1008,9781987419900,Multidimensional Database Management System,116,23
2,1008,9781987419900,Multidimensional Database Management System,140,28
1,1009,9780749220266,Using Database Management Systems / Using SQL,123,24
2,1009,9780749220266,Using Database Management Systems / Using SQL,145,29
1,1010,9781586034856,Databases and information systems,130,26
2,1010,9781586034856,Databases and information systems,150,30
1,1011,9780071799331,Oracle Database 12c,137,27
2,1011,9780071799331,Oracle Database 12c,155,31
1,1012,9780443237911,Information Modeling and Relational Databases,144,28
2,1012,9780443237911,Information Modeling and Relational Databases,160,32
1,1013,9781930708297,Distributed Multimedia Databases,151,30
2,1013,9781930708297,Distributed Multimedia Databases,165,33
1,1014,9783540760924,Inside relational databases,158,31
2,1014,9783540760924,Inside relational databases,170,34
1,1015,9780852964361,INSPEC database users' guide,165,33
2,1015,9780852964361,INSPEC database users' guide,175,35
1,1016,9789380931913,Data mining,172,34
2,1016,9789380931913,Data mining,180,36
1,1017,9780851421384,Online bibliographic databases,179,35
2,1017,9780851421384,Online bibliographic databases,185,37
1,1018,9780844232324,Strategic database marketing,186,37
2,1018,9780844232324,Strategic database marketing,190,38
1,1019,9781674643021,Data and Databases,193,38
2,1019,9781674643021,Data and Databases,195,39
1,1020,9780130876782,IT Systems Management,20,5
2,1020,9780130876782,IT Systems Management,20,5
1,1021,9780071126779,Management information systems,27,5
2,1021,9780071126779,Management information systems,25,5
1,1022,9780134452463,Oracle database problem solving and troubleshooting handbook,34,6
2,1022,9780134452463,Oracle database problem solving and troubleshooting handbook,30,6
1,1023,9780849328008,Grid database design,41,8
2,1023,9780849328008,Grid database design,35,7
1,1024,9781608459032,Business processes,48,9
2,1024,9781608459032,Business processes,40,8
1,1025,9783319991320,Database and Expert Systems Applications,55,11
2,1025,9783319991320,Database and Expert Systems Applications,45,9
1,1026,9780818674693,International Workshop on Multi-Media Database Management Systems,62,12
2,1026,9780818674693,International Workshop on Multi-Media Database Management Systems,50,10
1,1027,9781591403869,Advances in Fuzzy Object-Oriented Databases,69,13
2,1027,9781591403869,Advances in Fuzzy Object-Oriented Databases,55,11
1,1028,9781877888151,Nineteen Ninety-One Infe Software-Hardware Resource Database,76,15
2,1028,9781877888151,Nineteen Ninety-One Infe Software-Hardware Resource Database,60,12
1,1029,9781496050748,Fundamentals of Database Management System,83,16
2,1029,9781496050748,Fundamentals of Database Management System,65,13
1,1030,9781586036867,Design and implementation of a database programming language for XML-based applications,90,18
2,1030,9781586036867,Design and implementation of a database programming language for XML-based applications,70,14
1,1031,9780792384052,Database semantics,97,19
2,1031,9780792384052,Database semantics,75,15
1,1032,9781565923355,Oracle PL/SQL Programming,104,20
2,1032,9781565923355,Oracle PL/SQL Programming,80,16
1,1033,9780792398868,Multimedia database management systems,111,22
2,1033,9780792398868,Multimedia database management systems,85,17
1,1034,9789985501320,Databases and information systems,118,23
2,1034,9789985501320,Databases and information systems,90,18
1,1035,9783319109336,Advances in Databases and Information Systems,125,25
2,1035,9783319109336,Advances in Databases and Information Systems,95,19
1,1036,9780818620522,Proceedings,132,26
2,1036,9780818620522,Proceedings,100,20
1,1037,9780444012722,Online databases in the medical and life sciences,139,27
2,1037,9780444012722,Online databases in the medical and life sciences,105,21
1,1038,9780412550904,Relational Database,146,29
2,1038,9780412550904,Relational Database,110,22
1,1039,9781601984166,Access Control for Databases,153,30
2,1039,9781601984166,Access Control for Databases,115,23
1,1040,9783319401799,Databases and Information Systems,160,32
2,1040,9783319401799,Databases and Information Systems,120,24
1,1041,9780818686788,International Workshop on Multi-media Database Management Systems,167,33
2,1041,9780818686788,International Workshop on Multi-media Database Management Systems,125,25
1,1042,9780534931308,Database applications using dBASE IV,174,34
2,1042,9780534931308,Database applications using dBASE IV,130,26
1,1043,9780080552316,Physical database design,181,36
2,1043,9780080552316,Physical database design,135,27
1,1044,9783642155765,Advances in Databases and Information Systems,188,37
2,1044,9783642155765,Advances in Databases and Information Systems,140,28
1,1045,9780071498500,Oracle Database 11g SQL,195,39
2,1045,9780071498500,Oracle Database 11g SQL,145,29
1,1046,9780536475916,Accounting Information Systems and Database Management,22,5
2,1046,9780536475916,Accounting Information Systems and Database Management,150,30
1,1047,9789812831767,Knowledge-Base Assisted Database Retrieval Systems,29,5
2,1047,9789812831767,Knowledge-Base Assisted Database Retrieval Systems,155,31
1,1048,9781305764057,Acp Mgis 320 - Database Mgmt Systems,36,7
2,1048,9781305764057,Acp Mgis 320 - Database Mgmt Systems,160,32
1,1049,9780792399247,Database issues in geographic information systems,43,8
2,1049,9780792399247,Database issues in geographic information systems,165,33
1,1050,9783884761199,Database support for knowledge based systems,50,10
2,1050,9783884761199,Database support for knowledge based systems,170,34
1,1051,9781379103820,Microcomputer-Based Image Database Management System,57,11
2,1051,9781379103820,Microcomputer-Based Image Database Management System,175,35
1,1052,9780442005481,Databases and Knowledge Systems in Merchandising,64,12
2,1052,9780442005481,Databases and Knowledge Systems in Merchandising,180,36
1,1053,9780894351181,Database Management Systems for the Eighties,71,14
2,1053,9780894351181,Database Management Systems for the Eighties,185,37
1,1054,9781505334142,Recommendations for Database Management System Standards,78,15
2,1054,9781505334142,Recommendations for Database Management System Standards,190,38
1,1055,9781461561095,Database Issues in Geographic Information Systems,85,17
2,1055,9781461561095,Database Issues in Geographic Information Systems,195,39
1,1056,9783540814924,Advances in Databases and Information Systems,92,18
2,1056,9783540814924,Advances in Databases and Information Systems,20,5
1,1057,9783642327414,Advances in Databases and Information Systems,99,19
2,1057,9783642327414,Advances in Databases and Information Systems,25,5
1,1058,9780632033188,Relational Database Design (Information Systems Series),106,21
