stock_in_id,line_no,product_id,product_barcode,product_name,quantity,unit_cost,line_amount
30111,10,1509,9781896104706,"National Physician Database: National grouping system categories report, Canada, 1996/97 to 1998/99",16,48.98,783.68
30112,1,1510,9783540145998,Chemreact41,22,48.98,1077.56
30112,2,1511,9780024066930,R. Base Systems V (Students Software for Casebook for Database Processing/Code 13-4886),27,50.56,1365.12
30112,3,1512,9781586031770,"Similarity Search in High-Dimensional Vector Spaces (Dissertations in Database and Information Systems, 74)",32,47.4,1516.8
30112,4,1513,9783540318385,"Databases, Information Systems, and Peer-To-Peer Computing",37,48.98,1812.26
30112,5,1514,9789251040782,The soil and terrain database for northeastern Africa,17,50.56,859.52
30112,6,1515,9780913196625,Plant Names In Botanical Databases (Plant taxonomic database standards),22,47.4,1042.8
30112,7,1516,9780914993070,R&D database handbook,27,48.98,1322.46
30112,8,1517,9783662448441,Machine Learning and Knowledge Discovery in Databases,32,50.56,1617.92
30112,9,1518,9781430203957,Beginning VB 2005 Databases,37,47.4,1753.8
30112,10,1519,9780130311887,Intelligent multimedia databases,17,48.98,832.66
30113,1,1520,9780471577744,Introduction to client/server systems,19,48.98,930.62
30113,2,1521,9781466617919,Methods and innovations for multimedia database content management,24,50.56,1213.44
30113,3,1522,9780072230536,Oracle Database 10g Linux Administration,29,47.4,1374.6
30113,4,1523,9783540677437,Advances in databases,34,48.98,1665.32
30113,5,1524,9781423529101,Using a Distributed Object-Oriented Database Management System in Support of a High-Speed Network Intrusion Detection System Data Repository,14,50.56,707.84
30113,6,1525,9781878487445,Online Systems for Physicians and Medical Professionals,19,47.4,900.6
30113,7,1526,9781622753741,How Do I Use a Database?,24,48.98,1175.52
30113,8,1527,9783319122915,Transaction Processing,29,50.56,1466.24
30113,9,1528,9789810233273,Image databases and multi-media search,34,47.4,1611.6
30113,10,1529,9783540439059,Advances in databases,14,48.98,685.72
30114,1,1530,9798731581516,"Infusionsoft Guide : Bring the Whole Database, Marketing and Website Together in One Cohesive System",20,48.98,979.6
30114,2,1531,9783540754749,Ontologies-Based Databases and Information Systems,25,50.56,1264.0
30114,3,1532,9780203009338,Distributed multimedia database technologies,30,47.4,1422.0
30114,4,1533,9781378999943,"INFOPLEX, research in a high-performance database computer",35,48.98,1714.3
30114,5,1534,9783031429347,Flexible query answering systems,15,50.56,758.4
30114,6,1535,9781000078022,Multiagent Systems,20,47.4,948.0
30114,7,1536,9780818665509,Emerging Trends in Database and Knowledge-Base Machines,25,48.98,1224.5
30114,8,1537,9788185542447,Database for planning and monitoring of basic minimum services,30,50.56,1516.8
30114,9,1538,9780471919698,Maintaining information systems inorganizations,35,47.4,1659.0
30114,10,1539,9781138033795,Knowledge and systems science,15,48.98,734.7
30115,1,1550,9780134792279,Modern Database Management,22,48.98,1077.56
30115,2,1551,9781558284913,The Linux database,27,50.56,1365.12
30115,3,1552,9781571690708,Web database primer plus,32,47.4,1516.8
30115,4,1553,9789077232057,Database en textbase,37,48.98,1812.26
30115,5,1554,9780851422732,Law Databases 1991,17,50.56,859.52
30115,6,1555,9781461554790,Intelligent Image Databases,22,47.4,1042.8
30115,7,1556,9780130321237,Oracle Database Administration,27,48.98,1322.46
30115,8,1557,9780851422282,"Law databases, 1988",32,50.56,1617.92
30115,9,1558,9789985597897,Databases and information systems,37,47.4,1753.8
30115,10,1559,9780717142644,Essential computer applications,17,48.98,832.66
30116,1,1560,9780071496612,Oracle database 11g,19,48.98,930.62
30116,2,1561,9780782143720,Oracle database foundations,24,50.56,1213.44
30116,3,1562,9780865874091,EPA database book,29,47.4,1374.6
30116,4,1563,9783642060700,Spatio-Temporal Databases,34,48.98,1665.32
30116,5,1564,9780764532542,Visual Basic 6 database programming,14,50.56,707.84
30116,6,1565,9780072195439,OCP Oracle9i database,19,47.4,900.6
30116,7,1566,9780792397526,Time-constrained transaction management,24,48.98,1175.52
30116,8,1567,9781976078651,Advanced Microsoft Access,29,50.56,1466.24
30116,9,1568,9780916937003,Managing information with microcomputers,34,47.4,1611.6
30116,10,1569,9781423581819,Design and Implementation of a NATOPS Qualification Database Management System for Naval Aviation Safety Officers,14,48.98,685.72
30117,1,1570,9781586031336,"Processing Relational Queries Using a Multidimentional Acces Technique (Dissertations in Database and Information Systems, 59)",20,48.98,979.6
30117,2,1571,9783540285854,Advances in Databases and Information Systems (vol. # 3631),25,50.56,1264.0
30117,3,1572,9781729013380,Basic Tools Every Oracle DBA Must Know : Foundation for Database Administrators,30,47.4,1422.0
30117,4,1573,9781612332888,Business database technology,35,48.98,1714.3
30117,5,1574,9781729091289,Expert System Shell for Inferring Vegetation Characteristics,15,50.56,758.4
30117,6,1575,9781722069377,Expert System Shell for Inferring Vegetation Characteristics,20,47.4,948.0
30117,7,1576,9780471859772,"Wilmer, Cutler & Pickering manual on litigation support databases",25,48.98,1224.5
30117,8,1577,9780131442566,"Database Application Development with Java, Oracle, My SQL, Access",30,50.56,1516.8
30117,9,1578,9781118183496,Enterprise Android Programming Android Database Applications For The Enterprise,35,47.4,1659.0
30117,10,1579,9789282688564,The European Health and Safety Database (HASTE),15,48.98,734.7
30118,1,1580,9781590595244,Pro Oracle database 10g RAC on Linux,21,48.98,1028.58
30118,2,1581,9781599044002,Cases on database technologies and applications,26,50.56,1314.56
30118,3,1582,9780071835145,Oracle Database 12c PL/SQL Advanced Programming Techniques,31,47.4,1469.4
30118,4,1583,9783642768118,Molecular Databases for Protein Sequences and Structure Studies,36,48.98,1763.28
30118,5,1584,9781894613149,Advances in database and expert systems,16,50.56,808.96
30118,6,1585,9783540269731,Database,21,47.4,995.4
30118,7,1586,9781402073519,Semantic Issues in e-Commerce Systems,26,48.98,1273.48
30118,8,1587,9780080555669,Practical Oracle security,31,50.56,1567.36
30118,9,1588,9780071597098,OCP Oracle database 11g,36,47.4,1706.4
30118,10,1589,9781402072659,Semantic issues in e-commerce systems,16,48.98,783.68
30119,1,1600,9780072255409,Oracle Database 10g PL/SQL 101,19,48.98,930.62
30119,2,1601,9780792312031,NATO--PCO DATABASE,24,50.56,1213.44
30119,3,1602,9780819424334,Storage and retrieval for image and video databases V,29,47.4,1374.6
30119,4,1603,9781430237358,Expert indexing in Oracle database 11g,34,48.98,1665.32
30119,5,1604,9780071485623,PostgreSQL 8 for Windows (Database Professional's Library),14,50.56,707.84
30119,6,1605,9780738417455,Ccf Connectors and Database Connections Using Websphere Advanced Edition Connecting Enterprise Information Systems to the Web,19,47.4,900.6
30119,7,1606,9798634894799,Practice C# and SQL SERVER with Accounting System : (Beginner to Expert - Full Source Code and Database),24,48.98,1175.52
30119,8,1607,9780201416978,CASE Method,29,50.56,1466.24
30119,9,1608,9781423582366,Calibration and Validation of the Checkpoint Model to the Air Force Electronic Systems Center Software Database,34,47.4,1611.6
30119,10,1609,9780897912938,"Proceedings, International Symposium on Databases in Parallel and Distributed Systems, December 5-7, 1988, Austin, Texas",14,48.98,685.72
30120,1,1610,9781423583837,Calibration of the Checkpoint Model to the Space and Missile Systems Center (SMC) Software Database (SWDB),20,48.98,979.6
30120,2,1611,9781546913429,Designing Professional Database Management Systems Using MS Access 2016 and MySQL,25,50.56,1264.0
30120,3,1612,9783662042281,"Time granularities in databases, data mining, and temporal reasoning",30,47.4,1422.0
30120,4,1613,9780444868657,Database management in science and technology,35,48.98,1714.3
30120,5,1614,9780134436319,"Building intelligent databases with Oracle PL/SQL, triggers, and stored procedure",15,50.56,758.4
30120,6,1615,9780910478502,CINAHL database search guide,20,47.4,948.0
30120,7,1616,9781565924321,Oracle distributed systems,25,48.98,1224.5
30120,8,1617,9780130136701,Managing Oracle Database Environment,30,50.56,1516.8
30120,9,1618,9789814696654,Intelligent Big Multimedia Databases,35,47.4,1659.0
30120,10,1619,9780075577867,Database Design and Management,15,48.98,734.7
30121,1,1620,9789057820137,Fruit Fly Expert Identification System and Systematic Information Database (MYIA - the International Journal of the American Dipterists' Society),21,48.98,1028.58
30121,2,1621,9781461518037,Database Reengineering and Interoperability,26,50.56,1314.56
30121,3,1622,9783540761099,Multimedia databases in perspective,31,47.4,1469.4
30121,4,1623,9780345323781,Bt-D-Base III Usrs Hdbk,36,48.98,1763.28
30121,5,1624,9781583473979,DB2 11 for z/OS Database Administration,16,50.56,808.96
30121,6,1625,9783598243165,World Databases in Management,21,47.4,995.4
30121,7,1626,9780130149220,Enterprise Databases on Linux,26,48.98,1273.48
30121,8,1627,9781567502053,Knowledge acquisition from databases,31,50.56,1567.36
30121,9,1628,9780862916138,World databases in medicine,36,47.4,1706.4
30121,10,1629,9781430262664,Practical Oracle Database Appliance,16,48.98,783.68
30122,1,1630,9780904933697,Learned Information Database Guide,22,48.98,1077.56
30122,2,1631,9780912466095,Nucleic acid sequence database,27,50.56,1365.12
30122,3,1632,9780574186409,Casebook for Database Processing,32,47.4,1516.8
30122,4,1633,9781484222652,Securing SQL Server,37,48.98,1812.26
30122,5,1634,9789814696647,Intelligent big multimedia databases,17,50.56,859.52
30122,6,1635,9780306452888,Database reengineering and interoperability,22,47.4,1042.8
30122,7,1636,9780471086376,Designing litigation support databases,27,48.98,1322.46
30122,8,1637,9780672327919,Oracle database 10g insider solutions,32,50.56,1617.92
30122,9,1638,9781461355243,Information Organization and Databases,37,47.4,1753.8
30122,10,1639,9781430262657,Practical Oracle Database Appliance,17,48.98,832.66
30123,1,1650,9780123919700,Small scale bibliographic databases,20,48.98,979.6
30123,2,1651,9780910478564,CINAHL database search guide,25,50.56,1264.0
30123,3,1652,9780072229240,Introduction to Relational Databases,30,47.4,1422.0
30123,4,1653,9780071465090,Oracle Database 10g Real Application Clusters Handbook,35,48.98,1714.3
30123,5,1654,9780387540092,MFDBS 91,15,50.56,758.4
30123,6,1655,9781583475188,DB2 9 for Z/OS Database Administration,20,47.4,948.0
30123,7,1656,9781583474884,"DB2 9 for Linux, UNIX, and Windows Database Administration Upgrade",25,48.98,1224.5
30123,8,1657,9783642547980,Bridging Between Information Retrieval and Databases,30,50.56,1516.8
30123,9,1658,9783662534540,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXVIII,35,47.4,1659.0
30123,10,1659,9783662583838,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXVIII,15,48.98,734.7
30124,1,1660,9783662584149,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXIX,21,48.98,1028.58
30124,2,1661,9780387578187,Advances in database technology--EDBT '94,26,50.56,1314.56
30124,3,1662,9781931879422,GAMP Good Practice Guide,31,47.4,1469.4
30124,4,1663,9780566090219,Information management and planning,36,48.98,1763.28
30124,5,1664,9781118931912,OCP Oracle Database 12c Administrator Certified Professional Study Guide,16,50.56,808.96
30124,6,1665,9780819414809,Storage and Retrieval for Image and Video Data Bases Ii/V 2185,21,47.4,995.4
30124,7,1666,9783540405351,Advances in spatial and temporal databases,26,48.98,1273.48
30124,8,1667,9781893947047,Building Database Applications,31,50.56,1567.36
30124,9,1668,9781430211877,Pro Oracle Spatial for Oracle Database 11g,36,47.4,1706.4
30124,10,1669,9781423582113,Calibration and Validation of the Sage Software Cost/Schedule Estimating System to United States Air Force Databases,16,48.98,783.68
30125,1,1670,9781557111531,Implementing new technologies,22,48.98,1077.56
30125,2,1671,9783540856535,Database And Expert Systems Applications 19th International Conference Dexa 2008 Turin Italy September 15 2008 Proceedings,27,50.56,1365.12
30125,3,1672,9781423566427,"Analysis, Design and Implementation of a Database Management System for a Generating Technical/Medical Reports by Chiropractors",32,47.4,1516.8
30125,4,1673,9783642156830,Database and XML technologies,37,48.98,1812.26
30125,5,1674,9780387242484,Fuzzy database modeling with XML,17,50.56,859.52
30125,6,1675,9783642394683,Big Data,22,47.4,1042.8
30125,7,1676,9780585038766,"Foundations of neural networks, fuzzy systems, and knowledge engineering",27,48.98,1322.46
30125,8,1677,9781260120875,Oracle Database Exadata Cloud Service,32,50.56,1617.92
30125,9,1678,9780471827863,Database design for information retrieval,37,47.4,1753.8
30125,10,1679,9781491914724,Time Series Databases,17,48.98,832.66
30126,1,1680,9780819417671,Storage and Retrieval for Image and Video Databases Iii/Volume 2420,19,48.98,930.62
30126,2,1681,9780444700483,Legal databases in Europe,24,50.56,1213.44
30126,3,1682,9783642786631,From CA to CAS online,29,47.4,1374.6
30126,4,1683,9780315034822,The Canadian short story database,34,48.98,1665.32
30126,5,1684,9781281118639,Spatial database transfer standards 2,14,50.56,707.84
30126,6,1685,9781588830371,Intelligent Multimedia Computing Science,19,47.4,900.6
30126,7,1686,9780071751292,Oracle database 11g,24,48.98,1175.52
30126,8,1687,9781794693081,"FR - Changes to Standard Numbering System, Vessel Identification System, and Boating Accident Report Database (Federal Register Publication) (US Coast Guard Regulation) (USCG) (2018 Edition)",29,50.56,1466.24
30126,9,1688,9781492152620,Five Breakthroughs of Business Process Management,34,47.4,1611.6
30126,10,1689,9783642334603,Machine Learning and Knowledge Discovery in Databases,14,48.98,685.72
30127,1,1700,9789289314596,The Nordic product registers and the future REACH substance database,21,48.98,1028.58
30127,2,1701,9781430221647,RMAN recipes for Oracle database 11g,26,50.56,1314.56
30127,3,1702,9780850668476,The Accuracy of spatial databases,31,47.4,1469.4
30127,4,1703,9780429505904,Geographic Information Systems to Spatial Data Infrastructures,36,48.98,1763.28
30127,5,1704,9780792397779,Searching multimedia databases by content,16,50.56,808.96
30127,6,1705,9781259584619,OCA Oracle Database SQL Exam Guide (Exam 1Z0-071),21,47.4,995.4
30127,7,1706,9789058086488,Categorical database generalization in GIS,26,48.98,1273.48
30127,8,1707,9783540610571,Advances in database technology,31,50.56,1567.36
30127,9,1708,9789812797971,Advances in distributed multimedia systems,36,47.4,1706.4
30127,10,1709,9781441937087,Fuzzy Database Modeling with XML,16,48.98,783.68
30128,1,1710,9789401055802,The Global Paleomagnetic Database,22,48.98,1077.56
30128,2,1711,9780906085622,Guide to the FLUIDEX database,27,50.56,1365.12
30128,3,1712,9780557024926,SQL Weaknesses on Database Processing,32,47.4,1516.8
30128,4,1713,9780748407972,Deductive databases and their applications,37,48.98,1812.26
30128,5,1714,9780851422060,"Building, construction, architecture databases, 1986",17,50.56,859.52
30128,6,1715,9783642190469,Communitybuilt Databases Research And Development,22,47.4,1042.8
30128,7,1716,9789814329484,The Handbook On Reasoningbased Intelligent Systems,27,48.98,1322.46
30128,8,1717,9780132347969,Smart (enough) systems,32,50.56,1617.92
30128,9,1718,9789048167715,Knowledge Discovery from Legal Databases,37,47.4,1753.8
30128,10,1719,9781492160618,Developing Rare and Exotic Plant Geographic Information System Databases for Indiana Dunes and Sleeping Bear Dunes National Lakeshores,17,48.98,832.66
30129,1,1720,9780387908427,On conceptual modelling,19,48.98,930.62
30129,2,1721,9780803947528,Analytic mapping and geographic databases,24,50.56,1213.44
30129,3,1722,9788750374176,Retsinformationsrådets betænkning om databaser med konkrete afgørelser,29,47.4,1374.6
30129,4,1723,9783642402340,Spatial and Temporal Databases,34,48.98,1665.32
30129,5,1724,9780130286529,Understanding relational database query languages,14,50.56,707.84
30129,6,1725,9781849681575,Ejb 3 0 Database Persistence with Oracle Fusion Middleware 11g,19,47.4,900.6
30129,7,1726,9780077099749,Software Systems Development,24,48.98,1175.52
30129,8,1727,9780080460048,Joe Celko's SQL for Smarties,29,50.56,1466.24
30129,9,1728,9783540754732,Ontologies-based databases and information systems,34,47.4,1611.6
30129,10,1729,9781521257012,Designing Professional Database Management Systems Using Microsoft Access 2013 and 2016 and MySQL,14,48.98,685.72
30130,1,1730,9780471578024,Enterprise database connectivity,20,48.98,979.6
30130,2,1731,9781580534697,Advanced database technology and design,25,50.56,1264.0
30130,3,1732,9780850664850,Building databases for global science,30,47.4,1422.0
30130,4,1733,9780201824599,"Relational database writings, 1991-1994",35,48.98,1714.3
30130,5,1734,9780892363612,Introduction to imaging,15,50.56,758.4
30130,6,1735,9780387339146,Clinical Decision Support Systems,20,47.4,948.0
30130,7,1736,9780429352331,Electronic information systems in sci-tech libraries,25,48.98,1224.5
30130,8,1737,9781430219521,Secrets Of The Oracle Database,30,50.56,1516.8
30130,9,1738,9780072229813,Oracle Database 10g SQL,35,47.4,1659.0
30130,10,1739,9781621741350,Development and Analysis of Databases for the Intellectual System for Predicting the Structure-Property Dependence of Drug Compounds on the Basis of Artificial Immune Systems,15,48.98,734.7
30131,1,1750,9783642245770,Advances in Databases,22,48.98,1077.56
30131,2,1751,9780429453311,Enterprise Process Management Systems,27,50.56,1365.12
30131,3,1752,9781581135763,ISSS,32,47.4,1516.8
30131,4,1753,9780078227813,Filing and Computer Database Projects Workbook with CD-ROM,37,48.98,1812.26
30131,5,1754,9783540422655,Advances in databases,17,50.56,859.52
30131,6,1755,9782760505377,Le développement de systèmes d'information,22,47.4,1042.8
30131,7,1756,9780131377219,Comprehensive assurance & systems tool,27,48.98,1322.46
30131,8,1757,9781591403845,Advances in fuzzy object-oriented databases,32,50.56,1617.92
30131,9,1758,9783642193576,Data Management and Query Processing in Semantic Web Databases,37,47.4,1753.8
30131,10,1759,9781604201185,"Security, audit and control features",17,48.98,832.66
30132,1,1760,9780933332973,Thesaurus for SoyaScan database,19,48.98,930.62
30132,2,1761,9780128009567,Oracle Databases on Amazon Web Services,24,50.56,1213.44
30132,3,1762,9783642237805,Machine Learning And Knowledge Discovery In Databases,29,47.4,1374.6
30132,4,1763,9780819444165,Storage and retrieval for media databases 2002,34,48.98,1665.32
30132,5,1764,9780819439932,Storage and retrieval for media databases 2001,14,50.56,707.84
30132,6,1765,9781591403753,Information Modeling Methods and Methodologies (Advanced Topics of Database Research) (Advanced Topics in Database Research),19,47.4,900.6
30132,7,1766,9780201558210,A guide toDB2,24,48.98,1175.52
30132,8,1767,9780738495514,Using Discontiguous Shared Segments And Xip2 Filesystems With Oracle Database 10g on Linux for IBM System Z,29,50.56,1466.24
30132,9,1768,9781423520528,Design and Implementation of a Database for an Integrated System for Daily Management in an Industrial and Commercial Organization,34,47.4,1611.6
30132,10,1769,9781696005470,SQL for Beginners,14,48.98,685.72
30133,1,1770,9781721027057,Thermodynamic Database for the NdO(1. 5)-YO(1. 5)-YbO(1. 5)-ScO(1. 5)-ZrO2 System,20,48.98,979.6
30133,2,1771,9780078822896,"Oracle DBA handbook, 7.3 edition",25,50.56,1264.0
30133,3,1772,9780080508665,Information Modeling and Relational Databases: From Conceptual Analysis to Logical Design (The Morgan Kaufmann Series in Data Management Systems),30,47.4,1422.0
30133,4,1773,9783642039720,Advances In Databases And Information Systems 13th East European Conference Adbis 2009 Riga Latvia September 710 2009 Proceedings,35,48.98,1714.3
30133,5,1774,9783540857129,Advances In Databases And Information Systems 12th East European Conference Adbis 2008 Pori Finland September 59 2008 Proceedings,15,50.56,758.4
30133,6,1775,9780387141770,Chemreact10 with Infochem CD-ROM,20,47.4,948.0
30133,7,1776,9781423583349,Calibration of the Softcost-R Software Cost Model To the Space and Missile Systems Center (SMC) Software Database (SWDB),25,48.98,1224.5
30133,8,1777,9783540145165,ChemReact32 with InfoChem CD-ROM,30,50.56,1516.8
30133,9,1778,9783030850814,"New Trends in Database and Information Systems : ADBIS 2021 Short Papers, Doctoral Consortium and Workshops",35,47.4,1659.0
30133,10,1779,9783031429408,"New Trends in Database and Information Systems : ADBIS 2023 Short Papers, Doctoral Consortium and Workshops",15,48.98,734.7
30134,1,1780,9781742446264,"How to Land a Top-Paying Computer Network Systems, and Database Administrators Job",21,48.98,1028.58
30134,2,1781,9783031157424,"New Trends in Database and Information Systems : ADBIS 2022 Short Papers, Doctoral Consortium and Workshops",26,50.56,1314.56
30134,3,1782,9789048161829,Databases and Information Systems II,31,47.4,1469.4
30134,4,1783,9780818686764,"International Workshop on Multi-Media Data Base Management Systems: August 5-7, 1998 Dayton, Ohio",36,48.98,1763.28
30134,5,1784,9781583476727,"DB2 10. 1/10. 5 for Linux, UNIX, and Windows Database Administration",16,50.56,808.96
30134,6,1785,9783540393900,Conceptual Modeling of Information Systems,21,47.4,995.4
30134,7,1786,9781575211398,Teach Yourself Active Web Database Programming in 21 Days,26,48.98,1273.48
30134,8,1787,9780072263275,Hands-On Oracle Database 10g Express Edition for Linux,31,50.56,1567.36
30134,9,1788,9780072263312,Hands-On Oracle Database 10g Express Edition for Windows,36,47.4,1706.4
30134,10,1789,9780071506748,Oracle Database 10g Linux Administration,16,48.98,783.68
30135,1,1800,9783790812558,Knowledge management in fuzzy databases,19,48.98,930.62
30135,2,1801,9781622753772,How Do I Use a Database?,24,50.56,1213.44
30135,3,1802,9781622753789,How Do I Use a Database?,29,47.4,1374.6
30135,4,1803,9781576760826,Implementing Databases in Oracle 9i,34,48.98,1665.32
30135,5,1804,9781605661896,Semantic mining technologies for multimedia databases,14,50.56,707.84
30135,6,1805,9781484201947,Beginning Oracle Database 12c Administration,19,47.4,900.6
30135,7,1806,9780851422497,"Online management and marketing databases, 1989",24,48.98,1175.52
30135,8,1807,9781590596036,The Concordance Database Manual (Expert's Voice),29,50.56,1466.24
30135,9,1808,9781782172123,Oracle Database 12c Security Cookbook,34,47.4,1611.6
30135,10,1809,9781137509857,Formulating Research Methods for Information Systems,14,48.98,685.72
30136,1,1810,9781590590225,Expert Oracle9i database administration,20,48.98,979.6
30136,2,1811,9780596003548,Oracle Performance Tuning for Database Administrat,25,50.56,1264.0
30136,3,1812,9780898382570,Database machines and knowledge base machines,30,47.4,1422.0
30136,4,1813,9780071799317,Oracle Database 12c New Features,35,48.98,1714.3
30136,5,1814,9780072229479,Oracle Database 10g new features,15,50.56,758.4
30136,6,1815,9780471532279,How to build business-wide databases,20,47.4,948.0
30136,7,1816,9781622753765,How Do I Use a Database?,25,48.98,1224.5
30136,8,1817,9780878148288,Effective Database Design for Geoscience Professionals,30,50.56,1516.8
30136,9,1818,9780124383807,Fundamentals of spatial information systems,35,47.4,1659.0
30136,10,1819,9780123820204,Database Modeling And Design Logical Design,15,48.98,734.7
30137,1,1820,9781931777476,Effective Databases for Text & Document Management,21,48.98,1028.58
30137,2,1821,9783540205470,Knowledge Management Systems,26,50.56,1314.56
30137,3,1822,9789514430435,Catalog of INION bibliographical databases on social sciences,31,47.4,1469.4
30137,4,1823,9780871113122,Private file creation/database construction,36,48.98,1763.28
30137,5,1824,9780071614214,OCA Oracle database,16,50.56,808.96
30137,6,1825,9780867292145,Data base directory,21,47.4,995.4
30137,7,1826,9783540365969,Semantics in databases,26,48.98,1273.48
30137,8,1827,9783642720345,Knowledge Engineering,31,50.56,1567.36
30137,9,1828,9783319112565,Privacy in Statistical Databases,36,47.4,1706.4
30137,10,1829,9781599945798,What's New in SYSTEM 2000(R) V2,16,48.98,783.68
30138,1,1830,9781586036553,"Economic and Transparent Utilization of Virtual Resources (Dissertations in Database and Information Systems, Vol. 95) (Dissertationen Zu Datenbanken Und Informationssytemen)",22,48.98,1077.56
30138,2,1831,9780471628224,Computer graphics and chemical structures,27,50.56,1365.12
30138,3,1832,9780607922462,"Engineering-Geologic Database of the Proposed Alaska Natural Gas Transportation System (Angts) Corridor from Prudhoe Bay to Delta Junction, Alaska",32,47.4,1516.8
30138,4,1833,9781439891995,Understanding information retrieval systems,37,48.98,1812.26
30138,5,1834,9789984451992,Databases and information systems,17,50.56,859.52
30138,6,1835,9780201557107,A guide to SYBASE and SQL Server,22,47.4,1042.8
30138,7,1836,9783540285830,Database and XML technologies,27,48.98,1322.46
30138,8,1837,0919027072,The Espial Canadian database directory,32,50.56,1617.92
30138,9,1838,9783540229698,Database and XML technologies,37,47.4,1753.8
30138,10,1839,0919027142,The Espial Canadian database directory,17,48.98,832.66
30139,1,1850,9780071502771,Oracle database Ajax & PHP web application development,20,48.98,979.6
30139,2,1851,9780470395134,Ocp Oracle Database 11g Administrator Certified Professional Study Guide,25,50.56,1264.0
30139,3,1852,9780796917348,A spatial land ownership database for South Africa,30,47.4,1422.0
30139,4,1853,9780954153502,The scholar & the database,35,48.98,1714.3
30139,5,1854,9783540760665,Interfaces to databases (IDS-3),15,50.56,758.4
30139,6,1855,9780387505756,Statistical and scientific database management,20,47.4,948.0
30139,7,1856,9780471400301,OLAP solutions,25,48.98,1224.5
30139,8,1857,9783540454328,Databases in Telecommunications II,30,50.56,1516.8
30139,9,1858,9781447107682,Essential Access 2000 fast,35,47.4,1659.0
30139,10,1859,9780131854628,Essentials of System Analysis and Design,15,48.98,734.7
30140,1,1860,9781441996459,Information Systems Development,21,48.98,1028.58
30140,2,1861,9789813083004,"Multimedia, knowledge-based, and object-oriented databases",26,50.56,1314.56
30140,3,1862,9780137718337,Relational Database Management in the Unix Environment,31,47.4,1469.4
30140,4,1863,9781484223277,Oracle Database Upgrade and Migration Methods,36,48.98,1763.28
30140,5,1864,9789998873193,Database Language SQL/ANSI X3 135,16,50.56,808.96
30140,6,1865,9789036521529,Towards database support for moving object data,21,47.4,995.4
30140,7,1866,9781118493892,Virtualizing Oracle Database with Vmware Vsphere X,26,48.98,1273.48
30140,8,1867,9781461378495,Index Data Structures in Object-Oriented Databases,31,50.56,1567.36
30140,9,1868,9780071846059,"Oracle Database Upgrade, Migration & Transformation Tips & Techniques",36,47.4,1706.4
30140,10,1869,9781583473696,DB2 10 for zOS Database Administration,16,48.98,783.68
30141,1,1870,9780387189871,Foundations of Knowledge Base Management,22,48.98,1077.56
30141,2,1871,9781886271050,Waterfields Guide to Computer Software,27,50.56,1365.12
30141,3,1872,9781423582076,Calibration and Validation of the COCOMO II.1997.0 Cost/Schedule Estimating Model to the Space and Missile Systems Center Database,32,47.4,1516.8
30141,4,1873,9780792380481,Mining very large databases with parallel processing,37,48.98,1812.26
30141,5,1874,9780387568690,Advances in spatial databases,17,50.56,859.52
30141,6,1875,9783642158827,Machine Learning And Knowledge Discovery In Databases,22,47.4,1042.8
30141,7,1876,9783031704208,"New Trends in Database and Information Systems : ADBIS 2024 Doctoral Consortium, Tutorial and Short Papers and Workshops",27,48.98,1322.46
30141,8,1877,9780894354847,A practical guide to Oracle database administration,32,50.56,1617.92
30141,9,1878,9781566700092,Iris Chemical Info Database93 3rdq,37,47.4,1753.8
30141,10,1879,9780315518513,U.N.B. learning center research database,17,48.98,832.66
30142,1,1880,9780644036276,Australian environment and conservation database feasibility study,19,48.98,930.62
30142,2,1881,9781430229582,Pro Oracle Database 11gRAC on Linux,24,50.56,1213.44
30142,3,1882,9780536173003,"Database Development (Taken From ""A Visual Approach"")",29,47.4,1374.6
30142,4,1883,9781856041911,Directory of Health and Social Services Databases,34,48.98,1665.32
30142,5,1884,9781430236627,Oracle Database 11g performance tuning recipes,14,50.56,707.84
30142,6,1885,9780471844891,Complex litigation research manual,19,47.4,900.6
30142,7,1886,9783540874805,Machine Learning And Knowledge Discovery In Databases,24,48.98,1175.52
30142,8,1887,9781592294497,Sap Database Administration With Ibm Db2,29,50.56,1466.24
30142,9,1888,9781583473573,Database design and SQL for DB2,34,47.4,1611.6
30142,10,1889,9780071598750,Oracle Database 11g The Complete Reference,14,48.98,685.72
30143,1,1900,9780819423429,National and international law enforcement databases,21,48.98,1028.58
30143,2,1901,9783922051084,International guide to MARC databases and services,26,50.56,1314.56
30143,3,1902,9781581139754,MMDB 2004,31,47.4,1469.4
30143,4,1903,9781581137262,MMDB 2003,36,48.98,1763.28
30143,5,1904,9783642237799,Machine Learning And Knowledge Discovery In Databases,16,50.56,808.96
30143,6,1905,9780880560726,MICROBOOK,21,47.4,995.4
30143,7,1906,9780071361880,Schaum's Outline of Fundamentals of Relational Databases,26,48.98,1273.48
30143,8,1907,9781583473757,Db2 101 105 For Linux Unix And Windows Database Administration Certification Study Guide,31,50.56,1567.36
30143,9,1908,9780079137883,UNIX System Security Tools,36,47.4,1706.4
30143,10,1909,9780470724194,Cooperative Control of Distributed Multi-Agent Systems,16,48.98,783.68
30144,1,1910,9783540433248,Advances in database technology--EDBT 2002,22,48.98,1077.56
