sale_id,store_id,customer_id,sale_time,payment_method,total_amount,discount_amount,actual_amount
40386,2,,2026-06-22 15:25:00,wechat,485.85,0.0,485.85
40387,1,2387,2026-06-23 16:26:00,alipay,492.96,24.65,468.31
40388,2,2388,2026-06-24 17:27:00,card,485.85,24.29,461.56
40389,1,2389,2026-06-25 18:28:00,cash,485.85,24.29,461.56
40390,2,2390,2026-06-26 19:29:00,mixed,492.96,24.65,468.31
40391,1,2391,2026-06-27 10:30:00,wechat,485.85,24.29,461.56
40392,2,2392,2026-06-28 11:31:00,alipay,485.85,24.29,461.56
40393,1,,2026-06-01 12:32:00,card,492.96,0.0,492.96
40394,2,2394,2026-06-02 13:33:00,cash,485.85,24.29,461.56
40395,1,2395,2026-06-03 14:34:00,mixed,485.85,24.29,461.56
40396,2,2396,2026-06-04 15:35:00,wechat,492.96,24.65,468.31
40397,1,2397,2026-06-05 16:36:00,alipay,485.85,24.29,461.56
40398,2,2398,2026-06-06 17:37:00,card,485.85,24.29,461.56
40399,1,2399,2026-06-07 18:38:00,cash,492.96,24.65,468.31
40400,2,,2026-06-08 19:39:00,mixed,485.85,0.0,485.85
40401,1,2401,2026-06-09 10:40:00,wechat,485.85,24.29,461.56
40402,2,2402,2026-06-10 11:41:00,alipay,492.96,24.65,468.31
40403,1,2403,2026-06-11 12:42:00,card,485.85,24.29,461.56
40404,2,2404,2026-06-12 13:43:00,cash,485.85,24.29,461.56
40405,1,2405,2026-06-13 14:44:00,mixed,492.96,24.65,468.31
40406,2,2406,2026-06-14 15:45:00,wechat,485.85,24.29,461.56
40407,1,,2026-06-15 16:46:00,alipay,485.85,0.0,485.85
40408,2,2408,2026-06-16 17:47:00,card,492.96,24.65,468.31
40409,1,2409,2026-06-17 18:48:00,cash,485.85,24.29,461.56
40410,2,2410,2026-06-18 19:49:00,mixed,485.85,24.29,461.56
40411,1,2411,2026-06-19 10:50:00,wechat,492.96,24.65,468.31
40412,2,2412,2026-06-20 11:51:00,alipay,485.85,24.29,461.56
40413,1,2413,2026-06-21 12:52:00,card,485.85,24.29,461.56
40414,2,,2026-06-22 13:53:00,cash,492.96,0.0,492.96
40415,1,2415,2026-06-23 14:54:00,mixed,485.85,24.29,461.56
40416,2,2416,2026-06-24 15:55:00,wechat,485.85,24.29,461.56
40417,1,2417,2026-06-25 16:56:00,alipay,492.96,24.65,468.31
40418,2,2418,2026-06-26 17:57:00,card,485.85,24.29,461.56
40419,1,2419,2026-06-27 18:58:00,cash,485.85,24.29,461.56
40420,2,2420,2026-06-28 19:59:00,mixed,492.96,24.65,468.31
40421,1,,2026-06-01 10:00:00,wechat,485.85,0.0,485.85
40422,2,2422,2026-06-02 11:01:00,alipay,485.85,24.29,461.56
40423,1,2423,2026-06-03 12:02:00,card,492.96,24.65,468.31
40424,2,2424,2026-06-04 13:03:00,cash,485.85,24.29,461.56
40425,1,2425,2026-06-05 14:04:00,mixed,485.85,24.29,461.56
40426,2,2426,2026-06-06 15:05:00,wechat,492.96,24.65,468.31
40427,1,2427,2026-06-07 16:06:00,alipay,485.85,24.29,461.56
40428,2,,2026-06-08 17:07:00,card,485.85,0.0,485.85
40429,1,2429,2026-06-09 18:08:00,cash,492.96,24.65,468.31
40430,2,2430,2026-06-10 19:09:00,mixed,485.85,24.29,461.56
40431,1,2431,2026-06-11 10:10:00,wechat,485.85,24.29,461.56
40432,2,2432,2026-06-12 11:11:00,alipay,492.96,24.65,468.31
40433,1,2433,2026-06-13 12:12:00,card,485.85,24.29,461.56
40434,2,2434,2026-06-14 13:13:00,cash,485.85,24.29,461.56
40435,1,,2026-06-15 14:14:00,mixed,492.96,0.0,492.96
40436,2,2436,2026-06-16 15:15:00,wechat,485.85,24.29,461.56
40437,1,2437,2026-06-17 16:16:00,alipay,485.85,24.29,461.56
40438,2,2438,2026-06-18 17:17:00,card,492.96,24.65,468.31
40439,1,2439,2026-06-19 18:18:00,cash,485.85,24.29,461.56
40440,2,2440,2026-06-20 19:19:00,mixed,485.85,24.29,461.56
40441,1,2441,2026-06-21 10:20:00,wechat,492.96,24.65,468.31
40442,2,,2026-06-22 11:21:00,alipay,485.85,0.0,485.85
40443,1,2443,2026-06-23 12:22:00,card,485.85,24.29,461.56
40444,2,2444,2026-06-24 13:23:00,cash,492.96,24.65,468.31
40445,1,2445,2026-06-25 14:24:00,mixed,485.85,24.29,461.56
40446,2,2446,2026-06-26 15:25:00,wechat,485.85,24.29,461.56
40447,1,2447,2026-06-27 16:26:00,alipay,492.96,24.65,468.31
40448,2,2448,2026-06-28 17:27:00,card,485.85,24.29,461.56
40449,1,,2026-06-01 18:28:00,cash,485.85,0.0,485.85
40450,2,2450,2026-06-02 19:29:00,mixed,492.96,24.65,468.31
40451,1,2451,2026-06-03 10:30:00,wechat,485.85,24.29,461.56
40452,2,2452,2026-06-04 11:31:00,alipay,485.85,24.29,461.56
40453,1,2453,2026-06-05 12:32:00,card,492.96,24.65,468.31
40454,2,2454,2026-06-06 13:33:00,cash,485.85,24.29,461.56
40455,1,2455,2026-06-07 14:34:00,mixed,485.85,24.29,461.56
40456,2,,2026-06-08 15:35:00,wechat,492.96,0.0,492.96
40457,1,2457,2026-06-09 16:36:00,alipay,485.85,24.29,461.56
40458,2,2458,2026-06-10 17:37:00,card,485.85,24.29,461.56
40459,1,2459,2026-06-11 18:38:00,cash,492.96,24.65,468.31
40460,2,2460,2026-06-12 19:39:00,mixed,485.85,24.29,461.56
40461,1,2461,2026-06-13 10:40:00,wechat,485.85,24.29,461.56
40462,2,2462,2026-06-14 11:41:00,alipay,492.96,24.65,468.31
40463,1,,2026-06-15 12:42:00,card,485.85,0.0,485.85
40464,2,2464,2026-06-16 13:43:00,cash,485.85,24.29,461.56
40465,1,2465,2026-06-17 14:44:00,mixed,492.96,24.65,468.31
40466,2,2466,2026-06-18 15:45:00,wechat,485.85,24.29,461.56
40467,1,2467,2026-06-19 16:46:00,alipay,485.85,24.29,461.56
40468,2,2468,2026-06-20 17:47:00,card,492.96,24.65,468.31
40469,1,2469,2026-06-21 18:48:00,cash,485.85,24.29,461.56
40470,2,,2026-06-22 19:49:00,mixed,485.85,0.0,485.85
40471,1,2471,2026-06-23 10:50:00,wechat,492.96,24.65,468.31
40472,2,2472,2026-06-24 11:51:00,alipay,485.85,24.29,461.56
40473,1,2473,2026-06-25 12:52:00,card,485.85,24.29,461.56
40474,2,2474,2026-06-26 13:53:00,cash,492.96,24.65,468.31
40475,1,2475,2026-06-27 14:54:00,mixed,485.85,24.29,461.56
40476,2,2476,2026-06-28 15:55:00,wechat,485.85,24.29,461.56
40477,1,,2026-06-01 16:56:00,alipay,492.96,0.0,492.96
40478,2,2478,2026-06-02 17:57:00,card,485.85,24.29,461.56
40479,1,2479,2026-06-03 18:58:00,cash,485.85,24.29,461.56
40480,2,2480,2026-06-04 19:59:00,mixed,492.96,24.65,468.31
40481,1,2481,2026-06-05 10:00:00,wechat,485.85,24.29,461.56
40482,2,2482,2026-06-06 11:01:00,alipay,485.85,24.29,461.56
40483,1,2483,2026-06-07 12:02:00,card,492.96,24.65,468.31
40484,2,,2026-06-08 13:03:00,cash,485.85,0.0,485.85
40485,1,2485,2026-06-09 14:04:00,mixed,485.85,24.29,461.56
40486,2,2486,2026-06-10 15:05:00,wechat,492.96,24.65,468.31
40487,1,2487,2026-06-11 16:06:00,alipay,485.85,24.29,461.56
40488,2,2488,2026-06-12 17:07:00,card,485.85,24.29,461.56
40489,1,2489,2026-06-13 18:08:00,cash,492.96,24.65,468.31
40490,2,2490,2026-06-14 19:09:00,mixed,485.85,24.29,461.56
40491,1,,2026-06-15 10:10:00,wechat,485.85,0.0,485.85
40492,2,2492,2026-06-16 11:11:00,alipay,492.96,24.65,468.31
40493,1,2493,2026-06-17 12:12:00,card,485.85,24.29,461.56
40494,2,2494,2026-06-18 13:13:00,cash,485.85,24.29,461.56
40495,1,2495,2026-06-19 14:14:00,mixed,492.96,24.65,468.31
40496,2,2496,2026-06-20 15:15:00,wechat,485.85,24.29,461.56
40497,1,2497,2026-06-21 16:16:00,alipay,485.85,24.29,461.56
40498,2,,2026-06-22 17:17:00,card,492.96,0.0,492.96
40499,1,2499,2026-06-23 18:18:00,cash,485.85,24.29,461.56
40500,2,2500,2026-06-24 19:19:00,mixed,485.85,24.29,461.56
40501,1,2501,2026-06-25 10:20:00,wechat,492.96,24.65,468.31
40502,2,2502,2026-06-26 11:21:00,alipay,485.85,24.29,461.56
40503,1,2503,2026-06-27 12:22:00,card,485.85,24.29,461.56
40504,2,2504,2026-06-28 13:23:00,cash,492.96,24.65,468.31
40505,1,,2026-06-01 14:24:00,mixed,485.85,0.0,485.85
40506,2,2506,2026-06-02 15:25:00,wechat,485.85,24.29,461.56
40507,1,2507,2026-06-03 16:26:00,alipay,492.96,24.65,468.31
40508,2,2508,2026-06-04 17:27:00,card,485.85,24.29,461.56
40509,1,2509,2026-06-05 18:28:00,cash,485.85,24.29,461.56
40510,2,2510,2026-06-06 19:29:00,mixed,492.96,24.65,468.31
40511,1,2511,2026-06-07 10:30:00,wechat,485.85,24.29,461.56
40512,2,,2026-06-08 11:31:00,alipay,485.85,0.0,485.85
40513,1,2513,2026-06-09 12:32:00,card,492.96,24.65,468.31
40514,2,2514,2026-06-10 13:33:00,cash,485.85,24.29,461.56
40515,1,2515,2026-06-11 14:34:00,mixed,485.85,24.29,461.56
40516,2,2516,2026-06-12 15:35:00,wechat,492.96,24.65,468.31
40517,1,2517,2026-06-13 16:36:00,alipay,485.85,24.29,461.56
40518,2,2518,2026-06-14 17:37:00,card,485.85,24.29,461.56
40519,1,,2026-06-15 18:38:00,cash,492.96,0.0,492.96
40520,2,2520,2026-06-16 19:39:00,mixed,485.85,24.29,461.56
40521,1,2521,2026-06-17 10:40:00,wechat,485.85,24.29,461.56
40522,2,2522,2026-06-18 11:41:00,alipay,492.96,24.65,468.31
40523,1,2523,2026-06-19 12:42:00,card,485.85,24.29,461.56
40524,2,2524,2026-06-20 13:43:00,cash,485.85,24.29,461.56
40525,1,2525,2026-06-21 14:44:00,mixed,492.96,24.65,468.31
40526,2,,2026-06-22 15:45:00,wechat,485.85,0.0,485.85
40527,1,2527,2026-06-23 16:46:00,alipay,485.85,24.29,461.56
40528,2,2528,2026-06-24 17:47:00,card,492.96,24.65,468.31
40529,1,2529,2026-06-25 18:48:00,cash,485.85,24.29,461.56
40530,2,2530,2026-06-26 19:49:00,mixed,485.85,24.29,461.56
40531,1,2531,2026-06-27 10:50:00,wechat,492.96,24.65,468.31
40532,2,2532,2026-06-28 11:51:00,alipay,485.85,24.29,461.56
40533,1,,2026-06-01 12:52:00,card,485.85,0.0,485.85
40534,2,2534,2026-06-02 13:53:00,cash,492.96,24.65,468.31
40535,1,2535,2026-06-03 14:54:00,mixed,485.85,24.29,461.56
40536,2,2536,2026-06-04 15:55:00,wechat,485.85,24.29,461.56
40537,1,2537,2026-06-05 16:56:00,alipay,492.96,24.65,468.31
40538,2,2538,2026-06-06 17:57:00,card,485.85,24.29,461.56
40539,1,2539,2026-06-07 18:58:00,cash,485.85,24.29,461.56
40540,2,,2026-06-08 19:59:00,mixed,492.96,0.0,492.96
40541,1,2541,2026-06-09 10:00:00,wechat,485.85,24.29,461.56
40542,2,2542,2026-06-10 11:01:00,alipay,485.85,24.29,461.56
40543,1,2543,2026-06-11 12:02:00,card,492.96,24.65,468.31
40544,2,2544,2026-06-12 13:03:00,cash,485.85,24.29,461.56
40545,1,2545,2026-06-13 14:04:00,mixed,485.85,24.29,461.56
40546,2,2546,2026-06-14 15:05:00,wechat,492.96,24.65,468.31
40547,1,,2026-06-15 16:06:00,alipay,485.85,0.0,485.85
40548,2,2548,2026-06-16 17:07:00,card,485.85,24.29,461.56
40549,1,2549,2026-06-17 18:08:00,cash,492.96,24.65,468.31
40550,2,2550,2026-06-18 19:09:00,mixed,485.85,24.29,461.56
40551,1,2551,2026-06-19 10:10:00,wechat,485.85,24.29,461.56
40552,2,2552,2026-06-20 11:11:00,alipay,492.96,24.65,468.31
40553,1,2553,2026-06-21 12:12:00,card,485.85,24.29,461.56
40554,2,,2026-06-22 13:13:00,cash,485.85,0.0,485.85
40555,1,2555,2026-06-23 14:14:00,mixed,492.96,24.65,468.31
40556,2,2556,2026-06-24 15:15:00,wechat,485.85,24.29,461.56
40557,1,2557,2026-06-25 16:16:00,alipay,485.85,24.29,461.56
40558,2,2558,2026-06-26 17:17:00,card,492.96,24.65,468.31
40559,1,2559,2026-06-27 18:18:00,cash,485.85,24.29,461.56
40560,2,2560,2026-06-28 19:19:00,mixed,485.85,24.29,461.56
40561,1,,2026-06-01 10:20:00,wechat,492.96,0.0,492.96
40562,2,2562,2026-06-02 11:21:00,alipay,485.85,24.29,461.56
40563,1,2563,2026-06-03 12:22:00,card,485.85,24.29,461.56
40564,2,2564,2026-06-04 13:23:00,cash,492.96,24.65,468.31
40565,1,2565,2026-06-05 14:24:00,mixed,485.85,24.29,461.56
40566,2,2566,2026-06-06 15:25:00,wechat,485.85,24.29,461.56
40567,1,2567,2026-06-07 16:26:00,alipay,492.96,24.65,468.31
40568,2,,2026-06-08 17:27:00,card,485.85,0.0,485.85
40569,1,2569,2026-06-09 18:28:00,cash,485.85,24.29,461.56
40570,2,2570,2026-06-10 19:29:00,mixed,492.96,24.65,468.31
40571,1,2571,2026-06-11 10:30:00,wechat,485.85,24.29,461.56
40572,2,2572,2026-06-12 11:31:00,alipay,485.85,24.29,461.56
40573,1,2573,2026-06-13 12:32:00,card,492.96,24.65,468.31
40574,2,2574,2026-06-14 13:33:00,cash,485.85,24.29,461.56
40575,1,,2026-06-15 14:34:00,mixed,485.85,0.0,485.85
40576,2,2576,2026-06-16 15:35:00,wechat,492.96,24.65,468.31
40577,1,2577,2026-06-17 16:36:00,alipay,485.85,24.29,461.56
40578,2,2578,2026-06-18 17:37:00,card,485.85,24.29,461.56
40579,1,2579,2026-06-19 18:38:00,cash,492.96,24.65,468.31
40580,2,2580,2026-06-20 19:39:00,mixed,485.85,24.29,461.56
40581,1,2581,2026-06-21 10:40:00,wechat,485.85,24.29,461.56
40582,2,,2026-06-22 11:41:00,alipay,492.96,0.0,492.96
40583,1,2583,2026-06-23 12:42:00,card,485.85,24.29,461.56
40584,2,2584,2026-06-24 13:43:00,cash,485.85,24.29,461.56
40585,1,2585,2026-06-25 14:44:00,mixed,492.96,24.65,468.31
40586,2,2586,2026-06-26 15:45:00,wechat,485.85,24.29,461.56
40587,1,2587,2026-06-27 16:46:00,alipay,485.85,24.29,461.56
40588,2,2588,2026-06-28 17:47:00,card,492.96,24.65,468.31
40589,1,,2026-06-01 18:48:00,cash,485.85,0.0,485.85
40590,2,2590,2026-06-02 19:49:00,mixed,485.85,24.29,461.56
40591,1,2591,2026-06-03 10:50:00,wechat,492.96,24.65,468.31
40592,2,2592,2026-06-04 11:51:00,alipay,485.85,24.29,461.56
40593,1,2593,2026-06-05 12:52:00,card,485.85,24.29,461.56
40594,2,2594,2026-06-06 13:53:00,cash,492.96,24.65,468.31
40595,1,2595,2026-06-07 14:54:00,mixed,485.85,24.29,461.56
40596,2,,2026-06-08 15:55:00,wechat,485.85,0.0,485.85
40597,1,2597,2026-06-09 16:56:00,alipay,492.96,24.65,468.31
40598,2,2598,2026-06-10 17:57:00,card,485.85,24.29,461.56
40599,1,2599,2026-06-11 18:58:00,cash,485.85,24.29,461.56
40600,2,2600,2026-06-12 19:59:00,mixed,492.96,24.65,468.31
40601,1,2601,2026-06-13 10:00:00,wechat,485.85,24.29,461.56
40602,2,2602,2026-06-14 11:01:00,alipay,485.85,24.29,461.56
40603,1,,2026-06-15 12:02:00,card,492.96,0.0,492.96
40604,2,2604,2026-06-16 13:03:00,cash,485.85,24.29,461.56
40605,1,2605,2026-06-17 14:04:00,mixed,485.85,24.29,461.56
40606,2,2606,2026-06-18 15:05:00,wechat,492.96,24.65,468.31
40607,1,2607,2026-06-19 16:06:00,alipay,485.85,24.29,461.56
40608,2,2608,2026-06-20 17:07:00,card,485.85,24.29,461.56
40609,1,2609,2026-06-21 18:08:00,cash,492.96,24.65,468.31
40610,2,,2026-06-22 19:09:00,mixed,485.85,0.0,485.85
40611,1,2611,2026-06-23 10:10:00,wechat,485.85,24.29,461.56
40612,2,2612,2026-06-24 11:11:00,alipay,492.96,24.65,468.31
40613,1,2613,2026-06-25 12:12:00,card,485.85,24.29,461.56
40614,2,2614,2026-06-26 13:13:00,cash,485.85,24.29,461.56
40615,1,2615,2026-06-27 14:14:00,mixed,492.96,24.65,468.31
40616,2,2616,2026-06-28 15:15:00,wechat,485.85,24.29,461.56
40617,1,,2026-06-01 16:16:00,alipay,485.85,0.0,485.85
40618,2,2618,2026-06-02 17:17:00,card,492.96,24.65,468.31
40619,1,2619,2026-06-03 18:18:00,cash,485.85,24.29,461.56
40620,2,2620,2026-06-04 19:19:00,mixed,485.85,24.29,461.56
40621,1,2621,2026-06-05 10:20:00,wechat,492.96,24.65,468.31
40622,2,2622,2026-06-06 11:21:00,alipay,485.85,24.29,461.56
40623,1,2623,2026-06-07 12:22:00,card,485.85,24.29,461.56
40624,2,,2026-06-08 13:23:00,cash,492.96,0.0,492.96
40625,1,2625,2026-06-09 14:24:00,mixed,485.85,24.29,461.56
40626,2,2626,2026-06-10 15:25:00,wechat,485.85,24.29,461.56
40627,1,2627,2026-06-11 16:26:00,alipay,492.96,24.65,468.31
40628,2,2628,2026-06-12 17:27:00,card,485.85,24.29,461.56
40629,1,2629,2026-06-13 18:28:00,cash,485.85,24.29,461.56
40630,2,2630,2026-06-14 19:29:00,mixed,492.96,24.65,468.31
40631,1,,2026-06-15 10:30:00,wechat,485.85,0.0,485.85
40632,2,2632,2026-06-16 11:31:00,alipay,485.85,24.29,461.56
40633,1,2633,2026-06-17 12:32:00,card,492.96,24.65,468.31
40634,2,2634,2026-06-18 13:33:00,cash,485.85,24.29,461.56
40635,1,2635,2026-06-19 14:34:00,mixed,485.85,24.29,461.56
40636,2,2636,2026-06-20 15:35:00,wechat,492.96,24.65,468.31
40637,1,2637,2026-06-21 16:36:00,alipay,485.85,24.29,461.56
40638,2,,2026-06-22 17:37:00,card,485.85,0.0,485.85
40639,1,2639,2026-06-23 18:38:00,cash,492.96,24.65,468.31
40640,2,2640,2026-06-24 19:39:00,mixed,485.85,24.29,461.56
40641,1,2641,2026-06-25 10:40:00,wechat,485.85,24.29,461.56
40642,2,2642,2026-06-26 11:41:00,alipay,492.96,24.65,468.31
40643,1,2643,2026-06-27 12:42:00,card,485.85,24.29,461.56
40644,2,2644,2026-06-28 13:43:00,cash,485.85,24.29,461.56
40645,1,,2026-06-01 14:44:00,mixed,492.96,0.0,492.96
40646,2,2646,2026-06-02 15:45:00,wechat,485.85,24.29,461.56
40647,1,2647,2026-06-03 16:46:00,alipay,485.85,24.29,461.56
40648,2,2648,2026-06-04 17:47:00,card,492.96,24.65,468.31
40649,1,2649,2026-06-05 18:48:00,cash,485.85,24.29,461.56
40650,2,2650,2026-06-06 19:49:00,mixed,485.85,24.29,461.56
40651,1,2651,2026-06-07 10:50:00,wechat,492.96,24.65,468.31
40652,2,,2026-06-08 11:51:00,alipay,485.85,0.0,485.85
40653,1,2653,2026-06-09 12:52:00,card,485.85,24.29,461.56
40654,2,2654,2026-06-10 13:53:00,cash,492.96,24.65,468.31
40655,1,2655,2026-06-11 14:54:00,mixed,485.85,24.29,461.56
40656,2,2656,2026-06-12 15:55:00,wechat,485.85,24.29,461.56
40657,1,2657,2026-06-13 16:56:00,alipay,492.96,24.65,468.31
40658,2,2658,2026-06-14 17:57:00,card,485.85,24.29,461.56
40659,1,,2026-06-15 18:58:00,cash,485.85,0.0,485.85
40660,2,2660,2026-06-16 19:59:00,mixed,492.96,24.65,468.31
40661,1,2661,2026-06-17 10:00:00,wechat,485.85,24.29,461.56
40662,2,2662,2026-06-18 11:01:00,alipay,485.85,24.29,461.56
40663,1,2663,2026-06-19 12:02:00,card,492.96,24.65,468.31
40664,2,2664,2026-06-20 13:03:00,cash,485.85,24.29,461.56
40665,1,2665,2026-06-21 14:04:00,mixed,485.85,24.29,461.56
40666,2,,2026-06-22 15:05:00,wechat,492.96,0.0,492.96
40667,1,2667,2026-06-23 16:06:00,alipay,485.85,24.29,461.56
40668,2,2668,2026-06-24 17:07:00,card,485.85,24.29,461.56
40669,1,2669,2026-06-25 18:08:00,cash,492.96,24.65,468.31
40670,2,2670,2026-06-26 19:09:00,mixed,485.85,24.29,461.56
40671,1,2671,2026-06-27 10:10:00,wechat,485.85,24.29,461.56
40672,2,2672,2026-06-28 11:11:00,alipay,492.96,24.65,468.31
40673,1,,2026-06-01 12:12:00,card,485.85,0.0,485.85
40674,2,2674,2026-06-02 13:13:00,cash,485.85,24.29,461.56
40675,1,2675,2026-06-03 14:14:00,mixed,492.96,24.65,468.31
40676,2,2676,2026-06-04 15:15:00,wechat,485.85,24.29,461.56
40677,1,2677,2026-06-05 16:16:00,alipay,485.85,24.29,461.56
40678,2,2678,2026-06-06 17:17:00,card,492.96,24.65,468.31
40679,1,2679,2026-06-07 18:18:00,cash,485.85,24.29,461.56
40680,2,,2026-06-08 19:19:00,mixed,485.85,0.0,485.85
40681,1,2681,2026-06-09 10:20:00,wechat,492.96,24.65,468.31
40682,2,2682,2026-06-10 11:21:00,alipay,485.85,24.29,461.56
40683,1,2683,2026-06-11 12:22:00,card,485.85,24.29,461.56
40684,2,2684,2026-06-12 13:23:00,cash,492.96,24.65,468.31
40685,1,2685,2026-06-13 14:24:00,mixed,485.85,24.29,461.56
40686,2,2686,2026-06-14 15:25:00,wechat,485.85,24.29,461.56
40687,1,,2026-06-15 16:26:00,alipay,492.96,0.0,492.96
40688,2,2688,2026-06-16 17:27:00,card,485.85,24.29,461.56
40689,1,2689,2026-06-17 18:28:00,cash,485.85,24.29,461.56
40690,2,2690,2026-06-18 19:29:00,mixed,492.96,24.65,468.31
40691,1,2691,2026-06-19 10:30:00,wechat,485.85,24.29,461.56
40692,2,2692,2026-06-20 11:31:00,alipay,485.85,24.29,461.56
40693,1,2693,2026-06-21 12:32:00,card,492.96,24.65,468.31
40694,2,,2026-06-22 13:33:00,cash,485.85,0.0,485.85
40695,1,2695,2026-06-23 14:34:00,mixed,485.85,24.29,461.56
40696,2,2696,2026-06-24 15:35:00,wechat,492.96,24.65,468.31
40697,1,2697,2026-06-25 16:36:00,alipay,485.85,24.29,461.56
40698,2,2698,2026-06-26 17:37:00,card,485.85,24.29,461.56
40699,1,2699,2026-06-27 18:38:00,cash,492.96,24.65,468.31
40700,2,2700,2026-06-28 19:39:00,mixed,485.85,24.29,461.56
40701,1,,2026-06-01 10:40:00,wechat,485.85,0.0,485.85
40702,2,2702,2026-06-02 11:41:00,alipay,492.96,24.65,468.31
40703,1,2703,2026-06-03 12:42:00,card,485.85,24.29,461.56
40704,2,2704,2026-06-04 13:43:00,cash,485.85,24.29,461.56
40705,1,2705,2026-06-05 14:44:00,mixed,492.96,24.65,468.31
40706,2,2706,2026-06-06 15:45:00,wechat,485.85,24.29,461.56
40707,1,2707,2026-06-07 16:46:00,alipay,485.85,24.29,461.56
40708,2,,2026-06-08 17:47:00,card,492.96,0.0,492.96
40709,1,2709,2026-06-09 18:48:00,cash,485.85,24.29,461.56
40710,2,2710,2026-06-10 19:49:00,mixed,485.85,24.29,461.56
40711,1,2711,2026-06-11 10:50:00,wechat,492.96,24.65,468.31
40712,2,2712,2026-06-12 11:51:00,alipay,485.85,24.29,461.56
40713,1,2713,2026-06-13 12:52:00,card,485.85,24.29,461.56
40714,2,2714,2026-06-14 13:53:00,cash,492.96,24.65,468.31
40715,1,,2026-06-15 14:54:00,mixed,485.85,0.0,485.85
40716,2,2716,2026-06-16 15:55:00,wechat,485.85,24.29,461.56
40717,1,2717,2026-06-17 16:56:00,alipay,492.96,24.65,468.31
40718,2,2718,2026-06-18 17:57:00,card,485.85,24.29,461.56
40719,1,2719,2026-06-19 18:58:00,cash,485.85,24.29,461.56
40720,2,2720,2026-06-20 19:59:00,mixed,492.96,24.65,468.31
40721,1,2721,2026-06-21 10:00:00,wechat,485.85,24.29,461.56
40722,2,,2026-06-22 11:01:00,alipay,485.85,0.0,485.85
40723,1,2723,2026-06-23 12:02:00,card,492.96,24.65,468.31
40724,2,2724,2026-06-24 13:03:00,cash,485.85,24.29,461.56
40725,1,2725,2026-06-25 14:04:00,mixed,485.85,24.29,461.56
40726,2,2726,2026-06-26 15:05:00,wechat,492.96,24.65,468.31
40727,1,2727,2026-06-27 16:06:00,alipay,485.85,24.29,461.56
40728,2,2728,2026-06-28 17:07:00,card,485.85,24.29,461.56
40729,1,,2026-06-01 18:08:00,cash,492.96,0.0,492.96
40730,2,2730,2026-06-02 19:09:00,mixed,485.85,24.29,461.56
40731,1,2731,2026-06-03 10:10:00,wechat,485.85,24.29,461.56
40732,2,2732,2026-06-04 11:11:00,alipay,492.96,24.65,468.31
40733,1,2733,2026-06-05 12:12:00,card,485.85,24.29,461.56
40734,2,2734,2026-06-06 13:13:00,cash,485.85,24.29,461.56
40735,1,2735,2026-06-07 14:14:00,mixed,492.96,24.65,468.31
40736,2,,2026-06-08 15:15:00,wechat,485.85,0.0,485.85
40737,1,2737,2026-06-09 16:16:00,alipay,485.85,24.29,461.56
40738,2,2738,2026-06-10 17:17:00,card,492.96,24.65,468.31
40739,1,2739,2026-06-11 18:18:00,cash,485.85,24.29,461.56
40740,2,2740,2026-06-12 19:19:00,mixed,485.85,24.29,461.56
40741,1,2741,2026-06-13 10:20:00,wechat,492.96,24.65,468.31
40742,2,2742,2026-06-14 11:21:00,alipay,485.85,24.29,461.56
40743,1,,2026-06-15 12:22:00,card,485.85,0.0,485.85
40744,2,2744,2026-06-16 13:23:00,cash,492.96,24.65,468.31
40745,1,2745,2026-06-17 14:24:00,mixed,485.85,24.29,461.56
40746,2,2746,2026-06-18 15:25:00,wechat,485.85,24.29,461.56
40747,1,2747,2026-06-19 16:26:00,alipay,492.96,24.65,468.31
40748,2,2748,2026-06-20 17:27:00,card,485.85,24.29,461.56
40749,1,2749,2026-06-21 18:28:00,cash,485.85,24.29,461.56
40750,2,,2026-06-22 19:29:00,mixed,492.96,0.0,492.96
40751,1,2751,2026-06-23 10:30:00,wechat,485.85,24.29,461.56
40752,2,2752,2026-06-24 11:31:00,alipay,485.85,24.29,461.56
40753,1,2753,2026-06-25 12:32:00,card,492.96,24.65,468.31
40754,2,2754,2026-06-26 13:33:00,cash,485.85,24.29,461.56
40755,1,2755,2026-06-27 14:34:00,mixed,485.85,24.29,461.56
40756,2,2756,2026-06-28 15:35:00,wechat,492.96,24.65,468.31
40757,1,,2026-06-01 16:36:00,alipay,485.85,0.0,485.85
40758,2,2758,2026-06-02 17:37:00,card,485.85,24.29,461.56
40759,1,2759,2026-06-03 18:38:00,cash,492.96,24.65,468.31
40760,2,2760,2026-06-04 19:39:00,mixed,485.85,24.29,461.56
40761,1,2761,2026-06-05 10:40:00,wechat,485.85,24.29,461.56
40762,2,2762,2026-06-06 11:41:00,alipay,492.96,24.65,468.31
40763,1,2763,2026-06-07 12:42:00,card,485.85,24.29,461.56
40764,2,,2026-06-08 13:43:00,cash,485.85,0.0,485.85
40765,1,2765,2026-06-09 14:44:00,mixed,492.96,24.65,468.31
40766,2,2766,2026-06-10 15:45:00,wechat,485.85,24.29,461.56
40767,1,2767,2026-06-11 16:46:00,alipay,485.85,24.29,461.56
40768,2,2768,2026-06-12 17:47:00,card,492.96,24.65,468.31
40769,1,2769,2026-06-13 18:48:00,cash,485.85,24.29,461.56
40770,2,2770,2026-06-14 19:49:00,mixed,485.85,24.29,461.56
40771,1,,2026-06-15 10:50:00,wechat,492.96,0.0,492.96
