supplier_id,product_id,product_barcode,product_name,supply_price,min_order_qty,is_primary
202,1671,DD12342380896,音乐舞蹈欣赏,45.43,45,1
203,1672,DD12351658754,音乐舞蹈专业英语七一初,47.4,10,1
206,1672,DD12351658754,音乐舞蹈专业英语七一初,51.19,20,0
204,1673,DD12500322261,音乐舞蹈专业英语七一初,49.38,15,1
205,1674,DD12436573631,音乐舞蹈欣赏主编:曾琳；副主编,51.35,20,1
206,1675,DD12404805869,音乐舞蹈专业英语七一初,43.45,25,1
207,1676,DD11873784222,音乐舞蹈美术学前班大班中班小班上册12345678册五大领域幼儿潜能开发音乐教材儿童上课本教学小树苗幼儿智能开发学习课程,45.43,30,1
210,1676,DD11873784222,音乐舞蹈美术学前班大班中班小班上册12345678册五大领域幼儿潜能开发音乐教材儿童上课本教学小树苗幼儿智能开发学习课程,49.06,40,0
208,1677,DD12360727700,音乐舞蹈课程思政案例选编,47.4,35,1
209,1678,DD12393431371,音乐舞蹈采风调查方法何政荣著,49.38,40,1
210,1679,DD12412864501,音乐舞蹈采风调查方法,51.35,45,1
1,1680,DD12386318136,音乐舞蹈采风调查方法,43.45,10,1
102,1680,DD12386318136,音乐舞蹈采风调查方法,46.93,20,0
2,1681,DD12408084256,音乐舞蹈采风调查方法,45.43,15,1
101,1682,DD12418266047,音乐舞蹈采风调查方法,47.4,20,1
102,1683,DD12313002253,音乐舞蹈采风调查方法,49.38,25,1
103,1684,DD11993714603,音乐舞蹈训练,51.35,30,1
203,1684,DD11993714603,音乐舞蹈训练,55.46,40,0
201,1685,DD12469647521,音乐舞蹈采风调查方法,43.45,35,1
202,1686,DD12502784537,音乐舞蹈史诗井冈山(书+光盘)全新,45.43,40,1
203,1687,DD12457659277,音乐舞蹈史诗井冈山(书+光盘)全新,47.4,45,1
204,1688,DD12476228297,音乐舞蹈史诗东方红朗诵词,49.38,10,1
207,1688,DD12476228297,音乐舞蹈史诗东方红朗诵词,53.33,20,0
205,1689,DD12466256041,音乐舞蹈美术6任选小树苗音乐舞蹈美术,51.35,15,1
206,1690,DD12466256191,音乐舞蹈美术8任选小树苗音乐舞蹈美术,43.45,20,1
207,1691,DD12466256051,音乐舞蹈美术4任选小树苗音乐舞蹈美术,45.43,25,1
208,1692,DD12466256121,音乐舞蹈美术2任选小树苗音乐舞蹈美术,47.4,30,1
1,1692,DD12466256121,音乐舞蹈美术2任选小树苗音乐舞蹈美术,51.19,40,0
209,1693,DD12467470691,音乐舞蹈美术3全套8册幼儿智能开发学习课程,49.38,35,1
210,1694,DD12467470761,音乐舞蹈美术2全套8册幼儿智能开发学习课程,51.35,40,1
1,1695,DD12467470671,音乐舞蹈美术7全套8册幼儿智能开发学习课程,43.45,45,1
2,1696,DD12467470681,音乐舞蹈美术1全套8册幼儿智能开发学习课程,45.43,10,1
103,1696,DD12467470681,音乐舞蹈美术1全套8册幼儿智能开发学习课程,49.06,20,0
101,1697,DD12467470751,音乐舞蹈美术5全套8册幼儿智能开发学习课程,47.4,15,1
102,1698,DD12467470701,音乐舞蹈美术6全套8册幼儿智能开发学习课程,49.38,20,1
103,1699,DD12467470661,音乐舞蹈美术8全套8册幼儿智能开发学习课程,51.35,25,1
201,1700,DD12467470651,音乐舞蹈美术4全套8册幼儿智能开发学习课程,43.45,30,1
204,1700,DD12467470651,音乐舞蹈美术4全套8册幼儿智能开发学习课程,46.93,40,0
202,1701,DD12365486518,音乐舞蹈美术2任选小树苗音乐舞蹈美术,45.43,35,1
203,1702,DD12365486718,音乐舞蹈美术4任选小树苗音乐舞蹈美术,47.4,40,1
204,1703,DD12365486588,音乐舞蹈美术6任选小树苗音乐舞蹈美术,49.38,45,1
205,1704,DD12365486698,音乐舞蹈美术8任选小树苗音乐舞蹈美术,51.35,10,1
208,1704,DD12365486698,音乐舞蹈美术8任选小树苗音乐舞蹈美术,55.46,20,0
206,1705,DD11836871505,音乐舞蹈艺术8,43.45,15,1
207,1706,DD12347484881,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》,45.43,20,1
208,1707,DD12462015291,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》,47.4,25,1
209,1708,DD12349845438,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》,49.38,30,1
2,1708,DD12349845438,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》,53.33,40,0
210,1709,DD12355857393,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》剧组音乐部、宣传部编,51.35,35,1
1,1710,DD12486183051,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》,43.45,40,1
2,1711,DD12371931648,音乐舞蹈高中通用一位读书人自我修养本趣味吐槽原创笔记本编辑地理动画工程师建筑学金融酒店管理考古美术设计审计学,45.43,45,1
101,1712,DD12370709068,音乐舞蹈高中通用一位读书人自我修养本趣味吐槽原创笔记本编辑地理动画工程师建筑学金融酒店管理考古美术设计审计学,47.4,10,1
201,1712,DD12370709068,音乐舞蹈高中通用一位读书人自我修养本趣味吐槽原创笔记本编辑地理动画工程师建筑学金融酒店管理考古美术设计审计学,51.19,20,0
102,1713,DD11995714723,中国音乐舞蹈,49.38,15,1
103,1714,DD12341317185,中国音乐舞蹈,51.35,20,1
201,1715,DD12321994314,大型音乐舞蹈史诗:〈复兴之路〉歌曲集《复兴之路》,43.45,25,1
202,1716,DD1604878729,辽南音乐舞蹈文化读本,45.43,30,1
205,1716,DD1604878729,辽南音乐舞蹈文化读本,49.06,40,0
203,1717,DD1607049958,辽南音乐舞蹈文化读本,47.4,35,1
204,1718,DD1616346857,辽南音乐舞蹈文化读本,49.38,40,1
205,1719,DD11196541215,辽南音乐舞蹈文化读本,51.35,45,1
206,1720,DD11036269104,辽南音乐舞蹈文化读本,43.45,10,1
209,1720,DD11036269104,辽南音乐舞蹈文化读本,46.93,20,0
207,1721,DD1591137085,辽南音乐舞蹈文化读本,45.43,15,1
208,1722,DD12411865967,岭南音乐舞蹈发展研究音乐理论,47.4,20,1
209,1723,DD12361611209,音乐舞蹈美术7任选小树苗,49.38,25,1
210,1724,DD12361611299,音乐舞蹈美术2任选小树苗,51.35,30,1
101,1724,DD12361611299,音乐舞蹈美术2任选小树苗,55.46,40,0
1,1725,DD12361611259,音乐舞蹈美术4任选小树苗,43.45,35,1
2,1726,DD12361611249,音乐舞蹈美术6任选小树苗,45.43,40,1
101,1727,DD12361611319,音乐舞蹈美术1任选小树苗,47.4,45,1
102,1728,DD12361611279,音乐舞蹈美术3任选小树苗,49.38,10,1
202,1728,DD12361611279,音乐舞蹈美术3任选小树苗,53.33,20,0
103,1729,DD12361611269,音乐舞蹈美术8任选小树苗,51.35,15,1
201,1730,DD12361611229,音乐舞蹈美术5任选小树苗,43.45,20,1
202,1731,DD12421710979,大型音乐舞蹈史诗:〈复兴之路〉歌曲集,45.43,25,1
203,1732,DD11994651530,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,47.4,30,1
206,1732,DD11994651530,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,51.19,40,0
204,1733,DD12458973371,音乐舞蹈美术7任选小树苗,49.38,35,1
205,1734,DD12458973341,音乐舞蹈美术4任选小树苗,51.35,40,1
206,1735,DD12458973401,音乐舞蹈美术3任选小树苗,43.45,45,1
207,1736,DD12458973281,音乐舞蹈美术6任选小树苗,45.43,10,1
210,1736,DD12458973281,音乐舞蹈美术6任选小树苗,49.06,20,0
208,1737,DD12458973381,音乐舞蹈美术2任选小树苗,47.4,15,1
209,1738,DD12458973291,音乐舞蹈美术5任选小树苗,49.38,20,1
210,1739,DD12458973271,音乐舞蹈美术8任选小树苗,51.35,25,1
1,1740,DD12339080145,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,43.45,30,1
102,1740,DD12339080145,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,46.93,40,0
2,1741,DD12458973351,音乐舞蹈美术1任选小树苗,45.43,35,1
101,1742,DD11616791473,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,47.4,40,1
102,1743,DD12492023657,中国音乐舞蹈,49.38,45,1
103,1744,DD11853083971,辽南音乐舞蹈文化读本,51.35,10,1
203,1744,DD11853083971,辽南音乐舞蹈文化读本,55.46,20,0
201,1745,DD11933570876,辽南音乐舞蹈文化读本,43.45,15,1
202,1746,DD12327516040,辽南音乐舞蹈文化读本,45.43,20,1
203,1747,DD12330834880,辽南音乐舞蹈文化读本,47.4,25,1
204,1748,DD12474729001,辽南音乐舞蹈文化读本,49.38,30,1
207,1748,DD12474729001,辽南音乐舞蹈文化读本,53.33,40,0
205,1749,DD12420492617,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,51.35,35,1
206,1750,DD11943806386,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,43.45,40,1
207,1751,DD12498945787,岭南音乐舞蹈发展研究,45.43,45,1
208,1752,DD12414104697,岭南音乐舞蹈发展研究,47.4,10,1
1,1752,DD12414104697,岭南音乐舞蹈发展研究,51.19,20,0
209,1753,DD12358380133,岭南音乐舞蹈发展研究,49.38,15,1
210,1754,DD11290358957,大型音乐舞蹈史诗:红色薪传,51.35,20,1
1,1755,DD11708194825,大型音乐舞蹈史诗:红色薪传,43.45,25,1
2,1756,DD12334475430,岭南音乐舞蹈发展研究,45.43,30,1
103,1756,DD12334475430,岭南音乐舞蹈发展研究,49.06,40,0
101,1757,DD11962012040,岭南音乐舞蹈发展研究,47.4,35,1
102,1758,DD12416519275,岭南音乐舞蹈发展研究(岭南音乐舞蹈发展研究智库丛书),49.38,40,1
103,1759,DD12357537053,大型音乐舞蹈史诗:红色薪传,51.35,45,1
201,1760,DD12346023443,大型音乐舞蹈史诗:红色薪传,43.45,10,1
204,1760,DD12346023443,大型音乐舞蹈史诗:红色薪传,46.93,20,0
202,1761,DD12312752823,岭南音乐舞蹈发展研究刘瑾著,45.43,15,1
203,1762,DD11957168862,大型音乐舞蹈史诗:红色薪传,47.4,20,1
204,1763,DD11872951310,学前音乐舞蹈教育研究与实践,49.38,25,1
205,1764,DD11878162969,学前音乐舞蹈教育研究与实践,51.35,30,1
208,1764,DD11878162969,学前音乐舞蹈教育研究与实践,55.46,40,0
206,1765,DD11878163009,学前音乐舞蹈教育研究与实践,43.45,35,1
207,1766,DD12368293507,大型音乐舞蹈史诗:红色薪传,45.43,40,1
208,1767,DD11995171573,高师音乐舞蹈教学论,47.4,45,1
209,1768,DD12300510783,大型音乐舞蹈史诗:红色薪传,49.38,10,1
2,1768,DD12300510783,大型音乐舞蹈史诗:红色薪传,53.33,20,0
210,1769,DD11994234133,大型音乐舞蹈史诗:红色薪传,51.35,15,1
1,1770,DD11915712327,学前音乐舞蹈教育研究与实践,43.45,20,1
2,1771,DD12413628167,高师音乐舞蹈教学论,45.43,25,1
101,1772,DD12365283904,音乐舞蹈课程思政案例选编,47.4,30,1
201,1772,DD12365283904,音乐舞蹈课程思政案例选编,51.19,40,0
102,1773,DD12334927915,大型音乐舞蹈史诗:红色薪传,49.38,35,1
103,1774,DD12365486278,音乐舞蹈美术2.4.6.8共4本任选小树苗音乐舞蹈美术,51.35,40,1
201,1775,DD12361611239,音乐舞蹈美术2468共4本任选小树苗,43.45,45,1
202,1776,DD12372533708,大型音乐舞蹈史诗:红色薪传,45.43,10,1
205,1776,DD12372533708,大型音乐舞蹈史诗:红色薪传,49.06,20,0
203,1777,DD12466255581,音乐舞蹈美术2.4.6.8共4本任选小树苗音乐舞蹈美术,47.4,15,1
204,1778,DD12361611189,音乐舞蹈美术1357共4本任选小树苗,49.38,20,1
205,1779,DD11915712297,学前音乐舞蹈教育研究与实践,51.35,25,1
206,1780,DD11875363668,辽南音乐舞蹈文化读本,43.45,30,1
209,1780,DD11875363668,辽南音乐舞蹈文化读本,46.93,40,0
207,1781,DD12458973331,音乐舞蹈美术2468共4本任选小树苗,45.43,35,1
208,1782,DD12458973231,音乐舞蹈美术1357共4本任选小树苗,47.4,40,1
209,1783,DD12415561258,大型音乐舞蹈史诗《复兴之路》:庆祝中华人民共和国成立六十周年,49.38,45,1
210,1784,DD11987265820,大型音乐舞蹈史诗:红色薪传,51.35,10,1
101,1784,DD11987265820,大型音乐舞蹈史诗:红色薪传,55.46,20,0
1,1785,DD27876062,书法篆刻,43.45,15,1
2,1786,DD11751333676,书法篆刻(美术卷)/中国艺术教育大系,45.43,20,1
101,1787,DD12442693421,书法篆刻与教学/21世纪全国普通高等院校美术·艺术设计专业“十三五”精品课程规划教材,47.4,25,1
102,1788,DD12338514636,书法篆刻,49.38,30,1
202,1788,DD12338514636,书法篆刻,53.33,40,0
103,1789,DD12448445111,"书法篆刻与教学陈浩,沈伟,李俊,王旭初,曾维华等著",51.35,35,1
201,1790,DD11925070473,书法篆刻,43.45,40,1
202,1791,DD12355641699,书法篆刻,45.43,45,1
203,1792,DD12443631511,书法篆刻,47.4,10,1
206,1792,DD12443631511,书法篆刻,51.19,20,0
204,1793,DD12313282054,书法篆刻,49.38,15,1
205,1794,DD12338272076,书法篆刻,51.35,20,1
206,1795,DD12441119211,书法篆刻,43.45,25,1
207,1796,DD12358546563,书法篆刻傅爱国,45.43,30,1
210,1796,DD12358546563,书法篆刻傅爱国,49.06,40,0
208,1797,DD11780515491,书法篆刻基础,47.4,35,1
209,1798,DD11705634141,书法篆刻艺术,49.38,40,1
210,1799,DD20760179,书法篆刻基础(复旦卓越·全国学前教育专业系列),51.35,45,1
1,1800,DD11612224466,书法篆刻装裱知识,43.45,10,1
102,1800,DD11612224466,书法篆刻装裱知识,46.93,20,0
2,1801,DD12406872519,书法篆刻,45.43,15,1
101,1802,DD12330018704,书法篆刻,47.4,20,1
102,1803,DD12501660707,书法篆刻,49.38,25,1
103,1804,DD12373807585,书法篆刻,51.35,30,1
203,1804,DD12373807585,书法篆刻,55.46,40,0
201,1805,DD12335257705,书法篆刻装裱知识,43.45,35,1
202,1806,DD11684571096,书法篆刻装裱知识,45.43,40,1
203,1807,DD11790238731,书法篆刻,47.4,45,1
204,1808,DD12360291149,书法篆刻,49.38,10,1
207,1808,DD12360291149,书法篆刻,53.33,20,0
205,1809,DD11615816283,书法篆刻装裱知识,51.35,15,1
206,1810,DD12411627606,书法篆刻与教学,43.45,20,1
207,1811,DD11960152573,书法篆刻与教学,45.43,25,1
208,1812,DD12454770207,书法篆刻,47.4,30,1
1,1812,DD12454770207,书法篆刻,51.19,40,0
209,1813,DD12347950130,书法篆刻与教学,49.38,35,1
210,1814,DD12458923077,书法篆刻选集,51.35,40,1
1,1815,DD12339311744,书法篆刻选集,43.45,45,1
2,1816,DD12413434036,书法篆刻,45.43,10,1
103,1816,DD12413434036,书法篆刻,49.06,20,0
101,1817,DD12388348496,书法篆刻选集,47.4,15,1
102,1818,DD12300368870,书法篆刻,49.38,20,1
103,1819,DD12338905734,书法篆刻与教学/21世纪全国普通高等院校美术·艺术设计专业“十三五”精品课程规划教材陈浩,51.35,25,1
201,1820,DD12406783736,书法篆刻,43.45,30,1
204,1820,DD12406783736,书法篆刻,46.93,40,0
202,1821,DD12388317736,书法篆刻—新概念素质教育丛书,45.43,35,1
203,1822,DD12428483386,书法篆刻与教学/21世纪全国普通高等院校美术·艺术设计专业十三五精品课程规划教材,47.4,40,1
204,1823,DD12338787084,书法篆刻,49.38,45,1
205,1824,DD12423091189,书法篆刻(第三版),51.35,10,1
208,1824,DD12423091189,书法篆刻(第三版),55.46,20,0
206,1825,DD12422115319,书法篆刻与教学,43.45,15,1
207,1826,DD12346752000,书法篆刻—新概念素质教育丛书,45.43,20,1
208,1827,DD12307541090,书法篆刻—新概念素质教育丛书,47.4,25,1
209,1828,DD12458163517,书法篆刻与教学,49.38,30,1
2,1828,DD12458163517,书法篆刻与教学,53.33,40,0
210,1829,DD12316970244,书法篆刻与教学,51.35,35,1
1,1830,DD12300953020,书法篆刻,43.45,40,1
2,1831,DD11998943700,书法篆刻,45.43,45,1
101,1832,DD11609897226,书法篆刻:中国高等职业院校艺术专业系类教材,47.4,10,1
201,1832,DD11609897226,书法篆刻:中国高等职业院校艺术专业系类教材,51.19,20,0
102,1833,DD12312788553,书法篆刻黄惇著,49.38,15,1
103,1834,DD29394580,书法篆刻,51.35,20,1
201,1835,DD11684611656,书法篆刻,43.45,25,1
202,1836,DD12373048684,书法篆刻,45.43,30,1
205,1836,DD12373048684,书法篆刻,49.06,40,0
203,1837,DD11023859464,书法篆刻,47.4,35,1
204,1838,DD12328868494,书法篆刻黄惇著,49.38,40,1
205,1839,DD12372198204,书法篆刻,51.35,45,1
206,1840,DD12432643306,书法篆刻(修订版),43.45,10,1
209,1840,DD12432643306,书法篆刻(修订版),46.93,20,0
207,1841,DD1417116402,书法篆刻,45.43,15,1
208,1842,DD1464272909,书法篆刻,47.4,20,1
209,1843,DD1500071205,书法篆刻,49.38,25,1
210,1844,DD1500096507,书法篆刻,51.35,30,1
101,1844,DD1500096507,书法篆刻,55.46,40,0
1,1845,DD12371072694,书法篆刻,43.45,35,1
2,1846,DD11998627440,书法篆刻,45.43,40,1
101,1847,DD12486407161,书法篆刻,47.4,45,1
102,1848,DD11023859364,书法篆刻,49.38,10,1
202,1848,DD11023859364,书法篆刻,53.33,20,0
103,1849,DD12334935322,书法篆刻,51.35,15,1
201,1850,DD1464272509,书法篆刻,43.45,20,1
202,1851,DD1417116702,书法篆刻,45.43,25,1
203,1852,DD1442907864,书法篆刻,47.4,30,1
206,1852,DD1442907864,书法篆刻,51.19,40,0
204,1853,DD1462791741,书法篆刻,49.38,35,1
205,1854,DD11155922015,书法篆刻,51.35,40,1
206,1855,DD11136924022,书法篆刻,43.45,45,1
207,1856,DD11193176035,书法篆刻,45.43,10,1
210,1856,DD11193176035,书法篆刻,49.06,20,0
208,1857,DD11139209141,书法篆刻,47.4,15,1
209,1858,DD12348507180,书法篆刻傅爱国,49.38,20,1
210,1859,DD12368839368,书法篆刻,51.35,25,1
1,1860,DD12393551421,书法篆刻,43.45,30,1
102,1860,DD12393551421,书法篆刻,46.93,40,0
2,1861,DD12335634005,书法篆刻艺术,45.43,35,1
101,1862,DD11887379293,书法篆刻艺术,47.4,40,1
102,1863,DD12302592440,书法篆刻傅爱国,49.38,45,1
103,1864,DD11997473610,书法篆刻经典丛书,51.35,10,1
203,1864,DD11997473610,书法篆刻经典丛书,55.46,20,0
201,1865,DD12321229683,书法篆刻工具丛书,43.45,15,1
202,1866,DD12351145404,书法篆刻工具丛书,45.43,20,1
203,1867,DD12404941196,书法篆刻,47.4,25,1
204,1868,DD11942692603,书法篆刻王冬龄著,49.38,30,1
207,1868,DD11942692603,书法篆刻王冬龄著,53.33,40,0
205,1869,DD12497700401,书法篆刻工具丛书,51.35,35,1
206,1870,DD11619973633,书法篆刻,43.45,40,1
207,1871,DD11780796540,书法篆刻与装裱知识大学书法教程系列书法篆刻技法入门教程,45.43,45,1
208,1872,DD12425947479,书法篆刻,47.4,10,1
1,1872,DD12425947479,书法篆刻,51.19,20,0
209,1873,DD27876032,书法篆刻,49.38,15,1
210,1874,DD12347940520,书法篆刻与教学,51.35,20,1
1,1875,DD11984086660,书法篆刻教程,43.45,25,1
2,1876,DD12472507151,书法篆刻,45.43,30,1
103,1876,DD12472507151,书法篆刻,49.06,40,0
101,1877,DD12365389489,书法篆刻,47.4,35,1
102,1878,DD11957553450,书法篆刻教程,49.38,40,1
103,1879,DD12409292576,书法篆刻教程,51.35,45,1
201,1880,DD12307296050,书法篆刻教程,43.45,10,1
204,1880,DD12307296050,书法篆刻教程,46.93,20,0
202,1881,DD11945410046,书法篆刻教程,45.43,15,1
203,1882,DD11956282093,书法篆刻,47.4,20,1
204,1883,DD11033594474,书法篆刻,49.38,25,1
205,1884,DD11196389275,书法篆刻,51.35,30,1
208,1884,DD11196389275,书法篆刻,55.46,40,0
206,1885,DD12315841123,书法篆刻,43.45,35,1
207,1886,DD1539980497,书法篆刻,45.43,40,1
208,1887,DD1529209075,书法篆刻,47.4,45,1
209,1888,DD1530648238,书法篆刻,49.38,10,1
2,1888,DD1530648238,书法篆刻,53.33,20,0
210,1889,DD1528942689,书法篆刻,51.35,15,1
1,1890,DD12409292566,书法篆刻,43.45,20,1
2,1891,DD12501560487,书法篆刻工具丛书:甲骨文书法字典,45.43,25,1
101,1892,DD11943259446,书法篆刻,47.4,30,1
201,1892,DD11943259446,书法篆刻,51.19,40,0
102,1893,DD12461776691,书法篆刻工具丛书:甲骨文书法字典,49.38,35,1
103,1894,DD11738835410,书法篆刻工具丛书·甲骨文书法字典,51.35,40,1
201,1895,DD12387032495,书法篆刻与教学,43.45,45,1
202,1896,DD11815104034,书法篆刻黄惇-李昌集-,45.43,10,1
205,1896,DD11815104034,书法篆刻黄惇-李昌集-,49.06,20,0
203,1897,DD12400930055,书法篆刻工具丛书:甲骨文书法字典,47.4,15,1
204,1898,DD11959218733,书法篆刻,49.38,20,1
205,1899,DD12487185251,书法篆刻,51.35,25,1
206,1900,DD12477524277,书法篆刻黄惇等著,43.45,30,1
209,1900,DD12477524277,书法篆刻黄惇等著,46.93,40,0
207,1901,DD12303355660,书法篆刻,45.43,35,1
208,1902,DD11877369293,书法篆刻,47.4,40,1
209,1903,DD11936330103,书法篆刻傅爱国,49.38,45,1
210,1904,DD12487952691,书法篆刻工具丛书:甲骨文书法字典樊中岳、陈大英著,51.35,10,1
101,1904,DD12487952691,书法篆刻工具丛书:甲骨文书法字典樊中岳、陈大英著,55.46,20,0
1,1905,DD12345614373,书法篆刻工具丛书:甲骨文书法字典,43.45,15,1
2,1906,DD12430714536,书法篆刻,45.43,20,1
101,1907,DD11926525202,书法篆刻工具丛书:甲骨文书法字典,47.4,25,1
102,1908,DD11945845266,书法篆刻经典丛书,49.38,30,1
202,1908,DD11945845266,书法篆刻经典丛书,53.33,40,0
103,1909,DD12408217056,书法篆刻,51.35,35,1
201,1910,DD11962117640,书法篆刻装裱知识,43.45,40,1
202,1911,DD11907257430,书法篆刻,45.43,45,1
203,1912,DD12372842365,书法篆刻,47.4,10,1
206,1912,DD12372842365,书法篆刻,51.19,20,0
204,1913,DD12501538447,书法篆刻,49.38,15,1
205,1914,DD12473103477,书法篆刻,51.35,20,1
206,1915,DD11944962106,书法篆刻装裱知识,43.45,25,1
207,1916,DD11763050664,书法篆刻装裱知识传统书法篆刻装裱基础入门知识常识方法技法介绍楷书行书隶书篆书草书知识书法篆刻,45.43,30,1
210,1916,DD11763050664,书法篆刻装裱知识传统书法篆刻装裱基础入门知识常识方法技法介绍楷书行书隶书篆书草书知识书法篆刻,49.06,40,0
208,1917,DD12406538536,书法篆刻装裱知识,47.4,35,1
209,1918,DD12462194511,书法篆刻,49.38,40,1
210,1919,DD11939859363,书法篆刻,51.35,45,1
1,1920,DD12365391539,书法篆刻,43.45,10,1
102,1920,DD12365391539,书法篆刻,46.93,20,0
2,1921,DD12413228607,书法篆刻教程,45.43,15,1
101,1922,DD8646401,书法篆刻(美术卷)/中国艺术教育大系,47.4,20,1
102,1923,DD12501497307,书法篆刻,49.38,25,1
103,1924,DD11958234622,书法篆刻,51.35,30,1
203,1924,DD11958234622,书法篆刻,55.46,40,0
201,1925,DD12416546735,书法篆刻,43.45,35,1
202,1926,DD11936713643,书法篆刻基础,45.43,40,1
203,1927,DD12355182124,书法篆刻,47.4,45,1
204,1928,DD11929234032,书法篆刻,49.38,10,1
207,1928,DD11929234032,书法篆刻,53.33,20,0
205,1929,DD12466727127,书法篆刻,51.35,15,1
206,1930,DD12438273197,书法篆刻工具丛书:甲骨文书法字典樊中岳、陈大英著,43.45,20,1
207,1931,DD27876034,书法篆刻,45.43,25,1
208,1932,DD11906562370,书法篆刻,47.4,30,1
1,1932,DD11906562370,书法篆刻,51.19,40,0
209,1933,DD11915856479,书法篆刻陈浩等编,49.38,35,1
210,1934,DD12316056544,书法篆刻,51.35,40,1
1,1935,DD12361617074,书法篆刻,43.45,45,1
2,1936,DD11939859323,书法篆刻与教学,45.43,10,1
103,1936,DD11939859323,书法篆刻与教学,49.06,20,0
101,1937,DD12428365606,书法篆刻,47.4,15,1
102,1938,DD11996164510,书法篆刻教程,49.38,20,1
103,1939,DD12324598154,书法篆刻,51.35,25,1
201,1940,DD11915856469,书法篆刻陈浩等编,43.45,30,1
204,1940,DD11915856469,书法篆刻陈浩等编,46.93,40,0
202,1941,DD12330154740,书法篆刻,45.43,35,1
203,1942,DD12358630434,书法篆刻,47.4,40,1
204,1943,DD12341302634,书法篆刻,49.38,45,1
205,1944,DD12351122588,书法篆刻,51.35,10,1
208,1944,DD12351122588,书法篆刻,55.46,20,0
206,1945,DD27876033,书法篆刻,43.45,15,1
207,1946,DD12310325153,书法篆刻,45.43,20,1
208,1947,DD11881886280,书法篆刻工具丛书·甲骨文书法字典,47.4,25,1
209,1948,DD12447561021,书法篆刻艺术,49.38,30,1
2,1948,DD12447561021,书法篆刻艺术,53.33,40,0
210,1949,DD12346789560,书法篆刻艺术,51.35,35,1
1,1950,DD11956604703,书法篆刻,43.45,40,1
2,1951,DD11984309547,书法篆刻,45.43,45,1
101,1952,DD11996262240,书法篆刻—高等师范院校美术专业教程,47.4,10,1
201,1952,DD11996262240,书法篆刻—高等师范院校美术专业教程,51.19,20,0
102,1953,DD12313783458,书法篆刻研究选辑店,49.38,15,1
103,1954,DD1606375649,书法篆刻,51.35,20,1
201,1955,DD12336909226,书法篆刻,43.45,25,1
202,1956,DD12412230085,书法篆刻,45.43,30,1
205,1956,DD12412230085,书法篆刻,49.06,40,0
203,1957,DD12412228085,书法篆刻,47.4,35,1
204,1958,DD11241538050,书法篆刻,49.38,40,1
205,1959,DD12316382196,书法篆刻,51.35,45,1
206,1960,DD11984309537,书法篆刻,43.45,10,1
209,1960,DD11984309537,书法篆刻,46.93,20,0
207,1961,DD12495823741,书法篆刻,45.43,15,1
208,1962,DD11940331223,书法篆刻艺术,47.4,20,1
209,1963,DD11990682430,书法篆刻工具丛书·甲骨文书法字典,49.38,25,1
210,1964,DD12341276545,书法篆刻,51.35,30,1
101,1964,DD12341276545,书法篆刻,55.46,40,0
1,1965,DD11058291690,书法篆刻教程,43.45,35,1
2,1966,DD11785440716,书法篆刻与教学21世纪全国普通高等院校美术艺术设计专业十三五精品课程规划教材彭伟哲著,45.43,40,1
101,1967,DD12360503563,书法篆刻,47.4,45,1
102,1968,DD12433608116,书法篆刻,49.38,10,1
202,1968,DD12433608116,书法篆刻,53.33,20,0
103,1969,DD12340113296,书法篆刻教程/美术学院书法专业本科教材,51.35,15,1
201,1970,DD12440745591,戏剧影视声乐基础教程,43.45,20,1
202,1971,DD12342927190,戏剧影视理论创作与教学研究:中央戏剧学院教师文集:facultyarticlesoftheCentralA,45.43,25,1
203,1972,DD12487461611,戏剧影视:形体表演基础/表演专业“十二五”规划教材,47.4,30,1
206,1972,DD12487461611,戏剧影视:形体表演基础/表演专业“十二五”规划教材,51.19,40,0
204,1973,DD12448215061,戏剧影视表演作品教程,49.38,35,1
205,1974,DD12361154189,戏剧影视:形体表演基础/表演专业“十二五”规划教材,51.35,40,1
206,1975,DD12367134041,戏剧影视:形体表演基础/表演专业“十二五”规划教材,43.45,45,1
207,1976,DD12448332891,戏剧影视形体表演基础,45.43,10,1
210,1976,DD12448332891,戏剧影视形体表演基础,49.06,20,0
208,1977,DD12329309634,戏剧影视:形体表演基础/表演专业“十二五”规划教材,47.4,15,1
209,1978,DD12449141071,戏剧影视表演的基础理论与课程训练,49.38,20,1
210,1979,DD12496565977,戏剧影视表演,51.35,25,1
1,1980,DD12481927527,戏剧影视表演,43.45,30,1
102,1980,DD12481927527,戏剧影视表演,46.93,40,0
