source_query_category,source_query,title,isbn,authors,publisher,publish_year,publish_date_raw,page_count,language,category_name,unit,suggested_unit_price,status,openlibrary_key
计算机,database systems,"Database and Expert Systems Applications (Dexa 2002), 13th International Workshop",9780769516691,France) International Workshop on Database and Expert Systems Applications (13th : 2001 : Aix-en-Provence,Ieee,2002,,,eng,计算机,本,79.0,onsale,/works/OL9507223W
计算机,database systems,Advances in Databases and Information Systems,9783540302049,Georg Gottlob; Andras Benczur; János Demetrovics,"Springer London, Limited",2004,,426,eng,计算机,本,79.0,onsale,/works/OL25646145W
计算机,database systems,Databases in networked information systems,9783540755111,"DNIS 2007 (2007 Aizuwakamatsu-shi, Japan)",Springer,2007,,328,eng,计算机,本,79.0,onsale,/works/OL11674636W
计算机,database systems,Advances in Databases and Information Systems,9783319231358,Morzy Tadeusz; Patrick Valduriez; Ladjel Bellatreche,"Springer London, Limited",2015,,,eng,计算机,本,79.0,onsale,/works/OL27382526W
计算机,database systems,Database and Expert Systems Applications - DEXA 2024 Workshops,9783031683015,Bernhard Moser; Lukas Fischer; Atif Mashkoor; Johannes Sametinger; Anna-Christina Glock,Springer,2024,,120,eng,计算机,本,79.0,onsale,/works/OL39128840W
计算机,database systems,Advances in Databases and Information Systems,9783642330742,Tadeusz Morzy,Springer Berlin Heidelberg,2012,,,eng,计算机,本,79.0,onsale,/works/OL19824348W
计算机,database systems,Database and Expert Systems Applications,9783642230882,Abdelkader Hameurlain,Springer-Verlag GmbH Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16945777W
计算机,database systems,Database and Expert Systems Applications,9783642230912,Abdelkader Hameurlain,Springer-Verlag GmbH Berlin Heidelberg,2011,,,eng,计算机,本,79.0,onsale,/works/OL16944375W
计算机,database systems,Database and expert systems applications,9783642035722,"Database and Expert Systems Applications Conference (20th 2009 Linz, Austria)",Springer,2009,,865,eng,计算机,本,79.0,onsale,/works/OL16661767W
计算机,database systems,Database and expert systems applications,9783540572343,"International Conference, DEXA' 93 (4th 1993 Prague, Czech Republic)",Springer-Verlag,1993,,768,eng,计算机,本,79.0,onsale,/works/OL12453540W
计算机,database systems,Data analysis for data base design,9780713136883,D. R. Howe,Edward Arnold,1989,,323,eng,计算机,本,79.0,onsale,/works/OL4532306W
计算机,database systems,Research Advances in Database and Information Systems Security,9781475764116,Vijay Atluri,Springer US,2000,,332,eng,计算机,本,79.0,onsale,/works/OL19899658W
计算机,database systems,Economics of Database-Assisted Spectrum Sharing,9783319432304,Yuan Luo; Lin Gao; Jianwei Huang,Springer International Publishing AG,2016,,98,eng,计算机,本,79.0,onsale,/works/OL22560731W
计算机,database systems,Strategic database technology,9781558602649,Alan R. Simon,MORGAN KAUFMANN PUBLISHING,1995,,446,eng,计算机,本,79.0,onsale,/works/OL2029600W
计算机,database systems,CD-ROM and online management and marketing databases,9780085142307,Nick Parker,Aslib,1993,,92,eng,计算机,本,79.0,onsale,/works/OL4331522W
计算机,database systems,KeyX: Selective Key-Oriented Indexing in Native XML-Databases,9781586035891,Beda Christoph Hammerschmidt,IOS Press,2006,,194,eng,计算机,本,79.0,onsale,/works/OL8961042W
计算机,database systems,Pro visual studio team system,9781590599532,Jeff Levinson,Apress,2007,,617,eng,计算机,本,79.0,onsale,/works/OL8977683W
计算机,database systems,On Knowledge Base Management Systems,9781461249801,Micheal L. Brodie,Springer New York,1986,,660,eng,计算机,本,79.0,onsale,/works/OL19892212W
计算机,database systems,Statistical data bank systems,9780444703972,Kimio Uno; Shuntarō Shishido,"Distributors for the U.S.A. and Canada, Elsevier Science Pub. Co.",1988,,363,eng,计算机,本,79.0,onsale,/works/OL19191897W
计算机,database systems,New Trends in Databases and Information Systems,9783319232010,Tadeusz Morzy; Patrick Valduriez; Ladjel Bellatreche,"Springer London, Limited",2015,,581,eng,计算机,本,79.0,onsale,/works/OL25623738W
计算机,database systems,"Database and Expert Systems Applications: 5th International Conference, Dexa '94, Athens, Greece, September 7-9, 1994",9780387584355,Dimitris Karagiannis,Springer,1994,,807,"ger,eng",计算机,本,79.0,onsale,/works/OL8057779W
计算机,database systems,Intelligent multimedia databases and information retrieval,9781613501269,Li Yan,Information Science Reference,2012,,320,eng,计算机,本,79.0,onsale,/works/OL16307907W
计算机,database systems,Oracle Essentials: Oracle Database 12c,9781449343033,Rick Greenwald; Robert Stackowiak; Jonathan Stern,O'Reilly Media,2013,,432,,计算机,本,79.0,onsale,/works/OL19548003W
计算机,database systems,Oracle Database 12c Dba Handbook,9780071798785,Bob Bryla,McGraw-Hill Education - Europe,2014,,,,计算机,本,79.0,onsale,/works/OL17463401W
计算机,database systems,Data base management systems,9780697107015,Alfonso F. Cardenas,William C Brown Pub,1979,,534,eng,计算机,本,79.0,onsale,/works/OL5353711W
计算机,database systems,Communicating with databases in natural language,9780853126393,M. Wallace,Ellis Horwood,1984,,170,eng,计算机,本,79.0,onsale,/works/OL5362202W
计算机,database systems,Next generation information system technology,9783540541417,International East/West Database Workshop (1st 1990 Kiev),Springer-Verlag,1991,,,eng,计算机,本,79.0,onsale,/works/OL13479062W
计算机,database systems,Database modeling & design,9780126853520,,Morgan Kaufmann,2005,,296,eng,计算机,本,79.0,onsale,/works/OL16942968W
计算机,database systems,"Sixteenth International Workshop on Database and Expert Systems Applications, 22-26 August 2005, Copenhagen, Denmark",9780769524245,International Workshop on Database and E,Institute of Electrical & Electronics Enginee,2005,,,eng,计算机,本,79.0,onsale,/works/OL9507339W
计算机,database systems,African water resource database,9789251057407,Food and Agriculture Organization of the United Nations,Food and Agriculture Organization of the United Nations,2007,,,eng,计算机,本,79.0,onsale,/works/OL18613138W
计算机,database systems,2006 Seventh International Baltic Conference on Databases and Information Systems,9781424403455,"International Baltic Conference on Databases and Information Systems (7th 2006 Vilnius, Lithuania)",IEEE,2006,,250,eng,计算机,本,79.0,onsale,/works/OL11769430W
计算机,database systems,Database Management System Quick Study Guide and Workbook,9798848906295,Arshad Iqbal,Independently Published,2022,,,eng,计算机,本,79.0,onsale,/works/OL31171180W
计算机,database systems,Database Management System,9798711809241,Narayana VIKRAMAN,Independently Published,2021,,,eng,计算机,本,79.0,onsale,/works/OL34462077W
计算机,database systems,Advances in databases and information systems,9783642155758,"ADBIS 2010 (2010 Novi Sad, Serbia)",Springer,2010,,600,eng,计算机,本,79.0,onsale,/works/OL16698619W
计算机,database systems,Tenth International Workshop on Database and Expert Systems Applications,9780769502830,"International Workshop on Database and Expert Systems Applications (10th 1999 Florence, Italy)",IEEE Computer Society,1999,,937,eng,计算机,本,79.0,onsale,/works/OL13282535W
计算机,database systems,Which database?,9780906889039,Allan Foster,Headland,1981,,102,eng,计算机,本,79.0,onsale,/works/OL9009299W
计算机,database systems,Continuous media databases,9780792378181,Aidong Zhang; Abraham Silberschatz,Springer,2000,,160,eng,计算机,本,79.0,onsale,/works/OL18765423W
计算机,database systems,INIS--database manual,9789201032973,International Atomic Energy Agency,International Atomic Energy Agency,1997,,42,eng,计算机,本,79.0,onsale,/works/OL18976842W
计算机,database systems,"Data mining, data warehousing & client/server databases",9789813083530,International Database Workshop (8th 1997 Hong Kong),"National University of Singapore,Singapore",1997,,315,eng,计算机,本,79.0,onsale,/works/OL12470952W
计算机,database systems,Law databases,9780946663040,,The Centre,1983,,44,eng,计算机,本,79.0,onsale,/works/OL19458422W
计算机,database systems,Computer-supported spectroscopic databases,9780853129417,Jure Zupan,Halsted Press,1986,,165,eng,计算机,本,79.0,onsale,/works/OL22937464W
计算机,database systems,Oracle RMAN Database Duplication,9781484211120,Darl Kuhn,Apress L. P.,2015,,200,eng,计算机,本,79.0,onsale,/works/OL26428387W
计算机,database systems,Multimedia and Imaging Databases,9781558603127,Setrag Khoshafian; Brad Baker,Elsevier Science & Technology Books,1995,,586,eng,计算机,本,79.0,onsale,/works/OL20987457W
计算机,database systems,Text databases,9789051837292,Crist-Jan Doedens,Rodopi,1994,,314,eng,计算机,本,79.0,onsale,/works/OL3021766W
计算机,database systems,Oracle database 11g,9781590599105,Sam R. Alapati,Apress,2007,,526,eng,计算机,本,79.0,onsale,/works/OL5858962W
计算机,database systems,Pro Oracle database 11g administration,9781430229711,Darl Kuhn,Apress,2010,,679,eng,计算机,本,79.0,onsale,/works/OL16565902W
计算机,database systems,Databases for business and office applications,9780897911054,Eric D. Carlson,May be ordered prepaid from ACM Order Dept,1983,,190,eng,计算机,本,79.0,onsale,/works/OL19179209W
计算机,database systems,Semantic web services for web databases,9781489998071,Mourad Ouzzani,Springer,2011,,145,eng,计算机,本,79.0,onsale,/works/OL16585024W
计算机,database systems,Pan Air Geometry Management System,9781725603882,United States. National Aeronautics and Space Administration.,CreateSpace Independent Publishing Platform,2018,,34,eng,计算机,本,79.0,onsale,/works/OL41843851W
计算机,database systems,Online engineering databases 1992,9780851422879,Stephanie Pilkington; Robert G. Rhodes,Aslib,1992,,114,eng,计算机,本,79.0,onsale,/works/OL9683468W
计算机,database systems,Systems software,9780444010131,,Elsevier,1986,,748,eng,计算机,本,79.0,onsale,/works/OL19484809W
计算机,database systems,Transactions on Large-Scale Data- and Knowledge-Centered Systems X,9783642412219,Abdelkader Hameurlain; Josef Küng; Roland Wagner; Stephen W. Liddle; Klaus-Dieter Schewe,"Springer London, Limited",2013,,213,eng,计算机,本,79.0,onsale,/works/OL20726391W
计算机,database systems,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXIV,9783662492130,Abdelkader Hameurlain; Josef Küng; Roland Wagner; Hendrik Decker; Lenka Lhotska,"Springer London, Limited",2016,,232,eng,计算机,本,79.0,onsale,/works/OL20867973W
计算机,database systems,Transactions on Large-Scale Data- and Knowledge-Centered Systems XVIII,9783662464854,Abdelkader Hameurlain; Josef Küng; Roland Wagner; Hendrik Decker; Lenka Lhotska,Springer,2015,,218,eng,计算机,本,79.0,onsale,/works/OL20797216W
计算机,database systems,School information systems and data-based decision-making,9783631570302,Andreas Breiter; Angelina Lange; Emese Stauke,P. Lang,2008,,127,eng,计算机,本,79.0,onsale,/works/OL24117588W
计算机,database systems,The Best Boring Book Ever of Select Healthcare Classification Systems and Databases,9780615909769,Katherine S. Rowell; Ann Cutrell,HealthDataViz,2013,,168,eng,计算机,本,79.0,onsale,/works/OL37478839W
计算机,database systems,Microsoft Access,9798450680385,Patrik JohnA Great Software For Your Database Management System,Independently Published,2021,,,eng,计算机,本,79.0,onsale,/works/OL36196369W
计算机,database systems,Computer-Aided Systems Engineering for Flight Research Projects Using a Workgroup Database,9781724141583,,Independently Published,2018,,,eng,计算机,本,79.0,onsale,/works/OL29468725W
计算机,database systems,The Benchmark handbook,9781558601598,"Gray, Jim",M. Kaufmann Publishers,1991,,334,eng,计算机,本,79.0,onsale,/works/OL19521206W
计算机,database systems,"The trader's and investor's guide to commodity trading systems, software, and databases",9780917253416,"Taylor, William T.",Probus Pub. Co.,1986,,251,eng,计算机,本,79.0,onsale,/works/OL5258676W
计算机,database systems,Third Wave Processing,9780471567905,W. H. Inmon,Wiley,1993,,207,eng,计算机,本,79.0,onsale,/works/OL8225129W
计算机,database systems,"Cross Model Access in the Multi-Lingual, Multi-Model Database Management System",9781423571230,,Storming Media,1997,,,eng,计算机,本,79.0,onsale,/works/OL11851392M
计算机,database systems,Extensible Multi-Agent System for Heterogeneous Database Association Rule Mining and Unification,9781423546344,,Storming Media,1999,,,eng,计算机,本,79.0,onsale,/works/OL11848995M
计算机,database systems,8th International Wokshop on Database and Expert Systems Applications (Dexa'97,9780818681479,France) Database and Expert Systems Applications Conference (8th : 1997 : Toulouse,Institute of Electrical & Electronics Enginee,1997,,600,eng,计算机,本,79.0,onsale,/works/OL9619787W
计算机,database systems,"The Relational Database (Tutorial Guides in Computing and Information Systems, No 5)",9781850322559,John Carter,Chapman & Hall,1994,,328,eng,计算机,本,79.0,onsale,/works/OL9609068M
计算机,database systems,Data Warehouse Systems,9783662651698,Alejandro Vaisman; Esteban Zimányi,"Springer London, Limited",2014,,641,eng,计算机,本,79.0,onsale,/works/OL20695123W
计算机,database systems,Advances in databases and information systems,9783540232438,"ADBIS 2004 (2004 Budapest, Hungary)",Springer,2004,,422,eng,计算机,本,79.0,onsale,/works/OL5743921W
计算机,database systems,Databases and information systems IV,9781586037154,"International Baltic Conference on Databases and Information Systems (7th 2006 Vilnius, Lithuania)",IOS Press,2007,,306,eng,计算机,本,79.0,onsale,/works/OL19840015W
计算机,database systems,Database and Expert Systems Applications,9783540285663,Kim Viborg Andersen,Springer,2005,,955,eng,计算机,本,79.0,onsale,/works/OL16932354W
计算机,database systems,Database and Expert Systems Applications - DEXA 2025 Workshops,9783032020024,Lukas Fischer; Ulrich Göhner; Sebnem Gül-Ficici; Dirk Jacob; Gabriele Kotsis,Springer,2025,,,eng,计算机,本,79.0,onsale,/works/OL44543793W
计算机,database systems,Molecular databases for protein sequences and structure studies,9780387543321,John Sillince; Maria Sillince,Springer-Verlag,1991,,236,eng,计算机,本,79.0,onsale,/works/OL4101216W
计算机,database systems,Implementing SAP R/3,9780138892135,Nancy H. Bancroft; Manning Publications; Henning Seip; Andrea Sprengel,Manning,1969,,300,eng,计算机,本,79.0,onsale,/works/OL2690336W
计算机,database systems,Keyword search in databases,9781608451968,Jeffrey Xu Yu,Springer International Publishing AG,2009,,143,eng,计算机,本,79.0,onsale,/works/OL19879195W
计算机,database systems,Oca Oracle Database 12c Administrator Certified Associate Study Guide,9781118763254,Biju Thomas,John Wiley & Sons Inc,2014,,1224,eng,计算机,本,79.0,onsale,/works/OL17478404W
计算机,database systems,Databases and Information Systems,9789401596374,Janis Barzdins,Springer,2001,,356,eng,计算机,本,79.0,onsale,/works/OL19840014W
计算机,database systems,Von CA bis CAS Online,9783540574835,Hedda Schulz; Ursula Georgy,Springer,1988,,311,"ger,eng",计算机,本,79.0,onsale,/works/OL3487067W
计算机,database systems,Database Support for Workflow Management,9781461373551,Paul Grefen,Springer US,1999,,278,eng,计算机,本,79.0,onsale,/works/OL19840019W
计算机,database systems,Designing & marketing databases,9780712330978,Harry East,British Library,1986,,145,eng,计算机,本,79.0,onsale,/works/OL10688688W
计算机,database systems,Guide to database distribution,9780942308228,Joe Bremner,National Federation of Abstracting and Information Services,1987,,154,eng,计算机,本,79.0,onsale,/works/OL3702074W
计算机,database systems,DB2 universal database in the Solaris operating environment,9780130869869,Tetsuya Shirai; Rodolphe Michel; Mark Wilding; Scott Logan; Tom Bauch,IBM Publications,1999,,400,eng,计算机,本,79.0,onsale,/works/OL18300398W
计算机,database systems,Computer-readable databases,9780914236979,Martha E. Williams,Knowledge Industry Publications,1982,,1477,eng,计算机,本,79.0,onsale,/works/OL19103172W
计算机,database systems,Database of Piano Chords,9781461474760,Ana M. Barbancho,Imprint: Springer,2013,,58,eng,计算机,本,79.0,onsale,/works/OL19839999W
计算机,database systems,Advances in databases and information systems,9783540751847,"ADBIS 2007 (2007 Varna, Bulgaria)",Springer,2007,,375,eng,计算机,本,79.0,onsale,/works/OL11674519W
计算机,database systems,13th International Workshop on Database and Expert Systems Applications,9780769516684,,Ieee,2002,,898,eng,计算机,本,79.0,onsale,/works/OL36973742W
计算机,database systems,Database and Expert Systems Applications - DEXA 2023 Workshops,9783031396885,Gabriele Kotsis; A. Min Tjoa; Ismail Khalil; Bernhard Moser; Atif Mashkoor,Springer,2023,,,eng,计算机,本,79.0,onsale,/works/OL36044756W
计算机,database systems,Database and Expert Systems Applications - DEXA 2022 Workshops,9783031143427,Gabriele Kotsis; A. Min Tjoa; Ismail Khalil; Bernhard Moser; Alfred Taudes,Springer International Publishing AG,2022,,,eng,计算机,本,79.0,onsale,/works/OL28625562W
计算机,database systems,Integrated spatial databases,9783540669319,"International Conference on Information Systems and Development: Methods and Tools, Theory and Practice (1999 Portland, Me.)",Springer,1999,,316,eng,计算机,本,79.0,onsale,/works/OL13532011W
计算机,database systems,Spatial database transfer standards,9781851666775,Harold Moellering,Published on behalf of the International Cartographic Association by Elsevier Applied Science,1991,,247,eng,计算机,本,79.0,onsale,/works/OL17988007W
计算机,database systems,"Databases, information systems, and peer-to-peer computing",9783540716600,Sonia Bergamaschi; Sam Joseph; Jean-Henry Morin,Springer,2007,,418,eng,计算机,本,79.0,onsale,/works/OL16933593W
计算机,database systems,Beginning Oracle Database 11g administration,9781430206286,Iggy Fernandez,Apress,2009,,430,eng,计算机,本,79.0,onsale,/works/OL13847642W
计算机,database systems,Oracle Database 10g PL/SQL Programming,9780071502283,Scott Urman,McGraw-Hill Professional Publishing,2004,,862,eng,计算机,本,79.0,onsale,/works/OL1752516W
计算机,database systems,"Gas Phase Chemical Physics Database, Part II",9780444429247,J.-L. Delcroiz,Elsevier Science,1988,,776,,计算机,本,79.0,onsale,/works/OL9364188W
计算机,database systems,Business & management,9780939920037,,Database Services,1981,,148,eng,计算机,本,79.0,onsale,/works/OL19289765W
计算机,database systems,Choosing a database for your Web site,9780471296904,John Paul Ashenfelter,Wiley,1999,,443,eng,计算机,本,79.0,onsale,/works/OL1950399W
计算机,database systems,The Jasmine object database,9781558604940,Setrag Khoshafian; Surapol Dasananda; Norayr Minassian; Mohammed Ketabchi,Morgan Kaufmann Pub,1998,,472,eng,计算机,本,79.0,onsale,/works/OL1832379W
计算机,database systems,Super SQL server systems,9780976157328,Joseph Gama; Patrick Naughter; Donald K. Burleson,Rampant Techpress,2006,,550,eng,计算机,本,79.0,onsale,/works/OL23988706W
计算机,database systems,Bris: The Bird Remains Identification System,9783540146322,W. Prast; J. Shamoun,Springer,1997,,,eng,计算机,本,79.0,onsale,/works/OL12771905M
计算机,database systems,"Control Mechanisms in Distributed Object Bases (Dissertations in Database and Information Systems, 54)",9781586031329,Natalija Krivokapic,Ios Pr Inc,1999,,134,eng,计算机,本,79.0,onsale,/works/OL9890160W
计算机,database systems,Experiences with Oracle Database 12c Release 1 on Linux on System z,9780738439389,Mike Ebbers,"IMB Corp., International Technical Support Organization",2014,,,eng,计算机,本,79.0,onsale,/works/OL31699845W
计算机,database systems,Knowledge Management,9781722331245,,CreateSpace Independent Publishing Platform,2018,,26,eng,计算机,本,79.0,onsale,/works/OL41517734W
计算机,database systems,Semistructured Database Design (Web Information Systems Engineering and Internet Technologies Book Series 1),9780387235684,Tok Wang Ling; Gillian Dobbie,Springer,2006,,178,,计算机,本,79.0,onsale,/works/OL19126092W
计算机,database systems,BCM SmartPLAN,9781931332019,FBCI Andrew Hiles,Rothstein Associates,2000,,300,,计算机,本,79.0,onsale,/works/OL9887529W
计算机,database systems,Computerized Data-Based Systems and Productivity Among Professional Workers,9789994336838,James N. Danziger,Univ of California Public Policy,1984,,,,计算机,本,79.0,onsale,/works/OL15111436W
计算机,database systems,"The Db Vista , A Database Management System for C Language Applications Software Development",9780317426175,Randall L. Merilatt,Raima Corp,1984,,,eng,计算机,本,79.0,onsale,/works/OL9399113W
计算机,database systems,Bases de données,9782212112818,G. Gardarin,Eyrolles,1982,,265,fre,计算机,本,79.0,onsale,/works/OL4618100W
计算机,database systems,Digital Manufacturing and Assembly Systems in Industry 4. 0,9780429876608,Kaushik Kumar; Divya Zindani; J. Paulo Davim,CRC Press,2019,,162,eng,计算机,本,79.0,onsale,/works/OL25223055W
计算机,database systems,Relational database management with Oracle,9780201416473,F. D. Rolland,Addison-Wesley Pub. Co.,1989,,247,eng,计算机,本,79.0,onsale,/works/OL2625593W
计算机,database systems,Searching Multimedia Databases by Content,9781461314455,Christos Faloutsos,Springer,1996,,164,eng,计算机,本,79.0,onsale,/works/OL19901176W
计算机,database systems,Predicate-oriented database search algorithms,9780824044053,Dan E. Willard,Garland Pub.,1978,,384,eng,计算机,本,79.0,onsale,/works/OL6573711W
计算机,database systems,Linux database bible,9780764546419,Michele Petrovsky; Stephen Wysham; Mojo Nichols,Hungry Minds,2001,,715,eng,计算机,本,79.0,onsale,/works/OL19884234W
计算机,database systems,Automated Mainframe Management,9780070559110,Michael Seadle,Mcgraw-Hill (Tx),1991,,400,eng,计算机,本,79.0,onsale,/works/OL281261W
计算机,database systems,Expert Consolidation In Oracle Database 12c,9781430244295,Martin Bach,APress,2013,,462,eng,计算机,本,79.0,onsale,/works/OL17471864W
计算机,database systems,Teach yourself Oracle 8 database development in 21 days,9780672310782,David Lockman,Sams Pub.,1997,,665,eng,计算机,本,79.0,onsale,/works/OL2760508W
计算机,database systems,CD-Rom and Online Business Statistical Databases,9780851423005,Margaret Brittin,Aslib,1993,,136,eng,计算机,本,79.0,onsale,/works/OL9683474W
计算机,database systems,Inside relational databases with examples in Access,9781846283949,Mark Whitehorn; Bill Marklyn,"Springer London, Limited",2006,,378,eng,计算机,本,79.0,onsale,/works/OL18352524W
计算机,database systems,Spatial Databases,9781591403883,Yannis Manolopoulos; Apostolos N. Papadopoulos,IGI Global,2004,,340,eng,计算机,本,79.0,onsale,/works/OL39608386W
计算机,database systems,Knowledge Discovery from Legal Databases,9781402030376,Andrew Stranieri; John Zeleznikow,Springer,2005,,294,eng,计算机,本,79.0,onsale,/works/OL16954637W
计算机,database systems,Database development,9780538109208,W. E. Leigh,South-Western,1987,,276,eng,计算机,本,79.0,onsale,/works/OL10645268W
计算机,database systems,CD-ROM and online law databases,9780851422985,Sarah J. Nichols,Aslib,1993,,150,eng,计算机,本,79.0,onsale,/works/OL3611829W
计算机,database systems,Absolute Beginner's Guide to Databases,9780789725691,John Petersen,Tandem Library,2002,,336,eng,计算机,本,79.0,onsale,/works/OL4501157W
计算机,database systems,Database Engineering,9780818608186,Won Kim; Michael Carey; Sunil Sarin,Ieee Computer Society,1988,,245,eng,计算机,本,79.0,onsale,/works/OL9708906M
计算机,database systems,Inc. magazine's databasics,9780824072872,Doran Howitt,Garland Pub.,1984,,614,eng,计算机,本,79.0,onsale,/works/OL5360010W
计算机,database systems,Database Engineering,9780818619328,Won Kim; Dina Bitton; Roger King; Richar Snodgrass,Ieee Computer Society,1989,,245,eng,计算机,本,79.0,onsale,/works/OL11389225M
计算机,database systems,"Medical databases, July 1983",9780946663026,,The Centre,1983,,53,eng,计算机,本,79.0,onsale,/works/OL31910830W
计算机,database systems,Numeric databases,9780893912475,Ching-chih Chen; Peter Hernon,Ablex Pub. Corp.,1984,,332,eng,计算机,本,79.0,onsale,/works/OL17967514W
计算机,database systems,Oracle Database 10g RMAN backup & recovery,9780072263176,Matthew Hart; Robert G. Freeman,McGraw-Hill Osborne Media,2006,,666,eng,计算机,本,79.0,onsale,/works/OL16996261W
计算机,database systems,Databases Theory and Applications,9783030394684,Renata Borovica-Gajic; Jianzhong Qi; Weiqing Wang,Springer,2020,,255,eng,计算机,本,79.0,onsale,/works/OL20817210W
计算机,database systems,Interdisciplinary research in legal databases : environmental law databases,9789287121660,"Colloquy on Legal Data Processing in Europe (9th 1991 Rome, Italy)",Council of Europe,1992,,199,eng,计算机,本,79.0,onsale,/works/OL3410295W
计算机,database systems,Healthcare Databases,9781857759723,Alan Gillies,Radcliffe Publishing Ltd,2002,,184,,计算机,本,79.0,onsale,/works/OL3279084W
计算机,database systems,Fuzzy and uncertain object-oriented databases,9789810228934,Rita De Caluwe,World Scientific Publishing Co Pte Ltd,1997,,206,eng,计算机,本,79.0,onsale,/works/OL19222581W
计算机,database systems,"Tenth International Workshop on Database and Expert Systems Applications: September 1-3, 1999 Florence, Italy",9780769502816,Italy) International Workshop on Database and Expert Systems Applications (10th : 1999 : Florence,Institute of Electrical & Electronics Enginee,1999,,937,eng,计算机,本,79.0,onsale,/works/OL9507034W
计算机,database systems,Database and Expert Systems Applications - DEXA 2021 Workshops,9783030871000,Gabriele Kotsis; A Min Tjoa; Ismail Khalil; Bernhard Moser; Atif Mashkoor,Springer International Publishing AG,2021,,,eng,计算机,本,79.0,onsale,/works/OL25808635W
计算机,database systems,Advances in databases and information systems,9783540441380,"ADBIS 2002 (2002 Bratislava, Slovakia)",Springer,2002,,414,eng,计算机,本,79.0,onsale,/works/OL13593921W
计算机,database systems,"Databases, information systems, and peer-to-peer computing",9783540252337,"DBISP2P 2004 (2004 Toronto, Ont.)",Springer,2005,,229,eng,计算机,本,79.0,onsale,/works/OL12711667W
计算机,database systems,"Databases, information systems, and peer-to-peer computing",9783540209683,"DBISP2P 2003 (2003 Berlin, Germany)",Springer,2004,,247,eng,计算机,本,79.0,onsale,/works/OL12351131W
计算机,database systems,Textbook of Database Management System,9798535886855,Vikraman NARAYANAMOORTHI,Independently Published,2021,,,eng,计算机,本,79.0,onsale,/works/OL36174648W
计算机,database systems,Advances in databases and information systems,9783540378990,Jaroslav Pokorný,Springer,2006,,448,eng,计算机,本,79.0,onsale,/works/OL16931218W
计算机,database systems,The Benchmark Handbook,9781558602922,Jim Gray,Morgan Kaufmann Pub,1993,,592,eng,计算机,本,79.0,onsale,/works/OL8621324W
计算机,database systems,Oracle 10g,9781418836290,Joan Casteel,Thomson Course Technology,2006,,629,eng,计算机,本,79.0,onsale,/works/OL8221398W
计算机,database systems,Beginning Oracle SQL,9781430271963,Lex deHaan; Karen Morton; Tim Gorman; Inger Jorgensen; Daniel Fink,Apress L. P.,2010,,459,eng,计算机,本,79.0,onsale,/works/OL21466875W
计算机,database systems,Perceptual metrics for image database navigation,9780792372196,Yossi Rubner; Yossi Rubner; Carlo Tomasi,Kluwer Academic Publishers,2001,,137,eng,计算机,本,79.0,onsale,/works/OL12655226W
计算机,database systems,Advances in Probabilistic Databases for Uncertain Information Management,9783642375101,Zongmin Ma,Springer Berlin Heidelberg,2013,,172,eng,计算机,本,79.0,onsale,/works/OL19824726W
计算机,database systems,Pro ODP .NET for Oracle Database 11g,9781430228219,Edmund Zehoo,Apress,2010,,,eng,计算机,本,79.0,onsale,/works/OL16924670W
计算机,database systems,Legal databases online,9780872874046,John E. Kinsock,"ABC-CLIO, LLC",1985,,104,eng,计算机,本,79.0,onsale,/works/OL5472602W
计算机,database systems,Database design,9780521311236,Maristella Agosti,Cambridge University Press,1986,,92,eng,计算机,本,79.0,onsale,/works/OL5110987W
计算机,database systems,Oracle DBA handbook,9780078811821,Kevin Loney,Oracle Press,1994,,640,eng,计算机,本,79.0,onsale,/works/OL556941W
计算机,database systems,Database modeling with Microsoft Visio for Enterprise Architects,9781558609198,Terry Halpin; Ken Evans; Pat Hallock; Bill Maclean,Morgan Kaufmann,2003,,425,eng,计算机,本,79.0,onsale,/works/OL23873794W
计算机,database systems,"Gas Phase Chemical Physics Database, Part III",9780444429209,J. L. Delcroix,Elsevier Science Ltd,1988,,474,,计算机,本,79.0,onsale,/works/OL9364186W
计算机,database systems,"The National Directory of Integrated Healthcare Delivery Systems, Second Edition (Database on CD-ROM)",9781882364343,Gwen B. Lareau,Health Resources Publishing,2001,,557,eng,计算机,本,79.0,onsale,/works/OL9844719W
计算机,database systems,Computerized chemical data standards,9780803118768,,ASTM,1994,,156,eng,计算机,本,79.0,onsale,/works/OL23535793W
计算机,database systems,2017 the 50 Fastest-Growing Jobs in the United States-Database and Systems Administrators,9781521358993,Craig A. Barnes,Independently Published,2017,,,eng,计算机,本,79.0,onsale,/works/OL29524359W
计算机,database systems,Database Modeling and Design: Logical Design (The Morgan Kaufmann Series in Data Management Systems),9780123820211,Toby J. Teorey; Sam S. Lightstone; Tom Nadeau; H. V. Jagadish,Morgan Kaufmann,2011,,352,,计算机,本,79.0,onsale,/works/OL18822412W
计算机,database systems,"National Physician Database: National grouping system categories report, Canada, 1996/97 to 1998/99",9781896104706,Canadian Institute for Health Information,Canadian Institute for Health Information,,,28,,计算机,本,79.0,onsale,/works/OL13543313W
计算机,database systems,Chemreact41,9783540145998,Infochem GMBH,Springer,1997,,100,eng,计算机,本,79.0,onsale,/works/OL10057704W
