purchase_order_id,supplier_id,store_id,created_by,order_time,status,total_amount
20471,201,1,2,2026-05-23 15:00:00,received,10573.36
20472,202,2,1,2026-05-24 16:00:00,approved,11055.26
20473,203,1,2,2026-05-25 09:00:00,submitted,11537.16
20474,204,2,2,2026-05-26 10:00:00,received,12019.06
20475,205,1,1,2026-05-27 11:00:00,received,12500.96
20476,206,2,2,2026-05-28 12:00:00,received,10573.36
20477,207,1,2,2026-05-01 13:00:00,approved,11055.26
20478,208,2,1,2026-05-02 14:00:00,submitted,11537.16
20479,209,1,2,2026-05-03 15:00:00,received,12019.06
20480,210,2,2,2026-05-04 16:00:00,received,12500.96
20481,1,1,1,2026-05-05 09:00:00,received,10573.36
20482,2,2,2,2026-05-06 10:00:00,approved,11055.26
20483,101,1,2,2026-05-07 11:00:00,submitted,11537.16
20484,102,2,1,2026-05-08 12:00:00,received,12019.06
20485,103,1,2,2026-05-09 13:00:00,received,12500.96
20486,201,2,2,2026-05-10 14:00:00,received,10573.36
20487,202,1,1,2026-05-11 15:00:00,approved,11055.26
20488,203,2,2,2026-05-12 16:00:00,submitted,11537.16
20489,204,1,2,2026-05-13 09:00:00,received,12019.06
20490,205,2,1,2026-05-14 10:00:00,received,12500.96
20491,206,1,2,2026-05-15 11:00:00,received,10573.36
20492,207,2,2,2026-05-16 12:00:00,approved,11055.26
20493,208,1,1,2026-05-17 13:00:00,submitted,11537.16
20494,209,2,2,2026-05-18 14:00:00,received,12019.06
20495,210,1,2,2026-05-19 15:00:00,received,12500.96
20496,1,2,1,2026-05-20 16:00:00,received,10573.36
20497,2,1,2,2026-05-21 09:00:00,approved,11055.26
20498,101,2,2,2026-05-22 10:00:00,submitted,11537.16
20499,102,1,1,2026-05-23 11:00:00,received,12019.06
20500,103,2,2,2026-05-24 12:00:00,received,12500.96
