product_id,product_name,category_id,unit,unit_price,cost_price,barcode,status
23660,数字短片创作(修订版),11,本,79.00,59.98,9787115289674,onsale
23661,数字短片剧本创作（微课版）,3,本,69.80,51.50,9787115667397,onsale
23662,数字社会学：AI时代生存法则与未来秩序,10,本,69.80,51.40,9787115674449,onsale
23663,数字科技企业创新之道,11,本,89.80,55.96,9787115659620,onsale
23664,数字突围：私域流量的用户数字化运营体系构建,20,本,69.00,48.70,9787115549389,onsale
23665,数字素养与人工智能通识实验教程,3,本,49.80,29.91,9787115670601,onsale
23666,数字素养与技能导论（慕课版）,3,本,49.80,35.28,9787115663092,onsale
23667,数字素养实践教程从计算思维到人工智能,3,本,49.80,30.96,9787115681171,onsale
23668,数字素养教程从计算思维到人工智能,3,本,69.80,47.92,9787115680907,onsale
23669,数字素养通识教程——大数据与人工智能时代的计算机通识教育,3,本,59.80,35.44,9787115659460,onsale
23670,数字经济 影响未来的新技术 新模式 新产业,11,本,59.80,44.10,9787115466242,onsale
23671,数字经济3.0 智联万物，智链百业,11,本,129.80,75.70,9787115633552,onsale
23672,数字经济导论,3,本,49.80,33.47,9787115593696,onsale
23673,数字经济时代的新质生产力：变革逻辑与培育方略,11,本,95.00,63.60,9787115688989,onsale
23674,数字经济概论：理论、实践与战略,11,本,79.90,47.61,9787115532282,onsale
23675,数字经济的逻辑,11,本,89.00,66.45,9787115593849,onsale
23676,数字经济管理理论与应用,11,本,98.00,65.40,9787115613875,onsale
23677,数字经济赋能新质生产力：理论创新与案例实践,11,本,99.80,58.46,9787115660824,onsale
23678,数字绘画基础与项目实战（微课版）,3,本,59.80,40.50,9787115516565,onsale
23679,数字绘画基础（微课版）,3,本,69.80,46.15,9787115650948,onsale
23680,数字芯片后端设计基础与实践（微课版）,3,本,59.80,37.84,9787115664365,onsale
23681,数字营销基础与实务（微课版）,3,本,56.00,35.51,9787115612571,onsale
23682,数字营销（AI+微课版）,3,本,49.80,33.13,9787115680211,onsale
23683,数字营销（微课版 AIGC版）,3,本,59.80,42.55,9787115680754,onsale
23684,数字赋能：基于财务共享的中小企业数字化转型实践,11,本,89.00,67.52,9787115681478,onsale
23685,数字通信原理,3,本,36.00,24.16,9787115377227,onsale
23686,数字通信原理,11,本,79.80,51.37,9787115637673,onsale
23687,数字通信原理(第3版)(普通高等教育“十一五”国家级规划教材),3,本,34.00,23.65,9787115266187,onsale
23688,数字通信原理（第4版）,3,本,59.80,43.57,9787115638984,onsale
23689,数字通信技术与应用,3,本,45.00,27.63,9787115446541,onsale
23690,数字逻辑与EDA设计,3,本,56.00,38.06,9787115459343,onsale
23691,数字逻辑电路基础,3,本,49.80,37.12,9787115457875,onsale
23692,数字道路技术架构与建设指南,20,本,99.90,58.39,9787115614919,onsale
23693,数字银行安全体系构建,20,本,89.80,55.75,9787115627933,onsale
23694,数字集成电路设计与实践 基于国产软硬件平台,20,本,89.80,57.97,9787115684592,onsale
23695,数字音频编辑Adobe Audition 3.0实用教程,3,本,48.00,31.67,9787115276469,onsale
23696,数字音频编辑Adobe Audition实用教程（微课版 ）,3,本,69.80,48.91,9787115611093,onsale
23697,数字领航 换道超车：数字化转型实践探索（第2版）,11,本,128.00,90.34,9787115627032,onsale
23698,数学万花筒 修订版,21,本,49.00,31.64,9787115440273,onsale
23699,数学万花筒2 修订版,21,本,49.00,31.16,9787115449849,onsale
23700,数学万花筒3 夏尔摩斯探案集,21,本,49.00,31.32,9787115444349,onsale
23701,数学不只有一个答案：16个问题引发的头脑风暴,21,本,69.80,47.14,9787115613585,onsale
23702,数学与创造：广中平祐自传,21,本,59.80,45.44,9787115593597,onsale
23703,数学与生活(修订版),21,本,69.80,52.43,9787115370624,onsale
23704,数学与生活2 要领与方法,21,本,59.80,37.33,9787115542083,onsale
23705,数学与生活3 无穷与连续,21,本,59.80,37.04,9787115544568,onsale
23706,数学与生活4：函数是什么,21,本,59.80,42.37,9787115630179,onsale
23707,数学与生活5：数学的历史、现代与方法,21,本,79.80,49.99,9787115673626,onsale
23708,数学之美 第三版 （特种邮票首日封定制版）,20,本,89.00,60.99,9787115537973,onsale
23709,数学也可以这样学 大自然中的几何学,21,本,59.00,43.16,9787115524560,onsale
23710,数学也可以这样学 自然 空间和时间里的数学,21,本,59.00,37.22,9787115514943,onsale
23711,数学也荒唐 20个脑洞大开的数学趣题,21,本,49.00,33.65,9787115465481,onsale
23712,数学做题本,21,本,19.90,12.97,9787115674913,onsale
23713,数学分析八讲（修订版）,21,本,49.80,35.69,9787115397478,onsale
23714,数学分析概论（岩波定本）,21,本,149.80,107.75,9787115561466,onsale
23715,数学分析（微课版）,3,本,99.00,70.81,9787115636768,onsale
23716,数学到底有什么用：如何用数学解决实际问题,21,本,59.80,39.61,9787115623119,onsale
23717,数学可以这样有趣,21,本,69.90,46.53,9787115591401,onsale
23718,数学史这样教,21,本,79.90,59.93,9787115652454,onsale
23719,数学图鉴,21,本,69.80,50.57,9787115623713,onsale
23720,数学多大点事儿,21,本,29.00,21.78,9787115396167,onsale
23721,数学大百科：生活中无处不在的数学及应用,21,本,99.80,74.97,9787115599704,onsale
23722,数学奇幻之旅：16个探险故事,21,本,89.80,62.63,9787115694232,onsale
23723,数学女孩,21,本,59.80,38.31,9787115410351,onsale
23724,数学女孩2 费马大定理,21,本,59.80,43.94,9787115411112,onsale
23725,数学女孩3 哥德尔不完备定理,21,本,59.80,41.32,9787115469915,onsale
23726,数学女孩4 随机算法,20,本,69.00,51.14,9787115509338,onsale
23727,数学女孩5 伽罗瓦理论,21,本,69.00,50.67,9787115559623,onsale
23728,数学女孩6：庞加莱猜想,21,本,69.80,48.52,9787115594334,onsale
23729,数学女孩的秘密笔记：三角函数篇,21,本,59.80,36.26,9787115625731,onsale
23730,数学女孩的秘密笔记：微分篇,21,本,59.80,35.32,9787115633224,onsale
23731,数学女孩的秘密笔记：排列组合篇,21,本,59.80,34.95,9787115627810,onsale
23732,数学女孩的秘密笔记：数形结合篇,21,本,59.80,37.93,9787115688200,onsale
23733,数学女孩的秘密笔记：整数篇,21,本,59.80,40.97,9787115626547,onsale
23734,数学女孩的秘密笔记：概率篇,21,本,59.80,44.94,9787115626660,onsale
23735,数学女孩的秘密笔记：积分篇,21,本,59.80,34.77,9787115628749,onsale
23736,数学女孩的秘密笔记：统计篇,21,本,59.80,44.29,9787115627728,onsale
23737,数学女王的邀请 初等数论入门,21,本,59.80,42.38,9787115530981,onsale
23738,数学定理的奇妙世界 欢乐数学营,21,本,35.00,25.59,9787115530004,onsale
23739,数学家那些事儿,21,本,69.90,50.33,9787115575722,onsale
23740,数学巨人传：思考、创造的奇趣故事,21,本,79.80,49.00,9787115685858,onsale
23741,数学建模33讲 数学与缤纷的世界,21,本,129.80,90.00,9787115581365,onsale
23742,数学开窍,21,本,49.80,35.87,9787115674463,onsale
23743,数学思维导论 学会像数学家一样思考,21,本,32.00,19.39,9787115410474,onsale
23744,数学思考法 解析直觉与谎言,21,本,69.80,50.75,9787115471109,onsale
23745,数学悖论与三次数学危机,21,本,59.80,34.99,9787115430434,onsale
23746,数学有万物：改变你一生的36堂数学课,21,本,59.80,44.43,9787115643636,onsale
23747,数学的故事,21,本,49.80,30.20,9787115557186,onsale
23748,数学的诞生,21,本,65.00,49.22,9787115636058,onsale
23749,数学的雨伞下：理解世界的乐趣,21,本,89.80,66.89,9787115616401,onsale
23750,数学糖果2：漫话趣味小知识,21,本,69.00,40.14,9787115496812,onsale
23751,数学觉醒：学会更清晰地思考,21,本,89.80,64.05,9787115690463,onsale
23752,数学速览 分分钟掌握的200个数学知识 全新修订版,21,本,59.00,36.69,9787115514264,onsale
23753,数学那些事 伟大的问题与非凡的人,21,本,79.80,52.61,9787115573698,onsale
23754,数实融合 大力推进新型工业化 中国5G+工业互联网应用示范案例集（2023）,22,本,159.90,119.32,9787115645500,onsale
23755,数据中台：赋能企业实时经营与商业创新,20,本,89.80,60.84,9787115606396,onsale
23756,数据中心低碳与节能技术,20,本,128.00,85.20,9787115661173,onsale
23757,数据中心全栈节能技术与实践,20,本,149.80,100.46,9787115685100,onsale
23758,数据中心动力系统建设,20,本,109.00,72.91,9787115616104,onsale
23759,数据中心基础设施全过程管理指引,20,本,99.00,69.20,9787115657503,onsale
23760,数据仓库与数据挖掘,3,本,39.00,24.32,9787115388278,onsale
23761,数据仓库与数据挖掘（第2版 微课版）,3,本,59.80,41.51,9787115677884,onsale
23762,数据共享与数据整合技术,20,本,68.00,45.51,9787115509475,onsale
23763,数据分析与SPSS软件应用（微课版）,3,本,49.80,35.87,9787115571021,onsale
23764,数据分析与Stata软件应用（微课版）,3,本,49.80,36.59,9787115602930,onsale
23765,数据分析与可视化,3,本,52.00,35.66,9787115614308,onsale
23766,数据分析与可视化（基于AWS云平台）（微课版）,3,本,59.80,41.81,9787115576781,onsale
23767,数据分析及可视化（Excel+Python）,3,本,59.80,42.94,9787115578402,onsale
23768,数据分析咖哥十话 从思维到实践促进运营增长,20,本,89.90,62.94,9787115583895,onsale
23769,数据分析基础,3,本,32.00,21.56,9787115475282,onsale
23770,数据分析基础与实战（微课版）,3,本,42.00,28.60,9787115569875,onsale
23771,数据分析基础与案例实战（基于Excel软件）,3,本,39.80,27.45,9787115518194,onsale
23772,数据分析基础与案例实战（基于Excel软件）（第2版）（微课版）,3,本,49.80,34.31,9787115649911,onsale
23773,数据分析基础（第2版）,3,本,49.80,32.94,9787115664983,onsale
23774,数据分析实战：方法、工具与可视化,20,本,109.90,77.58,9787115596093,onsale
23775,数据分析师典型面试题精讲,20,本,109.90,65.01,9787115598318,onsale
23776,数据分析思维通识课 带你看透数据真相,20,本,89.80,58.00,9787115655110,onsale
23777,数据分析方法及应用──基于SPSS和EXCEL环境,3,本,42.00,30.87,9787115390868,onsale
23778,数据分析的结构化表征学习,20,本,149.00,107.74,9787115584014,onsale
23779,数据分析轻松进阶：从Excel到Python和R,20,本,79.80,56.64,9787115647764,onsale
23780,数据分析通识,20,本,79.90,46.88,9787115544452,onsale
23781,数据分析高手这样用Excel图表,20,本,89.90,66.47,9787115568366,onsale
23782,数据化运营管理,3,本,46.00,27.89,9787115523624,onsale
23783,数据化运营管理（第2版 微课版）,3,本,49.80,31.44,9787115637888,onsale
23784,数据化运营（微课版）,3,本,49.80,32.33,9787115625373,onsale
23785,数据可视化Python编程实践,20,本,129.80,83.50,9787115638175,onsale
23786,数据可视化——基于R语言,3,本,69.80,42.86,9787115533814,onsale
23787,数据可视化分析与实践,20,本,89.80,53.79,9787115676559,onsale
23788,数据可视化基础与应用,20,本,69.80,43.28,9787115634412,onsale
23789,数据合规3.0 基础理论与场景指引,20,本,79.80,60.56,9787115649607,onsale
23790,数据存储技术,20,本,69.00,47.06,9787115456526,onsale
23791,数据存储技术与应用（项目式）（微课版）,3,本,69.80,52.13,9787115620002,onsale
23792,数据存储架构与技术,20,本,139.00,103.10,9787115621467,onsale
23793,数据存储架构与技术（第2版）,20,本,89.80,54.76,9787115639226,onsale
23794,数据安全,20,本,179.80,127.86,9787115658067,onsale
23795,数据安全合规能力建设指南,20,本,89.90,54.84,9787115685025,onsale
23796,数据安全治理实践,20,本,158.00,101.26,9787115654083,onsale
23797,数据宝藏岛：进阶寻宝,20,本,30.00,18.38,9787115658593,onsale
23798,数据小侦探：基础解密,20,本,30.00,20.76,9787115650221,onsale
23799,数据库原理与MySQL应用（微课版）,3,本,69.80,47.00,9787115595003,onsale
23800,数据库原理与应用,3,本,59.80,36.91,9787115580672,onsale
23801,数据库原理与应用实践（openGauss版）（微课版）,3,本,69.80,41.54,9787115685919,onsale
23802,数据库原理与应用（MySQL 微课版 第4版）,3,本,69.80,48.06,9787115598769,onsale
23803,数据库原理与应用（MySQL版 附微课视频）,3,本,69.80,52.53,9787115646811,onsale
23804,数据库原理与技术——基于华为GaussDB,3,本,69.80,44.13,9787115560162,onsale
23805,数据库原理与技术实践教程——基于华为GaussDB,3,本,49.80,37.08,9787115559593,onsale
23806,数据库原理与系统开发教程,3,本,45.00,33.70,9787115477545,onsale
23807,数据库原理及应用,3,本,49.80,33.67,9787115439758,onsale
23808,数据库原理及应用,3,本,59.80,41.91,9787115599858,onsale
23809,数据库原理及应用教程(MySQL版）,3,本,69.80,45.71,9787115577108,onsale
23810,数据库原理及应用教程(MySQL版）（第2版）（微课版）,3,本,69.80,45.68,9787115678430,onsale
23811,数据库原理及应用教程（第4版）（微课版）,3,本,49.80,33.63,9787115457004,onsale
23812,数据库原理及应用教程（第5版） （微课版）,3,本,69.80,43.78,9787115641304,onsale
23813,数据库原理及应用（MySQL版 在线实训版）,3,本,69.80,51.82,9787115616869,onsale
23814,数据库原理及应用（MySQL版 在线实训版）（第2版）,3,本,69.80,42.45,9787115673510,onsale
23815,数据库原理及应用（Oracle版）,3,本,49.80,32.97,9787115529145,onsale
23816,数据库原理及应用（SQL Server 2012）,3,本,49.80,32.61,9787115474759,onsale
23817,数据库原理及应用（第3版）,3,本,59.80,43.29,9787115524119,onsale
23818,数据库原理实验指导与习题解析——基于MySQL数据库（微课版）,3,本,49.80,35.72,9787115634313,onsale
23819,数据库原理（微课版）,3,本,69.80,47.90,9787115631077,onsale
23820,数据库基础与应用——Visual FoxPro 6.0(工业和信息化普通高等教育“十二五”规划教材),3,本,42.00,29.80,9787115339706,onsale
23821,数据库基础与应用（微课版 第3版）,3,本,69.80,51.45,9787115558817,onsale
23822,数据库安全技术,3,本,39.80,25.69,9787115442307,onsale
23823,数据库实验指导(第2版)(普通高等教育“十一五”国家级规划教材),3,本,29.80,19.53,9787115321190,onsale
23824,数据库应用基础(Access 2010),3,本,29.80,19.41,9787115365446,onsale
23825,数据库应用技术——SQL Server 2008篇(第3版),3,本,35.00,23.53,9787115276629,onsale
23826,数据库技术与应用教程上机指导与习题（第3版）Access 2016,3,本,32.00,19.33,9787115568168,onsale
23827,数据库技术与应用（Access 2016）（微课版）,3,本,56.00,36.39,9787115637482,onsale
23828,数据库技术及应用,3,本,55.00,41.54,9787115545343,onsale
23829,数据库技术及应用实验指导,3,本,39.80,26.40,9787115545350,onsale
23830,数据库技术及应用教程（第3版）Access 2016,3,本,52.00,38.68,9787115571427,onsale
23831,数据库技术及应用（Access 2016）（微课版）,3,本,69.80,50.72,9787115633101,onsale
23832,数据库技术及应用（SQL Server 2022）（微课版）,3,本,59.80,36.40,9787115640109,onsale
23833,数据库简史,20,本,115.00,83.15,9787115638632,onsale
23834,数据库管理与开发项目教程（MySQL）（微课版）（第4版）,3,本,59.80,41.07,9787115605405,onsale
23835,数据库管理与开发项目教程（SQL Server 2019） （微课版）（第3版）,3,本,59.80,36.91,9787115586841,onsale
23836,数据库系统——原理、设计与编程（MOOC版）,3,本,59.80,37.66,9787115502742,onsale
23837,数据库系统原理与应用,3,本,56.80,35.85,9787115559463,onsale
23838,数据库系统原理与应用（SQL Server 2019）（慕课版）,3,本,69.80,48.99,9787115620583,onsale
23839,数据库系统原理习题解析与实验指导,3,本,49.80,33.97,9787115575647,onsale
23840,数据库系统原理（微课版）,3,本,69.80,49.96,9787115631824,onsale
23841,数据库系统基础：高级篇（第5版）,3,本,49.00,33.59,9787115171603,onsale
23842,数据库系统教程（第2版）,3,本,49.80,29.06,9787115402455,onsale
23843,数据库系统教程（第3版）,3,本,69.80,43.46,9787115565563,onsale
23844,数据建模经典教程 第2版,20,本,59.00,34.55,9787115455819,onsale
23845,数据思维与大数据基础,3,本,59.80,39.36,9787115679765,onsale
23846,数据挖掘——基于R语言的实战,3,本,59.80,42.10,9787115542786,onsale
23847,数据挖掘与分析 概念与算法,20,本,129.00,93.62,9787115458421,onsale
23848,数据挖掘与机器学习,3,本,49.80,37.06,9787115503527,onsale
23849,数据挖掘与机器学习基础及应用,20,本,69.80,46.78,9787115645760,onsale
23850,数据挖掘原理、算法与应用 （Python语言描述）,3,本,59.80,40.83,9787115641960,onsale
23851,数据挖掘导论(完整版),20,本,79.80,49.77,9787115241009,onsale
23852,数据新闻与数据可视化（微课版）,3,本,49.80,35.05,9787115673862,onsale
23853,数据新闻理论与实践（微课版）,3,本,49.80,35.93,9787115573117,onsale
23854,数据治理与全面预算管理——业财融合下的预算体系构建,20,本,79.00,52.14,9787115682246,onsale
23855,数据治理与数据安全,20,本,69.00,47.73,9787115515902,onsale
23856,数据浪潮：大数据技术演进之路,20,本,89.80,55.63,9787115579249,onsale
23857,数据湖仓,20,本,49.80,30.39,9787115638885,onsale
23858,数据湖架构,20,本,49.00,34.67,9787115451736,onsale
23859,数据科学与大数据技术导论,3,本,49.80,30.59,9787115532978,onsale
23860,数据科学入门 第2版,20,本,109.00,79.05,9787115552761,onsale
23861,数据科学基础实践教程,3,本,39.80,23.95,9787115523112,onsale
23862,数据科学导论——基于Python语言（微课版）,3,本,42.00,28.52,9787115548207,onsale
23863,数据科学的数学基础,3,本,89.00,51.98,9787115552884,onsale
23864,数据科学：理论、方法与Python语言实践,3,本,54.00,40.60,9787115585950,onsale
23865,数据素养,20,本,79.80,53.87,9787115629180,onsale
23866,数据结构,3,本,39.80,25.90,9787115327642,onsale
23867,数据结构,3,本,39.00,22.94,9787115335913,onsale
23868,数据结构 (C语言) 第2版 慕课版,3,本,45.00,26.89,9787115524126,onsale
23869,数据结构(C语言版)(第3版)(“十二五”普通高等教育本科国家级规划教材),3,本,42.00,29.05,9787115364630,onsale
23870,数据结构(第2版),3,本,39.80,26.53,9787115308078,onsale
23871,数据结构——C语言描述（慕课版）,3,本,45.00,29.54,9787115476036,onsale
23872,数据结构——Python语言描述,3,本,69.80,40.67,9787115485779,onsale
23873,数据结构——基于C++语言实现（微课版）,3,本,59.80,43.77,9787115676436,onsale
23874,数据结构与算法,3,本,42.00,31.53,9787115324207,onsale
23875,数据结构与算法 Rust语言描述,20,本,109.80,82.40,9787115611680,onsale
23876,数据结构与算法之美（全彩印刷）,20,本,119.80,71.81,9787115562050,onsale
23877,数据结构与算法分析 C++语言描述(英文版第4版),20,本,129.90,89.35,9787115580924,onsale
23878,数据结构与算法分析（C++语言版 第2版）,3,本,69.80,42.11,9787115554062,onsale
23879,数据结构与算法及其航空航天应用（C语言版）（项目式微课版）,20,本,89.90,65.02,9787115662965,onsale
23880,数据结构与算法（C语言篇）,3,本,59.80,38.74,9787115544841,onsale
23881,数据结构习题解析与实验指导,3,本,59.80,43.61,9787115579560,onsale
23882,数据结构实验指导与习题解答——Python语言描述,3,本,49.80,30.15,9787115562807,onsale
23883,数据结构抢分攻略 真题分类分级详解,20,本,69.80,49.27,9787115617972,onsale
23884,数据结构抢分攻略 真题分类分级详解,20,本,59.90,44.11,9787115645135,onsale
23885,数据结构自学教程,3,本,69.80,51.04,9787115670922,onsale
23886,数据结构（C++语言描述）,3,本,59.80,40.85,9787115569851,onsale
23887,数据结构（C语言 微课版）——从概念到算法,3,本,69.80,50.03,9787115597465,onsale
23888,数据结构（C语言版）（ 第4版 ）（微课版）,3,本,69.80,50.54,9787115603203,onsale
23889,数据结构（C语言版）（微课版）（第2版）,3,本,49.80,34.55,9787115578914,onsale
23890,数据结构（C语言版）（第2版）,3,本,35.00,24.47,9787115379504,onsale
23891,数据结构（C语言版）（第2版）,3,本,49.80,37.08,9787115576668,onsale
23892,数据结构（C语言版）（第3版）双色版,3,本,59.80,43.11,9787115651259,onsale
23893,数据结构（C语言）慕课版 第3版,3,本,59.80,38.66,9787115685247,onsale
23894,数据结构（Java语言描述）,3,本,59.80,39.84,9787115595393,onsale
23895,数据结构（Java语言描述）（微课版）,3,本,59.80,35.28,9787115611123,onsale
23896,数据结构（Java语言版 附微课视频）,3,本,69.80,48.32,9787115619129,onsale
23897,数据结构（Java语言版）,3,本,25.00,18.50,9787115185778,onsale
23898,数据结构（Python+Java）（微课版）,3,本,49.80,36.42,9787115635532,onsale
23899,数据结构（Python版）,3,本,69.80,43.76,9787115580665,onsale
23900,数据结构（Python语言描述）（微课版）,3,本,49.80,28.97,9787115531520,onsale
23901,数据要素化时代的数据治理,20,本,69.80,49.66,9787115651792,onsale
23902,数据要素安全：新技术、新安全激活新质生产力,20,本,99.80,59.38,9787115659637,onsale
23903,数据资产,20,本,129.80,96.95,9787115571403,onsale
23904,数据资产交易：解锁数字财富的密码,20,本,66.50,40.79,9787115680655,onsale
23905,数据资产管理知识体系指南,20,本,109.80,75.14,9787115688712,onsale
23906,数据资产评估方法体系构建与价值实现机制研究,20,本,95.00,59.99,9787115692931,onsale
23907,数据资产（第2版）,20,本,129.80,76.54,9787115659361,onsale
23908,数据通信与IP网络技术,3,本,49.80,37.06,9787115423269,onsale
23909,数据通信与网络技术,3,本,79.80,56.79,9787115558466,onsale
23910,数据通信与计算机网(第3版)(“十二五”职业教育国家规划教材 经全国职业教育教材审定委员会审定),3,本,39.80,26.78,9787115361295,onsale
23911,数据通信与计算机网络（第3版）,3,本,59.80,42.97,9787115526601,onsale
23912,数据通信基础,20,本,189.00,120.05,9787115678232,onsale
23913,数据通信技术,3,本,59.00,41.21,9787115515254,onsale
23914,数据通信技术(第3版)(中国通信学会普及与教育工作委员会推荐教材),3,本,36.00,21.38,9787115257239,onsale
23915,数据通信技术（第2版）,20,本,59.80,38.84,9787115623317,onsale
23916,数据采集与预处理,3,本,39.80,27.51,9787115519153,onsale
23917,数据采集与预处理,3,本,59.80,39.62,9787115580634,onsale
23918,数据采集与预处理（微课版）,3,本,49.80,30.31,9787115589903,onsale
23919,数据采集与预处理（第2版 ）,3,本,69.80,46.67,9787115657282,onsale
23920,数据采集及预处理基础与应用,20,本,79.80,48.21,9787115635259,onsale
23921,数据驱动销售增长,20,本,69.80,47.23,9787115642615,onsale
23922,数控加工工艺与编程基础(第2版),3,本,22.00,15.17,9787115237446,onsale
23923,数控加工工艺设计与程序编制（第3版）,3,本,39.80,29.94,9787115424549,onsale
23924,数控加工编程与操作(第2版)(工业和信息化高职高专“十二五”规划教材立项项目),4,本,42.00,30.29,9787115276032,onsale
23925,数控原理与系统,3,本,24.00,17.54,9787115272836,onsale
23926,数控多轴加工编程与仿真（微课版）,3,本,56.00,33.96,9787115607133,onsale
23927,数控技术专业英语(第3版)(工业和信息化高职高专“十二五”规划教材立项项目),4,本,25.00,14.68,9787115274144,onsale
23928,数控机床及应用技术（第2版）,3,本,35.00,23.77,9787115398666,onsale
23929,数控机床故障诊断与维修（第3版）（附微课视频）,3,本,48.00,34.13,9787115500366,onsale
23930,数控机床故障诊断与维修（第4版）（微课版）,3,本,59.80,39.78,9787115670861,onsale
23931,数控编程与仿真实训（第6版）（微课版）（配套实训工单）,3,本,79.80,52.08,9787115597571,onsale
23932,数控编程与操作（第2版）,3,本,46.00,34.41,9787115436801,onsale
23933,数智企业经营沙盘模拟实训教程,3,本,49.80,31.39,9787115663580,onsale
23934,数智供应链：打造产业数字化新引擎,11,本,79.80,49.68,9787115628169,onsale
23935,数智化企业内部控制与风险管理,3,本,59.80,36.35,9787115673534,onsale
23936,数智化商业创新 企业数字化的核心逻辑与实践指南,11,本,128.00,91.90,9787115573001,onsale
23937,数智化敏捷组织：云钉一体驱动组织转型（定制版）,11,本,149.00,98.21,9787115582263,onsale
23938,数智化零售 科技重塑未来零售新格局,11,本,69.80,41.69,9787115619488,onsale
23939,数智强企：国有企业数智化转型指南,11,本,89.90,62.29,9787115687425,onsale
23940,数智时代大学生创新创业教程,3,本,49.80,31.34,9787115666864,onsale
23941,数智时代的企业内部控制 关键风险点控制、流程设计与案例详解,11,本,99.80,68.00,9787115615213,onsale
23942,数智时代的全面预算管理：预算编制、技术赋能与案例实战,11,本,89.80,65.76,9787115595232,onsale
23943,数智经济前瞻：芯智驱动力研究,11,本,98.00,62.69,9787115671387,onsale
23944,数智经济生态圈,11,本,69.80,42.48,9787115588791,onsale
23945,数智赋能政府治理模式创新：数字政府建设的“广州模式”,11,本,89.90,60.23,9787115610652,onsale
23946,数智跃迁 新质生产力的澎湃动能,22,本,89.90,59.95,9787115680990,onsale
23947,数智零售管理（微课版 AIGC版）,3,本,59.80,38.92,9787115682048,onsale
23948,数独好好玩：乘除数独,11,本,12.90,8.58,9787115651907,onsale
23949,数独好好玩：加减数独,11,本,12.90,8.62,9787115651723,onsale
23950,数独好好玩：对角线数独,11,本,12.90,8.32,9787115651914,onsale
23951,数独好好玩：杀手数独,11,本,12.90,8.31,9787115651716,onsale
23952,数独好好玩：标准数独,11,本,12.90,7.53,9787115651709,onsale
23953,数独游戏阶梯训练 全4册,11,本,39.80,26.10,9787115647344,onsale
23954,数独训练,11,本,39.80,26.85,9787115677785,onsale
23955,数理化，上天啦（上）：如何把大象送上火星？,21,本,59.80,44.71,9787115673565,onsale
23956,数理化，上天啦（下）：如何把大象送上火星？,21,本,59.80,43.24,9787115681928,onsale
23957,数码单反摄影从入门到精通 第2卷 第2版 赠1视频教学DVD光盘 1摄影后期处理技法手册,3,本,119.90,73.39,9787115420213,onsale
23958,数码探科学,20,本,69.00,41.84,9787115547316,onsale
23959,数码摄影与短视频拍摄零基础一本通,11,本,39.80,24.45,9787115635389,onsale
23960,数码摄影后期100个实战技法,11,本,149.80,101.62,9787115554772,onsale
23961,数码摄影后期影调原理与实战技法,11,本,99.00,73.61,9787115609519,onsale
23962,数码摄影后期技术,11,本,79.00,58.93,9787115629067,onsale
23963,数码摄影后期调色原理与实战技法,11,本,99.00,73.84,9787115609496,onsale
23964,数码摄影后期零基础入门与提高,11,本,69.80,40.71,9787115609403,onsale
23965,数码摄影后期零基础入门教程,11,本,39.80,28.16,9787115590787,onsale
23966,数码摄影后期高手之路 第2版,11,本,198.00,117.33,9787115550217,onsale
23967,数码摄影基础教程,3,本,62.00,39.04,9787115424372,onsale
23968,数码摄影基础教程,11,本,79.00,51.97,9787115528766,onsale
23969,数码摄影基础（慕课版）,3,本,69.80,50.65,9787115460455,onsale
23970,数码摄影基础（慕课版）,3,本,69.80,49.49,9787115637970,onsale
23971,数码摄影实拍技法零基础入门与提高,11,本,69.80,51.33,9787115609465,onsale
23972,数码摄影零基础入门教程,11,本,39.80,25.25,9787115590480,onsale
23973,数码摄影高手之路Ⅰ筑基篇,11,本,138.00,94.14,9787115679253,onsale
23974,数码照片艺术处理（项目式全彩微课版）,3,本,59.80,43.79,9787115637444,onsale
23975,数聚未来 新一代绿色数据中心,20,本,159.80,99.68,9787115571304,onsale
23976,数融万物 智创未来 中国5G+工业互联网应用示范案例集 2022,22,本,159.90,112.39,9787115614285,onsale
23977,数说中国快递：从10亿件到1000亿件的中国速度,11,本,99.90,63.11,9787115586643,onsale
23978,数转文旅：数字经济背景下的文化与旅游产业发展研究,11,本,99.90,65.93,9787115663405,onsale
23979,数通未来：数字经济时代的商业进化与共生之道,11,本,129.90,93.41,9787115655639,onsale
23980,整洁代码的艺术,20,本,69.80,48.71,9787115607478,onsale
23981,文化创意产品设计（慕课版）,3,本,69.80,44.99,9787115616425,onsale
23982,文字录入与编辑立体化教程（微课版）（ 第2版）,3,本,39.80,27.05,9787115578334,onsale
23983,文心一言实战精粹,20,本,69.90,43.08,9787115666765,onsale
23984,文心一言：人人都能上手的AI工具,20,本,69.80,41.44,9787115643346,onsale
23985,文明之光 第一册,11,本,59.00,40.71,9787115358547,onsale
23986,文明之光 第三册,11,本,59.00,38.62,9787115377098,onsale
23987,文明之光 第二册,11,本,59.00,42.50,9787115358530,onsale
23988,文明之光 第四册,11,本,69.00,46.74,9787115448569,onsale
23989,文明之光 精华本,11,本,128.00,87.10,9787115443557,onsale
23990,文案创作与活动策划从入门到精通,11,本,49.80,30.43,9787115479228,onsale
23991,文案成交高手,11,本,69.80,50.97,9787115651815,onsale
23992,文科学习力：中学生文科高效学习法,11,本,59.80,40.86,9787115690128,onsale
23993,文秘办公自动化培训教程,20,本,39.80,28.89,9787115339096,onsale
