purchase_order_id,line_no,product_id,quantity,purchase_price,line_amount
737,12,73508,23,17.07,392.61
737,13,73659,6,50.51,303.06
737,14,70306,12,18.42,221.04
737,15,73523,6,71.18,427.08
737,16,70373,6,38.29,229.74
737,17,69619,23,61.27,1409.21
737,18,72936,6,45.49,272.94
737,19,73265,6,22.87,137.22
737,20,70450,12,41.03,492.36
737,21,74188,12,37.05,444.60
737,22,72122,6,58.46,350.76
738,1,10,6,45.82,274.92
738,2,53494,92,23.07,2122.44
738,3,30107,46,23.17,1065.82
738,4,30535,23,67.27,1547.21
738,5,52668,46,28.18,1296.28
738,6,30143,46,43.41,1996.86
738,7,30953,46,66.74,3070.04
738,8,31251,46,26.61,1224.06
738,9,52512,230,11.11,2555.30
738,10,53157,92,34.85,3206.20
738,11,53022,46,38.54,1772.84
738,12,14770,6,39.95,239.70
738,13,30647,23,54.86,1261.78
738,14,53578,23,26.12,600.76
738,15,12858,12,72.93,875.16
738,16,53996,46,10.29,473.34
738,17,53072,46,26.44,1216.24
739,1,52814,138,41.09,5670.42
739,2,53494,23,23.07,530.61
739,3,53699,23,31.72,729.56
739,4,31140,12,21.44,257.28
739,5,53022,92,38.54,3545.68
739,6,53072,46,26.44,1216.24
739,7,12812,12,36.18,434.16
739,8,10,6,45.82,274.92
739,9,30496,12,20.46,245.52
739,10,12858,69,72.93,5032.17
739,11,30489,23,73.98,1701.54
739,12,53120,46,56.00,2576.00
739,13,43022,12,51.90,622.80
739,14,53578,138,26.12,3604.56
740,1,9461,12,21.42,257.04
740,2,573,23,32.38,744.74
740,3,11327,23,36.78,845.94
740,4,6279,6,42.72,256.32
740,5,5812,12,36.93,443.16
740,6,651,46,26.06,1198.76
740,7,11281,23,19.76,454.48
740,8,6615,12,29.56,354.72
740,9,9893,6,28.12,168.72
740,10,5587,92,49.31,4536.52
740,11,4282,12,31.72,380.64
740,12,10518,6,105.18,631.08
740,13,1184,23,37.03,851.69
740,14,4687,46,31.61,1454.06
740,15,10915,6,21.76,130.56
740,16,6504,6,24.38,146.28
740,17,4456,46,35.18,1618.28
740,18,4068,230,100.08,23018.40
740,19,11014,23,35.68,820.64
741,1,16849,6,57.25,343.50
741,2,23011,12,34.97,419.64
741,3,22172,46,36.93,1698.78
741,4,14940,69,74.35,5130.15
741,5,19009,23,20.53,472.19
741,6,28364,12,36.60,439.20
741,7,25483,6,59.48,356.88
741,8,27693,46,72.99,3357.54
741,9,17899,12,30.30,363.60
741,10,18934,46,35.20,1619.20
741,11,28353,12,77.61,931.32
741,12,16654,23,79.95,1838.85
741,13,22942,12,51.14,613.68
741,14,21097,23,46.69,1073.87
742,1,50966,12,10.97,131.64
742,2,45613,23,31.11,715.53
742,3,44560,12,20.95,251.40
742,4,49325,46,47.19,2170.74
742,5,46577,12,35.39,424.68
742,6,45722,138,35.67,4922.46
742,7,44928,23,25.55,587.65
742,8,48727,46,18.76,862.96
742,9,44338,12,14.47,173.64
742,10,43464,23,15.96,367.08
742,11,47991,92,73.30,6743.60
742,12,50842,46,44.30,2037.80
742,13,52287,23,21.25,488.75
742,14,51926,6,537.64,3225.84
743,1,49578,12,43.14,517.68
743,2,46632,12,20.17,242.04
743,3,46177,46,23.30,1071.80
743,4,50461,46,22.16,1019.36
743,5,46151,12,60.52,726.24
743,6,49280,23,23.22,534.06
743,7,48293,46,25.01,1150.46
743,8,44204,12,42.12,505.44
743,9,44686,46,46.46,2137.16
743,10,49684,12,23.27,279.24
743,11,48137,230,18.22,4190.60
744,1,30181,23,55.75,1282.25
744,2,12902,46,35.14,1616.44
744,3,12605,23,33.34,766.82
744,4,30219,12,73.08,876.96
744,5,12996,23,42.00,966.00
744,6,53125,92,34.92,3212.64
744,7,30983,6,38.01,228.06
744,8,52643,92,33.20,3054.40
744,9,30565,23,89.30,2053.90
745,1,46404,46,60.51,2783.46
745,2,51511,23,40.53,932.19
745,3,49157,92,21.17,1947.64
745,4,46577,46,35.39,1627.94
745,5,43599,92,21.09,1940.28
745,6,51937,92,15.25,1403.00
745,7,44489,46,72.58,3338.68
745,8,51714,230,19.03,4376.90
745,9,50837,12,22.05,264.60
745,10,49664,6,26.61,159.66
746,1,43398,92,18.09,1664.28
746,2,47615,12,19.35,232.20
746,3,44750,12,17.70,212.40
746,4,44211,12,228.11,2737.32
746,5,47788,46,18.52,851.92
746,6,52270,46,37.47,1723.62
746,7,46941,92,46.27,4256.84
746,8,47062,92,24.58,2261.36
746,9,51201,92,35.80,3293.60
746,10,46005,12,18.96,227.52
746,11,51630,23,60.53,1392.19
746,12,47866,12,82.91,994.92
746,13,50461,23,22.16,509.68
747,1,19306,23,35.15,808.45
747,2,29649,6,59.54,357.24
747,3,15793,138,32.94,4545.72
747,4,20039,23,39.07,898.61
747,5,25248,23,95.37,2193.51
747,6,16482,138,21.89,3020.82
747,7,17034,46,58.82,2705.72
747,8,18774,6,48.69,292.14
747,9,23806,23,33.70,775.10
747,10,27957,12,123.24,1478.88
747,11,27283,92,35.76,3289.92
747,12,21909,6,29.73,178.38
747,13,16148,12,53.06,636.72
747,14,22149,23,18.06,415.38
747,15,21895,12,43.59,523.08
747,16,15975,23,74.21,1706.83
747,17,23959,6,24.45,146.70
747,18,17572,12,75.53,906.36
748,1,89405,46,21.91,1007.86
748,2,86646,92,64.91,5971.72
748,3,76163,23,39.53,909.19
748,4,79442,92,13.43,1235.56
748,5,77962,46,15.67,720.82
748,6,80915,46,19.92,916.32
748,7,75061,92,50.65,4659.80
748,8,90031,23,26.88,618.24
748,9,85661,23,16.20,372.60
748,10,76966,23,28.95,665.85
748,11,77222,23,21.50,494.50
748,12,84127,23,20.38,468.74
748,13,82266,138,23.45,3236.10
748,14,90909,23,29.05,668.15
748,15,87799,23,26.47,608.81
748,16,74468,23,71.74,1650.02
748,17,88808,46,37.78,1737.88
748,18,80557,23,26.94,619.62
748,19,89703,46,22.46,1033.16
749,1,90252,46,45.77,2105.42
749,2,83038,23,15.66,360.18
749,3,83791,92,26.62,2449.04
749,4,83786,92,27.52,2531.84
749,5,86366,92,12.78,1175.76
749,6,74813,46,17.84,820.64
749,7,86889,46,25.14,1156.44
749,8,79133,23,32.49,747.27
749,9,83301,46,40.48,1862.08
749,10,87091,23,11.02,253.46
749,11,76574,92,37.62,3461.04
749,12,79726,138,25.99,3586.62
749,13,74812,23,20.97,482.31
749,14,84511,92,37.47,3447.24
749,15,89183,23,35.53,817.19
750,1,11939,6,26.50,159.00
750,2,10150,92,41.22,3792.24
750,3,3151,23,64.90,1492.70
750,4,572,23,23.58,542.34
750,5,11314,23,11.71,269.33
750,6,1024,6,28.66,171.96
750,7,8463,46,39.79,1830.34
750,8,186,92,83.21,7655.32
750,9,8601,23,43.00,989.00
750,10,5543,12,57.26,687.12
751,1,52413,230,20.04,4609.20
751,2,52868,23,17.30,397.90
751,3,53356,23,30.64,704.72
751,4,53611,23,37.53,863.19
751,5,30783,12,52.83,633.96
751,6,12526,23,88.46,2034.58
751,7,12803,23,36.59,841.57
751,8,12947,6,55.38,332.28
751,9,52889,23,27.78,638.94
751,10,12513,6,5.92,35.52
751,11,52547,46,27.13,1247.98
751,12,30471,12,32.27,387.24
751,13,53695,92,38.04,3499.68
751,14,30661,92,60.05,5524.60
751,15,53284,92,67.17,6179.64
751,16,53139,46,36.21,1665.66
751,17,30192,12,47.87,574.44
751,18,53915,23,49.95,1148.85
751,19,53949,23,36.07,829.61
751,20,53570,23,34.47,792.81
752,1,39651,6,20.27,121.62
752,2,33056,46,42.82,1969.72
752,3,35350,23,36.36,836.28
752,4,40702,6,29.57,177.42
752,5,40092,6,85.63,513.78
752,6,31867,12,27.87,334.44
752,7,34051,6,53.69,322.14
752,8,34329,46,65.21,2999.66
752,9,32900,23,9.91,227.93
752,10,40114,12,212.27,2547.24
752,11,41853,6,41.32,247.92
752,12,35933,6,21.81,130.86
753,1,83924,138,29.55,4077.90
753,2,87833,23,20.03,460.69
753,3,76353,46,24.66,1134.36
753,4,79547,46,23.94,1101.24
753,5,78715,92,31.31,2880.52
753,6,76741,23,29.91,687.93
753,7,78121,92,60.65,5579.80
753,8,90885,23,19.68,452.64
754,1,55677,6,117.89,707.34
754,2,65077,6,32.59,195.54
754,3,67873,12,38.07,456.84
754,4,65247,6,29.09,174.54
754,5,63851,46,33.71,1550.66
754,6,59911,12,52.76,633.12
754,7,64117,92,34.41,3165.72
754,8,58290,46,51.77,2381.42
755,1,4383,12,51.95,623.40
755,2,7581,23,52.42,1205.66
755,3,6840,46,32.33,1487.18
755,4,4885,46,26.52,1219.92
755,5,6317,23,18.55,426.65
755,6,11310,6,12.30,73.80
755,7,1183,23,47.95,1102.85
755,8,9912,92,36.14,3324.88
755,9,4422,6,23.88,143.28
755,10,8485,12,58.57,702.84
756,1,48556,6,37.86,227.16
756,2,47689,230,35.40,8142.00
756,3,47549,46,29.12,1339.52
756,4,49135,6,14.04,84.24
756,5,45351,12,62.65,751.80
756,6,46061,46,79.54,3658.84
756,7,51695,92,100.36,9233.12
756,8,50428,6,16.29,97.74
756,9,49216,23,35.90,825.70
756,10,49010,23,23.48,540.04
757,1,72592,12,72.31,867.72
757,2,73441,6,80.47,482.82
757,3,74284,23,42.64,980.72
757,4,70674,12,48.46,581.52
757,5,70657,23,25.71,591.33
757,6,74268,6,37.07,222.42
757,7,70220,12,20.57,246.84
757,8,70407,12,24.87,298.44
757,9,70987,6,9.62,57.72
757,10,72889,12,59.94,719.28
757,11,71172,6,21.22,127.32
757,12,73303,6,38.34,230.04
757,13,69771,28,49.40,1383.20
757,14,73684,12,18.46,221.52
757,15,73852,28,28.44,796.32
757,16,70613,12,16.87,202.44
757,17,72422,46,39.10,1798.60
757,18,70647,23,33.65,773.95
757,19,74144,6,64.89,389.34
757,20,70981,69,43.05,2970.45
757,21,71976,12,48.97,587.64
757,22,71530,6,29.39,176.34
758,1,53411,23,25.85,594.55
758,2,53390,23,23.17,532.91
758,3,52950,46,32.31,1486.26
758,4,13047,23,19.66,452.18
758,5,12781,23,37.77,868.71
758,6,52740,23,47.71,1097.33
758,7,13007,6,64.61,387.66
758,8,14839,14,43.95,615.30
758,9,53807,92,42.84,3941.28
758,10,30869,6,112.33,673.98
758,11,30163,138,25.10,3463.80
758,12,53003,23,49.91,1147.93
758,13,53739,23,10.49,241.27
758,14,30679,23,61.93,1424.39
758,15,53656,46,12.21,561.66
759,1,17701,6,50.07,300.42
759,2,21894,23,72.47,1666.81
759,3,26007,92,37.32,3433.44
759,4,17921,46,44.96,2068.16
759,5,28539,23,46.14,1061.22
759,6,15280,12,30.16,361.92
759,7,23681,23,35.51,816.73
759,8,16355,23,47.90,1101.70
759,9,23948,46,8.58,394.68
759,10,21528,23,36.56,840.88
759,11,17882,46,28.77,1323.42
759,12,22452,23,45.55,1047.65
759,13,16826,92,26.91,2475.72
759,14,26553,6,46.55,279.30
759,15,24317,12,83.98,1007.76
759,16,25360,23,368.19,8468.37
759,17,18478,23,29.29,673.67
759,18,26897,46,37.12,1707.52
759,19,24992,23,33.67,774.41
759,20,26724,6,132.17,793.02
760,1,17044,6,76.14,456.84
760,2,21862,6,57.43,344.58
760,3,27599,14,32.63,456.82
760,4,17324,6,52.48,314.88
760,5,28783,12,65.43,785.16
760,6,24920,69,62.82,4334.58
760,7,27698,12,66.15,793.80
760,8,27794,12,85.60,1027.20
760,9,15606,46,41.81,1923.26
760,10,15776,46,46.48,2138.08
760,11,21830,12,47.50,570.00
760,12,17703,14,51.72,724.08
760,13,25716,6,51.74,310.44
760,14,23152,6,41.77,250.62
760,15,27815,6,32.11,192.66
761,1,28975,12,35.83,429.96
761,2,27143,12,52.46,629.52
761,3,29206,23,85.19,1959.37
761,4,27106,12,28.44,341.28
761,5,26465,12,88.21,1058.52
761,6,18647,46,32.74,1506.04
761,7,21664,92,27.81,2558.52
761,8,17794,138,30.34,4186.92
761,9,18613,12,21.24,254.88
761,10,21735,12,67.56,810.72
761,11,23107,12,32.53,390.36
761,12,22118,92,34.89,3209.88
761,13,18181,12,36.30,435.60
761,14,15522,23,60.27,1386.21
761,15,29063,23,22.36,514.28
761,16,18740,6,31.57,189.42
762,1,36559,23,32.59,749.57
762,2,39999,23,33.72,775.56
762,3,42772,6,46.60,279.60
762,4,36987,6,35.52,213.12
762,5,42825,23,109.30,2513.90
762,6,31742,23,17.81,409.63
762,7,33244,12,54.42,653.04
762,8,42688,6,28.35,170.10
762,9,36811,23,65.49,1506.27
762,10,39781,6,18.68,112.08
762,11,35918,6,53.15,318.90
762,12,36757,6,110.92,665.52
762,13,32180,6,31.02,186.12
762,14,32269,12,60.86,730.32
762,15,32658,12,26.93,323.16
762,16,38452,23,211.79,4871.17
762,17,34696,12,91.65,1099.80
763,1,49710,6,144.69,868.14
763,2,47279,23,14.87,342.01
763,3,49947,23,21.75,500.25
763,4,48451,23,20.33,467.59
763,5,49312,6,17.94,107.64
763,6,50732,12,10.77,129.24
763,7,46811,46,20.33,935.18
763,8,48984,46,133.58,6144.68
763,9,48743,12,36.39,436.68
763,10,47793,138,20.00,2760.00
763,11,52220,46,18.80,864.80
763,12,50967,12,36.04,432.48
763,13,44558,46,34.39,1581.94
763,14,44509,46,27.39,1259.94
763,15,45020,23,44.11,1014.53
763,16,51674,46,10.30,473.80
764,1,20786,12,52.94,635.28
764,2,26961,6,20.27,121.62
764,3,24318,12,62.36,748.32
764,4,23411,46,39.55,1819.30
764,5,22976,6,27.25,163.50
764,6,25338,23,99.06,2278.38
764,7,18286,23,75.18,1729.14
764,8,23781,12,66.47,797.64
764,9,16682,12,47.83,573.96
765,1,75626,92,33.02,3037.84
765,2,81693,46,19.53,898.38
765,3,87583,23,26.97,620.31
765,4,90889,92,40.66,3740.72
765,5,90705,230,328.35,75520.50
765,6,88902,23,25.54,587.42
765,7,85025,138,40.27,5557.26
765,8,75474,12,102.48,1229.76
765,9,87897,23,59.18,1361.14
765,10,86290,23,23.81,547.63
765,11,86470,23,26.54,610.42
765,12,86070,92,22.70,2088.40
765,13,87826,230,23.60,5428.00
765,14,78974,23,34.68,797.64
765,15,90793,46,26.93,1238.78
765,16,88978,46,23.86,1097.56
765,17,83469,46,36.77,1691.42
765,18,74940,46,28.45,1308.70
765,19,89780,138,26.96,3720.48
766,1,49120,23,33.94,780.62
766,2,47158,6,9.09,54.54
766,3,43959,6,46.55,279.30
766,4,44960,46,20.07,923.22
766,5,51165,23,40.15,923.45
766,6,51156,23,23.80,547.40
766,7,51765,46,21.41,984.86
766,8,46049,12,15.10,181.20
766,9,43305,12,40.04,480.48
766,10,43438,12,23.12,277.44
766,11,47484,23,20.05,461.15
766,12,47018,46,47.12,2167.52
766,13,46553,46,28.31,1302.26
766,14,45435,6,53.25,319.50
766,15,44213,46,25.52,1173.92
766,16,48181,6,13.49,80.94
767,1,65364,92,53.29,4902.68
767,2,58510,69,39.41,2719.29
767,3,68422,6,41.67,250.02
767,4,55152,46,40.45,1860.70
767,5,55671,23,45.68,1050.64
767,6,58815,12,39.57,474.84
767,7,63481,46,55.88,2570.48
767,8,66940,6,44.34,266.04
767,9,66358,92,36.51,3358.92
767,10,58505,12,42.26,507.12
767,11,61134,12,41.95,503.40
767,12,56742,12,67.06,804.72
767,13,57181,23,56.47,1298.81
767,14,66746,138,21.61,2982.18
768,1,75829,92,70.71,6505.32
768,2,85079,92,33.48,3080.16
768,3,78355,46,35.16,1617.36
768,4,78810,23,24.89,572.47
768,5,80115,46,26.37,1213.02
768,6,78520,92,25.97,2389.24
768,7,81710,46,16.08,739.68
768,8,87662,23,32.96,758.08
768,9,76722,92,24.68,2270.56
768,10,80245,92,23.76,2185.92
768,11,75780,92,36.50,3358.00
768,12,87986,138,16.15,2228.70
768,13,83364,46,30.32,1394.72
768,14,86533,23,38.66,889.18
768,15,86230,92,32.63,3001.96
768,16,90221,46,32.73,1505.58
769,1,73960,46,17.75,816.50
769,2,71124,6,36.38,218.28
769,3,74349,12,20.17,242.04
769,4,70242,23,72.77,1673.71
769,5,72770,12,65.85,790.20
769,6,73480,69,57.04,3935.76
769,7,74046,12,58.47,701.64
769,8,73057,69,28.53,1968.57
769,9,73176,12,23.65,283.80
770,1,57319,6,36.01,216.06
770,2,63759,92,42.77,3934.84
770,3,58593,46,44.08,2027.68
770,4,61344,6,63.64,381.84
770,5,64067,138,39.85,5499.30
770,6,67406,12,30.86,370.32
770,7,63864,138,41.53,5731.14
770,8,68247,23,41.65,957.95
770,9,64905,12,51.62,619.44
770,10,56659,23,68.07,1565.61
770,11,63647,23,58.23,1339.29
770,12,57799,46,44.44,2044.24
770,13,58432,92,30.37,2794.04
770,14,64040,138,34.24,4725.12
770,15,57409,23,42.67,981.41
771,1,43327,6,32.99,197.94
771,2,45207,12,26.51,318.12
771,3,46780,46,23.71,1090.66
771,4,43585,138,30.81,4251.78
771,5,51064,6,18.43,110.58
771,6,50939,46,86.79,3992.34
771,7,46038,12,53.32,639.84
771,8,47347,6,47.27,283.62
771,9,50616,23,34.00,782.00
771,10,51986,12,13.86,166.32
771,11,51179,46,53.91,2479.86
771,12,47277,92,19.08,1755.36
771,13,44858,46,29.71,1366.66
771,14,45278,12,26.37,316.44
771,15,47256,92,5.99,551.08
771,16,43865,23,32.88,756.24
771,17,45089,12,17.38,208.56
771,18,45296,92,47.33,4354.36
771,19,48053,46,33.90,1559.40
771,20,47925,23,25.44,585.12
772,1,21577,23,36.60,841.80
772,2,17907,46,50.53,2324.38
772,3,27922,6,56.95,341.70
772,4,19675,46,34.74,1598.04
772,5,25241,6,63.25,379.50
772,6,24762,46,44.17,2031.82
772,7,23255,6,40.76,244.56
772,8,23780,12,46.88,562.56
772,9,28250,46,21.26,977.96
773,1,13722,6,35.57,213.42
773,2,14207,6,52.38,314.28
773,3,14324,6,134.51,807.06
773,4,14214,69,26.48,1827.12
773,5,14534,12,65.88,790.56
773,6,14146,12,35.44,425.28
773,7,14695,6,28.85,173.10
773,8,14698,6,26.47,158.82
773,9,14234,23,44.26,1017.98
773,10,13671,6,32.27,193.62
774,1,85051,46,27.14,1248.44
774,2,83966,23,29.41,676.43
774,3,77547,46,26.87,1236.02
774,4,79426,138,27.22,3756.36
774,5,74483,23,17.46,401.58
774,6,75337,23,24.62,566.26
774,7,74939,46,28.22,1298.12
774,8,80042,23,36.50,839.50
774,9,76621,138,20.50,2829.00
774,10,75460,46,33.02,1518.92
774,11,91405,92,12.22,1124.24
774,12,75656,92,19.53,1796.76
774,13,78855,12,24.69,296.28
774,14,86018,92,27.70,2548.40
774,15,87472,138,33.42,4611.96
774,16,77931,23,13.69,314.87
774,17,74955,46,28.12,1293.52
774,18,83139,46,40.99,1885.54
774,19,90782,23,42.72,982.56
775,1,78529,92,12.60,1159.20
775,2,90460,46,18.44,848.24
775,3,77167,92,28.79,2648.68
775,4,82789,23,36.97,850.31
775,5,74985,23,32.19,740.37
775,6,77305,23,29.04,667.92
775,7,77608,92,37.35,3436.20
775,8,86196,23,36.39,836.97
775,9,84168,46,34.71,1596.66
775,10,79222,46,29.03,1335.38
775,11,77053,46,29.22,1344.12
775,12,82492,23,19.85,456.55
775,13,89569,23,18.45,424.35
775,14,79923,46,48.60,2235.60
775,15,82439,23,17.51,402.73
775,16,82315,92,41.58,3825.36
775,17,84746,46,25.63,1178.98
775,18,81015,23,25.55,587.65
776,1,102273,14,54.71,765.94
776,2,113095,55,251.77,13847.35
776,3,112780,14,3.71,51.94
776,4,112613,55,15.28,840.40
776,5,101021,14,896.95,12557.30
776,6,117469,28,7.77,217.56
776,7,101611,28,342.30,9584.40
776,8,101104,28,475.48,13313.44
776,9,103652,14,150.89,2112.46
776,10,108598,55,48.90,2689.50
776,11,120067,14,34.74,486.36
776,12,113791,55,43.52,2393.60
776,13,112961,55,25.54,1404.70
776,14,93393,28,10.24,286.72
776,15,93968,55,36.32,1997.60
776,16,99427,28,183.63,5141.64
776,17,126169,14,41.46,580.44
776,18,122074,55,19.67,1081.85
776,19,104726,28,37.49,1049.72
776,20,95308,28,17.86,500.08
776,21,128886,55,20.75,1141.25
777,1,30455,12,62.02,744.24
777,2,30775,6,54.35,326.10
777,3,30807,12,42.97,515.64
777,4,57,6,68.34,410.04
777,5,52895,23,29.65,681.95
777,6,52783,230,30.59,7035.70
777,7,30369,12,41.68,500.16
777,8,30825,12,66.89,802.68
777,9,93,12,82.46,989.52
777,10,12703,46,32.10,1476.60
777,11,52522,23,32.25,741.75
778,1,28125,92,31.28,2877.76
778,2,29723,12,63.28,759.36
778,3,28153,230,29.65,6819.50
778,4,26367,6,41.50,249.00
778,5,28289,23,29.80,685.40
778,6,28733,12,23.21,278.52
778,7,28966,12,78.58,942.96
778,8,21368,46,28.30,1301.80
778,9,24209,23,32.95,757.85
778,10,15509,46,46.56,2141.76
778,11,17269,46,36.30,1669.80
778,12,23695,92,31.67,2913.64
778,13,25583,46,34.55,1589.30
778,14,26657,46,52.36,2408.56
779,1,61501,23,43.46,999.58
779,2,60279,12,54.66,655.92
779,3,54517,6,50.15,300.90
779,4,63426,46,40.07,1843.22
779,5,66103,23,44.55,1024.65
779,6,62892,23,50.09,1152.07
779,7,68648,46,15.57,716.22
779,8,56059,92,36.13,3323.96
779,9,60304,23,53.77,1236.71
779,10,62933,23,30.77,707.71
779,11,55980,23,78.34,1801.82
779,12,65029,46,24.24,1115.04
780,1,16145,12,30.48,365.76
780,2,24839,12,79.95,959.40
780,3,23199,46,56.66,2606.36
780,4,26585,23,17.30,397.90
780,5,24402,23,58.21,1338.83
780,6,20512,23,39.76,914.48
780,7,22928,6,14.24,85.44
780,8,23853,23,35.93,826.39
780,9,25055,23,66.31,1525.13
780,10,15046,23,97.25,2236.75
780,11,27439,23,65.19,1499.37
780,12,29648,23,22.60,519.80
780,13,17067,23,36.85,847.55
780,14,21118,69,97.75,6744.75
780,15,20329,6,37.13,222.78
780,16,24736,6,37.97,227.82
780,17,22544,12,81.03,972.36
780,18,28718,23,27.78,638.94
780,19,26220,12,40.23,482.76
780,20,16290,6,61.55,369.30
780,21,25708,23,60.09,1382.07
781,1,103262,28,118.40,3315.20
781,2,96414,14,18.96,265.44
781,3,94046,28,112.16,3140.48
781,4,127979,28,24.53,686.84
781,5,113946,28,6.45,180.60
781,6,125764,55,32.51,1788.05
781,7,105165,28,14.71,411.88
781,8,103244,55,29.73,1635.15
781,9,121033,83,16.02,1329.66
781,10,117213,14,27.28,381.92
781,11,102261,28,21.05,589.40
781,12,100271,14,426.81,5975.34
781,13,120404,138,2.31,318.78
781,14,108659,14,531.80,7445.20
781,15,91977,28,33.26,931.28
781,16,94938,14,152.43,2134.02
781,17,111399,14,1.88,26.32
781,18,110576,14,45.90,642.60
781,19,101347,28,23.05,645.40
781,20,102884,83,54.05,4486.15
781,21,97727,14,25.85,361.90
781,22,115564,14,18.73,262.22
781,23,112972,28,0.66,18.48
781,24,111147,138,2.04,281.52
781,25,116623,28,44.48,1245.44
781,26,123489,14,4.68,65.52
781,27,112480,14,144.50,2023.00
781,28,118176,14,6.11,85.54
781,29,117356,28,3.92,109.76
782,1,47258,138,10.34,1426.92
782,2,51043,23,14.76,339.48
782,3,45367,230,34.81,8006.30
782,4,49313,46,39.38,1811.48
782,5,47781,23,12.27,282.21
782,6,46291,46,19.86,913.56
782,7,44688,6,30.26,181.56
782,8,46196,23,30.47,700.81
782,9,49410,23,15.13,347.99
782,10,48380,46,19.93,916.78
782,11,52073,23,29.61,681.03
782,12,44399,23,22.47,516.81
782,13,50751,46,39.86,1833.56
783,1,31264,23,63.97,1471.31
783,2,39757,6,18.92,113.52
783,3,39506,6,22.84,137.04
783,4,31887,12,31.87,382.44
783,5,42821,6,41.55,249.30
783,6,41227,12,74.50,894.00
783,7,37487,55,12.80,704.00
783,8,41028,12,18.68,224.16
783,9,37982,12,36.59,439.08
783,10,41483,12,54.14,649.68
783,11,31768,23,40.94,941.62
783,12,42017,6,87.31,523.86
784,1,53192,92,33.05,3040.60
784,2,53210,92,54.67,5029.64
784,3,31212,23,88.06,2025.38
784,4,12626,12,56.30,675.60
784,5,53816,23,41.57,956.11
784,6,52756,92,16.28,1497.76
784,7,52599,92,22.10,2033.20
784,8,52621,23,41.73,959.79
784,9,72,23,639.12,14699.76
784,10,31182,23,59.69,1372.87
784,11,12789,12,44.06,528.72
784,12,13161,23,25.27,581.21
785,1,4878,23,57.83,1330.09
785,2,1095,6,46.18,277.08
785,3,9512,23,81.99,1885.77
785,4,1746,12,19.91,238.92
785,5,4624,23,31.99,735.77
785,6,9236,23,15.02,345.46
785,7,4858,6,21.69,130.14
785,8,11177,6,47.81,286.86
785,9,6901,12,24.99,299.88
785,10,409,12,30.05,360.60
786,1,28957,12,92.32,1107.84
786,2,21122,12,36.64,439.68
786,3,26637,23,89.71,2063.33
786,4,18335,23,80.04,1840.92
786,5,16946,12,38.51,462.12
786,6,15735,23,82.47,1896.81
786,7,28982,46,53.94,2481.24
786,8,24049,23,28.53,656.19
786,9,18999,46,34.46,1585.16
786,10,25924,92,13.76,1265.92
786,11,23312,12,64.36,772.32
786,12,25215,55,49.35,2714.25
786,13,17466,6,72.74,436.44
786,14,17213,92,43.58,4009.36
786,15,28301,6,19.99,119.94
787,1,86771,46,31.92,1468.32
787,2,88974,230,37.37,8595.10
787,3,86889,138,25.14,3469.32
787,4,75471,92,29.70,2732.40
787,5,78248,46,34.83,1602.18
787,6,80973,138,36.50,5037.00
787,7,90352,23,38.88,894.24
787,8,87992,46,15.98,735.08
788,1,51706,23,23.47,539.81
788,2,46442,6,22.69,136.14
788,3,46346,6,20.42,122.52
788,4,48161,23,26.60,611.80
788,5,46516,46,24.91,1145.86
788,6,47043,12,29.34,352.08
788,7,50087,12,18.82,225.84
788,8,44589,23,57.46,1321.58
788,9,48467,230,41.72,9595.60
788,10,46435,23,59.20,1361.60
788,11,50520,12,41.23,494.76
789,1,49224,6,30.13,180.78
789,2,45931,12,36.59,439.08
789,3,43288,92,25.27,2324.84
789,4,48776,46,22.97,1056.62
789,5,50520,12,41.23,494.76
789,6,47768,23,19.37,445.51
789,7,48094,138,30.77,4246.26
789,8,47567,138,17.77,2452.26
789,9,50353,138,25.60,3532.80
789,10,45162,46,17.08,785.68
789,11,44206,23,51.82,1191.86
789,12,45561,46,28.44,1308.24
789,13,48802,23,30.66,705.18
789,14,47739,46,24.02,1104.92
789,15,43354,23,20.35,468.05
789,16,45555,92,43.14,3968.88
789,17,51630,23,60.53,1392.19
789,18,45716,46,58.87,2708.02
789,19,51927,6,1243.24,7459.44
789,20,49492,6,19.82,118.92
790,1,33278,6,22.26,133.56
790,2,37588,23,19.53,449.19
790,3,38060,12,86.42,1037.04
790,4,39316,6,104.13,624.78
790,5,40728,14,225.02,3150.28
790,6,37836,12,24.98,299.76
790,7,37606,23,40.29,926.67
790,8,42769,92,63.24,5818.08
790,9,32090,23,64.35,1480.05
790,10,41068,46,82.89,3812.94
790,11,41058,12,33.37,400.44
790,12,42660,6,41.28,247.68
790,13,31548,69,12.05,831.45
790,14,37285,6,28.40,170.40
790,15,38663,6,27.51,165.06
790,16,35811,12,33.42,401.04
790,17,41261,6,34.66,207.96
790,18,37377,6,72.01,432.06
790,19,39451,12,48.34,580.08
791,1,36557,23,44.84,1031.32
791,2,41474,46,66.65,3065.90
791,3,34380,69,118.32,8164.08
791,4,32470,23,473.20,10883.60
791,5,34733,23,137.93,3172.39
791,6,40504,6,109.11,654.66
791,7,34562,12,331.60,3979.20
791,8,41070,12,99.00,1188.00
791,9,33936,12,180.62,2167.44
791,10,35180,6,22.71,136.26
791,11,37836,12,24.98,299.76
791,12,39251,55,63.64,3500.20
791,13,32700,23,61.60,1416.80
791,14,31725,46,25.52,1173.92
791,15,38127,12,98.89,1186.68
792,1,20617,23,32.05,737.15
