customer_id,member_no,level,points,join_date
2682,M2682,silver,1677,2026-02-10
2683,M2683,silver,1694,2026-02-11
2684,M2684,silver,1711,2026-02-12
2685,M2685,silver,1728,2026-02-13
2686,M2686,silver,1745,2026-02-14
2687,M2687,silver,1762,2026-02-15
2688,M2688,silver,1779,2026-02-16
2689,M2689,silver,1796,2026-02-17
2690,M2690,silver,1813,2026-02-18
2691,M2691,silver,1830,2026-02-19
2692,M2692,silver,1847,2026-02-20
2693,M2693,silver,1864,2026-02-21
2694,M2694,silver,1881,2026-02-22
2695,M2695,silver,1898,2026-02-23
2696,M2696,silver,1915,2026-02-24
2697,M2697,silver,1932,2026-02-25
2698,M2698,silver,1949,2026-02-26
2699,M2699,silver,1966,2026-02-27
2700,M2700,silver,1983,2026-02-28
2701,M2701,silver,2000,2026-02-01
2702,M2702,silver,2017,2026-02-02
2703,M2703,silver,2034,2026-02-03
2704,M2704,silver,2051,2026-02-04
2705,M2705,silver,2068,2026-02-05
2706,M2706,silver,2085,2026-02-06
2707,M2707,silver,2102,2026-02-07
2708,M2708,silver,2119,2026-02-08
2709,M2709,silver,2136,2026-02-09
2710,M2710,silver,2153,2026-02-10
2711,M2711,silver,2170,2026-02-11
2712,M2712,silver,2187,2026-02-12
2713,M2713,silver,2204,2026-02-13
2714,M2714,silver,2221,2026-02-14
2715,M2715,silver,2238,2026-02-15
2716,M2716,silver,2255,2026-02-16
2717,M2717,silver,2272,2026-02-17
2718,M2718,silver,2289,2026-02-18
2719,M2719,silver,2306,2026-02-19
2720,M2720,silver,2323,2026-02-20
2721,M2721,silver,2340,2026-02-21
2722,M2722,silver,2357,2026-02-22
2723,M2723,silver,2374,2026-02-23
2724,M2724,silver,2391,2026-02-24
2725,M2725,silver,2408,2026-02-25
2726,M2726,silver,2425,2026-02-26
2727,M2727,silver,2442,2026-02-27
2728,M2728,silver,2459,2026-02-28
2729,M2729,silver,2476,2026-02-01
2730,M2730,silver,2493,2026-02-02
2731,M2731,silver,2510,2026-02-03
2732,M2732,silver,2527,2026-02-04
2733,M2733,silver,2544,2026-02-05
2734,M2734,silver,2561,2026-02-06
2735,M2735,silver,2578,2026-02-07
2736,M2736,silver,2595,2026-02-08
2737,M2737,silver,2612,2026-02-09
2738,M2738,silver,2629,2026-02-10
2739,M2739,silver,2646,2026-02-11
2740,M2740,silver,2663,2026-02-12
2741,M2741,silver,2680,2026-02-13
2742,M2742,silver,2697,2026-02-14
2743,M2743,silver,2714,2026-02-15
2744,M2744,silver,2731,2026-02-16
2745,M2745,silver,2748,2026-02-17
2746,M2746,silver,2765,2026-02-18
2747,M2747,silver,2782,2026-02-19
2748,M2748,silver,2799,2026-02-20
2749,M2749,silver,2816,2026-02-21
2750,M2750,silver,2833,2026-02-22
2751,M2751,silver,2850,2026-02-23
2752,M2752,silver,2867,2026-02-24
2753,M2753,silver,2884,2026-02-25
2754,M2754,silver,2901,2026-02-26
2755,M2755,silver,2918,2026-02-27
2756,M2756,silver,2935,2026-02-28
2757,M2757,silver,2952,2026-02-01
2758,M2758,silver,2969,2026-02-02
2759,M2759,silver,2986,2026-02-03
2760,M2760,silver,3003,2026-02-04
2761,M2761,silver,3020,2026-02-05
2762,M2762,silver,3037,2026-02-06
2763,M2763,silver,3054,2026-02-07
2764,M2764,silver,3071,2026-02-08
2765,M2765,silver,3088,2026-02-09
2766,M2766,silver,3105,2026-02-10
2767,M2767,silver,3122,2026-02-11
2768,M2768,silver,3139,2026-02-12
2769,M2769,silver,3156,2026-02-13
2770,M2770,silver,3173,2026-02-14
2771,M2771,silver,3190,2026-02-15
2772,M2772,silver,3207,2026-02-16
2773,M2773,silver,3224,2026-02-17
2774,M2774,silver,3241,2026-02-18
2775,M2775,silver,3258,2026-02-19
2776,M2776,silver,3275,2026-02-20
2777,M2777,silver,3292,2026-02-21
2778,M2778,silver,3309,2026-02-22
2779,M2779,silver,3326,2026-02-23
2780,M2780,silver,3343,2026-02-24
2781,M2781,silver,3360,2026-02-25
2782,M2782,silver,3377,2026-02-26
2783,M2783,silver,3394,2026-02-27
2784,M2784,silver,3411,2026-02-28
2785,M2785,silver,3428,2026-02-01
2786,M2786,silver,3445,2026-02-02
2787,M2787,silver,3462,2026-02-03
2788,M2788,silver,3479,2026-02-04
2789,M2789,silver,3496,2026-02-05
2790,M2790,silver,3513,2026-02-06
2791,M2791,silver,3530,2026-02-07
2792,M2792,silver,3547,2026-02-08
2793,M2793,silver,3564,2026-02-09
2794,M2794,silver,3581,2026-02-10
2795,M2795,silver,3598,2026-02-11
2796,M2796,silver,3615,2026-02-12
2797,M2797,silver,3632,2026-02-13
2798,M2798,silver,3649,2026-02-14
2799,M2799,silver,3666,2026-02-15
2800,M2800,silver,3683,2026-02-16
2801,M2801,silver,3700,2026-02-17
2802,M2802,silver,3717,2026-02-18
2803,M2803,silver,3734,2026-02-19
2804,M2804,silver,3751,2026-02-20
2805,M2805,silver,3768,2026-02-21
2806,M2806,silver,3785,2026-02-22
2807,M2807,silver,3802,2026-02-23
2808,M2808,silver,3819,2026-02-24
2809,M2809,silver,3836,2026-02-25
2810,M2810,silver,3853,2026-02-26
2811,M2811,silver,3870,2026-02-27
2812,M2812,silver,3887,2026-02-28
2813,M2813,silver,3904,2026-02-01
2814,M2814,silver,3921,2026-02-02
2815,M2815,silver,3938,2026-02-03
2816,M2816,silver,3955,2026-02-04
2817,M2817,silver,3972,2026-02-05
2818,M2818,silver,3989,2026-02-06
2819,M2819,silver,4006,2026-02-07
2820,M2820,silver,4023,2026-02-08
2821,M2821,silver,4040,2026-02-09
2822,M2822,silver,4057,2026-02-10
2823,M2823,silver,4074,2026-02-11
2824,M2824,silver,4091,2026-02-12
2825,M2825,silver,4108,2026-02-13
2826,M2826,silver,4125,2026-02-14
2827,M2827,silver,4142,2026-02-15
2828,M2828,silver,4159,2026-02-16
2829,M2829,silver,4176,2026-02-17
2830,M2830,silver,4193,2026-02-18
2831,M2831,silver,4210,2026-02-19
2832,M2832,silver,4227,2026-02-20
2833,M2833,silver,4244,2026-02-21
2834,M2834,silver,4261,2026-02-22
2835,M2835,silver,4278,2026-02-23
2836,M2836,silver,4295,2026-02-24
2837,M2837,silver,4312,2026-02-25
2838,M2838,silver,4329,2026-02-26
2839,M2839,silver,4346,2026-02-27
2840,M2840,silver,4363,2026-02-28
2841,M2841,silver,4380,2026-02-01
2842,M2842,silver,4397,2026-02-02
2843,M2843,silver,4414,2026-02-03
2844,M2844,silver,4431,2026-02-04
2845,M2845,silver,4448,2026-02-05
2846,M2846,silver,4465,2026-02-06
2847,M2847,silver,4482,2026-02-07
2848,M2848,silver,4499,2026-02-08
2849,M2849,silver,4516,2026-02-09
2850,M2850,silver,4533,2026-02-10
2851,M2851,silver,4550,2026-02-11
2852,M2852,silver,4567,2026-02-12
2853,M2853,silver,4584,2026-02-13
2854,M2854,silver,4601,2026-02-14
2855,M2855,silver,4618,2026-02-15
2856,M2856,silver,4635,2026-02-16
2857,M2857,silver,4652,2026-02-17
2858,M2858,silver,4669,2026-02-18
2859,M2859,silver,4686,2026-02-19
2860,M2860,silver,4703,2026-02-20
2861,M2861,silver,4720,2026-02-21
2862,M2862,silver,4737,2026-02-22
2863,M2863,silver,4754,2026-02-23
2864,M2864,silver,4771,2026-02-24
2865,M2865,silver,4788,2026-02-25
2866,M2866,silver,4805,2026-02-26
2867,M2867,silver,4822,2026-02-27
2868,M2868,silver,4839,2026-02-28
2869,M2869,silver,4856,2026-02-01
2870,M2870,silver,4873,2026-02-02
2871,M2871,silver,4890,2026-02-03
2872,M2872,silver,4907,2026-02-04
2873,M2873,silver,4924,2026-02-05
2874,M2874,silver,4941,2026-02-06
2875,M2875,silver,4958,2026-02-07
2876,M2876,silver,4975,2026-02-08
2877,M2877,silver,4992,2026-02-09
2878,M2878,silver,5009,2026-02-10
2879,M2879,silver,5026,2026-02-11
2880,M2880,silver,5043,2026-02-12
2881,M2881,silver,5060,2026-02-13
2882,M2882,silver,5077,2026-02-14
2883,M2883,silver,5094,2026-02-15
2884,M2884,silver,111,2026-02-16
2885,M2885,silver,128,2026-02-17
2886,M2886,silver,145,2026-02-18
2887,M2887,silver,162,2026-02-19
2888,M2888,silver,179,2026-02-20
2889,M2889,silver,196,2026-02-21
2890,M2890,silver,213,2026-02-22
2891,M2891,silver,230,2026-02-23
2892,M2892,silver,247,2026-02-24
2893,M2893,silver,264,2026-02-25
2894,M2894,silver,281,2026-02-26
2895,M2895,silver,298,2026-02-27
2896,M2896,silver,315,2026-02-28
2897,M2897,silver,332,2026-02-01
2898,M2898,silver,349,2026-02-02
2899,M2899,silver,366,2026-02-03
2900,M2900,silver,383,2026-02-04
2901,M2901,gold,400,2026-02-05
2902,M2902,gold,417,2026-02-06
2903,M2903,gold,434,2026-02-07
2904,M2904,gold,451,2026-02-08
2905,M2905,gold,468,2026-02-09
2906,M2906,gold,485,2026-02-10
2907,M2907,gold,502,2026-02-11
2908,M2908,gold,519,2026-02-12
2909,M2909,gold,536,2026-02-13
2910,M2910,gold,553,2026-02-14
2911,M2911,gold,570,2026-02-15
2912,M2912,gold,587,2026-02-16
2913,M2913,gold,604,2026-02-17
2914,M2914,gold,621,2026-02-18
2915,M2915,gold,638,2026-02-19
2916,M2916,gold,655,2026-02-20
2917,M2917,gold,672,2026-02-21
2918,M2918,gold,689,2026-02-22
2919,M2919,gold,706,2026-02-23
2920,M2920,gold,723,2026-02-24
2921,M2921,gold,740,2026-02-25
2922,M2922,gold,757,2026-02-26
2923,M2923,gold,774,2026-02-27
2924,M2924,gold,791,2026-02-28
2925,M2925,gold,808,2026-02-01
2926,M2926,gold,825,2026-02-02
2927,M2927,gold,842,2026-02-03
2928,M2928,gold,859,2026-02-04
2929,M2929,gold,876,2026-02-05
2930,M2930,gold,893,2026-02-06
2931,M2931,gold,910,2026-02-07
2932,M2932,gold,927,2026-02-08
2933,M2933,gold,944,2026-02-09
2934,M2934,gold,961,2026-02-10
2935,M2935,gold,978,2026-02-11
2936,M2936,gold,995,2026-02-12
2937,M2937,gold,1012,2026-02-13
2938,M2938,gold,1029,2026-02-14
2939,M2939,gold,1046,2026-02-15
2940,M2940,gold,1063,2026-02-16
2941,M2941,gold,1080,2026-02-17
2942,M2942,gold,1097,2026-02-18
2943,M2943,gold,1114,2026-02-19
2944,M2944,gold,1131,2026-02-20
2945,M2945,gold,1148,2026-02-21
2946,M2946,gold,1165,2026-02-22
2947,M2947,gold,1182,2026-02-23
2948,M2948,gold,1199,2026-02-24
2949,M2949,gold,1216,2026-02-25
2950,M2950,gold,1233,2026-02-26
2951,M2951,gold,1250,2026-02-27
2952,M2952,gold,1267,2026-02-28
2953,M2953,gold,1284,2026-02-01
2954,M2954,gold,1301,2026-02-02
2955,M2955,gold,1318,2026-02-03
2956,M2956,gold,1335,2026-02-04
2957,M2957,gold,1352,2026-02-05
2958,M2958,gold,1369,2026-02-06
2959,M2959,gold,1386,2026-02-07
2960,M2960,gold,1403,2026-02-08
2961,M2961,gold,1420,2026-02-09
2962,M2962,gold,1437,2026-02-10
2963,M2963,gold,1454,2026-02-11
2964,M2964,gold,1471,2026-02-12
2965,M2965,gold,1488,2026-02-13
2966,M2966,gold,1505,2026-02-14
2967,M2967,gold,1522,2026-02-15
2968,M2968,gold,1539,2026-02-16
2969,M2969,gold,1556,2026-02-17
2970,M2970,gold,1573,2026-02-18
2971,M2971,gold,1590,2026-02-19
2972,M2972,gold,1607,2026-02-20
2973,M2973,gold,1624,2026-02-21
2974,M2974,gold,1641,2026-02-22
2975,M2975,gold,1658,2026-02-23
2976,M2976,gold,1675,2026-02-24
2977,M2977,gold,1692,2026-02-25
2978,M2978,gold,1709,2026-02-26
2979,M2979,gold,1726,2026-02-27
2980,M2980,gold,1743,2026-02-28
2981,M2981,gold,1760,2026-02-01
2982,M2982,gold,1777,2026-02-02
2983,M2983,gold,1794,2026-02-03
2984,M2984,gold,1811,2026-02-04
2985,M2985,gold,1828,2026-02-05
2986,M2986,gold,1845,2026-02-06
2987,M2987,gold,1862,2026-02-07
2988,M2988,gold,1879,2026-02-08
2989,M2989,gold,1896,2026-02-09
2990,M2990,gold,1913,2026-02-10
2991,M2991,gold,1930,2026-02-11
2992,M2992,gold,1947,2026-02-12
2993,M2993,gold,1964,2026-02-13
2994,M2994,gold,1981,2026-02-14
2995,M2995,gold,1998,2026-02-15
2996,M2996,gold,2015,2026-02-16
2997,M2997,gold,2032,2026-02-17
2998,M2998,gold,2049,2026-02-18
2999,M2999,gold,2066,2026-02-19
3000,M3000,gold,2083,2026-02-20
3001,M3001,gold,2100,2026-02-21
3002,M3002,gold,2117,2026-02-22
3003,M3003,gold,2134,2026-02-23
3004,M3004,gold,2151,2026-02-24
3005,M3005,gold,2168,2026-02-25
3006,M3006,gold,2185,2026-02-26
3007,M3007,gold,2202,2026-02-27
3008,M3008,gold,2219,2026-02-28
3009,M3009,gold,2236,2026-02-01
3010,M3010,gold,2253,2026-02-02
3011,M3011,gold,2270,2026-02-03
3012,M3012,gold,2287,2026-02-04
3013,M3013,gold,2304,2026-02-05
3014,M3014,gold,2321,2026-02-06
3015,M3015,gold,2338,2026-02-07
3016,M3016,gold,2355,2026-02-08
3017,M3017,gold,2372,2026-02-09
3018,M3018,gold,2389,2026-02-10
3019,M3019,gold,2406,2026-02-11
3020,M3020,gold,2423,2026-02-12
3021,M3021,gold,2440,2026-02-13
3022,M3022,gold,2457,2026-02-14
3023,M3023,gold,2474,2026-02-15
3024,M3024,gold,2491,2026-02-16
3025,M3025,gold,2508,2026-02-17
3026,M3026,gold,2525,2026-02-18
3027,M3027,gold,2542,2026-02-19
3028,M3028,gold,2559,2026-02-20
3029,M3029,gold,2576,2026-02-21
3030,M3030,gold,2593,2026-02-22
3031,M3031,gold,2610,2026-02-23
3032,M3032,gold,2627,2026-02-24
3033,M3033,gold,2644,2026-02-25
3034,M3034,gold,2661,2026-02-26
3035,M3035,gold,2678,2026-02-27
3036,M3036,gold,2695,2026-02-28
3037,M3037,gold,2712,2026-02-01
3038,M3038,gold,2729,2026-02-02
3039,M3039,gold,2746,2026-02-03
3040,M3040,gold,2763,2026-02-04
3041,M3041,gold,2780,2026-02-05
3042,M3042,gold,2797,2026-02-06
3043,M3043,gold,2814,2026-02-07
3044,M3044,gold,2831,2026-02-08
3045,M3045,gold,2848,2026-02-09
3046,M3046,gold,2865,2026-02-10
3047,M3047,gold,2882,2026-02-11
3048,M3048,gold,2899,2026-02-12
3049,M3049,gold,2916,2026-02-13
3050,M3050,gold,2933,2026-02-14
3051,M3051,gold,2950,2026-02-15
3052,M3052,gold,2967,2026-02-16
3053,M3053,gold,2984,2026-02-17
3054,M3054,gold,3001,2026-02-18
3055,M3055,gold,3018,2026-02-19
3056,M3056,gold,3035,2026-02-20
3057,M3057,gold,3052,2026-02-21
3058,M3058,gold,3069,2026-02-22
3059,M3059,gold,3086,2026-02-23
3060,M3060,gold,3103,2026-02-24
3061,M3061,gold,3120,2026-02-25
3062,M3062,gold,3137,2026-02-26
3063,M3063,gold,3154,2026-02-27
3064,M3064,gold,3171,2026-02-28
3065,M3065,gold,3188,2026-02-01
3066,M3066,gold,3205,2026-02-02
3067,M3067,gold,3222,2026-02-03
3068,M3068,gold,3239,2026-02-04
3069,M3069,gold,3256,2026-02-05
3070,M3070,gold,3273,2026-02-06
3071,M3071,gold,3290,2026-02-07
3072,M3072,gold,3307,2026-02-08
3073,M3073,gold,3324,2026-02-09
3074,M3074,gold,3341,2026-02-10
3075,M3075,gold,3358,2026-02-11
3076,M3076,gold,3375,2026-02-12
3077,M3077,gold,3392,2026-02-13
3078,M3078,gold,3409,2026-02-14
3079,M3079,gold,3426,2026-02-15
3080,M3080,gold,3443,2026-02-16
3081,M3081,gold,3460,2026-02-17
3082,M3082,gold,3477,2026-02-18
3083,M3083,gold,3494,2026-02-19
3084,M3084,gold,3511,2026-02-20
3085,M3085,gold,3528,2026-02-21
3086,M3086,gold,3545,2026-02-22
3087,M3087,gold,3562,2026-02-23
3088,M3088,gold,3579,2026-02-24
3089,M3089,gold,3596,2026-02-25
3090,M3090,gold,3613,2026-02-26
3091,M3091,gold,3630,2026-02-27
3092,M3092,gold,3647,2026-02-28
3093,M3093,gold,3664,2026-02-01
3094,M3094,gold,3681,2026-02-02
3095,M3095,gold,3698,2026-02-03
3096,M3096,gold,3715,2026-02-04
3097,M3097,gold,3732,2026-02-05
3098,M3098,gold,3749,2026-02-06
3099,M3099,gold,3766,2026-02-07
3100,M3100,gold,3783,2026-02-08
3101,M3101,gold,3800,2026-02-09
3102,M3102,gold,3817,2026-02-10
3103,M3103,gold,3834,2026-02-11
3104,M3104,gold,3851,2026-02-12
3105,M3105,gold,3868,2026-02-13
3106,M3106,gold,3885,2026-02-14
3107,M3107,gold,3902,2026-02-15
3108,M3108,gold,3919,2026-02-16
3109,M3109,gold,3936,2026-02-17
3110,M3110,gold,3953,2026-02-18
3111,M3111,gold,3970,2026-02-19
3112,M3112,gold,3987,2026-02-20
3113,M3113,gold,4004,2026-02-21
3114,M3114,gold,4021,2026-02-22
3115,M3115,gold,4038,2026-02-23
3116,M3116,gold,4055,2026-02-24
3117,M3117,gold,4072,2026-02-25
3118,M3118,gold,4089,2026-02-26
3119,M3119,gold,4106,2026-02-27
3120,M3120,gold,4123,2026-02-28
3121,M3121,gold,4140,2026-02-01
3122,M3122,gold,4157,2026-02-02
3123,M3123,gold,4174,2026-02-03
3124,M3124,gold,4191,2026-02-04
3125,M3125,gold,4208,2026-02-05
3126,M3126,gold,4225,2026-02-06
3127,M3127,gold,4242,2026-02-07
3128,M3128,gold,4259,2026-02-08
3129,M3129,gold,4276,2026-02-09
3130,M3130,gold,4293,2026-02-10
3131,M3131,gold,4310,2026-02-11
3132,M3132,gold,4327,2026-02-12
3133,M3133,gold,4344,2026-02-13
3134,M3134,gold,4361,2026-02-14
3135,M3135,gold,4378,2026-02-15
3136,M3136,gold,4395,2026-02-16
3137,M3137,gold,4412,2026-02-17
3138,M3138,gold,4429,2026-02-18
3139,M3139,gold,4446,2026-02-19
3140,M3140,gold,4463,2026-02-20
3141,M3141,gold,4480,2026-02-21
3142,M3142,gold,4497,2026-02-22
3143,M3143,gold,4514,2026-02-23
3144,M3144,gold,4531,2026-02-24
3145,M3145,gold,4548,2026-02-25
3146,M3146,gold,4565,2026-02-26
3147,M3147,gold,4582,2026-02-27
3148,M3148,gold,4599,2026-02-28
3149,M3149,gold,4616,2026-02-01
3150,M3150,gold,4633,2026-02-02
3151,M3151,gold,4650,2026-02-03
3152,M3152,gold,4667,2026-02-04
3153,M3153,gold,4684,2026-02-05
3154,M3154,gold,4701,2026-02-06
3155,M3155,gold,4718,2026-02-07
3156,M3156,gold,4735,2026-02-08
3157,M3157,gold,4752,2026-02-09
3158,M3158,gold,4769,2026-02-10
3159,M3159,gold,4786,2026-02-11
3160,M3160,gold,4803,2026-02-12
3161,M3161,gold,4820,2026-02-13
3162,M3162,gold,4837,2026-02-14
3163,M3163,gold,4854,2026-02-15
3164,M3164,gold,4871,2026-02-16
3165,M3165,gold,4888,2026-02-17
3166,M3166,gold,4905,2026-02-18
3167,M3167,gold,4922,2026-02-19
3168,M3168,gold,4939,2026-02-20
3169,M3169,gold,4956,2026-02-21
3170,M3170,gold,4973,2026-02-22
3171,M3171,gold,4990,2026-02-23
3172,M3172,gold,5007,2026-02-24
3173,M3173,gold,5024,2026-02-25
3174,M3174,gold,5041,2026-02-26
3175,M3175,gold,5058,2026-02-27
3176,M3176,gold,5075,2026-02-28
3177,M3177,gold,5092,2026-02-01
3178,M3178,gold,109,2026-02-02
3179,M3179,gold,126,2026-02-03
3180,M3180,gold,143,2026-02-04
3181,M3181,gold,160,2026-02-05
3182,M3182,gold,177,2026-02-06
3183,M3183,gold,194,2026-02-07
3184,M3184,gold,211,2026-02-08
3185,M3185,gold,228,2026-02-09
3186,M3186,gold,245,2026-02-10
3187,M3187,gold,262,2026-02-11
3188,M3188,gold,279,2026-02-12
3189,M3189,gold,296,2026-02-13
3190,M3190,gold,313,2026-02-14
3191,M3191,gold,330,2026-02-15
3192,M3192,gold,347,2026-02-16
3193,M3193,gold,364,2026-02-17
3194,M3194,gold,381,2026-02-18
3195,M3195,gold,398,2026-02-19
3196,M3196,gold,415,2026-02-20
3197,M3197,gold,432,2026-02-21
3198,M3198,gold,449,2026-02-22
3199,M3199,gold,466,2026-02-23
3200,M3200,gold,483,2026-02-24
3201,M3201,gold,500,2026-02-25
3202,M3202,gold,517,2026-02-26
3203,M3203,gold,534,2026-02-27
3204,M3204,gold,551,2026-02-28
3205,M3205,gold,568,2026-02-01
3206,M3206,gold,585,2026-02-02
3207,M3207,gold,602,2026-02-03
3208,M3208,gold,619,2026-02-04
3209,M3209,gold,636,2026-02-05
3210,M3210,gold,653,2026-02-06
3211,M3211,gold,670,2026-02-07
3212,M3212,gold,687,2026-02-08
3213,M3213,gold,704,2026-02-09
3214,M3214,gold,721,2026-02-10
3215,M3215,gold,738,2026-02-11
3216,M3216,gold,755,2026-02-12
3217,M3217,gold,772,2026-02-13
3218,M3218,gold,789,2026-02-14
3219,M3219,gold,806,2026-02-15
3220,M3220,gold,823,2026-02-16
3221,M3221,gold,840,2026-02-17
3222,M3222,gold,857,2026-02-18
3223,M3223,gold,874,2026-02-19
3224,M3224,gold,891,2026-02-20
3225,M3225,gold,908,2026-02-21
3226,M3226,gold,925,2026-02-22
3227,M3227,gold,942,2026-02-23
3228,M3228,gold,959,2026-02-24
3229,M3229,gold,976,2026-02-25
3230,M3230,gold,993,2026-02-26
3231,M3231,gold,1010,2026-02-27
3232,M3232,gold,1027,2026-02-28
3233,M3233,gold,1044,2026-02-01
3234,M3234,gold,1061,2026-02-02
3235,M3235,gold,1078,2026-02-03
3236,M3236,gold,1095,2026-02-04
3237,M3237,gold,1112,2026-02-05
3238,M3238,gold,1129,2026-02-06
3239,M3239,gold,1146,2026-02-07
3240,M3240,gold,1163,2026-02-08
3241,M3241,gold,1180,2026-02-09
3242,M3242,gold,1197,2026-02-10
3243,M3243,gold,1214,2026-02-11
3244,M3244,gold,1231,2026-02-12
3245,M3245,gold,1248,2026-02-13
3246,M3246,gold,1265,2026-02-14
3247,M3247,gold,1282,2026-02-15
3248,M3248,gold,1299,2026-02-16
3249,M3249,gold,1316,2026-02-17
3250,M3250,gold,1333,2026-02-18
3251,M3251,gold,1350,2026-02-19
3252,M3252,gold,1367,2026-02-20
3253,M3253,gold,1384,2026-02-21
3254,M3254,gold,1401,2026-02-22
3255,M3255,gold,1418,2026-02-23
3256,M3256,gold,1435,2026-02-24
3257,M3257,gold,1452,2026-02-25
3258,M3258,gold,1469,2026-02-26
3259,M3259,gold,1486,2026-02-27
3260,M3260,gold,1503,2026-02-28
3261,M3261,gold,1520,2026-02-01
3262,M3262,gold,1537,2026-02-02
3263,M3263,gold,1554,2026-02-03
3264,M3264,gold,1571,2026-02-04
3265,M3265,gold,1588,2026-02-05
3266,M3266,gold,1605,2026-02-06
3267,M3267,gold,1622,2026-02-07
3268,M3268,gold,1639,2026-02-08
3269,M3269,gold,1656,2026-02-09
3270,M3270,gold,1673,2026-02-10
3271,M3271,gold,1690,2026-02-11
3272,M3272,gold,1707,2026-02-12
3273,M3273,gold,1724,2026-02-13
3274,M3274,gold,1741,2026-02-14
3275,M3275,gold,1758,2026-02-15
3276,M3276,gold,1775,2026-02-16
3277,M3277,gold,1792,2026-02-17
3278,M3278,gold,1809,2026-02-18
3279,M3279,gold,1826,2026-02-19
3280,M3280,gold,1843,2026-02-20
3281,M3281,gold,1860,2026-02-21
3282,M3282,gold,1877,2026-02-22
3283,M3283,gold,1894,2026-02-23
3284,M3284,gold,1911,2026-02-24
3285,M3285,gold,1928,2026-02-25
3286,M3286,gold,1945,2026-02-26
3287,M3287,gold,1962,2026-02-27
3288,M3288,gold,1979,2026-02-28
3289,M3289,gold,1996,2026-02-01
3290,M3290,gold,2013,2026-02-02
3291,M3291,gold,2030,2026-02-03
3292,M3292,gold,2047,2026-02-04
3293,M3293,gold,2064,2026-02-05
3294,M3294,gold,2081,2026-02-06
3295,M3295,gold,2098,2026-02-07
3296,M3296,gold,2115,2026-02-08
3297,M3297,gold,2132,2026-02-09
3298,M3298,gold,2149,2026-02-10
3299,M3299,gold,2166,2026-02-11
3300,M3300,gold,2183,2026-02-12
3301,M3301,gold,2200,2026-02-13
3302,M3302,gold,2217,2026-02-14
3303,M3303,gold,2234,2026-02-15
3304,M3304,gold,2251,2026-02-16
3305,M3305,gold,2268,2026-02-17
3306,M3306,gold,2285,2026-02-18
3307,M3307,gold,2302,2026-02-19
3308,M3308,gold,2319,2026-02-20
3309,M3309,gold,2336,2026-02-21
3310,M3310,gold,2353,2026-02-22
3311,M3311,gold,2370,2026-02-23
3312,M3312,gold,2387,2026-02-24
3313,M3313,gold,2404,2026-02-25
3314,M3314,gold,2421,2026-02-26
3315,M3315,gold,2438,2026-02-27
3316,M3316,gold,2455,2026-02-28
3317,M3317,gold,2472,2026-02-01
3318,M3318,gold,2489,2026-02-02
3319,M3319,gold,2506,2026-02-03
3320,M3320,gold,2523,2026-02-04
3321,M3321,gold,2540,2026-02-05
3322,M3322,gold,2557,2026-02-06
3323,M3323,gold,2574,2026-02-07
3324,M3324,gold,2591,2026-02-08
3325,M3325,gold,2608,2026-02-09
3326,M3326,gold,2625,2026-02-10
3327,M3327,gold,2642,2026-02-11
3328,M3328,gold,2659,2026-02-12
3329,M3329,gold,2676,2026-02-13
3330,M3330,gold,2693,2026-02-14
3331,M3331,gold,2710,2026-02-15
3332,M3332,gold,2727,2026-02-16
3333,M3333,gold,2744,2026-02-17
3334,M3334,gold,2761,2026-02-18
3335,M3335,gold,2778,2026-02-19
3336,M3336,gold,2795,2026-02-20
3337,M3337,gold,2812,2026-02-21
3338,M3338,gold,2829,2026-02-22
3339,M3339,gold,2846,2026-02-23
3340,M3340,gold,2863,2026-02-24
3341,M3341,gold,2880,2026-02-25
3342,M3342,gold,2897,2026-02-26
3343,M3343,gold,2914,2026-02-27
3344,M3344,gold,2931,2026-02-28
3345,M3345,gold,2948,2026-02-01
3346,M3346,gold,2965,2026-02-02
3347,M3347,gold,2982,2026-02-03
3348,M3348,gold,2999,2026-02-04
3349,M3349,gold,3016,2026-02-05
3350,M3350,gold,3033,2026-02-06
3351,M3351,platinum,3050,2026-02-07
3352,M3352,platinum,3067,2026-02-08
3353,M3353,platinum,3084,2026-02-09
3354,M3354,platinum,3101,2026-02-10
3355,M3355,platinum,3118,2026-02-11
3356,M3356,platinum,3135,2026-02-12
3357,M3357,platinum,3152,2026-02-13
3358,M3358,platinum,3169,2026-02-14
3359,M3359,platinum,3186,2026-02-15
3360,M3360,platinum,3203,2026-02-16
3361,M3361,platinum,3220,2026-02-17
3362,M3362,platinum,3237,2026-02-18
3363,M3363,platinum,3254,2026-02-19
3364,M3364,platinum,3271,2026-02-20
3365,M3365,platinum,3288,2026-02-21
3366,M3366,platinum,3305,2026-02-22
3367,M3367,platinum,3322,2026-02-23
3368,M3368,platinum,3339,2026-02-24
3369,M3369,platinum,3356,2026-02-25
3370,M3370,platinum,3373,2026-02-26
3371,M3371,platinum,3390,2026-02-27
3372,M3372,platinum,3407,2026-02-28
3373,M3373,platinum,3424,2026-02-01
3374,M3374,platinum,3441,2026-02-02
3375,M3375,platinum,3458,2026-02-03
3376,M3376,platinum,3475,2026-02-04
3377,M3377,platinum,3492,2026-02-05
3378,M3378,platinum,3509,2026-02-06
3379,M3379,platinum,3526,2026-02-07
3380,M3380,platinum,3543,2026-02-08
3381,M3381,platinum,3560,2026-02-09
3382,M3382,platinum,3577,2026-02-10
3383,M3383,platinum,3594,2026-02-11
