store_id,product_id,stock_qty,safety_stock_qty
32,25486,15,5
34,25486,10,2
45,25487,23,2
47,25487,23,2
49,25488,11,5
51,25488,9,3
37,25489,12,3
39,25489,10,2
15,25490,16,4
17,25490,10,2
46,25491,11,2
48,25491,22,4
43,25492,21,2
45,25492,9,2
25,25493,9,1
27,25493,22,1
33,25494,12,2
35,25494,13,4
25,25495,15,5
27,25495,24,4
49,25496,23,2
51,25496,7,1
27,25497,21,1
29,25497,7,1
21,25498,8,3
23,25498,11,2
5,25499,20,1
7,25499,19,4
32,25500,11,5
34,25500,9,1
56,25501,13,4
58,25501,1,5
2,25502,1,3
4,25502,17,1
21,25503,8,1
23,25503,21,3
6,25504,5,1
8,25504,2,4
42,25505,12,4
44,25505,18,2
46,25506,8,1
48,25506,24,4
27,25507,17,1
29,25507,21,5
49,25508,10,2
51,25508,10,5
13,25509,9,4
15,25509,21,5
49,25510,4,3
51,25510,17,5
9,25511,1,2
11,25511,12,5
2,25512,2,4
4,25512,17,2
43,25513,17,5
45,25513,13,4
28,25514,12,4
30,25514,18,4
10,25515,11,2
12,25515,14,3
17,25516,24,4
19,25516,22,4
39,25517,20,5
41,25517,6,2
2,25518,13,4
58,25518,19,2
24,25519,16,3
26,25519,13,5
34,25520,7,2
36,25520,2,2
36,25521,15,3
38,25521,6,1
24,25522,7,4
26,25522,3,5
38,25523,12,4
40,25523,16,5
3,25524,25,2
5,25524,16,2
20,25525,8,2
22,25525,19,2
36,25526,6,5
38,25526,4,1
28,25527,13,4
30,25527,12,2
25,25528,14,1
27,25528,10,4
47,25529,2,3
49,25529,17,5
15,25530,25,5
17,25530,13,1
20,25531,18,1
22,25531,9,3
42,25532,8,2
44,25532,10,2
38,25533,5,4
40,25533,6,5
36,25534,6,5
38,25534,7,3
55,25535,25,2
57,25535,6,4
25,25536,15,1
27,25536,8,4
46,25537,14,2
48,25537,3,5
43,25538,13,5
45,25538,2,5
3,25539,14,5
5,25539,19,3
24,25540,3,2
26,25540,6,1
2,25541,4,5
4,25541,16,1
46,25542,18,5
48,25542,7,3
16,25543,18,2
18,25543,14,4
43,25544,11,5
45,25544,21,5
13,25545,15,1
15,25545,18,5
26,25546,6,2
28,25546,21,5
37,25547,7,2
39,25547,21,4
30,25548,21,2
32,25548,2,5
14,25549,11,1
16,25549,7,2
10,25550,24,4
12,25550,24,2
49,25551,8,1
51,25551,6,1
20,25552,3,4
22,25552,14,2
54,25553,23,5
56,25553,22,1
15,25554,22,3
17,25554,1,3
29,25555,6,4
31,25555,7,1
36,25556,3,5
38,25556,7,5
6,25557,17,3
8,25557,20,2
1,25558,5,3
57,25558,8,1
8,25559,23,4
10,25559,4,3
20,25560,14,3
22,25560,10,3
23,25561,5,4
25,25561,12,5
7,25562,9,3
9,25562,2,1
13,25563,7,4
15,25563,10,3
14,25564,15,2
16,25564,9,1
32,25565,8,5
34,25565,12,2
51,25566,10,4
53,25566,22,1
15,25567,7,4
17,25567,14,3
51,25568,13,4
53,25568,16,4
33,25569,10,4
35,25569,11,5
44,25570,15,1
46,25570,1,4
42,25571,5,1
44,25571,13,1
46,25572,24,4
48,25572,18,1
10,25573,7,2
12,25573,15,2
40,25574,17,4
42,25574,3,5
42,25575,14,3
44,25575,13,3
14,25576,10,4
16,25576,16,3
42,25577,10,5
44,25577,4,3
23,25578,4,5
25,25578,4,4
24,25579,3,3
26,25579,10,3
5,25580,7,1
7,25580,13,2
45,25581,7,1
47,25581,16,2
3,25582,7,1
5,25582,19,2
1,25583,1,1
57,25583,7,1
1,25584,8,3
3,25584,18,2
56,25585,21,2
58,25585,21,1
6,25586,23,1
8,25586,3,1
25,25587,6,4
27,25587,7,1
23,25588,6,1
25,25588,8,5
8,25589,14,5
10,25589,15,2
33,25590,3,3
35,25590,8,2
33,25591,12,4
35,25591,5,2
52,25592,14,1
54,25592,22,5
38,25593,12,2
40,25593,9,1
2,25594,19,5
4,25594,20,1
49,25595,2,5
51,25595,15,2
40,25596,17,2
42,25596,20,5
8,25597,1,3
10,25597,5,1
50,25598,8,4
52,25598,12,4
1,25599,12,5
57,25599,6,1
41,25600,1,2
43,25600,8,5
54,25601,17,3
56,25601,5,3
22,25602,21,3
24,25602,14,5
39,25603,2,4
41,25603,11,2
4,25604,2,5
6,25604,3,1
32,25605,24,2
34,25605,17,2
43,25606,13,3
45,25606,6,1
28,25607,3,3
30,25607,12,2
51,25608,24,2
53,25608,19,4
4,25609,20,4
6,25609,5,2
53,25610,21,2
55,25610,4,5
38,25611,7,1
40,25611,24,4
50,25612,23,4
52,25612,11,5
26,25613,16,5
28,25613,11,1
8,25614,11,5
10,25614,9,2
9,25615,12,2
11,25615,17,4
38,25616,10,4
40,25616,18,3
48,25617,25,5
50,25617,17,4
45,25618,11,4
47,25618,8,1
55,25619,25,3
57,25619,12,2
34,25620,4,2
36,25620,19,4
51,25621,4,5
53,25621,2,1
53,25622,11,1
55,25622,9,2
26,25623,21,1
28,25623,9,3
38,25624,19,4
40,25624,20,4
35,25625,15,4
37,25625,19,2
42,25626,14,5
44,25626,18,3
28,25627,25,5
30,25627,2,3
45,25628,13,3
47,25628,13,4
20,25629,7,2
22,25629,18,5
29,25630,1,5
31,25630,8,4
9,25631,23,2
11,25631,16,3
47,25632,23,1
49,25632,4,2
25,25633,13,5
27,25633,23,3
45,25634,12,5
47,25634,16,5
38,25635,14,1
40,25635,3,2
12,25636,5,5
14,25636,1,4
55,25637,9,4
57,25637,14,2
9,25638,4,4
11,25638,21,5
37,25639,1,3
39,25639,5,1
19,25640,8,3
21,25640,19,3
36,25641,8,3
38,25641,2,2
51,25642,10,1
53,25642,17,2
35,25643,6,4
37,25643,4,3
12,25644,6,4
14,25644,19,4
17,25645,1,1
19,25645,13,1
51,25646,19,1
53,25646,9,5
19,25647,6,1
21,25647,22,1
23,25648,15,5
25,25648,5,3
47,25649,17,1
49,25649,13,4
36,25650,24,4
38,25650,21,2
40,25651,10,1
42,25651,14,2
55,25652,18,1
57,25652,3,5
29,25653,24,5
31,25653,7,1
2,25654,10,1
4,25654,23,5
16,25655,9,1
18,25655,5,1
3,25656,8,1
5,25656,3,2
13,25657,17,4
15,25657,17,4
20,25658,23,4
22,25658,24,3
53,25659,17,2
55,25659,16,4
29,25660,19,5
31,25660,7,4
2,25661,15,4
4,25661,22,4
46,25662,8,5
48,25662,1,2
40,25663,3,3
42,25663,22,1
28,25664,6,3
30,25664,15,1
30,25665,14,3
32,25665,3,2
22,25666,14,1
24,25666,3,4
52,25667,6,3
54,25667,1,4
49,25668,24,5
51,25668,3,1
33,25669,12,2
35,25669,14,5
3,25670,16,3
5,25670,14,3
24,25671,12,3
26,25671,5,1
20,25672,8,1
22,25672,25,4
24,25673,13,4
26,25673,7,5
17,25674,11,3
19,25674,15,2
23,25675,3,5
25,25675,21,5
10,25676,11,5
12,25676,5,5
51,25677,16,4
53,25677,16,3
47,25678,17,1
49,25678,15,4
37,25679,24,2
39,25679,25,4
19,25680,22,2
21,25680,21,5
47,25681,2,5
49,25681,4,2
44,25682,9,2
46,25682,12,3
25,25683,21,1
27,25683,5,4
47,25684,17,3
49,25684,11,2
1,25685,8,5
57,25685,19,1
14,25686,18,1
16,25686,19,5
13,25687,6,1
15,25687,5,2
25,25688,7,1
27,25688,24,2
8,25689,9,2
10,25689,10,2
27,25690,15,5
29,25690,5,5
35,25691,3,4
37,25691,24,1
38,25692,11,5
40,25692,6,4
1,25693,5,4
57,25693,6,3
46,25694,14,5
48,25694,13,2
44,25695,15,5
46,25695,22,3
1,25696,23,4
3,25696,17,2
12,25697,15,2
14,25697,4,2
5,25698,22,2
7,25698,18,4
15,25699,1,1
17,25699,3,3
46,25700,15,4
48,25700,23,2
17,25701,23,2
19,25701,3,3
55,25702,23,3
57,25702,20,2
43,25703,23,2
45,25703,18,5
1,25704,24,3
57,25704,17,2
13,25705,1,1
15,25705,18,3
42,25706,12,3
44,25706,16,1
1,25707,21,3
57,25707,3,3
52,25708,14,4
54,25708,7,2
38,25709,22,4
40,25709,23,3
16,25710,24,5
18,25710,22,5
19,25711,15,4
21,25711,19,5
31,25712,19,5
33,25712,3,5
34,25713,8,3
36,25713,14,2
3,25714,23,2
5,25714,19,5
19,25715,14,3
21,25715,10,4
43,25716,9,4
45,25716,14,4
55,25717,16,4
57,25717,13,2
24,25718,10,3
26,25718,8,4
5,25719,25,1
7,25719,5,3
2,25720,11,5
58,25720,10,3
53,25721,16,5
55,25721,12,3
17,25722,22,2
19,25722,3,5
16,25723,6,2
18,25723,22,4
24,25724,4,1
26,25724,23,5
25,25725,18,2
27,25725,15,5
2,25726,11,4
58,25726,14,2
22,25727,11,1
24,25727,6,2
6,25728,18,1
8,25728,14,1
27,25729,20,5
29,25729,13,2
13,25730,5,3
15,25730,10,5
36,25731,16,2
38,25731,12,2
5,25732,24,4
7,25732,11,3
24,25733,9,4
26,25733,23,1
47,25734,4,4
49,25734,12,3
42,25735,11,5
44,25735,11,3
4,25736,1,5
6,25736,8,5
18,25737,19,5
20,25737,13,5
54,25738,6,5
56,25738,17,5
37,25739,6,3
39,25739,11,3
22,25740,17,3
24,25740,5,4
24,25741,10,4
26,25741,21,5
51,25742,23,2
53,25742,20,5
31,25743,20,2
33,25743,23,1
39,25744,9,3
41,25744,16,1
39,25745,16,1
41,25745,5,4
26,25746,1,3
28,25746,5,3
38,25747,17,4
40,25747,16,2
1,25748,17,1
57,25748,20,4
2,25749,5,3
4,25749,9,2
7,25750,6,1
9,25750,1,5
20,25751,5,4
22,25751,9,5
46,25752,12,1
48,25752,13,2
33,25753,24,2
35,25753,25,2
21,25754,6,5
23,25754,1,3
40,25755,1,4
42,25755,18,4
16,25756,25,2
18,25756,1,3
14,25757,14,3
16,25757,22,1
34,25758,5,4
36,25758,17,3
12,25759,15,3
14,25759,6,1
1,25760,25,3
57,25760,8,3
7,25761,2,5
9,25761,20,2
34,25762,9,1
36,25762,22,3
2,25763,11,5
58,25763,21,1
2,25764,12,5
4,25764,7,2
46,25765,11,1
48,25765,22,3
6,25766,3,3
8,25766,21,3
32,25767,21,2
34,25767,20,5
12,25768,24,4
14,25768,23,1
23,25769,4,2
25,25769,16,2
30,25770,25,4
32,25770,8,5
5,25771,20,2
7,25771,13,1
11,25772,20,4
13,25772,2,5
1,25773,2,1
57,25773,7,4
6,25774,18,5
8,25774,5,3
33,25775,10,5
35,25775,15,1
51,25776,24,1
53,25776,12,5
45,25777,1,2
47,25777,16,4
1,25778,5,1
57,25778,5,1
40,25779,11,3
42,25779,12,3
22,25780,7,1
24,25780,21,4
50,25781,10,2
52,25781,20,1
52,25782,22,3
54,25782,3,2
55,25783,7,5
57,25783,4,3
10,25784,14,3
12,25784,7,2
56,25785,8,4
58,25785,4,4
12,25786,3,3
14,25786,3,2
2,25787,12,5
4,25787,25,3
23,25788,21,4
25,25788,23,1
25,25789,17,5
27,25789,18,5
17,25790,20,1
19,25790,2,2
14,25791,25,3
16,25791,10,3
36,25792,10,5
38,25792,3,4
54,25793,13,2
56,25793,13,1
8,25794,3,1
10,25794,22,4
45,25795,21,1
47,25795,20,5
11,25796,2,5
13,25796,15,2
42,25797,15,3
44,25797,15,2
30,25798,21,3
32,25798,5,2
17,25799,16,1
19,25799,2,5
55,25800,21,4
57,25800,7,4
16,25801,17,4
18,25801,24,4
51,25802,5,4
53,25802,25,1
20,25803,18,5
22,25803,2,1
16,25804,1,1
18,25804,17,4
23,25805,2,2
25,25805,17,3
1,25806,17,1
3,25806,1,4
26,25807,19,1
28,25807,23,1
17,25808,16,2
19,25808,7,4
28,25809,8,2
30,25809,15,4
46,25810,4,1
48,25810,20,2
51,25811,8,3
53,25811,12,4
54,25812,22,2
56,25812,13,5
16,25813,1,2
18,25813,19,3
32,25814,5,4
34,25814,8,4
44,25815,18,3
46,25815,24,3
42,25816,1,4
44,25816,15,5
3,25817,15,4
5,25817,17,1
33,25818,10,4
35,25818,8,3
39,25819,20,3
41,25819,16,3
36,25820,10,1
38,25820,13,1
26,25821,2,5
28,25821,6,3
42,25822,10,1
44,25822,20,3
48,25823,22,5
50,25823,19,3
47,25824,5,1
49,25824,7,2
35,25825,11,1
37,25825,3,3
6,25826,15,4
8,25826,16,1
47,25827,25,5
49,25827,16,4
17,25828,11,1
19,25828,23,3
30,25829,6,4
32,25829,3,5
55,25830,22,5
57,25830,21,3
47,25831,7,4
49,25831,23,5
52,25832,13,5
54,25832,9,5
38,25833,19,5
40,25833,12,1
2,25834,13,1
58,25834,13,1
11,25835,16,5
13,25835,7,1
42,25836,16,1
44,25836,8,5
14,25837,19,2
16,25837,13,3
34,25838,4,5
36,25838,14,2
3,25839,5,3
5,25839,18,3
31,25840,8,3
33,25840,17,2
3,25841,24,5
5,25841,15,4
56,25842,23,2
58,25842,20,1
21,25843,6,2
23,25843,15,3
45,25844,15,2
47,25844,12,2
39,25845,17,4
41,25845,1,2
24,25846,8,5
26,25846,8,4
26,25847,25,2
28,25847,20,3
40,25848,6,3
42,25848,6,2
54,25849,21,2
56,25849,17,2
4,25850,5,5
6,25850,11,5
3,25851,19,5
5,25851,15,5
5,25852,1,5
7,25852,25,4
10,25853,21,4
12,25853,22,1
10,25854,6,1
12,25854,11,2
55,25855,9,2
57,25855,13,4
48,25856,4,4
50,25856,1,4
46,25857,9,1
48,25857,21,2
23,25858,21,1
25,25858,6,4
10,25859,23,2
12,25859,22,3
50,25860,10,4
52,25860,17,2
29,25861,8,4
31,25861,7,3
40,25862,10,4
42,25862,20,2
21,25863,6,1
23,25863,13,3
48,25864,19,4
50,25864,22,5
35,25865,23,1
37,25865,14,4
11,25866,18,2
13,25866,16,5
27,25867,6,3
29,25867,9,3
51,25868,1,5
53,25868,2,2
6,25869,25,2
8,25869,22,1
42,25870,23,5
44,25870,2,5
13,25871,19,2
15,25871,9,5
20,25872,3,3
22,25872,8,3
1,25873,24,4
3,25873,5,2
43,25874,15,1
45,25874,15,5
38,25875,8,2
40,25875,4,2
29,25876,3,4
31,25876,19,1
37,25877,10,4
39,25877,21,3
55,25878,7,5
57,25878,1,3
32,25879,13,5
34,25879,2,1
32,25880,5,5
34,25880,1,2
33,25881,3,2
35,25881,7,4
16,25882,22,1
18,25882,13,3
14,25883,5,3
16,25883,21,2
37,25884,3,3
39,25884,22,5
21,25885,12,3
23,25885,2,5
13,25886,12,5
15,25886,2,2
11,25887,17,4
13,25887,22,4
38,25888,3,2
40,25888,10,1
30,25889,14,4
32,25889,17,1
50,25890,22,5
52,25890,2,2
1,25891,9,2
57,25891,15,2
49,25892,4,3
51,25892,19,3
23,25893,11,5
25,25893,16,5
34,25894,24,5
36,25894,6,5
21,25895,16,1
23,25895,11,3
16,25896,7,3
18,25896,5,5
48,25897,15,1
50,25897,11,2
1,25898,7,3
57,25898,25,5
48,25899,7,5
50,25899,25,3
26,25900,18,4
28,25900,25,3
23,25901,25,3
25,25901,9,1
12,25902,7,3
14,25902,4,5
32,25903,18,5
34,25903,2,1
48,25904,24,3
50,25904,22,1
25,25905,5,1
27,25905,23,5
1,25906,5,1
3,25906,18,4
13,25907,23,5
15,25907,19,4
14,25908,11,1
16,25908,10,4
32,25909,14,1
34,25909,13,4
30,25910,7,3
32,25910,1,2
22,25911,22,5
24,25911,1,4
14,25912,9,3
16,25912,10,5
38,25913,4,1
40,25913,8,3
21,25914,22,4
23,25914,1,1
51,25915,16,1
53,25915,4,4
24,25916,12,5
26,25916,23,5
48,25917,2,5
50,25917,21,4
38,25918,25,5
40,25918,17,5
5,25919,23,3
7,25919,9,5
43,25920,13,5
45,25920,11,5
14,25921,6,3
16,25921,19,5
48,25922,23,4
50,25922,1,3
4,25923,15,3
6,25923,11,2
39,25924,10,5
41,25924,19,3
47,25925,18,5
49,25925,7,5
31,25926,16,4
33,25926,20,4
53,25927,2,2
55,25927,12,1
2,25928,20,5
4,25928,8,3
17,25929,23,4
19,25929,12,2
16,25930,24,1
18,25930,2,2
45,25931,23,4
47,25931,6,4
13,25932,16,3
15,25932,9,1
39,25933,10,4
41,25933,19,1
23,25934,25,4
25,25934,15,5
2,25935,6,2
4,25935,25,5
39,25936,2,5
41,25936,25,3
42,25937,14,4
44,25937,4,2
4,25938,12,2
6,25938,2,1
38,25939,24,4
40,25939,12,2
42,25940,18,4
44,25940,7,5
13,25941,12,5
15,25941,21,2
31,25942,3,2
33,25942,10,2
40,25943,11,5
42,25943,2,2
44,25944,21,4
46,25944,3,5
17,25945,10,1
19,25945,13,4
30,25946,7,5
32,25946,24,2
46,25947,19,3
48,25947,4,5
25,25948,3,2
27,25948,10,4
4,25949,10,2
6,25949,24,4
15,25950,24,5
17,25950,16,4
20,25951,2,2
22,25951,4,5
34,25952,9,1
36,25952,18,1
39,25953,18,4
41,25953,4,5
27,25954,10,3
29,25954,8,2
39,25955,24,1
41,25955,12,3
54,25956,8,4
56,25956,9,3
8,25957,21,1
10,25957,6,2
41,25958,16,4
43,25958,1,4
30,25959,11,4
32,25959,9,2
13,25960,12,1
15,25960,10,5
7,25961,20,3
9,25961,9,5
29,25962,13,3
31,25962,23,4
37,25963,2,1
39,25963,21,5
17,25964,1,3
19,25964,11,4
14,25965,13,4
16,25965,3,4
14,25966,4,3
16,25966,11,3
19,25967,18,2
21,25967,23,3
11,25968,8,2
13,25968,24,1
40,25969,23,2
42,25969,6,1
2,25970,8,3
4,25970,18,2
22,25971,21,1
24,25971,19,4
1,25972,10,4
3,25972,9,5
47,25973,12,4
49,25973,1,2
51,25974,2,4
53,25974,11,1
2,25975,17,5
4,25975,7,1
45,25976,17,4
47,25976,3,2
39,25977,9,5
41,25977,3,1
34,25978,7,1
36,25978,18,4
11,25979,4,2
13,25979,4,3
18,25980,13,1
20,25980,13,4
1,25981,19,2
57,25981,2,5
23,25982,17,2
25,25982,18,5
47,25983,8,1
49,25983,2,3
31,25984,4,3
33,25984,10,1
53,25985,8,4
55,25985,13,1
46,25986,7,4
48,25986,1,5
7,25987,16,2
9,25987,4,4
42,25988,11,1
44,25988,10,2
27,25989,12,5
29,25989,19,5
51,25990,13,1
53,25990,2,5
38,25991,4,3
40,25991,20,1
15,25992,6,3
17,25992,14,2
37,25993,4,2
39,25993,24,4
34,25994,20,5
36,25994,21,1
9,25995,8,5
11,25995,6,3
1,25996,1,5
3,25996,4,3
1,25997,2,2
3,25997,2,3
35,25998,12,2
37,25998,25,2
29,25999,19,1
31,25999,5,3
46,26000,19,3
48,26000,10,4
7,26001,16,1
9,26001,21,2
51,26002,18,1
53,26002,23,3
42,26003,11,2
44,26003,25,3
26,26004,22,4
28,26004,1,1
55,26005,10,2
57,26005,13,4
25,26006,23,4
27,26006,6,1
9,26007,23,1
11,26007,5,5
36,26008,10,1
38,26008,2,5
2,26009,15,5
4,26009,16,1
56,26010,9,1
58,26010,1,1
22,26011,12,3
24,26011,1,2
45,26012,3,1
47,26012,14,3
24,26013,15,2
26,26013,1,1
48,26014,22,3
50,26014,11,1
54,26015,16,5
56,26015,1,1
45,26016,2,5
47,26016,18,5
5,26017,19,4
7,26017,15,4
34,26018,9,5
36,26018,17,3
19,26019,9,5
21,26019,22,2
41,26020,6,1
43,26020,19,4
3,26021,14,4
5,26021,2,1
10,26022,16,2
12,26022,9,4
35,26023,23,3
37,26023,15,3
8,26024,20,2
10,26024,20,2
32,26025,18,3
34,26025,15,3
43,26026,14,5
45,26026,24,1
17,26027,10,2
19,26027,3,2
29,26028,17,1
31,26028,20,5
53,26029,23,2
55,26029,1,3
15,26030,6,3
17,26030,24,4
49,26031,20,2
51,26031,13,4
44,26032,17,4
46,26032,9,2
29,26033,3,1
31,26033,12,3
21,26034,14,4
23,26034,18,4
26,26035,23,3
28,26035,1,3
2,26036,23,2
4,26036,9,1
12,26037,13,4
14,26037,13,4
45,26038,1,4
47,26038,3,5
47,26039,3,4
49,26039,4,5
47,26040,15,1
49,26040,12,2
39,26041,17,2
41,26041,18,4
30,26042,5,2
32,26042,24,1
43,26043,10,5
45,26043,22,3
34,26044,23,3
36,26044,7,5
11,26045,6,5
13,26045,14,2
32,26046,7,3
34,26046,8,1
32,26047,12,1
34,26047,7,2
23,26048,24,4
25,26048,10,3
30,26049,2,5
32,26049,13,3
31,26050,13,5
33,26050,5,1
30,26051,9,5
32,26051,2,3
9,26052,13,5
11,26052,17,2
32,26053,15,3
34,26053,25,2
48,26054,15,1
50,26054,3,2
54,26055,5,3
56,26055,21,4
10,26056,2,5
12,26056,19,5
53,26057,17,3
55,26057,1,4
22,26058,8,3
24,26058,19,3
3,26059,3,2
5,26059,22,4
10,26060,11,3
12,26060,24,2
26,26061,9,3
28,26061,20,5
2,26062,3,2
4,26062,1,3
54,26063,9,5
56,26063,10,3
36,26064,25,2
38,26064,12,1
30,26065,10,3
32,26065,13,3
7,26066,20,2
9,26066,20,5
56,26067,13,1
58,26067,22,1
29,26068,17,1
31,26068,2,4
2,26069,22,1
58,26069,19,1
30,26070,10,4
32,26070,9,1
4,26071,7,5
6,26071,9,5
47,26072,25,2
49,26072,6,5
1,26073,13,5
57,26073,25,2
45,26074,19,2
47,26074,1,4
46,26075,8,5
48,26075,16,3
16,26076,22,2
18,26076,8,1
31,26077,21,2
33,26077,7,4
30,26078,2,5
32,26078,16,3
38,26079,6,1
40,26079,7,3
40,26080,8,3
42,26080,11,3
9,26081,18,4
11,26081,10,1
5,26082,18,3
7,26082,20,3
10,26083,5,1
12,26083,25,5
24,26084,21,3
26,26084,16,4
3,26085,23,4
5,26085,11,1
29,26086,2,2
31,26086,8,5
27,26087,5,5
29,26087,19,5
12,26088,10,3
14,26088,20,2
50,26089,6,2
52,26089,3,4
15,26090,13,1
17,26090,21,2
56,26091,3,5
58,26091,22,1
23,26092,21,1
25,26092,24,5
2,26093,9,3
4,26093,14,5
18,26094,10,5
20,26094,4,4
35,26095,20,3
37,26095,4,5
2,26096,15,3
4,26096,6,5
24,26097,4,4
26,26097,7,4
40,26098,22,4
42,26098,16,3
2,26099,12,3
58,26099,24,2
22,26100,6,1
24,26100,8,3
18,26101,5,4
20,26101,16,3
27,26102,17,4
29,26102,13,1
17,26103,24,4
19,26103,20,1
33,26104,18,1
35,26104,2,4
26,26105,15,2
28,26105,19,5
49,26106,17,3
51,26106,9,4
18,26107,19,2
20,26107,14,5
31,26108,2,4
33,26108,15,2
17,26109,2,1
19,26109,16,4
4,26110,11,2
6,26110,18,3
29,26111,9,1
31,26111,7,1
54,26112,15,3
56,26112,15,2
51,26113,14,4
53,26113,12,3
44,26114,6,3
46,26114,3,2
21,26115,7,4
23,26115,18,4
48,26116,10,3
50,26116,15,5
42,26117,22,3
44,26117,8,4
50,26118,16,2
52,26118,14,3
37,26119,19,2
39,26119,6,1
31,26120,10,1
33,26120,11,2
33,26121,9,1
35,26121,11,2
23,26122,3,1
25,26122,3,3
17,26123,9,2
19,26123,9,2
43,26124,25,3
45,26124,20,3
13,26125,20,2
15,26125,1,5
42,26126,9,3
44,26126,11,2
50,26127,7,1
52,26127,19,5
7,26128,21,4
9,26128,4,2
45,26129,8,5
47,26129,16,4
46,26130,17,3
48,26130,6,5
33,26131,18,5
35,26131,18,4
13,26132,25,2
15,26132,7,5
43,26133,2,1
45,26133,4,1
8,26134,22,3
10,26134,10,1
56,26135,17,5
58,26135,21,4
56,26136,13,1
58,26136,18,1
5,26137,22,5
7,26137,21,5
20,26138,13,5
22,26138,5,1
7,26139,15,2
9,26139,20,4
21,26140,22,2
23,26140,24,5
54,26141,21,1
56,26141,22,5
36,26142,9,2
38,26142,3,5
38,26143,16,2
40,26143,12,3
45,26144,17,3
47,26144,15,3
55,26145,3,1
57,26145,7,1
14,26146,2,5
16,26146,18,3
20,26147,16,3
22,26147,19,4
9,26148,10,5
11,26148,7,1
54,26149,19,2
56,26149,3,1
9,26150,14,3
11,26150,10,4
12,26151,21,4
14,26151,20,4
38,26152,18,2
40,26152,23,2
25,26153,20,4
27,26153,12,3
20,26154,11,2
22,26154,24,5
2,26155,19,2
4,26155,20,3
21,26156,1,1
23,26156,7,1
37,26157,10,1
39,26157,23,5
14,26158,1,5
16,26158,24,3
23,26159,2,4
25,26159,5,3
43,26160,11,2
45,26160,6,3
4,26161,23,2
6,26161,14,5
54,26162,19,3
56,26162,13,1
41,26163,17,5
43,26163,15,1
45,26164,6,2
47,26164,20,5
12,26165,20,3
14,26165,23,3
18,26166,13,3
20,26166,21,3
12,26167,13,1
14,26167,14,4
34,26168,25,2
36,26168,9,1
20,26169,18,4
22,26169,22,5
49,26170,22,3
51,26170,18,5
12,26171,5,3
14,26171,7,1
29,26172,1,5
31,26172,11,2
2,26173,7,4
58,26173,15,4
41,26174,24,2
43,26174,20,5
38,26175,15,2
40,26175,20,3
55,26176,7,4
57,26176,16,1
16,26177,16,2
18,26177,3,5
19,26178,21,4
21,26178,1,3
38,26179,24,5
40,26179,25,4
10,26180,4,5
12,26180,5,4
39,26181,12,4
41,26181,11,5
42,26182,17,4
44,26182,20,3
32,26183,14,4
34,26183,3,2
56,26184,4,3
58,26184,24,3
18,26185,16,2
20,26185,22,5
43,26186,23,3
45,26186,22,3
20,26187,6,5
22,26187,17,2
12,26188,6,2
14,26188,10,3
35,26189,25,4
37,26189,10,2
18,26190,4,4
20,26190,16,1
38,26191,15,5
40,26191,11,5
39,26192,5,3
41,26192,19,5
20,26193,15,4
22,26193,15,5
26,26194,2,2
28,26194,19,1
34,26195,25,4
36,26195,19,2
32,26196,17,2
34,26196,10,1
8,26197,21,4
10,26197,17,3
45,26198,5,3
47,26198,18,2
39,26199,24,4
41,26199,20,5
48,26200,22,3
50,26200,9,1
29,26201,7,4
31,26201,17,5
44,26202,9,4
46,26202,24,2
26,26203,14,3
28,26203,3,2
37,26204,10,1
39,26204,20,3
37,26205,17,4
39,26205,10,1
5,26206,24,5
7,26206,17,5
50,26207,7,2
52,26207,21,5
16,26208,14,5
18,26208,18,3
50,26209,17,4
52,26209,9,4
10,26210,16,3
12,26210,4,1
12,26211,10,5
14,26211,21,2
29,26212,10,2
31,26212,12,3
15,26213,10,5
17,26213,17,5
41,26214,14,4
43,26214,22,3
56,26215,24,2
58,26215,5,3
20,26216,20,2
22,26216,7,2
46,26217,10,1
48,26217,1,4
22,26218,4,3
24,26218,11,1
47,26219,23,5
49,26219,12,5
24,26220,7,4
26,26220,9,1
8,26221,21,1
10,26221,15,3
52,26222,1,3
54,26222,6,5
25,26223,21,5
27,26223,3,3
34,26224,13,4
36,26224,4,1
28,26225,17,3
30,26225,24,5
33,26226,7,4
35,26226,25,4
17,26227,5,3
19,26227,18,2
40,26228,9,5
42,26228,16,5
40,26229,24,1
42,26229,19,5
50,26230,14,1
52,26230,24,3
5,26231,7,4
7,26231,5,2
20,26232,12,1
22,26232,4,3
16,26233,24,3
18,26233,16,4
50,26234,9,4
52,26234,8,4
32,26235,20,4
34,26235,15,3
44,26236,16,2
46,26236,15,4
28,26237,18,3
30,26237,4,4
40,26238,13,4
42,26238,16,5
54,26239,20,3
56,26239,3,3
19,26240,14,4
21,26240,24,1
40,26241,13,4
42,26241,10,3
37,26242,15,5
39,26242,9,5
34,26243,25,4
36,26243,2,1
1,26244,16,3
57,26244,2,2
1,26245,1,3
3,26245,2,4
25,26246,23,2
27,26246,4,3
56,26247,18,3
58,26247,6,3
35,26248,22,2
37,26248,19,4
40,26249,4,2
42,26249,23,3
33,26250,6,3
35,26250,16,4
2,26251,10,4
58,26251,15,5
18,26252,23,4
20,26252,24,3
15,26253,22,1
17,26253,13,4
28,26254,19,3
30,26254,10,1
46,26255,13,3
48,26255,6,2
7,26256,10,2
9,26256,10,3
5,26257,17,4
7,26257,20,2
2,26258,19,5
58,26258,8,5
50,26259,10,5
52,26259,23,4
7,26260,1,1
9,26260,7,2
51,26261,24,4
53,26261,12,1
11,26262,20,2
