stock_in_id,line_no,product_id,quantity,unit_cost,line_amount
30079,3,1102,31,47.4,1469.4
30079,4,1103,36,48.98,1763.28
30079,5,1104,16,50.56,808.96
30079,6,1105,21,47.4,995.4
30079,7,1106,26,48.98,1273.48
30079,8,1107,31,50.56,1567.36
30079,9,1108,36,47.4,1706.4
30079,10,1109,16,48.98,783.68
30080,1,1110,22,48.98,1077.56
30080,2,1111,27,50.56,1365.12
30080,3,1112,32,47.4,1516.8
30080,4,1113,37,48.98,1812.26
30080,5,1114,17,50.56,859.52
30080,6,1115,22,47.4,1042.8
30080,7,1116,27,48.98,1322.46
30080,8,1117,32,50.56,1617.92
30080,9,1118,37,47.4,1753.8
30080,10,1119,17,48.98,832.66
30081,1,1120,19,48.98,930.62
30081,2,1121,24,50.56,1213.44
30081,3,1122,29,47.4,1374.6
30081,4,1123,34,48.98,1665.32
30081,5,1124,14,50.56,707.84
30081,6,1125,19,47.4,900.6
30081,7,1126,24,48.98,1175.52
30081,8,1127,29,50.56,1466.24
30081,9,1128,34,47.4,1611.6
30081,10,1129,14,48.98,685.72
30082,1,1130,20,48.98,979.6
30082,2,1131,25,50.56,1264.0
30082,3,1132,30,47.4,1422.0
30082,4,1133,35,48.98,1714.3
30082,5,1134,15,50.56,758.4
30082,6,1135,20,47.4,948.0
30082,7,1136,25,48.98,1224.5
30082,8,1137,30,50.56,1516.8
30082,9,1138,35,47.4,1659.0
30082,10,1139,15,48.98,734.7
30083,1,1150,22,48.98,1077.56
30083,2,1151,27,50.56,1365.12
30083,3,1152,32,47.4,1516.8
30083,4,1153,37,48.98,1812.26
30083,5,1154,17,50.56,859.52
30083,6,1155,22,47.4,1042.8
30083,7,1156,27,48.98,1322.46
30083,8,1157,32,50.56,1617.92
30083,9,1158,37,47.4,1753.8
30083,10,1159,17,48.98,832.66
30084,1,1160,19,48.98,930.62
30084,2,1161,24,50.56,1213.44
30084,3,1162,29,47.4,1374.6
30084,4,1163,34,48.98,1665.32
30084,5,1164,14,50.56,707.84
30084,6,1165,19,47.4,900.6
30084,7,1166,24,48.98,1175.52
30084,8,1167,29,50.56,1466.24
30084,9,1168,34,47.4,1611.6
30084,10,1169,14,48.98,685.72
30085,1,1170,20,48.98,979.6
30085,2,1171,25,50.56,1264.0
30085,3,1172,30,47.4,1422.0
30085,4,1173,35,48.98,1714.3
30085,5,1174,15,50.56,758.4
30085,6,1175,20,47.4,948.0
30085,7,1176,25,48.98,1224.5
30085,8,1177,30,50.56,1516.8
30085,9,1178,35,47.4,1659.0
30085,10,1179,15,48.98,734.7
30086,1,1180,21,48.98,1028.58
30086,2,1181,26,50.56,1314.56
30086,3,1182,31,47.4,1469.4
30086,4,1183,36,48.98,1763.28
30086,5,1184,16,50.56,808.96
30086,6,1185,21,47.4,995.4
30086,7,1186,26,48.98,1273.48
30086,8,1187,31,50.56,1567.36
30086,9,1188,36,47.4,1706.4
30086,10,1189,16,48.98,783.68
30087,1,1200,19,48.98,930.62
30087,2,1201,24,50.56,1213.44
30087,3,1202,29,47.4,1374.6
30087,4,1203,34,48.98,1665.32
30087,5,1204,14,50.56,707.84
30087,6,1205,19,47.4,900.6
30087,7,1206,24,48.98,1175.52
30087,8,1207,29,50.56,1466.24
30087,9,1208,34,47.4,1611.6
30087,10,1209,14,48.98,685.72
30088,1,1210,20,48.98,979.6
30088,2,1211,25,50.56,1264.0
30088,3,1212,30,47.4,1422.0
30088,4,1213,35,48.98,1714.3
30088,5,1214,15,50.56,758.4
30088,6,1215,20,47.4,948.0
30088,7,1216,25,48.98,1224.5
30088,8,1217,30,50.56,1516.8
30088,9,1218,35,47.4,1659.0
30088,10,1219,15,48.98,734.7
30089,1,1220,21,48.98,1028.58
30089,2,1221,26,50.56,1314.56
30089,3,1222,31,47.4,1469.4
30089,4,1223,36,48.98,1763.28
30089,5,1224,16,50.56,808.96
30089,6,1225,21,47.4,995.4
30089,7,1226,26,48.98,1273.48
30089,8,1227,31,50.56,1567.36
30089,9,1228,36,47.4,1706.4
30089,10,1229,16,48.98,783.68
30090,1,1230,22,48.98,1077.56
30090,2,1231,27,50.56,1365.12
30090,3,1232,32,47.4,1516.8
30090,4,1233,37,48.98,1812.26
30090,5,1234,17,50.56,859.52
30090,6,1235,22,47.4,1042.8
30090,7,1236,27,48.98,1322.46
30090,8,1237,32,50.56,1617.92
30090,9,1238,37,47.4,1753.8
30090,10,1239,17,48.98,832.66
30091,1,1250,20,48.98,979.6
30091,2,1251,25,50.56,1264.0
30091,3,1252,30,47.4,1422.0
30091,4,1253,35,48.98,1714.3
30091,5,1254,15,50.56,758.4
30091,6,1255,20,47.4,948.0
30091,7,1256,25,48.98,1224.5
30091,8,1257,30,50.56,1516.8
30091,9,1258,35,47.4,1659.0
30091,10,1259,15,48.98,734.7
30092,1,1260,21,48.98,1028.58
30092,2,1261,26,50.56,1314.56
30092,3,1262,31,47.4,1469.4
30092,4,1263,36,48.98,1763.28
30092,5,1264,16,50.56,808.96
30092,6,1265,21,47.4,995.4
30092,7,1266,26,48.98,1273.48
30092,8,1267,31,50.56,1567.36
30092,9,1268,36,47.4,1706.4
30092,10,1269,16,48.98,783.68
30093,1,1270,22,48.98,1077.56
30093,2,1271,27,50.56,1365.12
30093,3,1272,32,47.4,1516.8
30093,4,1273,37,48.98,1812.26
30093,5,1274,17,50.56,859.52
30093,6,1275,22,47.4,1042.8
30093,7,1276,27,48.98,1322.46
30093,8,1277,32,50.56,1617.92
30093,9,1278,37,47.4,1753.8
30093,10,1279,17,48.98,832.66
30094,1,1280,19,48.98,930.62
30094,2,1281,24,50.56,1213.44
30094,3,1282,29,47.4,1374.6
30094,4,1283,34,48.98,1665.32
30094,5,1284,14,50.56,707.84
30094,6,1285,19,47.4,900.6
30094,7,1286,24,48.98,1175.52
30094,8,1287,29,50.56,1466.24
30094,9,1288,34,47.4,1611.6
30094,10,1289,14,48.98,685.72
30095,1,1300,21,48.98,1028.58
30095,2,1301,26,50.56,1314.56
30095,3,1302,31,47.4,1469.4
30095,4,1303,36,48.98,1763.28
30095,5,1304,16,50.56,808.96
30095,6,1305,21,47.4,995.4
30095,7,1306,26,48.98,1273.48
30095,8,1307,31,50.56,1567.36
30095,9,1308,36,47.4,1706.4
30095,10,1309,16,48.98,783.68
30096,1,1310,22,48.98,1077.56
30096,2,1311,27,50.56,1365.12
30096,3,1312,32,47.4,1516.8
30096,4,1313,37,48.98,1812.26
30096,5,1314,17,50.56,859.52
30096,6,1315,22,47.4,1042.8
30096,7,1316,27,48.98,1322.46
30096,8,1317,32,50.56,1617.92
30096,9,1318,37,47.4,1753.8
30096,10,1319,17,48.98,832.66
30097,1,1320,19,48.98,930.62
30097,2,1321,24,50.56,1213.44
30097,3,1322,29,47.4,1374.6
30097,4,1323,34,48.98,1665.32
30097,5,1324,14,50.56,707.84
30097,6,1325,19,47.4,900.6
30097,7,1326,24,48.98,1175.52
30097,8,1327,29,50.56,1466.24
30097,9,1328,34,47.4,1611.6
30097,10,1329,14,48.98,685.72
30098,1,1330,20,48.98,979.6
30098,2,1331,25,50.56,1264.0
30098,3,1332,30,47.4,1422.0
30098,4,1333,35,48.98,1714.3
30098,5,1334,15,50.56,758.4
30098,6,1335,20,47.4,948.0
30098,7,1336,25,48.98,1224.5
30098,8,1337,30,50.56,1516.8
30098,9,1338,35,47.4,1659.0
30098,10,1339,15,48.98,734.7
30099,1,1350,22,48.98,1077.56
30099,2,1351,27,50.56,1365.12
30099,3,1352,32,47.4,1516.8
30099,4,1353,37,48.98,1812.26
30099,5,1354,17,50.56,859.52
30099,6,1355,22,47.4,1042.8
30099,7,1356,27,48.98,1322.46
30099,8,1357,32,50.56,1617.92
30099,9,1358,37,47.4,1753.8
30099,10,1359,17,48.98,832.66
30100,1,1360,19,48.98,930.62
30100,2,1361,24,50.56,1213.44
30100,3,1362,29,47.4,1374.6
30100,4,1363,34,48.98,1665.32
30100,5,1364,14,50.56,707.84
30100,6,1365,19,47.4,900.6
30100,7,1366,24,48.98,1175.52
30100,8,1367,29,50.56,1466.24
30100,9,1368,34,47.4,1611.6
30100,10,1369,14,48.98,685.72
30101,1,1370,20,48.98,979.6
30101,2,1371,25,50.56,1264.0
30101,3,1372,30,47.4,1422.0
30101,4,1373,35,48.98,1714.3
30101,5,1374,15,50.56,758.4
30101,6,1375,20,47.4,948.0
30101,7,1376,25,48.98,1224.5
30101,8,1377,30,50.56,1516.8
30101,9,1378,35,47.4,1659.0
30101,10,1379,15,48.98,734.7
30102,1,1380,21,48.98,1028.58
30102,2,1381,26,50.56,1314.56
30102,3,1382,31,47.4,1469.4
30102,4,1383,36,48.98,1763.28
30102,5,1384,16,50.56,808.96
30102,6,1385,21,47.4,995.4
30102,7,1386,26,48.98,1273.48
30102,8,1387,31,50.56,1567.36
30102,9,1388,36,47.4,1706.4
30102,10,1389,16,48.98,783.68
30103,1,1400,19,48.98,930.62
30103,2,1401,24,50.56,1213.44
30103,3,1402,29,47.4,1374.6
30103,4,1403,34,48.98,1665.32
30103,5,1404,14,50.56,707.84
30103,6,1405,19,47.4,900.6
30103,7,1406,24,48.98,1175.52
30103,8,1407,29,50.56,1466.24
30103,9,1408,34,47.4,1611.6
30103,10,1409,14,48.98,685.72
30104,1,1410,20,48.98,979.6
30104,2,1411,25,50.56,1264.0
30104,3,1412,30,47.4,1422.0
30104,4,1413,35,48.98,1714.3
30104,5,1414,15,50.56,758.4
30104,6,1415,20,47.4,948.0
30104,7,1416,25,48.98,1224.5
30104,8,1417,30,50.56,1516.8
30104,9,1418,35,47.4,1659.0
30104,10,1419,15,48.98,734.7
30105,1,1420,21,48.98,1028.58
30105,2,1421,26,50.56,1314.56
30105,3,1422,31,47.4,1469.4
30105,4,1423,36,48.98,1763.28
30105,5,1424,16,50.56,808.96
30105,6,1425,21,47.4,995.4
30105,7,1426,26,48.98,1273.48
30105,8,1427,31,50.56,1567.36
30105,9,1428,36,47.4,1706.4
30105,10,1429,16,48.98,783.68
30106,1,1430,22,48.98,1077.56
30106,2,1431,27,50.56,1365.12
30106,3,1432,32,47.4,1516.8
30106,4,1433,37,48.98,1812.26
30106,5,1434,17,50.56,859.52
30106,6,1435,22,47.4,1042.8
30106,7,1436,27,48.98,1322.46
30106,8,1437,32,50.56,1617.92
30106,9,1438,37,47.4,1753.8
30106,10,1439,17,48.98,832.66
30107,1,1450,20,48.98,979.6
30107,2,1451,25,50.56,1264.0
30107,3,1452,30,47.4,1422.0
30107,4,1453,35,48.98,1714.3
30107,5,1454,15,50.56,758.4
30107,6,1455,20,47.4,948.0
30107,7,1456,25,48.98,1224.5
30107,8,1457,30,50.56,1516.8
30107,9,1458,35,47.4,1659.0
30107,10,1459,15,48.98,734.7
30108,1,1460,21,48.98,1028.58
30108,2,1461,26,50.56,1314.56
30108,3,1462,31,47.4,1469.4
30108,4,1463,36,48.98,1763.28
30108,5,1464,16,50.56,808.96
30108,6,1465,21,47.4,995.4
30108,7,1466,26,48.98,1273.48
30108,8,1467,31,50.56,1567.36
30108,9,1468,36,47.4,1706.4
30108,10,1469,16,48.98,783.68
30109,1,1470,22,48.98,1077.56
30109,2,1471,27,50.56,1365.12
30109,3,1472,32,47.4,1516.8
30109,4,1473,37,48.98,1812.26
30109,5,1474,17,50.56,859.52
30109,6,1475,22,47.4,1042.8
30109,7,1476,27,48.98,1322.46
30109,8,1477,32,50.56,1617.92
30109,9,1478,37,47.4,1753.8
30109,10,1479,17,48.98,832.66
30110,1,1480,19,48.98,930.62
30110,2,1481,24,50.56,1213.44
30110,3,1482,29,47.4,1374.6
30110,4,1483,34,48.98,1665.32
30110,5,1484,14,50.56,707.84
30110,6,1485,19,47.4,900.6
30110,7,1486,24,48.98,1175.52
30110,8,1487,29,50.56,1466.24
30110,9,1488,34,47.4,1611.6
30110,10,1489,14,48.98,685.72
30111,1,1500,21,48.98,1028.58
30111,2,1501,26,50.56,1314.56
30111,3,1502,31,47.4,1469.4
30111,4,1503,36,48.98,1763.28
30111,5,1504,16,50.56,808.96
30111,6,1505,21,47.4,995.4
30111,7,1506,26,48.98,1273.48
30111,8,1507,31,50.56,1567.36
30111,9,1508,36,47.4,1706.4
30111,10,1509,16,48.98,783.68
30112,1,1510,22,48.98,1077.56
30112,2,1511,27,50.56,1365.12
30112,3,1512,32,47.4,1516.8
30112,4,1513,37,48.98,1812.26
30112,5,1514,17,50.56,859.52
30112,6,1515,22,47.4,1042.8
30112,7,1516,27,48.98,1322.46
30112,8,1517,32,50.56,1617.92
30112,9,1518,37,47.4,1753.8
30112,10,1519,17,48.98,832.66
30113,1,1520,19,48.98,930.62
30113,2,1521,24,50.56,1213.44
30113,3,1522,29,47.4,1374.6
30113,4,1523,34,48.98,1665.32
30113,5,1524,14,50.56,707.84
30113,6,1525,19,47.4,900.6
30113,7,1526,24,48.98,1175.52
30113,8,1527,29,50.56,1466.24
30113,9,1528,34,47.4,1611.6
30113,10,1529,14,48.98,685.72
30114,1,1530,20,48.98,979.6
30114,2,1531,25,50.56,1264.0
30114,3,1532,30,47.4,1422.0
30114,4,1533,35,48.98,1714.3
30114,5,1534,15,50.56,758.4
30114,6,1535,20,47.4,948.0
30114,7,1536,25,48.98,1224.5
30114,8,1537,30,50.56,1516.8
30114,9,1538,35,47.4,1659.0
30114,10,1539,15,48.98,734.7
30115,1,1550,22,48.98,1077.56
30115,2,1551,27,50.56,1365.12
30115,3,1552,32,47.4,1516.8
30115,4,1553,37,48.98,1812.26
30115,5,1554,17,50.56,859.52
30115,6,1555,22,47.4,1042.8
30115,7,1556,27,48.98,1322.46
30115,8,1557,32,50.56,1617.92
30115,9,1558,37,47.4,1753.8
30115,10,1559,17,48.98,832.66
30116,1,1560,19,48.98,930.62
30116,2,1561,24,50.56,1213.44
30116,3,1562,29,47.4,1374.6
30116,4,1563,34,48.98,1665.32
30116,5,1564,14,50.56,707.84
30116,6,1565,19,47.4,900.6
30116,7,1566,24,48.98,1175.52
30116,8,1567,29,50.56,1466.24
30116,9,1568,34,47.4,1611.6
30116,10,1569,14,48.98,685.72
30117,1,1570,20,48.98,979.6
30117,2,1571,25,50.56,1264.0
30117,3,1572,30,47.4,1422.0
30117,4,1573,35,48.98,1714.3
30117,5,1574,15,50.56,758.4
30117,6,1575,20,47.4,948.0
30117,7,1576,25,48.98,1224.5
30117,8,1577,30,50.56,1516.8
30117,9,1578,35,47.4,1659.0
30117,10,1579,15,48.98,734.7
30118,1,1580,21,48.98,1028.58
30118,2,1581,26,50.56,1314.56
30118,3,1582,31,47.4,1469.4
30118,4,1583,36,48.98,1763.28
30118,5,1584,16,50.56,808.96
30118,6,1585,21,47.4,995.4
30118,7,1586,26,48.98,1273.48
30118,8,1587,31,50.56,1567.36
30118,9,1588,36,47.4,1706.4
30118,10,1589,16,48.98,783.68
30119,1,1600,19,48.98,930.62
30119,2,1601,24,50.56,1213.44
30119,3,1602,29,47.4,1374.6
30119,4,1603,34,48.98,1665.32
30119,5,1604,14,50.56,707.84
30119,6,1605,19,47.4,900.6
30119,7,1606,24,48.98,1175.52
30119,8,1607,29,50.56,1466.24
30119,9,1608,34,47.4,1611.6
30119,10,1609,14,48.98,685.72
30120,1,1610,20,48.98,979.6
30120,2,1611,25,50.56,1264.0
30120,3,1612,30,47.4,1422.0
30120,4,1613,35,48.98,1714.3
30120,5,1614,15,50.56,758.4
30120,6,1615,20,47.4,948.0
30120,7,1616,25,48.98,1224.5
30120,8,1617,30,50.56,1516.8
30120,9,1618,35,47.4,1659.0
30120,10,1619,15,48.98,734.7
30121,1,1620,21,48.98,1028.58
30121,2,1621,26,50.56,1314.56
30121,3,1622,31,47.4,1469.4
30121,4,1623,36,48.98,1763.28
30121,5,1624,16,50.56,808.96
30121,6,1625,21,47.4,995.4
30121,7,1626,26,48.98,1273.48
30121,8,1627,31,50.56,1567.36
30121,9,1628,36,47.4,1706.4
30121,10,1629,16,48.98,783.68
30122,1,1630,22,48.98,1077.56
30122,2,1631,27,50.56,1365.12
30122,3,1632,32,47.4,1516.8
30122,4,1633,37,48.98,1812.26
30122,5,1634,17,50.56,859.52
30122,6,1635,22,47.4,1042.8
30122,7,1636,27,48.98,1322.46
30122,8,1637,32,50.56,1617.92
30122,9,1638,37,47.4,1753.8
30122,10,1639,17,48.98,832.66
30123,1,1650,20,48.98,979.6
30123,2,1651,25,50.56,1264.0
30123,3,1652,30,47.4,1422.0
30123,4,1653,35,48.98,1714.3
30123,5,1654,15,50.56,758.4
30123,6,1655,20,47.4,948.0
30123,7,1656,25,48.98,1224.5
30123,8,1657,30,50.56,1516.8
30123,9,1658,35,47.4,1659.0
30123,10,1659,15,48.98,734.7
30124,1,1660,21,48.98,1028.58
30124,2,1661,26,50.56,1314.56
30124,3,1662,31,47.4,1469.4
30124,4,1663,36,48.98,1763.28
30124,5,1664,16,50.56,808.96
30124,6,1665,21,47.4,995.4
30124,7,1666,26,48.98,1273.48
30124,8,1667,31,50.56,1567.36
30124,9,1668,36,47.4,1706.4
30124,10,1669,16,48.98,783.68
30125,1,1670,22,48.98,1077.56
30125,2,1671,27,50.56,1365.12
30125,3,1672,32,47.4,1516.8
30125,4,1673,37,48.98,1812.26
30125,5,1674,17,50.56,859.52
30125,6,1675,22,47.4,1042.8
30125,7,1676,27,48.98,1322.46
30125,8,1677,32,50.56,1617.92
30125,9,1678,37,47.4,1753.8
30125,10,1679,17,48.98,832.66
30126,1,1680,19,48.98,930.62
30126,2,1681,24,50.56,1213.44
30126,3,1682,29,47.4,1374.6
30126,4,1683,34,48.98,1665.32
30126,5,1684,14,50.56,707.84
30126,6,1685,19,47.4,900.6
30126,7,1686,24,48.98,1175.52
30126,8,1687,29,50.56,1466.24
30126,9,1688,34,47.4,1611.6
30126,10,1689,14,48.98,685.72
30127,1,1700,21,48.98,1028.58
30127,2,1701,26,50.56,1314.56
30127,3,1702,31,47.4,1469.4
30127,4,1703,36,48.98,1763.28
30127,5,1704,16,50.56,808.96
30127,6,1705,21,47.4,995.4
30127,7,1706,26,48.98,1273.48
30127,8,1707,31,50.56,1567.36
30127,9,1708,36,47.4,1706.4
30127,10,1709,16,48.98,783.68
30128,1,1710,22,48.98,1077.56
30128,2,1711,27,50.56,1365.12
30128,3,1712,32,47.4,1516.8
30128,4,1713,37,48.98,1812.26
30128,5,1714,17,50.56,859.52
30128,6,1715,22,47.4,1042.8
30128,7,1716,27,48.98,1322.46
30128,8,1717,32,50.56,1617.92
30128,9,1718,37,47.4,1753.8
30128,10,1719,17,48.98,832.66
30129,1,1720,19,48.98,930.62
30129,2,1721,24,50.56,1213.44
30129,3,1722,29,47.4,1374.6
30129,4,1723,34,48.98,1665.32
30129,5,1724,14,50.56,707.84
30129,6,1725,19,47.4,900.6
30129,7,1726,24,48.98,1175.52
30129,8,1727,29,50.56,1466.24
30129,9,1728,34,47.4,1611.6
30129,10,1729,14,48.98,685.72
30130,1,1730,20,48.98,979.6
30130,2,1731,25,50.56,1264.0
30130,3,1732,30,47.4,1422.0
30130,4,1733,35,48.98,1714.3
30130,5,1734,15,50.56,758.4
30130,6,1735,20,47.4,948.0
30130,7,1736,25,48.98,1224.5
30130,8,1737,30,50.56,1516.8
30130,9,1738,35,47.4,1659.0
30130,10,1739,15,48.98,734.7
30131,1,1750,22,48.98,1077.56
30131,2,1751,27,50.56,1365.12
30131,3,1752,32,47.4,1516.8
30131,4,1753,37,48.98,1812.26
30131,5,1754,17,50.56,859.52
30131,6,1755,22,47.4,1042.8
30131,7,1756,27,48.98,1322.46
30131,8,1757,32,50.56,1617.92
30131,9,1758,37,47.4,1753.8
30131,10,1759,17,48.98,832.66
30132,1,1760,19,48.98,930.62
30132,2,1761,24,50.56,1213.44
30132,3,1762,29,47.4,1374.6
30132,4,1763,34,48.98,1665.32
30132,5,1764,14,50.56,707.84
30132,6,1765,19,47.4,900.6
30132,7,1766,24,48.98,1175.52
30132,8,1767,29,50.56,1466.24
30132,9,1768,34,47.4,1611.6
30132,10,1769,14,48.98,685.72
30133,1,1770,20,48.98,979.6
30133,2,1771,25,50.56,1264.0
30133,3,1772,30,47.4,1422.0
30133,4,1773,35,48.98,1714.3
30133,5,1774,15,50.56,758.4
30133,6,1775,20,47.4,948.0
30133,7,1776,25,48.98,1224.5
30133,8,1777,30,50.56,1516.8
30133,9,1778,35,47.4,1659.0
30133,10,1779,15,48.98,734.7
30134,1,1780,21,48.98,1028.58
30134,2,1781,26,50.56,1314.56
30134,3,1782,31,47.4,1469.4
30134,4,1783,36,48.98,1763.28
30134,5,1784,16,50.56,808.96
30134,6,1785,21,47.4,995.4
30134,7,1786,26,48.98,1273.48
30134,8,1787,31,50.56,1567.36
30134,9,1788,36,47.4,1706.4
30134,10,1789,16,48.98,783.68
30135,1,1800,19,48.98,930.62
30135,2,1801,24,50.56,1213.44
30135,3,1802,29,47.4,1374.6
30135,4,1803,34,48.98,1665.32
30135,5,1804,14,50.56,707.84
30135,6,1805,19,47.4,900.6
30135,7,1806,24,48.98,1175.52
30135,8,1807,29,50.56,1466.24
30135,9,1808,34,47.4,1611.6
30135,10,1809,14,48.98,685.72
30136,1,1810,20,48.98,979.6
30136,2,1811,25,50.56,1264.0
30136,3,1812,30,47.4,1422.0
30136,4,1813,35,48.98,1714.3
30136,5,1814,15,50.56,758.4
30136,6,1815,20,47.4,948.0
30136,7,1816,25,48.98,1224.5
30136,8,1817,30,50.56,1516.8
30136,9,1818,35,47.4,1659.0
30136,10,1819,15,48.98,734.7
30137,1,1820,21,48.98,1028.58
30137,2,1821,26,50.56,1314.56
30137,3,1822,31,47.4,1469.4
30137,4,1823,36,48.98,1763.28
30137,5,1824,16,50.56,808.96
30137,6,1825,21,47.4,995.4
30137,7,1826,26,48.98,1273.48
30137,8,1827,31,50.56,1567.36
30137,9,1828,36,47.4,1706.4
30137,10,1829,16,48.98,783.68
30138,1,1830,22,48.98,1077.56
30138,2,1831,27,50.56,1365.12
30138,3,1832,32,47.4,1516.8
30138,4,1833,37,48.98,1812.26
30138,5,1834,17,50.56,859.52
30138,6,1835,22,47.4,1042.8
30138,7,1836,27,48.98,1322.46
30138,8,1837,32,50.56,1617.92
30138,9,1838,37,47.4,1753.8
30138,10,1839,17,48.98,832.66
30139,1,1850,20,48.98,979.6
30139,2,1851,25,50.56,1264.0
30139,3,1852,30,47.4,1422.0
30139,4,1853,35,48.98,1714.3
30139,5,1854,15,50.56,758.4
30139,6,1855,20,47.4,948.0
30139,7,1856,25,48.98,1224.5
30139,8,1857,30,50.56,1516.8
30139,9,1858,35,47.4,1659.0
30139,10,1859,15,48.98,734.7
30140,1,1860,21,48.98,1028.58
30140,2,1861,26,50.56,1314.56
30140,3,1862,31,47.4,1469.4
30140,4,1863,36,48.98,1763.28
30140,5,1864,16,50.56,808.96
30140,6,1865,21,47.4,995.4
30140,7,1866,26,48.98,1273.48
30140,8,1867,31,50.56,1567.36
30140,9,1868,36,47.4,1706.4
30140,10,1869,16,48.98,783.68
30141,1,1870,22,48.98,1077.56
30141,2,1871,27,50.56,1365.12
30141,3,1872,32,47.4,1516.8
30141,4,1873,37,48.98,1812.26
30141,5,1874,17,50.56,859.52
30141,6,1875,22,47.4,1042.8
30141,7,1876,27,48.98,1322.46
30141,8,1877,32,50.56,1617.92
30141,9,1878,37,47.4,1753.8
30141,10,1879,17,48.98,832.66
30142,1,1880,19,48.98,930.62
30142,2,1881,24,50.56,1213.44
30142,3,1882,29,47.4,1374.6
30142,4,1883,34,48.98,1665.32
30142,5,1884,14,50.56,707.84
30142,6,1885,19,47.4,900.6
30142,7,1886,24,48.98,1175.52
30142,8,1887,29,50.56,1466.24
30142,9,1888,34,47.4,1611.6
30142,10,1889,14,48.98,685.72
30143,1,1900,21,48.98,1028.58
30143,2,1901,26,50.56,1314.56
30143,3,1902,31,47.4,1469.4
30143,4,1903,36,48.98,1763.28
30143,5,1904,16,50.56,808.96
30143,6,1905,21,47.4,995.4
30143,7,1906,26,48.98,1273.48
30143,8,1907,31,50.56,1567.36
30143,9,1908,36,47.4,1706.4
30143,10,1909,16,48.98,783.68
30144,1,1910,22,48.98,1077.56
30144,2,1911,27,50.56,1365.12
30144,3,1912,32,47.4,1516.8
30144,4,1913,37,48.98,1812.26
30144,5,1914,17,50.56,859.52
30144,6,1915,22,47.4,1042.8
30144,7,1916,27,48.98,1322.46
30144,8,1917,32,50.56,1617.92
30144,9,1918,37,47.4,1753.8
30144,10,1919,17,48.98,832.66
30145,1,1920,19,48.98,930.62
30145,2,1921,24,50.56,1213.44
30145,3,1922,29,47.4,1374.6
30145,4,1923,34,48.98,1665.32
30145,5,1924,14,50.56,707.84
30145,6,1925,19,47.4,900.6
30145,7,1926,24,48.98,1175.52
30145,8,1927,29,50.56,1466.24
30145,9,1928,34,47.4,1611.6
30145,10,1929,14,48.98,685.72
30146,1,1930,20,48.98,979.6
30146,2,1931,25,50.56,1264.0
30146,3,1932,30,47.4,1422.0
30146,4,1933,35,48.98,1714.3
30146,5,1934,15,50.56,758.4
30146,6,1935,20,47.4,948.0
30146,7,1936,25,48.98,1224.5
30146,8,1937,30,50.56,1516.8
30146,9,1938,35,47.4,1659.0
30146,10,1939,15,48.98,734.7
30147,1,1950,22,48.98,1077.56
30147,2,1951,27,50.56,1365.12
30147,3,1952,32,47.4,1516.8
30147,4,1953,37,48.98,1812.26
30147,5,1954,17,50.56,859.52
30147,6,1955,22,47.4,1042.8
30147,7,1956,27,48.98,1322.46
30147,8,1957,32,50.56,1617.92
30147,9,1958,37,47.4,1753.8
30147,10,1959,17,48.98,832.66
30148,1,1960,19,48.98,930.62
30148,2,1961,24,50.56,1213.44
30148,3,1962,29,47.4,1374.6
30148,4,1963,34,48.98,1665.32
30148,5,1964,14,50.56,707.84
30148,6,1965,19,47.4,900.6
30148,7,1966,24,48.98,1175.52
30148,8,1967,29,50.56,1466.24
30148,9,1968,34,47.4,1611.6
30148,10,1969,14,48.98,685.72
30149,1,1970,20,48.98,979.6
30149,2,1971,25,50.56,1264.0
30149,3,1972,30,47.4,1422.0
30149,4,1973,35,48.98,1714.3
30149,5,1974,15,50.56,758.4
30149,6,1975,20,47.4,948.0
30149,7,1976,25,48.98,1224.5
30149,8,1977,30,50.56,1516.8
30149,9,1978,35,47.4,1659.0
30149,10,1979,15,48.98,734.7
30150,1,1980,21,48.98,1028.58
30150,2,1981,26,50.56,1314.56
30150,3,1982,31,47.4,1469.4
30150,4,1983,36,48.98,1763.28
30150,5,1984,16,50.56,808.96
30150,6,1985,21,47.4,995.4
30150,7,1986,26,48.98,1273.48
30150,8,1987,31,50.56,1567.36
30150,9,1988,36,47.4,1706.4
30150,10,1989,16,48.98,783.68
30151,1,2000,19,48.98,930.62
30151,2,2001,24,50.56,1213.44
30151,3,2002,29,47.4,1374.6
30151,4,2003,34,48.98,1665.32
30151,5,2004,14,50.56,707.84
30151,6,2005,19,47.4,900.6
30151,7,2006,24,48.98,1175.52
30151,8,2007,29,50.56,1466.24
30151,9,2008,34,47.4,1611.6
30151,10,2009,14,48.98,685.72
30152,1,2010,20,48.98,979.6
30152,2,2011,25,50.56,1264.0
30152,3,2012,30,47.4,1422.0
30152,4,2013,35,48.98,1714.3
30152,5,2014,15,50.56,758.4
30152,6,2015,20,47.4,948.0
30152,7,2016,25,48.98,1224.5
30152,8,2017,30,50.56,1516.8
30152,9,2018,35,47.4,1659.0
30152,10,2019,15,48.98,734.7
30153,1,2020,21,48.98,1028.58
30153,2,2021,26,50.56,1314.56
30153,3,2022,31,47.4,1469.4
30153,4,2023,36,48.98,1763.28
30153,5,2024,16,50.56,808.96
30153,6,2025,21,47.4,995.4
30153,7,2026,26,48.98,1273.48
30153,8,2027,31,50.56,1567.36
30153,9,2028,36,47.4,1706.4
30153,10,2029,16,48.98,783.68
