source_site,source_item_id,source_query_category,source_category_path,title,isbn,authors,publisher,publish_year,publish_date_raw,page_count,language,category_name,unit,suggested_unit_price,status,source_url
当当网,29678669,美学,人文社科>哲学宗教>美学,康德 美学 时间性问题研究,DD29678669,刘凯,商务印书馆,2023,2023-10-02,265,中文,美学,本,77.70,onsale,https://product.dangdang.com/29678669.html
当当网,23526921,美学,人文社科>哲学宗教>美学,美学 十五讲 第二版) 凌继尧 名家通识讲座书系 国内畅销美学教科书之一。美学家宗白华弟子撰写，醇正北大美学风范。图文并茂，融汇中西。,DD23526921,凌继尧,北京大学出版社,2014,2014-07-01,242,中文,美学,本,44.10,onsale,https://product.dangdang.com/23526921.html
当当网,29489669,美学,人文社科>哲学宗教>美学,西南联大 美学 通识课 提升生活品质。朱光潜、朱自清，填补国内美学通识读本空白,DD29489669,朱光潜; 朱自清; 紫图图书,天津人民出版社,2022,2022-11-01,265,中文,美学,本,41.90,onsale,https://product.dangdang.com/29489669.html
当当网,11847017347,美学,人文社科>哲学宗教>美学,美学 国际：当代国际 美学 家访谈录 刘悦笛 中国社会科学出版社【新华书店正版图书书籍】 新华书店 正版全新书籍 正规发票 多仓就近发货 85%城市次日送达！,DD11847017347,刘悦笛,中国社会科学出版社,2010,2010-07-01,399,中文,美学,本,10.50,onsale,https://product.dangdang.com/11847017347.html
当当网,11942957333,美学,人文社科>哲学宗教>美学,美学 是什么周宪 著北京大学出版社9787301258965 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD11942957333,周宪,北京大学出版社,2015,2015-09-01,403,中文,美学,本,3.00,onsale,https://product.dangdang.com/11942957333.html
当当网,12100020718,法律法规,人文社科>法律>法律法规,中华人民共和国 法律法规 注释本系列：刑法、民法典劳动法、道路交通、治安管理、消费者权益保护法、工伤保险、反间谍等,DD12100020718,作者待详情补采,出版社待详情补采,,,255,中文,法律法规,本,6.90,onsale,https://product.dangdang.com/12100020718.html
当当网,11176023385,法律法规,人文社科>法律>法律法规,法律法规 汇编(2020国家统一法律职业资格考试),DD11176023385,拓朴法考,中国法制,2019,2019-10-01,270,中文,法律法规,本,53.41,onsale,https://product.dangdang.com/11176023385.html
当当网,11035178614,法律法规,人文社科>法律>法律法规,法律法规 汇编(2020国家统一法律职业资格考试),DD11035178614,拓朴法考,中国法制,2019,2019-10-01,270,中文,法律法规,本,53.60,onsale,https://product.dangdang.com/11035178614.html
当当网,12524814491,法律法规,人文社科>法律>法律法规,法律法规 考点指引 2021年公安机关招录人民警察考试辅导读本 公安考试书籍 司法警察考试 民警公安招聘考试用书公安大学出,DD12524814491,无,中国人民公安大学出版社,,,274,中文,法律法规,本,88.49,onsale,https://product.dangdang.com/12524814491.html
当当网,12424333668,法律法规,人文社科>法律>法律法规,法律法规 考点指引 2021年公安机关招录人民警察考试辅导读本 公安考试书籍 司法警察考试 民警公安招聘考试用书公安大学出,DD12424333668,无,中国人民公安大学出版社,,,275,中文,法律法规,本,88.99,onsale,https://product.dangdang.com/12424333668.html
当当网,1763056517,法律法规,人文社科>法律>法律法规,法律法规 全书(第18版),DD1763056517,中华人民共和国司法部|; 卜范杰..,中国法制,2020,2020-07-01,226,中文,法律法规,本,116.20,onsale,https://product.dangdang.com/1763056517.html
当当网,11039490594,法律法规,人文社科>法律>法律法规,法律法规 全书(第18版),DD11039490594,中华人民共和国司法部|; 卜范杰,中国法制,2020,2020-07-01,278,中文,法律法规,本,116.30,onsale,https://product.dangdang.com/11039490594.html
当当网,1718195149,法律法规,人文社科>法律>法律法规,法律法规 全书(第18版) 新华正版 团购优惠请咨询客服,DD1718195149,中华人民共和国司法部|; 卜范杰..,中国法制,2020,2020-07-01,231,中文,法律法规,本,117.00,onsale,https://product.dangdang.com/1718195149.html
当当网,1751954468,法律法规,人文社科>法律>法律法规,法律法规 全书(第18版),DD1751954468,中华人民共和国司法部|; 卜范杰..,中国法制,2020,2020-07-01,235,中文,法律法规,本,117.90,onsale,https://product.dangdang.com/1751954468.html
当当网,11178705965,法律法规,人文社科>法律>法律法规,法律法规 全书(第18版),DD11178705965,中华人民共和国司法部|; 卜范杰,中国法制,2020,2020-07-01,283,中文,法律法规,本,117.90,onsale,https://product.dangdang.com/11178705965.html
当当网,12100020522,法律法规,人文社科>法律>法律法规,法律法规 全书2025:医疗 安全生产 市场监管 生态环境保护 金融 公安 道路交通 劳动和社会保障 财税 农业农村 刑法,DD12100020522,作者待详情补采,出版社待详情补采,,,248,中文,法律法规,本,43.20,onsale,https://product.dangdang.com/12100020522.html
当当网,11019107734,法律法规,人文社科>法律>法律法规,旅游 法律法规 应试一本全(修订本)/全国导游人员资格考试辅导丛书,DD11019107734,刘丽红,山西经济,2013,2013-07-01,267,中文,法律法规,本,8.90,onsale,https://product.dangdang.com/11019107734.html
当当网,11956502997,法律法规,人文社科>法律>法律法规,期货 法律法规 汇编(第十一版) 中国期货业协会 中国财政经济出版社一【新华书店正版图书书籍】 新华书店 正版全新书籍 正规发票 多仓就近发货 85%城市次日送达！,DD11956502997,中国期货业协会,中国财政经济出版社一,2020,2020-04-01,287,中文,法律法规,本,15.60,onsale,https://product.dangdang.com/11956502997.html
当当网,12407154619,法律法规,人文社科>法律>法律法规,期货 法律法规 汇编(第十一版) 中国财政经济出版社 【新华书店自营】,DD12407154619,中国期货业协会,中国财政经济出版社,2019,2019-08-01,273,中文,法律法规,本,15.60,onsale,https://product.dangdang.com/12407154619.html
当当网,12384103086,法律法规,人文社科>法律>法律法规,期货 法律法规 汇编（第十一版）· 中国期货业协会 中国财政经济出版社一 新华书店正版书籍 新华书店 全新正版书籍 正规发票,DD12384103086,中国期货业协会,中国财政经济出版社一,2019,2019-01-01,269,中文,法律法规,本,15.80,onsale,https://product.dangdang.com/12384103086.html
当当网,11024180594,法律法规,人文社科>法律>法律法规,新增 法律法规 重点解读与配套测试(B册2019国家统一法律职业资格考试新大纲辅导用书),DD11024180594,飞跃考试辅导中心,中国法制,2019,2019-05-01,268,中文,法律法规,本,18.70,onsale,https://product.dangdang.com/11024180594.html
当当网,11155276935,法律法规,人文社科>法律>法律法规,新增 法律法规 重点解读与配套测试(B册2019国家统一法律职业资格考试新大纲辅导用书),DD11155276935,飞跃考试辅导中心,中国法制,2019,2019-05-01,278,中文,法律法规,本,18.71,onsale,https://product.dangdang.com/11155276935.html
当当网,12313361583,法律法规,人文社科>法律>法律法规,瑞达 法律法规 杨帆讲三国法 法律法规 一本通 法考教材 另售钟秀勇民法刘凤科刑法 2020国家统一法律职业资格考 【速开发票，优质售后，支持7天无理由退换】,DD12313361583,杨帆,中国商务出版社,2019,2019-11-01,269,中文,法律法规,本,14.65,onsale,https://product.dangdang.com/12313361583.html
当当网,1761867716,法律法规,人文社科>法律>法律法规,新增 法律法规 重点解读与配套测试(B册2019国家统一法律职业资格考试新大纲辅导用书),DD1761867716,飞跃考试辅导中心,中国法制,2019,2019-05-01,235,中文,法律法规,本,18.90,onsale,https://product.dangdang.com/1761867716.html
当当网,11039164554,法律法规,人文社科>法律>法律法规,新增 法律法规 重点解读与配套测试(B册)/2020国家统一法律职业资格考试新大纲辅导用书,DD11039164554,飞跃考试辅导中心|; 斐岳,中国法制,2020,2020-07-01,272,中文,法律法规,本,21.30,onsale,https://product.dangdang.com/11039164554.html
当当网,11972894064,法律法规,人文社科>法律>法律法规,经济 法律法规 四版 法律知识自学书 附数字资源和同步训练书 中等职业财经商贸专业在职人员培训 中等职业教育规划书籍,DD11972894064,李新霞,高等教育出版社,,,284,中文,法律法规,本,24.00,onsale,https://product.dangdang.com/11972894064.html
当当网,11972895344,法律法规,人文社科>法律>法律法规,经济 法律法规 四版+ 同步训练 李新霞 会计专业 4版 高等教育 李新霞 中等职业财经商贸专业在职人员培训图书籍,DD11972895344,无,高等教育出版社,,,286,中文,法律法规,本,45.00,onsale,https://product.dangdang.com/11972895344.html
当当网,11974932205,法律法规,人文社科>法律>法律法规,【 法律法规 考点解读 】 【正版书籍】司法考试2022 2022年国家统一法律职业资格考试客观题指导用书（全2册）大纲法律 可开发票 如需请联系在线小当当客服,DD11974932205,国家统一法律职业资格考试客观题指导用书编辑委员会,法律出版社,,,276,中文,法律法规,本,53.15,onsale,https://product.dangdang.com/11974932205.html
当当网,12331993890,法律法规,人文社科>法律>法律法规,【 法律法规 考点解读 】 【正版书籍】司法考试2022 2022年国家统一法律职业资格考试客观题指导用书（全2册）大纲法律 【本店支持开发票 如需帮助请联系客服】,DD12331993890,国家统一法律职业资格考试客观题指导用书编辑委员会,法律出版社,,,281,中文,法律法规,本,54.59,onsale,https://product.dangdang.com/12331993890.html
当当网,12311789054,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 主观题考试专用 】 正版 2024法考主观题案例分析指导用书 全2册 司法考试官方主观题教材2024年国 正版可开发票 请联系在线当当客服,DD12311789054,国家统一法律职业资格考试案例分析指导用书编辑委员会组,法律出版社,,,274,中文,法律法规,本,144.74,onsale,https://product.dangdang.com/12311789054.html
当当网,11989613214,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 主观题考试专用 】 正版现货 2024法考主观题案例分析指导用书 全2册 司法考试官方主观题教材2024,DD11989613214,国家统一法律职业资格考试案例分析指导用书编辑委员会组,法律出版社,,,278,中文,法律法规,本,147.58,onsale,https://product.dangdang.com/11989613214.html
当当网,11994937683,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 主观题考试专用 】 正版现货 2024法考主观题案例分析指导用书 全2册 司法考试官方主观题教材2024 正版书店 支持开票,DD11994937683,国家统一法律职业资格考试案例分析指导用书编辑委员会组,法律出版社,,,293,中文,法律法规,本,150.99,onsale,https://product.dangdang.com/11994937683.html
当当网,12332032846,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 主观题考试专用 】 正版现货 2024法考主观题案例分析指导用书 全2册 司法考试官方主观题教材2024 法律法规汇编 主观题考试专用,DD12332032846,国家统一法律职业资格考试案例分析指导用书编辑委员会组,法律出版社,,,267,中文,法律法规,本,151.95,onsale,https://product.dangdang.com/12332032846.html
当当网,12411350088,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 主观题考试专用 】 【法考官方教材全套】司法考试2025年辅导教材法考资料案例分析指导用书大纲国家统一法 【发货以标题中括号内书籍为准】,DD12411350088,中国大陆,法律出版社,,,266,中文,法律法规,本,156.03,onsale,https://product.dangdang.com/12411350088.html
当当网,12352275290,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 主观题考试专用 】 【法考官方教材全套】司法考试2025年辅导教材法考资料案例分析指导用书大纲国家统一法 【发货以标题中括号内书籍为准】,DD12352275290,作者待详情补采,法律出版社,,,271,中文,法律法规,本,160.06,onsale,https://product.dangdang.com/12352275290.html
当当网,12313538343,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 】 2025年国家统一法律职业资格考试 法律法规 汇编 应试版教材国家统一法律资格职业考试案 正版商品 假一罚十 请放心下单，本店所有商品均可开票,DD12313538343,作者待详情补采,法律出版社,2022,2022-10-01,269,中文,法律法规,本,188.73,onsale,https://product.dangdang.com/12313538343.html
当当网,11950847363,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 】 2025年国家统一法律职业资格考试 法律法规 汇编 应试版教材国家统一法律资格职业考试案 正版书籍 七天无理由退换货【让您无忧购物】,DD11950847363,法律考试中心组,法律出版社,2022,2022-10-01,280,中文,法律法规,本,189.15,onsale,https://product.dangdang.com/11950847363.html
当当网,12411350108,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 应试版 】 【法考官方教材全套】司法考试2025年辅导教材法考资料案例分析指导用书大纲国家统一法律职业合 【发货以标题中括号内书籍为准】,DD12411350108,中国大陆,法律出版社,,,259,中文,法律法规,本,197.11,onsale,https://product.dangdang.com/12411350108.html
当当网,12352275310,法律法规,人文社科>法律>法律法规,【 法律法规 汇编 应试版 】 【法考官方教材全套】司法考试2025年辅导教材法考资料案例分析指导用书大纲国家统一法律职业合 【发货以标题中括号内书籍为准】,DD12352275310,作者待详情补采,法律出版社,,,264,中文,法律法规,本,202.18,offsale,https://product.dangdang.com/12352275310.html
当当网,12313478013,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（应试版） 2025年国家统一法律职业资格考试 】 【正版现货】2025法考应试版法条 2025年国家统一 正版商品 假一罚十 请放心下单，本店所有商品均可开票,DD12313478013,法律考试中心组,法律出版社,2022,2022-10-01,266,中文,法律法规,本,212.89,onsale,https://product.dangdang.com/12313478013.html
当当网,12313538023,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（教学版）（全9册） 】 2025年国家统一法律职业资格考试 法律法规 汇编 应试版教材国家统一法律资格职业考 正版商品 假一罚十 请放心下单，本店所有商品均可开票,DD12313538023,作者待详情补采,法律出版社,2022,2022-10-01,264,中文,法律法规,本,223.46,offsale,https://product.dangdang.com/12313538023.html
当当网,11973498240,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 2025法考 】 任选正版 2025年国家统一法律职业资格考试应知应会268核心考点 法 全店支持开发票,DD11973498240,法律考试中心,法律出版社,,,281,中文,法律法规,本,225.44,onsale,https://product.dangdang.com/11973498240.html
当当网,11988715404,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 2025法考 】 任选正版 2025年国家统一法律职业资格考试 法律法规 汇编 主观题考试专 正版可开发票 请联系在线当当客服,DD11988715404,法律考试中心组,法律出版社,,,281,中文,法律法规,本,226.44,onsale,https://product.dangdang.com/11988715404.html
当当网,11975099830,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 2025法考 】 任选正版 2025年国家统一法律职业资格考试主观题历年真题阅评与分析 全店支持开发票,DD11975099830,法律考试中心组,法律出版社,,,285,中文,法律法规,本,225.44,onsale,https://product.dangdang.com/11975099830.html
当当网,12368881349,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 2025法考 】 任选正版 2025年国家统一法律职业资格考试 法律法规 汇编 主观题考试专 【本店支持开发票 如需帮助请联系客服】,DD12368881349,法律考试中心组,法律出版社,,,286,中文,法律法规,本,227.94,onsale,https://product.dangdang.com/12368881349.html
当当网,12313480373,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（主观题考试专用） 2025法考 】 任选正版 2025年法考客观题 2025年国家统一法律职业资格考试应 正版商品 假一罚十 请放心下单，本店所有商品均可开票,DD12313480373,法律考试中心组,法律出版社,,,268,中文,法律法规,本,226.48,onsale,https://product.dangdang.com/12313480373.html
当当网,11950843313,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（教学版）（全9册） 】 2025年国家统一法律职业资格考试 法律法规 汇编 应试版教材国家统一法律资格职业考 正版书籍 七天无理由退换货【让您无忧购物】,DD11950843313,法律考试中心组,法律出版社,2022,2022-10-01,271,中文,法律法规,本,224.80,onsale,https://product.dangdang.com/11950843313.html
当当网,11975809170,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（主观题考试专用） 2025法考 】 任选正版 2025年法考客观题 2025年国家统一法律职业资格考试应 全店支持开发票,DD11975809170,法律考试中心组,法律出版社,,,281,中文,法律法规,本,225.44,onsale,https://product.dangdang.com/11975809170.html
当当网,12313426283,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 2025法考 】 任选正版 2025年国家统一法律职业资格考试 法律法规 汇编 主观题考试专 正版商品 假一罚十 请放心下单，本店所有商品均可开票,DD12313426283,法律考试中心组,法律出版社,,,268,中文,法律法规,本,226.48,onsale,https://product.dangdang.com/12313426283.html
当当网,11987268524,法律法规,人文社科>法律>法律法规,【 法律法规 汇编：主观题考试专用 2025法考 】 任选正版 2025年国家统一法律职业资格考试 法律法规 汇编 主观题考试专 法律法规汇编：主观题考试专用 2025法考,DD11987268524,法律考试中心组,法律出版社,,,286,中文,法律法规,本,239.88,onsale,https://product.dangdang.com/11987268524.html
当当网,11975099700,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（应试版） 2025法考 】 任选正版 2025年国家统一法律职业资格考试主观题历年真题阅评与分析 法律出 全店支持开发票,DD11975099700,法律考试中心组,法律出版社,,,281,中文,法律法规,本,271.34,onsale,https://product.dangdang.com/11975099700.html
当当网,12368881369,法律法规,人文社科>法律>法律法规,【 法律法规 汇编（应试版） 2025法考 】 任选正版 2025年国家统一法律职业资格考试 法律法规 汇编 主观题考试专用 2 【本店支持开发票 如需帮助请联系客服】,DD12368881369,法律考试中心组,法律出版社,,,288,中文,法律法规,本,273.84,onsale,https://product.dangdang.com/12368881369.html
当当网,11845265817,法学理论,人文社科>法律>法学理论,法学理论 与实践问题研究 郭晓岚著 汕头大学出版社【新华书店正版图书书籍】 新华书店 正版全新书籍 正规发票 多仓就近发货 85%城市次日送达！,DD11845265817,郭晓岚,汕头大学出版社,2019,2019-07-01,283,中文,法学理论,本,16.20,onsale,https://product.dangdang.com/11845265817.html
当当网,12360658689,法学理论,人文社科>法律>法学理论,法学理论 论文集 张友渔 著 社会科学文献出版社 【速开发票，优质售后，支持7天无理由退换】,DD12360658689,张友渔,社会科学文献出版社,2003,2003-11-01,289,中文,法学理论,本,8.62,onsale,https://product.dangdang.com/12360658689.html
当当网,11933167677,法学理论,人文社科>法律>法学理论,法学理论 与实践问题研究 法学文集 汕头大学出版社 全新正版 七天无理由退货 团购优惠 正规发票,DD11933167677,郭晓岚,汕头大学出版社,2018,2018-05-01,286,中文,法学理论,本,10.90,onsale,https://product.dangdang.com/11933167677.html
当当网,12335055445,法学理论,人文社科>法律>法学理论,法学理论 论文集 张友渔 等著 社会科学文献出版社，【正版可开发票】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12335055445,张友渔,社会科学文献出版社,2003,2003-11-01,272,中文,法学理论,本,9.00,onsale,https://product.dangdang.com/12335055445.html
当当网,12322765434,法学理论,人文社科>法律>法学理论,法学理论 论文集张友渔 著社会科学文献出版社9787801901064 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12322765434,作者待详情补采,社会科学文献出版社,2003,2003-11-01,274,中文,法学理论,本,15.70,onsale,https://product.dangdang.com/12322765434.html
当当网,12312946573,法学理论,人文社科>法律>法学理论,法学理论 前沿论坛 张文显 编 科学出版社 【速开发票，优质售后，支持7天无理由退换】,DD12312946573,张文显,科学出版社,2003,2003-01-01,278,中文,法学理论,本,17.62,onsale,https://product.dangdang.com/12312946573.html
当当网,11611426896,法学理论,人文社科>法律>法学理论,法学理论 与实践问题研究 郭晓岚 汕头大学出版社，【正版保证】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11611426896,郭晓岚,汕头大学出版社,2010,2010-01-01,280,中文,法学理论,本,19.00,onsale,https://product.dangdang.com/11611426896.html
当当网,11999251223,法学理论,人文社科>法律>法学理论,法学理论 与实践问题研究 郭晓岚 汕头大学出版社【正版】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD11999251223,作者待详情补采,汕头大学出版社,2010,2010-01-01,279,中文,法学理论,本,19.00,offsale,https://product.dangdang.com/11999251223.html
当当网,12336019525,法学理论,人文社科>法律>法学理论,法学理论 与实践问题研究 郭晓岚 汕头大学出版社【正版书】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,DD12336019525,郭晓岚,汕头大学出版社,2010,2010-01-01,272,中文,法学理论,本,20.00,onsale,https://product.dangdang.com/12336019525.html
当当网,12433040416,法学理论,人文社科>法律>法学理论,法学理论 与实践问题研究 郭晓岚著 汕头大学出版社 【新华书店正版书籍】,DD12433040416,郭晓岚,汕头大学出版社,2019,2019-07-01,263,中文,法学理论,本,24.00,onsale,https://product.dangdang.com/12433040416.html
当当网,12427717887,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学出版社 全新正版，可开发票,DD12427717887,尹少成,中国政法大学出版社,,,289,中文,法学理论,本,25.92,onsale,https://product.dangdang.com/12427717887.html
当当网,12340948469,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学出版社 可开发票，保证正版,DD12340948469,尹少成,中国政法大学出版社,,,285,中文,法学理论,本,25.92,onsale,https://product.dangdang.com/12340948469.html
当当网,12360968021,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学出版社,DD12360968021,尹少成,中国政法大学出版社,,,273,中文,法学理论,本,25.92,onsale,https://product.dangdang.com/12360968021.html
当当网,11985466454,法学理论,人文社科>法律>法学理论,"法学理论 与实践探索 郭长星,武洁,杨忠敏 辽宁大学出版社有限责任公司 政治、法律 正版保障·七天无理由退换·企业采购/团购咨询客服享大额优惠",DD11985466454,郭长星,辽宁大学出版社有限责任公司,2014,2014-10-01,288,中文,法学理论,本,28.70,onsale,https://product.dangdang.com/11985466454.html
当当网,12304139262,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学出版社 可开发票，支持7天无理由退换货,DD12304139262,尹少成,中国政法大学出版社,,,268,中文,法学理论,本,26.40,onsale,https://product.dangdang.com/12304139262.html
当当网,12378198477,法学理论,人文社科>法律>法学理论,法学理论 与实践探索 七天无理由退货 团购优惠 正规发票,DD12378198477,郭长星,辽宁大学出版社有限责任公司,2014,2014-10-01,292,中文,法学理论,本,28.70,offsale,https://product.dangdang.com/12378198477.html
当当网,12335302913,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学出版社 可开发票，保证正版,DD12335302913,尹少成,中国政法大学出版社,,,267,中文,法学理论,本,26.40,onsale,https://product.dangdang.com/12335302913.html
当当网,11956974043,法学理论,人文社科>法律>法学理论,法学理论 经纬与实践前沿探索任薇中国商业出版社9787520821766,DD11956974043,任薇,中国商业出版社,2022,2022-09-01,284,中文,法学理论,本,31.90,onsale,https://product.dangdang.com/11956974043.html
当当网,11838809232,法学理论,人文社科>法律>法学理论,法学理论 经纬与实践前沿探索任薇中国商业出版社9787520821766,DD11838809232,任薇,中国商业出版社,2022,2022-09-01,280,中文,法学理论,本,35.90,onsale,https://product.dangdang.com/11838809232.html
当当网,12313596718,法学理论,人文社科>法律>法学理论,法学理论 前沿.. 书籍非全新 85-99成新，以实拍图为准发货，介意勿拍,DD12313596718,殷啸虎; 叶青,上海社会科学院出版社,2016,2016-01-01,281,中文,法学理论,本,28.90,onsale,https://product.dangdang.com/12313596718.html
当当网,12313842742,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学出版社【正版速发 包邮】,DD12313842742,作者待详情补采,中国政法大学出版社,,,272,中文,法学理论,本,36.64,onsale,https://product.dangdang.com/12313842742.html
当当网,12346932170,法学理论,人文社科>法律>法学理论,法学理论 前沿,DD12346932170,作者待详情补采,上海社会科学院出版社,2016,2016-06-01,273,中文,法学理论,本,27.00,onsale,https://product.dangdang.com/12346932170.html
当当网,12484642177,法学理论,人文社科>法律>法学理论,法学理论 与实践应用研究 李源源，季娜，杜俊锋著 中国原子能出版社 全新正版 七天无理由退货 团购优惠 正规发票,DD12484642177,李源源,中国原子能出版社,2024,2024-08-01,281,中文,法学理论,本,31.40,onsale,https://product.dangdang.com/12484642177.html
当当网,12323173020,法学理论,人文社科>法律>法学理论,法学理论 前沿殷啸虎、叶青 著上海社会科学院出版社9787552014211 正版旧书，保证质量，此书为单本而非一套，电子发票！,DD12323173020,殷啸虎; 叶青,上海社会科学院出版社,2016,2016-06-01,259,中文,法学理论,本,30.00,onsale,https://product.dangdang.com/12323173020.html
当当网,11950427440,法学理论,人文社科>法律>法学理论,法学理论 与法学实践研究 线装书局 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD11950427440,赵新颖; 王泳争,线装书局,2024,2024-05-01,272,中文,法学理论,本,33.90,onsale,https://product.dangdang.com/11950427440.html
当当网,12326007904,法学理论,人文社科>法律>法学理论,法学理论 公用事业价格规制的法律框架 尹少成 著 公用事业 行政管理 中国政法大学 9787576406412,DD12326007904,作者待详情补采,中国政法大学出版社,,,269,中文,法学理论,本,31.00,onsale,https://product.dangdang.com/12326007904.html
当当网,11969964299,法学理论,人文社科>法律>法学理论,"法学理论 与法学实践研究 赵新颖,,王泳争 著 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！",DD11969964299,赵新颖; 王泳争,线装书局,2024,2024-05-01,300,中文,法学理论,本,34.20,onsale,https://product.dangdang.com/11969964299.html
当当网,11969964349,法学理论,人文社科>法律>法学理论,"法学理论 与法学实践研究 赵新颖,,王泳争 著 线装书局 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！",DD11969964349,赵新颖; 王泳争,线装书局,2024,2024-05-01,296,中文,法学理论,本,34.20,onsale,https://product.dangdang.com/11969964349.html
当当网,11924778467,法学理论,人文社科>法律>法学理论,法学理论 经纬与实践前沿探索 中国商业出版社 任薇 著,DD11924778467,任薇,中国商业出版社,2023,2023-05-01,291,中文,法学理论,本,31.90,onsale,https://product.dangdang.com/11924778467.html
当当网,12362320997,法学理论,人文社科>法律>法学理论,法学理论 与法学实践研究 线装书局 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD12362320997,赵新颖; 王泳争,线装书局,2024,2024-05-01,279,中文,法学理论,本,35.00,offsale,https://product.dangdang.com/12362320997.html
当当网,12366817956,法学理论,人文社科>法律>法学理论,法学理论 专题研究,DD12366817956,作者待详情补采,人民出版社,2024,2024-12-01,289,中文,法学理论,本,81.32,onsale,https://product.dangdang.com/12366817956.html
当当网,12362320957,法学理论,人文社科>法律>法学理论,法学理论 与法学实践研究 线装书局 新华书店正版，多仓就近发货，85%城市次日达，团购优惠咨询在线客服！,DD12362320957,赵新颖; 王泳争,线装书局,2024,2024-05-01,275,中文,法学理论,本,37.00,onsale,https://product.dangdang.com/12362320957.html
当当网,12311156243,法学理论,人文社科>法律>法学理论,"法学理论 与实践探索专著郭长星,武洁,杨忠敏著faxuelilunyushijiantans郭长星,武洁,杨忠敏辽宁大学出",DD12311156243,作者待详情补采,辽宁大学出版社,2023,2023-04-25,264,中文,法学理论,本,38.78,onsale,https://product.dangdang.com/12311156243.html
当当网,12491294947,法学理论,人文社科>法律>法学理论,"法学理论 与法学实践研究,李鹏 著,线装书局 【新华书店总店自营】 新华正版全新 正规发票 多仓就近发货 85%城市次日送达！团购优惠咨询：13284178503",DD12491294947,李鹏,线装书局,2024,2024-05-01,287,中文,法学理论,本,33.97,onsale,https://product.dangdang.com/12491294947.html
当当网,12311158733,法学理论,人文社科>法律>法学理论,法学理论 与法学实践研究李鹏线装书局9787512060920,DD12311158733,作者待详情补采,线装书局,2024,2024-05-01,270,中文,法学理论,本,43.00,onsale,https://product.dangdang.com/12311158733.html
当当网,12304153922,法学理论,人文社科>法律>法学理论,法学理论 航空器物权研究 李大朋著 航空器 物权 研究 中国政法大学出版社 可开发票，支持7天无理由退换货,DD12304153922,李大朋,中国政法大学出版社,,,267,中文,法学理论,本,40.48,onsale,https://product.dangdang.com/12304153922.html
当当网,11976504610,法学理论,人文社科>法律>法学理论,法学理论 航空器物权研究 李大朋著 航空器 物权 研究 中国政法大学出版社,DD11976504610,李大朋,中国政法大学出版社,2025,2025-08-05,275,中文,法学理论,本,40.00,onsale,https://product.dangdang.com/11976504610.html
当当网,12307296280,法学理论,人文社科>法律>法学理论,法学理论 航空器物权研究 李大朋著 航空器 物权 研究 中国政法大学出版社,DD12307296280,李大朋,中国政法大学出版社,,,275,中文,法学理论,本,40.48,onsale,https://product.dangdang.com/12307296280.html
