source_site,source_category_id,parent_source_category_id,category_name,source_category_path,source_url
当当网,48286,48284,水彩笔,创意文具>画具/画材>水彩笔,https://category.dangdang.com/cid10009458.html
当当网,48287,48284,蜡笔,创意文具>画具/画材>蜡笔,https://category.dangdang.com/cid10009459.html
当当网,48288,48284,油画棒,创意文具>画具/画材>油画棒,https://category.dangdang.com/cid10009460.html
当当网,48289,48284,丙烯颜料,创意文具>画具/画材>丙烯颜料,https://category.dangdang.com/cid10009461.html
当当网,48290,48284,水彩颜料,创意文具>画具/画材>水彩颜料,https://category.dangdang.com/cid10009463.html
当当网,48291,48284,水粉颜料,创意文具>画具/画材>水粉颜料,https://category.dangdang.com/cid10009464.html
当当网,48292,48284,画板/画架,创意文具>画具/画材>画板/画架,https://category.dangdang.com/cid10009466.html
当当网,48293,48284,绘图/白图纸,创意文具>画具/画材>绘图/白图纸,https://category.dangdang.com/cid10009467.html
当当网,48294,48284,描图/硫酸纸,创意文具>画具/画材>描图/硫酸纸,https://category.dangdang.com/cid10009468.html
当当网,48295,48284,毛边纸,创意文具>画具/画材>毛边纸,https://category.dangdang.com/cid10009469.html
当当网,48296,48284,铅画纸,创意文具>画具/画材>铅画纸,https://category.dangdang.com/cid10009470.html
当当网,48297,48284,素描/速写本,创意文具>画具/画材>素描/速写本,https://category.dangdang.com/cid10009471.html
当当网,48298,48284,书法用纸,创意文具>画具/画材>书法用纸,https://category.dangdang.com/cid10009471.html
当当网,48299,48284,水写布,创意文具>画具/画材>水写布,https://category.dangdang.com/cid10009473.html
当当网,48300,48284,宣纸,创意文具>画具/画材>宣纸,https://category.dangdang.com/cid10009473.html
当当网,48301,48284,字帖临摹纸,创意文具>画具/画材>字帖临摹纸,https://category.dangdang.com/cid10009475.html
当当网,48302,48284,儿童填色本,创意文具>画具/画材>儿童填色本,https://category.dangdang.com/cid10009476.html
当当网,48303,48284,毛笔,创意文具>画具/画材>毛笔,https://category.dangdang.com/cid10009649.html
当当网,48304,48284,其他,创意文具>画具/画材>其他,https://category.dangdang.com/cid10009530.html
当当网,48305,1000002,文房用品,创意文具>文房用品,https://category.dangdang.com/cid10009480.html
当当网,48306,48305,镇纸,创意文具>文房用品>镇纸,https://category.dangdang.com/cid10009481.html
当当网,48307,48305,印泥,创意文具>文房用品>印泥,https://category.dangdang.com/cid10009488.html
当当网,48308,48305,笔挂,创意文具>文房用品>笔挂,https://category.dangdang.com/cid10009482.html
当当网,48309,48305,章料,创意文具>文房用品>章料,https://category.dangdang.com/cid10009483.html
当当网,48310,48305,笔筒,创意文具>文房用品>笔筒,https://category.dangdang.com/cid10009483.html
当当网,48311,48305,笔架/笔搁,创意文具>文房用品>笔架/笔搁,https://category.dangdang.com/cid10009485.html
当当网,48312,48305,笔洗,创意文具>文房用品>笔洗,https://category.dangdang.com/cid10009486.html
当当网,48313,48305,毛毡,创意文具>文房用品>毛毡,https://category.dangdang.com/cid10009489.html
当当网,48314,48305,刻刀,创意文具>文房用品>刻刀,https://category.dangdang.com/cid10009490.html
当当网,48315,48305,墨汁,创意文具>文房用品>墨汁,https://category.dangdang.com/cid10009685.html
当当网,48316,48305,墨条,创意文具>文房用品>墨条,https://category.dangdang.com/cid10009686.html
当当网,48317,48305,砚台,创意文具>文房用品>砚台,https://category.dangdang.com/cid10009687.html
当当网,48318,1000002,办公用品,创意文具>办公用品,https://category.dangdang.com/cid10009493.html
当当网,48319,48318,笔架/笔插/笔筒,创意文具>办公用品>笔架/笔插/笔筒,https://category.dangdang.com/cid10009494.html
当当网,48320,48318,档案盒/档案袋,创意文具>办公用品>档案盒/档案袋,https://category.dangdang.com/cid10009496.html
当当网,48321,48318,风琴包/事务包,创意文具>办公用品>风琴包/事务包,https://category.dangdang.com/cid10009497.html
当当网,48322,48318,挂快劳夹,创意文具>办公用品>挂快劳夹,https://category.dangdang.com/cid10009498.html
当当网,48323,48318,卡套/证件套,创意文具>办公用品>卡套/证件套,https://category.dangdang.com/cid10009500.html
当当网,48324,48318,文件夹/文件袋,创意文具>办公用品>文件夹/文件袋,https://category.dangdang.com/cid10009499.html
当当网,48325,48318,名片盒/名片册,创意文具>办公用品>名片盒/名片册,https://category.dangdang.com/cid10009501.html
当当网,48326,48318,胶粘用品,创意文具>办公用品>胶粘用品,https://category.dangdang.com/cid10009548.html
当当网,48327,48318,计算器,创意文具>办公用品>计算器,https://category.dangdang.com/cid10009689.html
当当网,48328,48318,书立/阅读架,创意文具>办公用品>书立/阅读架,https://category.dangdang.com/cid10009503.html
当当网,48329,48318,相册,创意文具>办公用品>相册,https://category.dangdang.com/cid10009507.html
当当网,48330,48318,资料册,创意文具>办公用品>资料册,https://category.dangdang.com/cid10009508.html
当当网,48331,48318,裁剪用品,创意文具>办公用品>裁剪用品,https://category.dangdang.com/cid10009546.html
当当网,48332,48318,装订用品,创意文具>办公用品>装订用品,https://category.dangdang.com/cid10009547.html
当当网,48333,48318,胶粘用品,创意文具>办公用品>胶粘用品,https://category.dangdang.com/cid10009548.html
当当网,48334,48318,绘图测量用品,创意文具>办公用品>绘图测量用品,https://category.dangdang.com/cid10009549.html
当当网,1000003,,服饰内衣,服饰内衣,
当当网,48336,,服饰,服饰,https://category.dangdang.com/cid4003844.html
当当网,48337,,内衣,内衣,https://category.dangdang.com/cid10010337.html
当当网,48338,1000003,女装,服饰内衣>女装,https://category.dangdang.com/cid4003844.html
当当网,48339,48338,T恤,服饰内衣>女装>T恤,https://category.dangdang.com/cid4008150.html
当当网,48340,48338,外套,服饰内衣>女装>外套,https://category.dangdang.com/cid4008154.html
当当网,48341,48338,卫衣,服饰内衣>女装>卫衣,https://category.dangdang.com/cid4010998.html
当当网,48342,48338,半身裙,服饰内衣>女装>半身裙,https://category.dangdang.com/cid4011007.html
当当网,48343,48338,休闲裤,服饰内衣>女装>休闲裤,https://category.dangdang.com/cid4011009.html
当当网,48344,48338,牛仔裤,服饰内衣>女装>牛仔裤,https://category.dangdang.com/cid4011008.html
当当网,48345,48338,羽绒服,服饰内衣>女装>羽绒服,https://category.dangdang.com/cid4010275.html
当当网,48346,1000003,男装,服饰内衣>男装,https://category.dangdang.com/cid10010336.html
当当网,48347,48346,卫衣,服饰内衣>男装>卫衣,https://search.dangdang.com/?key=%CE%C0%D2%C2&category_id=10010336#J_tab
当当网,48348,48346,夹克,服饰内衣>男装>夹克,https://search.dangdang.com/?key=%BC%D0%BF%CB&category_id=10010336#J_tab
当当网,48349,48346,休闲裤,服饰内衣>男装>休闲裤,https://search.dangdang.com/?key=%C5%A3%D7%D0%BF%E3&category_id=10010336#J_tab
当当网,48350,48346,牛仔裤,服饰内衣>男装>牛仔裤,https://search.dangdang.com/?key=%C5%A3%D7%D0%BF%E3&category_id=10010336#J_tab
当当网,48351,48346,长袖T恤,服饰内衣>男装>长袖T恤,https://search.dangdang.com/?key=%B3%A4%D0%E4T%D0%F4&category_id=10010336#J_tab
当当网,48352,48346,长袖衬衫,服饰内衣>男装>长袖衬衫,https://search.dangdang.com/?key=%B3%A4%D0%E4%B3%C4%C9%C0&category_id=10010336#J_tab
当当网,48353,48346,针织衫,服饰内衣>男装>针织衫,https://search.dangdang.com/?key=%D5%EB%D6%AF%C9%C0&category_id=10010336#J_tab
当当网,48354,48346,风衣,服饰内衣>男装>风衣,https://search.dangdang.com/?key=%B7%E7%D2%C2&category_id=10010336#J_tab
当当网,48355,48346,毛呢大衣,服饰内衣>男装>毛呢大衣,https://search.dangdang.com/?key=%C3%AB%C4%D8%B4%F3%D2%C2&category_id=10010336#J_tab
当当网,48356,48346,皮衣,服饰内衣>男装>皮衣,https://search.dangdang.com/?key=%C6%A4%D2%C2&category_id=10010336#J_tab
当当网,48357,48346,外套,服饰内衣>男装>外套,https://category.dangdang.com/cid4008123.html
当当网,48358,48346,短袖T恤,服饰内衣>男装>短袖T恤,https://search.dangdang.com/?key=%B6%CC%D0%E4T%D0%F4&category_id=10010336#J_tab
当当网,48359,48346,polo衫,服饰内衣>男装>polo衫,https://search.dangdang.com/?key=Polo%C9%C0&category_id=10010336#J_tab
当当网,48360,48346,短袖衬衫,服饰内衣>男装>短袖衬衫,https://search.dangdang.com/?key=%B6%CC%D0%E4%B3%C4%C9%C0&category_id=10010336#J_tab
当当网,48361,48346,短裤,服饰内衣>男装>短裤,https://search.dangdang.com/?key=%B6%CC%BF%E3&category_id=10010336#J_tab
当当网,48362,48346,西服,服饰内衣>男装>西服,https://search.dangdang.com/?key=%CE%F7%B7%FE&category_id=10010336#J_tab
当当网,48363,48346,西裤,服饰内衣>男装>西裤,https://search.dangdang.com/?key=%CE%F7%BF%E3&category_id=10010336#J_tab
当当网,48364,48346,羽绒服,服饰内衣>男装>羽绒服,https://search.dangdang.com/?key=%D3%F0%C8%DE%B7%FE&category_id=10010336#J_tab
当当网,48365,1000003,内衣,服饰内衣>内衣,https://category.dangdang.com/cid10010337.html
当当网,48366,48365,男士家居服,服饰内衣>内衣>男士家居服,https://search.dangdang.com/?key=%C4%D0%CA%BF%BC%D2%BE%D3%B7%FE&act=input
当当网,48367,48365,浴袍,服饰内衣>内衣>浴袍,https://search.dangdang.com/?key=%D4%A1%C5%DB&act=input
当当网,48368,48365,秋衣秋裤,服饰内衣>内衣>秋衣秋裤,https://search.dangdang.com/?key=%C7%EF%D2%C2%C7%EF%BF%E3&act=input&page_index=1
当当网,48369,48365,女士内裤,服饰内衣>内衣>女士内裤,https://search.dangdang.com/?key=%C5%AE%CA%BF%C4%DA%BF%E3&act=input
当当网,48370,48365,男士内裤,服饰内衣>内衣>男士内裤,https://search.dangdang.com/?key=%C4%D0%CA%BF%C4%DA%BF%E3&act=input
当当网,48371,48365,打底裤,服饰内衣>内衣>打底裤,https://search.dangdang.com/?key=%B4%F2%B5%D7%BF%E3&act=input
当当网,48372,48365,男袜,服饰内衣>内衣>男袜,https://search.dangdang.com/?key=%C4%D0%CD%E0&act=input
当当网,48373,48365,棉袜,服饰内衣>内衣>棉袜,https://search.dangdang.com/?key=%C3%DE%CD%E0&act=input
当当网,48374,48365,连裤袜,服饰内衣>内衣>连裤袜,https://search.dangdang.com/?key=%C1%AC%BF%E3%CD%E0&act=input
当当网,48375,48365,女士保暖,服饰内衣>内衣>女士保暖,https://search.dangdang.com/?key=%C5%AE%CA%BF%B1%A3%C5%AF%C4%DA%D2%C2&act=input
当当网,48376,48365,男士保暖,服饰内衣>内衣>男士保暖,https://search.dangdang.com/?key=%C4%D0%CA%BF%B1%A3%C5%AF%C4%DA%D2%C2&act=input
当当网,48377,48365,保暖套装,服饰内衣>内衣>保暖套装,https://search.dangdang.com/?key=%B1%A3%C5%AF%C4%DA%D2%C2&act=input
当当网,48378,1000003,童装童鞋,服饰内衣>童装童鞋,https://category.dangdang.com/cid4004344.html
当当网,48379,48378,长袖T恤,服饰内衣>童装童鞋>长袖T恤,https://category.dangdang.com/cid4009360.html
当当网,48380,48378,裤子,服饰内衣>童装童鞋>裤子,https://category.dangdang.com/cid4009369.html
当当网,48381,48378,连衣裙,服饰内衣>童装童鞋>连衣裙,https://category.dangdang.com/cid4009363.html
当当网,48382,48378,卫衣,服饰内衣>童装童鞋>卫衣,https://category.dangdang.com/cid4009364.html
当当网,48383,48378,衬衫,服饰内衣>童装童鞋>衬衫,https://category.dangdang.com/cid4009361.html
当当网,48384,48378,套装,服饰内衣>童装童鞋>套装,https://category.dangdang.com/cid4009392.html
当当网,48385,48378,打底裤,服饰内衣>童装童鞋>打底裤,https://search.dangdang.com/?key=%B6%F9%CD%AF%B4%F2%B5%D7%BF%E3&act=input
当当网,48386,48378,针织衫,服饰内衣>童装童鞋>针织衫,https://category.dangdang.com/cid4009365.html
当当网,48387,48378,外套,服饰内衣>童装童鞋>外套,https://category.dangdang.com/cid4009367.html
当当网,48388,48378,背心,服饰内衣>童装童鞋>背心,https://category.dangdang.com/cid4009362.html
当当网,48389,48378,内衣家居,服饰内衣>童装童鞋>内衣家居,https://category.dangdang.com/cid4009370.html
当当网,48390,48378,羽绒服,服饰内衣>童装童鞋>羽绒服,https://category.dangdang.com/cid4009368.html
当当网,48391,48378,运动/户外鞋,服饰内衣>童装童鞋>运动/户外鞋,https://category.dangdang.com/cid4009377.html
当当网,48392,48378,休闲鞋,服饰内衣>童装童鞋>休闲鞋,https://category.dangdang.com/cid4009378.html
当当网,48393,48378,帆布鞋/板鞋,服饰内衣>童装童鞋>帆布鞋/板鞋,https://category.dangdang.com/cid4009379.html
当当网,48394,48378,凉鞋,服饰内衣>童装童鞋>凉鞋,https://category.dangdang.com/cid4009384.html
当当网,48395,48378,拖鞋,服饰内衣>童装童鞋>拖鞋,https://category.dangdang.com/cid4009383.html
当当网,48396,48378,棉鞋,服饰内衣>童装童鞋>棉鞋,https://category.dangdang.com/cid4009382.html
当当网,48397,48378,靴子,服饰内衣>童装童鞋>靴子,https://category.dangdang.com/cid4009380.html
当当网,1000004,,运动户外,运动户外,
当当网,48399,,运动户外,运动户外,https://search.dangdang.com/?key=%D4%CB%B6%AF%BB%A7%CD%E2&act=input&category_id=4003728&type=4003728
当当网,48400,1000004,运动鞋服,运动户外>运动鞋服,https://category.dangdang.com/cid4002384.html
当当网,48401,48400,跑步鞋,运动户外>运动鞋服>跑步鞋,https://category.dangdang.com/cid4002385.html
当当网,48402,48400,休闲鞋/板鞋,运动户外>运动鞋服>休闲鞋/板鞋,https://category.dangdang.com/cid4002392.html
当当网,48403,48400,篮球鞋,运动户外>运动鞋服>篮球鞋,https://category.dangdang.com/cid4002386.html
当当网,48404,48400,羽绒服,运动户外>运动鞋服>羽绒服,https://category.dangdang.com/cid4002551.html
当当网,48405,48400,夹克/外套,运动户外>运动鞋服>夹克/外套,https://category.dangdang.com/cid4002380.html
当当网,48406,48400,卫衣,运动户外>运动鞋服>卫衣,https://category.dangdang.com/cid4007781.html
当当网,48407,48400,运动裤,运动户外>运动鞋服>运动裤,https://category.dangdang.com/cid4009584.html
当当网,48408,48400,运动T恤,运动户外>运动鞋服>运动T恤,https://category.dangdang.com/cid4002922.html
当当网,48409,48400,运动套装,运动户外>运动鞋服>运动套装,https://category.dangdang.com/cid4009585.html
当当网,48410,48400,帆布鞋,运动户外>运动鞋服>帆布鞋,https://category.dangdang.com/cid4002389.html
当当网,48411,48400,运动包,运动户外>运动鞋服>运动包,https://category.dangdang.com/cid4002397.html
当当网,48412,48400,运动配件,运动户外>运动鞋服>运动配件,https://category.dangdang.com/cid4002543.html
当当网,48413,1000004,户外鞋服,运动户外>户外鞋服,https://category.dangdang.com/cid4009573.html
当当网,48414,48413,冲锋衣裤,运动户外>户外鞋服>冲锋衣裤,https://category.dangdang.com/cid4009574.html#ddclick?act=clickcat&pos=0_0_0_m&cat=4009575&key=&qinfo
当当网,48415,48413,皮肤风衣,运动户外>户外鞋服>皮肤风衣,https://search.dangdang.com/?key=%C6%A4%B7%F4%B7%E7%D2%C2
当当网,48416,48413,速干衣裤,运动户外>户外鞋服>速干衣裤,https://search.dangdang.com/?key=%CB%D9%B8%C9%D2%C2%BF%E3
当当网,48417,48413,软壳/抓绒衣裤,运动户外>户外鞋服>软壳/抓绒衣裤,https://search.dangdang.com/?key=%C8%ED%BF%C7%D7%A5%C8%DE
当当网,48418,48413,帽子手套,运动户外>户外鞋服>帽子手套,https://category.dangdang.com/cid4009597.html
当当网,48419,1000004,户外装备,运动户外>户外装备,https://category.dangdang.com/cid4009596.html
当当网,48420,48419,帐篷,运动户外>户外装备>帐篷,https://category.dangdang.com/cid4009589.html
当当网,48421,48419,防潮垫/野餐垫,运动户外>户外装备>防潮垫/野餐垫,https://category.dangdang.com/cid4009593.html
当当网,48422,48419,野炊/烧烤,运动户外>户外装备>野炊/烧烤,https://category.dangdang.com/cid4009591.html
当当网,48423,48419,折叠家具,运动户外>户外装备>折叠家具,https://category.dangdang.com/cid4009594.html
当当网,48424,48419,照明工具,运动户外>户外装备>照明工具,https://category.dangdang.com/cid4009590.html
当当网,48425,48419,水具/水壶,运动户外>户外装备>水具/水壶,https://category.dangdang.com/cid4009592.html
当当网,48426,48419,睡袋,运动户外>户外装备>睡袋,https://category.dangdang.com/cid4009825.html
当当网,48427,48419,头巾/手杖,运动户外>户外装备>头巾/手杖,https://category.dangdang.com/cid4009598.html
当当网,48428,1000004,健身器材,运动户外>健身器材,https://category.dangdang.com/cid4002901.html
当当网,48429,48428,仰卧板,运动户外>健身器材>仰卧板,https://search.dangdang.com/?key=%D1%F6%CE%D4%B0%E5&act=click
当当网,48430,48428,健身小器械,运动户外>健身器材>健身小器械,https://search.dangdang.com/?key=%BD%A1%C9%ED%D0%A1%C6%F7%D0%B5&category_id=4002901
当当网,48431,48428,滑板,运动户外>健身器材>滑板,https://search.dangdang.com/?key=%BB%AC%B0%E5&category_id=4002395
当当网,48432,1000004,体育娱乐,运动户外>体育娱乐,https://category.dangdang.com/cid4002533.html
当当网,48433,48432,篮球,运动户外>体育娱乐>篮球,https://category.dangdang.com/cid4011084.html
当当网,48434,48432,羽毛球,运动户外>体育娱乐>羽毛球,https://category.dangdang.com/cid4011063.html
当当网,48435,48432,足球,运动户外>体育娱乐>足球,https://category.dangdang.com/cid4011090.html
当当网,48436,48432,轮滑鞋,运动户外>体育娱乐>轮滑鞋,https://search.dangdang.com/?key=%C2%D6%BB%AC%D0%AC&category_id=4003728#J_tab
当当网,48437,1000004,垂钓用品,运动户外>垂钓用品,
当当网,48438,48437,鱼竿,运动户外>垂钓用品>鱼竿,https://search.dangdang.com/?key=%B5%F6+%D3%E3&category_id=4003728#J_tab
当当网,48439,48437,鱼钩鱼线,运动户外>垂钓用品>鱼钩鱼线,https://search.dangdang.com/?key=%D3%E3%B9%B3%D3%E3%CF%DF&act=input
当当网,48440,48437,钓箱鱼包,运动户外>垂钓用品>钓箱鱼包,https://search.dangdang.com/?key=%B5%F6%D3%E3%CF%E4&act=click
当当网,48441,48437,钓鱼桌椅,运动户外>垂钓用品>钓鱼桌椅,https://search.dangdang.com/?key=%B5%F6%D3%E3%D7%C0%D2%CE&act=input
当当网,48442,1000004,瑜伽运动,运动户外>瑜伽运动,
当当网,48443,48442,瑜伽服,运动户外>瑜伽运动>瑜伽服,https://search.dangdang.com/?key=%E8%A4%D9%A4%B7%FE
当当网,48444,48442,瑜伽垫瑜,运动户外>瑜伽运动>瑜伽垫瑜,https://search.dangdang.com/?key=%E8%A4%D9%A4%B5%E6
当当网,48445,48442,伽配件,运动户外>瑜伽运动>伽配件,https://search.dangdang.com/?key=%E8%A4%D9%A4%C5%E4%BC%FE&category_id=4005290
当当网,1000005,,孕婴童,孕婴童,
当当网,48447,,孕,孕,https://category.dangdang.com/cid4004866.html
当当网,48448,,婴,婴,https://category.dangdang.com/cid4001940.html
当当网,48449,,童,童,https://category.dangdang.com/cid4004344.html
当当网,48450,1000005,尿裤湿巾,孕婴童>尿裤湿巾,https://category.dangdang.com/cid4002055.html
当当网,48451,48450,拉拉裤,孕婴童>尿裤湿巾>拉拉裤,https://category.dangdang.com/cid4004067.html
当当网,48452,48450,婴儿湿巾,孕婴童>尿裤湿巾>婴儿湿巾,https://category.dangdang.com/cid4002002.html
当当网,48453,1000005,喂养用品,孕婴童>喂养用品,
当当网,48454,48453,奶瓶,孕婴童>喂养用品>奶瓶,https://category.dangdang.com/cid4001969.html
当当网,48455,48453,奶嘴,孕婴童>喂养用品>奶嘴,https://category.dangdang.com/cid4004005.html
当当网,48456,48453,消毒清洁,孕婴童>喂养用品>消毒清洁,https://category.dangdang.com/cid4009731.html
当当网,48457,48453,辅食料理,孕婴童>喂养用品>辅食料理,https://category.dangdang.com/cid4009729.html
当当网,48458,48453,牙胶安抚,孕婴童>喂养用品>牙胶安抚,https://category.dangdang.com/cid4009730.html
当当网,48459,48453,食物存储,孕婴童>喂养用品>食物存储,https://category.dangdang.com/cid4009732.html
当当网,48460,48453,儿童餐具,孕婴童>喂养用品>儿童餐具,https://category.dangdang.com/cid4009728.html
当当网,48461,48453,水杯/水壶,孕婴童>喂养用品>水杯/水壶,https://category.dangdang.com/cid4001971.html
当当网,48462,48453,围兜/罩衣,孕婴童>喂养用品>围兜/罩衣,https://category.dangdang.com/cid4001967.html
当当网,48463,1000005,洗护用品,孕婴童>洗护用品,
当当网,48464,48463,洗澡用具,孕婴童>洗护用品>洗澡用具,https://category.dangdang.com/cid4009733.html
当当网,48465,48463,洗衣/清洁,孕婴童>洗护用品>洗衣/清洁,https://category.dangdang.com/cid4010939.html
当当网,48466,48463,理发器,孕婴童>洗护用品>理发器,https://category.dangdang.com/cid4003408.html
当当网,48467,48463,口腔护理,孕婴童>洗护用品>口腔护理,https://category.dangdang.com/cid4001998.html
当当网,48468,48463,坐便器,孕婴童>洗护用品>坐便器,https://category.dangdang.com/cid4002056.html
当当网,48469,48463,驱蚊用品,孕婴童>洗护用品>驱蚊用品,https://category.dangdang.com/cid4002010.html
当当网,48470,1000005,宝宝寝居,孕婴童>宝宝寝居,
当当网,48471,48470,凉席/蚊帐,孕婴童>宝宝寝居>凉席/蚊帐,https://category.dangdang.com/cid4002041.html
当当网,48472,48470,睡袋/抱被,孕婴童>宝宝寝居>睡袋/抱被,https://category.dangdang.com/cid4002039.html
当当网,48473,48470,盖毯/被子,孕婴童>宝宝寝居>盖毯/被子,https://category.dangdang.com/cid4009525.html
当当网,48474,48470,床品床围,孕婴童>宝宝寝居>床品床围,https://category.dangdang.com/cid4002036.html
当当网,48475,48470,毛巾/浴巾,孕婴童>宝宝寝居>毛巾/浴巾,https://category.dangdang.com/cid4003400.html
当当网,48476,48470,枕头枕套,孕婴童>宝宝寝居>枕头枕套,https://category.dangdang.com/cid4002038.html
当当网,48477,48470,安全防护,孕婴童>宝宝寝居>安全防护,https://category.dangdang.com/cid4002029.html
当当网,48478,1000005,玩具,孕婴童>玩具,
当当网,48479,48478,婴幼玩具,孕婴童>玩具>婴幼玩具,https://category.dangdang.com/cid4002067.html
当当网,48480,48478,早教益智,孕婴童>玩具>早教益智,https://category.dangdang.com/cid4002069.html
当当网,48481,48478,积木拼插,孕婴童>玩具>积木拼插,https://category.dangdang.com/cid4009784.html
当当网,48482,48478,遥控电动,孕婴童>玩具>遥控电动,https://category.dangdang.com/cid4002073.html
当当网,48483,48478,模型玩具,孕婴童>玩具>模型玩具,https://category.dangdang.com/cid4002066.html
当当网,48484,48478,运动户外玩具,孕婴童>玩具>运动户外玩具,https://category.dangdang.com/cid4002251.html
当当网,48485,48478,娃娃,孕婴童>玩具>娃娃,https://category.dangdang.com/cid4002305.html
当当网,48486,48478,毛绒玩具,孕婴童>玩具>毛绒玩具,https://category.dangdang.com/cid4002071.html
当当网,48487,48478,创意减压,孕婴童>玩具>创意减压,https://category.dangdang.com/cid4009512.html
当当网,48488,48478,绘画手工,孕婴童>玩具>绘画手工,https://category.dangdang.com/cid4010213.html
当当网,48489,1000005,妈妈专区,孕婴童>妈妈专区,
当当网,48490,48489,孕妇装,孕婴童>妈妈专区>孕妇装,https://category.dangdang.com/cid4010444.html
当当网,48491,48489,待产护理,孕婴童>妈妈专区>待产护理,https://category.dangdang.com/cid4010427.html
当当网,48492,48489,孕产妇内衣,孕婴童>妈妈专区>孕产妇内衣,https://category.dangdang.com/cid4010438.html
当当网,48493,1000005,童车童床,孕婴童>童车童床,
当当网,48494,48493,学步车,孕婴童>童车童床>学步车,https://category.dangdang.com/cid4001959.html
当当网,48495,48493,三轮车,孕婴童>童车童床>三轮车,https://category.dangdang.com/cid4001956.html
当当网,48496,48493,电动车,孕婴童>童车童床>电动车,https://category.dangdang.com/cid4004037.html
当当网,48497,48493,扭扭车,孕婴童>童车童床>扭扭车,https://category.dangdang.com/cid4004038.html
当当网,48498,48493,儿童自行车,孕婴童>童车童床>儿童自行车,https://category.dangdang.com/cid4004818.html
当当网,48499,48493,滑板车,孕婴童>童车童床>滑板车,https://category.dangdang.com/cid4002063.html
当当网,48500,48493,轮滑鞋,孕婴童>童车童床>轮滑鞋,https://category.dangdang.com/cid4009742.html
当当网,48501,48493,婴儿床,孕婴童>童车童床>婴儿床,https://category.dangdang.com/cid4002037.html
当当网,1000006,,家居家纺,家居家纺,
当当网,48503,,家居,家居,https://search.dangdang.com/?key=%BC%D2%BE%D3&act=input&category_id=4003900&type=4003900
当当网,48504,,家纺,家纺,https://search.dangdang.com/?key=%BC%D2%B7%C4&act=input&category_id=4003900&type=4003900
当当网,48505,1000006,家纺,家居家纺>家纺,
当当网,48506,48505,床品套件,家居家纺>家纺>床品套件,https://category.dangdang.com/cid4010306.html
当当网,48507,48505,酒店床品,家居家纺>家纺>酒店床品,https://search.dangdang.com/?key=%BE%C6%B5%EA%B4%B2%C6%B7&act=input
当当网,48508,48505,轻奢床品,家居家纺>家纺>轻奢床品,https://search.dangdang.com/?key=%B9%B1%B6%D0%B4%B2%C6%B7&act=input
当当网,48509,48505,床单/被罩,家居家纺>家纺>床单/被罩,https://category.dangdang.com/cid4005974.html
当当网,48510,48505,儿童床品,家居家纺>家纺>儿童床品,https://category.dangdang.com/cid4010311.html
当当网,48511,48505,床垫/床褥,家居家纺>家纺>床垫/床褥,https://category.dangdang.com/cid4010328.html
当当网,48512,48505,靠垫/坐垫,家居家纺>家纺>靠垫/坐垫,https://category.dangdang.com/cid4011025.html
当当网,48513,48505,枕芯毛巾/浴巾,家居家纺>家纺>枕芯毛巾/浴巾,https://category.dangdang.com/cid4010322.html
当当网,48514,48505,家居鞋,家居家纺>家纺>家居鞋,https://category.dangdang.com/cid4011022.html
当当网,48515,48505,夏被,家居家纺>家纺>夏被,https://category.dangdang.com/cid4010317.html
当当网,48516,48505,凉席,家居家纺>家纺>凉席,https://category.dangdang.com/cid4010334.html
当当网,48517,1000006,时尚家饰,家居家纺>时尚家饰,
当当网,48518,48517,地毯/地垫,家居家纺>时尚家饰>地毯/地垫,https://category.dangdang.com/cid4009469.html
当当网,48519,48517,沙发,家居家纺>时尚家饰>沙发,https://category.dangdang.com/cid4009471.html
当当网,48520,48517,垫窗帘/浴帘,家居家纺>时尚家饰>垫窗帘/浴帘,https://category.dangdang.com/cid4009495.html
当当网,48521,48517,桌布/罩件,家居家纺>时尚家饰>桌布/罩件,https://category.dangdang.com/cid4009472.html
当当网,48522,48517,挂钟/闹钟,家居家纺>时尚家饰>挂钟/闹钟,https://category.dangdang.com/cid4009454.html
当当网,48523,48517,墙壁装饰,家居家纺>时尚家饰>墙壁装饰,https://category.dangdang.com/cid4009462.html
当当网,48524,48517,摆饰/挂件,家居家纺>时尚家饰>摆饰/挂件,https://category.dangdang.com/cid4009463.html
当当网,48525,48517,节庆/婚庆用品,家居家纺>时尚家饰>节庆/婚庆用品,https://category.dangdang.com/cid4005893.html
当当网,48526,1000006,水具,家居家纺>水具,
当当网,48527,48526,塑料杯,家居家纺>水具>塑料杯,https://category.dangdang.com/cid4010362.html
当当网,48528,48526,玻璃杯,家居家纺>水具>玻璃杯,https://category.dangdang.com/cid4010363.html
当当网,48529,48526,保温杯,家居家纺>水具>保温杯,https://category.dangdang.com/cid4010364.html
当当网,48530,48526,保温壶,家居家纺>水具>保温壶,https://category.dangdang.com/cid4010365.html
当当网,48531,48526,儿童水杯,家居家纺>水具>儿童水杯,https://category.dangdang.com/cid4010366.html
当当网,48532,48526,陶瓷/马克杯,家居家纺>水具>陶瓷/马克杯,https://category.dangdang.com/cid4010367.html
当当网,48533,48526,茶具,家居家纺>水具>茶具,https://category.dangdang.com/cid4010369.html
当当网,48534,48526,酒具,家居家纺>水具>酒具,https://category.dangdang.com/cid4010377.html
当当网,48535,48526,咖啡具,家居家纺>水具>咖啡具,https://category.dangdang.com/cid4010385.html
当当网,48536,1000006,厨具,家居家纺>厨具,
当当网,48537,48536,炒锅,家居家纺>厨具>炒锅,https://category.dangdang.com/cid4001394.html
