category_id,category_name,parent_category_id,source_site,source_category_id,source_category_name,source_category_path,is_book,is_leaf
321,鼠标,317,新华书店网,1162,鼠标,3C数码>电脑周边>鼠标,0,1
322,鼠标垫,317,新华书店网,1163,鼠标垫,3C数码>电脑周边>鼠标垫,0,1
323,电脑收纳包,317,新华书店网,1164,电脑收纳包,3C数码>电脑周边>电脑收纳包,0,1
324,平板电脑,317,新华书店网,1465,平板电脑,3C数码>电脑周边>平板电脑,0,1
325,智能设备,315,新华书店网,1165,智能设备,3C数码>智能设备,0,0
326,翻译器,325,新华书店网,1166,翻译器,3C数码>智能设备>翻译器,0,1
327,智能机器人,325,新华书店网,1167,智能机器人,3C数码>智能设备>智能机器人,0,1
328,智能手表/手环,325,新华书店网,1168,智能手表/手环,3C数码>智能设备>智能手表/手环,0,1
329,智能书柜,325,新华书店网,1169,智能书柜,3C数码>智能设备>智能书柜,0,1
330,学习机（智能设备）,325,新华书店网,1393,学习机,3C数码>智能设备>学习机,0,1
331,手机配件,315,新华书店网,1170,手机配件,3C数码>手机配件,0,0
332,充电器,331,新华书店网,1171,充电器,3C数码>手机配件>充电器,0,1
333,自拍杆/架,331,新华书店网,1172,自拍杆/架,3C数码>手机配件>自拍杆/架,0,1
334,手机支架,331,新华书店网,1173,手机支架,3C数码>手机配件>手机支架,0,1
335,指环扣,331,新华书店网,1174,指环扣,3C数码>手机配件>指环扣,0,1
336,手机保护套/壳,331,新华书店网,1175,手机保护套/壳,3C数码>手机配件>手机保护套/壳,0,1
337,手机扩音座,331,新华书店网,1344,手机扩音座,3C数码>手机配件>手机扩音座,0,1
338,手机,331,新华书店网,1464,手机,3C数码>手机配件>手机,0,1
339,存储设备,315,新华书店网,1176,存储设备,3C数码>存储设备,0,0
340,闪存卡,339,新华书店网,1177,闪存卡,3C数码>存储设备>闪存卡,0,1
341,普通U盘,339,新华书店网,1178,普通U盘,3C数码>存储设备>普通U盘,0,1
342,手机U盘,339,新华书店网,1179,手机U盘,3C数码>存储设备>手机U盘,0,1
343,移动硬盘,339,新华书店网,1180,移动硬盘,3C数码>存储设备>移动硬盘,0,1
344,网络设备,315,新华书店网,1181,网络设备,3C数码>网络设备,0,0
345,普通路由器,344,新华书店网,1182,普通路由器,3C数码>网络设备>普通路由器,0,1
346,数码配件,315,新华书店网,1183,数码配件,3C数码>数码配件,0,0
347,移动电源,346,新华书店网,1184,移动电源,3C数码>数码配件>移动电源,0,1
348,收纳（数码配件）,346,新华书店网,1185,收纳,3C数码>数码配件>收纳,0,1
349,数码周边,346,新华书店网,1186,数码周边,3C数码>数码配件>数码周边,0,1
350,游戏/电玩,315,新华书店网,1187,游戏/电玩,3C数码>游戏/电玩,0,0
351,游戏手柄,350,新华书店网,1188,游戏手柄,3C数码>游戏/电玩>游戏手柄,0,1
352,礼品卡,2,新华书店网,1338,礼品卡,礼品卡,0,0
353,礼品卡（礼品卡）,352,新华书店网,1339,礼品卡,礼品卡>礼品卡,0,0
354,新享卡,353,新华书店网,1462,新享卡,礼品卡>礼品卡>新享卡,0,1
